backend,dtype,resolution,particle_count,run_id,seed,record_type,startup_seconds,warmup_steps,warmup_seconds,measured_steps,total_step_seconds,mean_step_seconds,min_step_seconds,max_step_seconds,std_step_seconds,total_wall_seconds,first_nonfinite_step,device_fallback,device_fallback_type,pytorch_mps_fallback,unsupported_operator,max_audited_tensor_count,initial_state_sha256,final_state_sha256,sustain_target_seconds,current_allocated_bytes,driver_allocated_bytes,recommended_max_bytes,process_max_rss_bytes,segment_end_seconds,segment_steps,analysis_role,analysis_source_stem,analysis_config_sha256,analysis_source_config_sha256,analysis_source_numerical_sha256,analysis_source_runtime_sha256,analysis_source_trajectory_sha256,analysis_repeat_group_sha256,analysis_repeat_count,analysis_repeat_status,analysis_repeat_time_grid_match,analysis_repeat_final_state_hash_match,analysis_repeat_metrics_within_tolerance,analysis_repeat_max_abs_metric_difference,analysis_repeat_mean_step_seconds_range,analysis_repeat_mean_step_seconds_relative_range,analysis_repeat_max_abs_diff_velocity_relative_l2,analysis_repeat_max_abs_diff_velocity_rmse,analysis_repeat_max_abs_diff_total_kinetic_energy,analysis_repeat_max_abs_diff_kinetic_energy_relative_error,analysis_repeat_max_abs_diff_kinetic_energy_relative_initial,analysis_repeat_max_abs_diff_momentum_x,analysis_repeat_max_abs_diff_momentum_y,analysis_repeat_max_abs_diff_relative_momentum_drift,analysis_repeat_max_abs_diff_mean_density,analysis_repeat_max_abs_diff_min_density,analysis_repeat_max_abs_diff_max_density,analysis_repeat_max_abs_diff_relative_density_fluctuation,analysis_repeat_max_abs_diff_max_particle_speed,analysis_stability_configured_steps,analysis_stability_measured_steps,analysis_stability_last_numerical_step,analysis_stability_sustain_target_seconds,analysis_stability_total_wall_seconds,analysis_stability_wall_overrun_seconds,analysis_stability_target_met,analysis_stability_segment_count,analysis_stability_segment_step_sum
cpu,float32,32,1024,run-2,20260731.0,summary,5.972815749992151,3.0,0.1256527919904329,400.0,10.829319790820591,0.0270732994770514,0.0250078330282121,0.0479920420330017,0.0027393321248881,10.919782250013668,,False,none,False,False,85.0,22bd4bacb0d8c36a021eb0f99ef756a968ef468f9adba75ac237b4525f425f17,f06088f706aca3f639db75adabe3b37ceb9b6d31992b64cbe2b795f93f1fd537,,,,,459505664,,,canonical,cpu_n32_run-2,fb6f03a8158f0720a5cec8398d81d7cfd13c259e83cac05e34e79e4cd8edcb45,d0308d5230568557dc9ef8e0d94d6553eff33a910677aa74790b1943b8456bf1,449e504fe25dfb3368ce3faf1882ceff0d7c5116249bcfad989e5244908f276b,b92697bb150804e42387b0a2d9c2eb76cb5ec7d00cba421bb6e04a318b5dc310,964aa14ff8a79dd6e925b9768e30166d71a9ac398fea1be1d8d6ecb178cf29ca,fb6f03a8158f0720a5cec8398d81d7cfd13c259e83cac05e34e79e4cd8edcb45,2,EXACT_STATE_HASH_AND_METRICS_MATCH,True,True,True,0.0,0.0010412398156767998,0.037734393623218815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
cpu,,32,1024,run-2,,segment,,,,,,0.0270732994770514,0.0250078330282121,0.0479920420330017,,,,,,,,,,,,,,,459440128,10.919782250013668,400.0,canonical,cpu_n32_run-2,fb6f03a8158f0720a5cec8398d81d7cfd13c259e83cac05e34e79e4cd8edcb45,d0308d5230568557dc9ef8e0d94d6553eff33a910677aa74790b1943b8456bf1,449e504fe25dfb3368ce3faf1882ceff0d7c5116249bcfad989e5244908f276b,b92697bb150804e42387b0a2d9c2eb76cb5ec7d00cba421bb6e04a318b5dc310,964aa14ff8a79dd6e925b9768e30166d71a9ac398fea1be1d8d6ecb178cf29ca,fb6f03a8158f0720a5cec8398d81d7cfd13c259e83cac05e34e79e4cd8edcb45,2,EXACT_STATE_HASH_AND_METRICS_MATCH,True,True,True,0.0,0.0010412398156767998,0.037734393623218815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
mps,float32,16,256,run-1,20260731.0,summary,4.108032416959759,3.0,0.4820279579726048,400.0,48.89364883583039,0.1222341220895759,0.0550296669825911,0.3055261250119656,0.0269498006130224,49.57690775004448,,True,torchCompactRadius_compact_neighbor_search_cpu_bridge,False,False,85.0,71ae6b619257084c7cbd93c266882c2b9df3e3b71d898f2ebc72f14edbaa71c8,e65f9eaef2c119fbc01cacaf772e0a405a3de50e54206932b512231e81d5fbdd,,3651840.0,44466176.0,12713115648.0,790282240,,,canonical,mps_n16_run-1,c498cf6ab4e62f6cac004a7c748253538b14f3420f098f9676835d7b1d310096,15ff9f6fdda89a25e29f2b02602d24933809e1208261de5d939ee54f5666576d,f810171a4e29e7a46007845ce2a7dc4941c15c0a61422202fdeab38816fc9fd3,ff28176c545413470d865f515dbc8434e38626362dbf0e85daff1cd74cf31468,635769a8027e5e6f8a01a06d9157308f97d4ff8816ec096317f44fd4597aa271,c498cf6ab4e62f6cac004a7c748253538b14f3420f098f9676835d7b1d310096,2,REPEAT_DIFFERENCE,True,False,False,1.990795135498047e-05,0.004741613213991497,0.03955850207297661,6.198883056696136e-06,1.966953277615646e-06,4.351139068603516e-06,1.3589859008789062e-05,4.351139068659027e-06,2.952292561999442e-07,1.4863908290984468e-06,4.1071325540022185e-07,1.1920928977282585e-07,2.384185789905402e-07,2.384185791015625e-07,2.384185790999362e-07,1.990795135498047e-05,,,,,,,,,
mps,,16,256,run-1,,segment,,,,,,0.1222341220895759,0.0550296669825911,0.3055261250119656,,,,,,,,,,,,3651840.0,44466176.0,12713115648.0,790282240,49.57690775004448,400.0,canonical,mps_n16_run-1,c498cf6ab4e62f6cac004a7c748253538b14f3420f098f9676835d7b1d310096,15ff9f6fdda89a25e29f2b02602d24933809e1208261de5d939ee54f5666576d,f810171a4e29e7a46007845ce2a7dc4941c15c0a61422202fdeab38816fc9fd3,ff28176c545413470d865f515dbc8434e38626362dbf0e85daff1cd74cf31468,635769a8027e5e6f8a01a06d9157308f97d4ff8816ec096317f44fd4597aa271,c498cf6ab4e62f6cac004a7c748253538b14f3420f098f9676835d7b1d310096,2,REPEAT_DIFFERENCE,True,False,False,1.990795135498047e-05,0.004741613213991497,0.03955850207297661,6.198883056696136e-06,1.966953277615646e-06,4.351139068603516e-06,1.3589859008789062e-05,4.351139068659027e-06,2.952292561999442e-07,1.4863908290984468e-06,4.1071325540022185e-07,1.1920928977282585e-07,2.384185789905402e-07,2.384185791015625e-07,2.384185790999362e-07,1.990795135498047e-05,,,,,,,,,
mps,float32,16,256,run-2,20260731.0,summary,4.650290541991126,3.0,0.7293221249710768,400.0,46.997003550233785,0.1174925088755844,0.0597221250063739,0.2817579159745946,0.028494775170899,47.58558291697409,,True,torchCompactRadius_compact_neighbor_search_cpu_bridge,False,False,85.0,71ae6b619257084c7cbd93c266882c2b9df3e3b71d898f2ebc72f14edbaa71c8,c44a5706ab6aefa0ce38f6b3c93790674e9db254e748505fbc2afb4eef7e20d1,,3651840.0,44466176.0,12713115648.0,572489728,,,canonical,mps_n16_run-2,c498cf6ab4e62f6cac004a7c748253538b14f3420f098f9676835d7b1d310096,92c9ba0d091e388e250c60a075be05d0a6964ebc6c74c5a83f3d976054f7044d,072653fe524c1349abc52461c4b356617d2b1567b1e4a42803c7956d24ebc836,756ffa2a45d47aa2355cd73ed81d828186548e411cca0f0bf7c81bcdbf7cd99d,aa6aac454be4a30f8a5b68438e0d05cc50cd7a62b889539d09bc8ffb4a05d3f2,c498cf6ab4e62f6cac004a7c748253538b14f3420f098f9676835d7b1d310096,2,REPEAT_DIFFERENCE,True,False,False,1.990795135498047e-05,0.004741613213991497,0.03955850207297661,6.198883056696136e-06,1.966953277615646e-06,4.351139068603516e-06,1.3589859008789062e-05,4.351139068659027e-06,2.952292561999442e-07,1.4863908290984468e-06,4.1071325540022185e-07,1.1920928977282585e-07,2.384185789905402e-07,2.384185791015625e-07,2.384185790999362e-07,1.990795135498047e-05,,,,,,,,,
mps,,16,256,run-2,,segment,,,,,,0.1174925088755844,0.0597221250063739,0.2817579159745946,,,,,,,,,,,,3651840.0,44466176.0,12713115648.0,572489728,47.58558291697409,400.0,canonical,mps_n16_run-2,c498cf6ab4e62f6cac004a7c748253538b14f3420f098f9676835d7b1d310096,92c9ba0d091e388e250c60a075be05d0a6964ebc6c74c5a83f3d976054f7044d,072653fe524c1349abc52461c4b356617d2b1567b1e4a42803c7956d24ebc836,756ffa2a45d47aa2355cd73ed81d828186548e411cca0f0bf7c81bcdbf7cd99d,aa6aac454be4a30f8a5b68438e0d05cc50cd7a62b889539d09bc8ffb4a05d3f2,c498cf6ab4e62f6cac004a7c748253538b14f3420f098f9676835d7b1d310096,2,REPEAT_DIFFERENCE,True,False,False,1.990795135498047e-05,0.004741613213991497,0.03955850207297661,6.198883056696136e-06,1.966953277615646e-06,4.351139068603516e-06,1.3589859008789062e-05,4.351139068659027e-06,2.952292561999442e-07,1.4863908290984468e-06,4.1071325540022185e-07,1.1920928977282585e-07,2.384185789905402e-07,2.384185791015625e-07,2.384185790999362e-07,1.990795135498047e-05,,,,,,,,,
mps,float32,32,1024,run-1,20260731.0,summary,6.1117695410503075,3.0,0.5546632499899715,400.0,68.13013466174016,0.1703253366543504,0.0627410840243101,0.2833921670098789,0.0418196706588746,68.84217062499374,,True,torchCompactRadius_compact_neighbor_search_cpu_bridge,False,False,85.0,22bd4bacb0d8c36a021eb0f99ef756a968ef468f9adba75ac237b4525f425f17,0e52b280158b0681510cb3b524779cddba3ffae9a781d16c457da9046c46f0ff,,7905280.0,342409216.0,12713115648.0,1076117504,,,canonical,mps_n32_run-1,6cfaf2b862c1df55a1270210c502f7cbed3f6210f39ca19da11e4fcd2dd17783,d4a6ce4e341eb4b323c35f93c3efaa27a6b9839e15c56e285b763a6298b2b37e,cd7b7d5af7949d280dc9586eff6667cb8db73f0854add1ffb0cb1f248702bbd0,d8dd39b5030de340e62a4aa6e2d026311cad59c51d01e50c9f91f55a98511c08,81e431c07325a9408cd398dbaf427229111de683e3d56ae87e0721eb32abc369,6cfaf2b862c1df55a1270210c502f7cbed3f6210f39ca19da11e4fcd2dd17783,2,REPEAT_DIFFERENCE,True,False,False,1.0728836059570312e-05,0.0026068274085991883,0.015188757146758575,1.2665987020321623e-07,5.587935449774539e-08,2.384185792125848e-07,2.5331974021214343e-07,2.384185791015625e-07,3.352761268615892e-08,3.818422560000062e-08,1.5554036281173467e-08,1.1920928955078125e-07,2.384185793236071e-07,2.384185791015625e-07,2.3841857910004462e-07,1.0728836059570312e-05,,,,,,,,,
mps,,32,1024,run-1,,segment,,,,,,0.1703253366543504,0.0627410840243101,0.2833921670098789,,,,,,,,,,,,7905280.0,342409216.0,12713115648.0,1076117504,68.84217062499374,400.0,canonical,mps_n32_run-1,6cfaf2b862c1df55a1270210c502f7cbed3f6210f39ca19da11e4fcd2dd17783,d4a6ce4e341eb4b323c35f93c3efaa27a6b9839e15c56e285b763a6298b2b37e,cd7b7d5af7949d280dc9586eff6667cb8db73f0854add1ffb0cb1f248702bbd0,d8dd39b5030de340e62a4aa6e2d026311cad59c51d01e50c9f91f55a98511c08,81e431c07325a9408cd398dbaf427229111de683e3d56ae87e0721eb32abc369,6cfaf2b862c1df55a1270210c502f7cbed3f6210f39ca19da11e4fcd2dd17783,2,REPEAT_DIFFERENCE,True,False,False,1.0728836059570312e-05,0.0026068274085991883,0.015188757146758575,1.2665987020321623e-07,5.587935449774539e-08,2.384185792125848e-07,2.5331974021214343e-07,2.384185791015625e-07,3.352761268615892e-08,3.818422560000062e-08,1.5554036281173467e-08,1.1920928955078125e-07,2.384185793236071e-07,2.384185791015625e-07,2.3841857910004462e-07,1.0728836059570312e-05,,,,,,,,,
mps,float32,32,1024,run-2,20260731.0,summary,8.109535499999765,3.0,0.6894420830067247,400.0,69.17286562517984,0.1729321640629496,0.0630651659448631,0.4574390829657204,0.0392018250460677,69.79964416701114,,True,torchCompactRadius_compact_neighbor_search_cpu_bridge,False,False,85.0,22bd4bacb0d8c36a021eb0f99ef756a968ef468f9adba75ac237b4525f425f17,9c500814e40a8e5ba57d2107807deb8d811d88b65aa958166323c93243cf14d3,,7905280.0,341557248.0,12713115648.0,974553088,,,canonical,mps_n32_run-2,6cfaf2b862c1df55a1270210c502f7cbed3f6210f39ca19da11e4fcd2dd17783,2e5e6ca76521a058ddd21c4ab34974c6e177c44ef53324ee3e40066e698f72a4,c3d62c621fe16055df1049c995c0f4f14d6ab4a1ce8299839207c288f6bee927,728b2c3d3219cf558b41b6ccd97539eb0c360c88fde0330382d05abfc176ed0c,71f999e6d7576dea9ec670a3ea5bf54d1df814e46be7694b10397363118659ec,6cfaf2b862c1df55a1270210c502f7cbed3f6210f39ca19da11e4fcd2dd17783,2,REPEAT_DIFFERENCE,True,False,False,1.0728836059570312e-05,0.0026068274085991883,0.015188757146758575,1.2665987020321623e-07,5.587935449774539e-08,2.384185792125848e-07,2.5331974021214343e-07,2.384185791015625e-07,3.352761268615892e-08,3.818422560000062e-08,1.5554036281173467e-08,1.1920928955078125e-07,2.384185793236071e-07,2.384185791015625e-07,2.3841857910004462e-07,1.0728836059570312e-05,,,,,,,,,
mps,,32,1024,run-2,,segment,,,,,,0.1729321640629496,0.0630651659448631,0.4574390829657204,,,,,,,,,,,,7905280.0,341557248.0,12713115648.0,974553088,69.79964416701114,400.0,canonical,mps_n32_run-2,6cfaf2b862c1df55a1270210c502f7cbed3f6210f39ca19da11e4fcd2dd17783,2e5e6ca76521a058ddd21c4ab34974c6e177c44ef53324ee3e40066e698f72a4,c3d62c621fe16055df1049c995c0f4f14d6ab4a1ce8299839207c288f6bee927,728b2c3d3219cf558b41b6ccd97539eb0c360c88fde0330382d05abfc176ed0c,71f999e6d7576dea9ec670a3ea5bf54d1df814e46be7694b10397363118659ec,6cfaf2b862c1df55a1270210c502f7cbed3f6210f39ca19da11e4fcd2dd17783,2,REPEAT_DIFFERENCE,True,False,False,1.0728836059570312e-05,0.0026068274085991883,0.015188757146758575,1.2665987020321623e-07,5.587935449774539e-08,2.384185792125848e-07,2.5331974021214343e-07,2.384185791015625e-07,3.352761268615892e-08,3.818422560000062e-08,1.5554036281173467e-08,1.1920928955078125e-07,2.384185793236071e-07,2.384185791015625e-07,2.3841857910004462e-07,1.0728836059570312e-05,,,,,,,,,
