kind,case_id,pid,return_code,child_reclaimed,child_rss_after_reap_bytes,parent_rss_before_bytes,parent_rss_after_bytes,scalar_only_summary,result_path,log_path,config_sha256,code_git_hash,wall_time_seconds
prerequisite_smoke,prereq_smoke_a,79869,0,True,0,19349504,19447808,True,06_experiments/stage_01f3_mms_convergence/run_summaries/prereq_smoke_a.json,06_experiments/stage_01f3_mms_convergence/logs/prereq_smoke_a.log,8ca90dcc84f08c583afe04e4c4dca9ccd94664356de30d53b72221bfc3daca24,af6a0331ad2598a4493baa3168b3aae90fd9b0fc,1.6147675829706714
prerequisite_smoke,prereq_smoke_b,79888,0,True,0,19447808,19464192,True,06_experiments/stage_01f3_mms_convergence/run_summaries/prereq_smoke_b.json,06_experiments/stage_01f3_mms_convergence/logs/prereq_smoke_b.log,8ca90dcc84f08c583afe04e4c4dca9ccd94664356de30d53b72221bfc3daca24,af6a0331ad2598a4493baa3168b3aae90fd9b0fc,1.4994762500282377
semidiscrete_reference,semiref_a,80000,0,True,0,18956288,19070976,True,06_experiments/stage_01f3_mms_convergence/results/semidiscrete_mms_a_reference.json,06_experiments/stage_01f3_mms_convergence/logs/semiref_a.log,8ca90dcc84f08c583afe04e4c4dca9ccd94664356de30d53b72221bfc3daca24,af6a0331ad2598a4493baa3168b3aae90fd9b0fc,200.62977283401415
semidiscrete_reference,semiref_b,80251,1,True,0,19103744,19103744,True,06_experiments/stage_01f3_mms_convergence/results/semidiscrete_mms_b_reference.json,06_experiments/stage_01f3_mms_convergence/logs/semiref_b.log,8ca90dcc84f08c583afe04e4c4dca9ccd94664356de30d53b72221bfc3daca24,af6a0331ad2598a4493baa3168b3aae90fd9b0fc,200.39631145796739
