run_id,status,completed_steps,final_time,finite,default_gc,no_grad,topology_pass,max_pressure_pair_residual,max_viscosity_pair_residual,max_viscous_power,current_rss_bytes,peak_rss_bytes,rss_quartile_increase_bytes,rss_relative_increase,step_time_ratio,minimum_system_available_fraction,policy_gate_pass
stage01dp_canary_r1,PASS,1600,0.19999999999999182,True,True,True,True,2.6104379709827384e-18,4.565966847116971e-18,-0.657299791882664,308183040,308183040,20963328.0,0.0729912433326678,1.0089003425153997,0.38274288177490234,True
stage01dp_canary_r2,PASS,1600,0.19999999999999182,True,True,True,True,2.6104379709827384e-18,4.565966847116971e-18,-0.657299791882664,308658176,308658176,19759104.0,0.06840224604389995,1.007240688484484,0.3800983428955078,True
stage01dp_canary_r3,PASS,1600,0.19999999999999182,True,True,True,True,2.6104379709827384e-18,4.565966847116971e-18,-0.657299791882664,300957696,300957696,17661952.0,0.062348178137651825,1.006605503045955,0.37605762481689453,True
