support_family,resolution,layout,jitter_fraction,dtype,candidate,operator_variant,operator,norm,sample_count,mean,sample_standard_deviation,median,bootstrap_mean_CI95_low,bootstrap_mean_CI95_high,minimum,maximum
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_difference_gradient,divergence,L2,10,0.623140090617237,0.004913335962433917,0.6231671621209622,0.6201111384941347,0.6260052556926061,0.6141170249613735,0.6295634162993826
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_difference_gradient,divergence,Linf,10,1.4082027820320586,0.03583103130842391,1.4045962713915277,1.3892512297524369,1.429766180281758,1.3504144848795363,1.4750755792065053
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_difference_gradient,gradient,L1,10,0.2973457312517218,0.001151939903126226,0.2972890471023752,0.29674031418095403,0.2980678293777421,0.29566890148966674,0.2996437536878316
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_difference_gradient,gradient,L2,10,0.3503354890545931,0.001321503047621184,0.3501460191408127,0.3495838984677786,0.3511053322684105,0.3486895955435009,0.35237700785572423
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_difference_gradient,gradient,Linf,10,0.8181413971569746,0.02043837005724474,0.8201029381934459,0.8055381121121372,0.8299773128916055,0.7762280191625912,0.8436331477965737
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_kernel_weights,kernel_S0,L2,10,0.011767048374690215,0.0007456671044096145,0.011721201174737588,0.011337955353250946,0.012232043704655915,0.010822816259642841,0.013088431292271952
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_kernel_weights,kernel_S0,Linf,10,0.03901748788189178,0.004627297703204597,0.039444613017533714,0.03623128709186787,0.041604350269024,0.030187634788091167,0.045537863862676
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_kernel_weights,kernel_S0,mean_abs,10,0.00941158354697555,0.0006179798148415938,0.009261913727912956,0.009064327591820357,0.009790867860393123,0.008758568506609974,0.010523790477560023
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_kernel_weights,kernel_S1,L2,10,0.0008870776465708539,3.9325117568646666e-05,0.000882242605599909,0.0008646491840574898,0.0009101586363574218,0.0008342112130830546,0.0009475844363725674
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_kernel_weights,kernel_S1,Linf,10,0.003067162953733562,0.00036710245072533695,0.0029773291392941738,0.00286698638374937,0.0033024278634249775,0.0025339145835787816,0.003835361509294494
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_kernel_weights,scalar_interpolation,L1,10,0.06561009337177402,0.0006127289322502754,0.06567004328596045,0.06525267043104993,0.06596780661335264,0.06478527728992042,0.06660271861117872
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_kernel_weights,scalar_interpolation,L2,10,0.07697911962058947,0.0008842794356543217,0.07689876355349431,0.076498690320969,0.077527285964579,0.0757437804504508,0.07871563657511607
increasing_neighbor,32,jitter_10,0.1,float64,raw_sph,raw_kernel_weights,scalar_interpolation,Linf,10,0.1755525458691814,0.008684804405301432,0.17413494563441956,0.17084622351467893,0.18078389636888534,0.16426807283120626,0.19527192770118162
increasing_neighbor,32,jitter_10,0.1,float64,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,L2,10,3.221094949652193e-16,6.2398061307804715e-18,3.2043585981166793e-16,3.189008178872111e-16,3.2599098400219865e-16,3.1592929488711313e-16,3.356051110459971e-16
increasing_neighbor,32,jitter_10,0.1,float64,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,Linf,10,1.1102230246251565e-15,1.0467283057891834e-16,1.1102230246251565e-15,1.0547118733938987e-15,1.1768364061026659e-15,9.992007221626409e-16,1.3322676295501878e-15
increasing_neighbor,32,jitter_10,0.1,float64,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,mean_abs,10,2.4824977143400593e-16,5.824508354806836e-18,2.484991379336776e-16,2.449857807937383e-16,2.5178454156685184e-16,2.404760418572849e-16,2.609674629172609e-16
increasing_neighbor,32,jitter_10,0.1,float64,shepard_normalized,nodewise_S0_normalized_weights,kernel_S1,L2,10,0.0008867992563401036,3.9197113468148225e-05,0.0008826542640056309,0.0008643989882014711,0.0009102766309886303,0.0008335498505890003,0.0009466674443815158
increasing_neighbor,32,jitter_10,0.1,float64,shepard_normalized,nodewise_S0_normalized_weights,kernel_S1,Linf,10,0.0030751103676641698,0.00037468048005789915,0.0029633311542424648,0.002865841473405863,0.0033077644732559495,0.0025563507321199647,0.0038368866284572644
increasing_neighbor,32,jitter_10,0.1,float64,shepard_normalized,nodewise_S0_normalized_weights,scalar_interpolation,L1,10,0.06608385558146224,0.00029302021114745045,0.0660687788456634,0.06591891576463849,0.06625685355317297,0.0656815972306777,0.06645112191747823
increasing_neighbor,32,jitter_10,0.1,float64,shepard_normalized,nodewise_S0_normalized_weights,scalar_interpolation,L2,10,0.0770587125116037,0.000218897296692941,0.07709813384251804,0.07692887884207986,0.0771866341101195,0.0767188980703414,0.07747580668465899
increasing_neighbor,32,jitter_10,0.1,float64,shepard_normalized,nodewise_S0_normalized_weights,scalar_interpolation,Linf,10,0.1477509828201689,0.0011768084404282825,0.1479656741204124,0.14697424724005337,0.14836286616043293,0.14539416504493685,0.1493277965548243
increasing_neighbor,32,jitter_10,0.1,float64,shepard_normalized,nodewise_S0_scaled_brookshaw_laplacian,Laplacian,L1,10,1.8762745906613827,0.07481048189201187,1.8663098198073218,1.8298090391011401,1.9193624877412714,1.7289957563080196,1.9589459689976203
