step,live_tensor_count,live_unique_storage_count,live_total_bytes,current_state_bytes,current_edge_dependent_bytes,current_force_workspace_bytes,monitor_bytes,unknown_live_bytes,old_survivor_bytes,old_survivor_storage_count,inventory_error_count,semantic_current_state_bytes,semantic_current_neighborhood_bytes,semantic_current_density_EOS_bytes,semantic_current_pressure_force_bytes,semantic_current_viscosity_force_bytes,semantic_RK2_midpoint_bytes,semantic_diagnostics_temporary_bytes,semantic_archive_checkpoint_bytes,semantic_memory_monitor_temporary_bytes,semantic_unknown_bytes
25,18,18,4128800,40960,3989536,81920,0,16384,0,0,0,40960,3989536,16384,16384,16384,0,32768,0,0,16384
50,25,25,6832160,73728,6643744,98304,0,16384,0,0,0,73728,6643744,32768,16384,16384,0,32768,0,0,16384
75,80,80,31129632,172032,19914784,409600,0,10633216,0,0,0,172032,19914784,81920,81920,81920,0,163840,0,0,10633216
100,108,108,36749344,237568,22568992,655360,0,13287424,0,0,0,237568,22568992,131072,131072,131072,0,262144,0,0,13287424
125,99,99,34013216,237568,19914784,573440,0,13287424,0,0,0,237568,19914784,114688,114688,114688,0,229376,0,0,13287424
150,101,101,34029600,237568,22568992,589824,0,10633216,0,0,0,237568,22568992,131072,114688,114688,0,229376,0,0,10633216
175,46,46,14975008,106496,9297952,245760,0,5324800,0,0,0,106496,9297952,49152,49152,49152,0,98304,0,0,5324800
200,52,52,20283424,106496,14606368,245760,0,5324800,0,0,0,106496,14606368,49152,49152,49152,0,98304,0,0,5324800
