panel,graph_degree_mean,graph_degree_std,lineage,mode_count,model_residual_raw_RMSE,oracle_coefficient_RMS,origin,raw_target_RMS,record_id,run_id,source_RMS,temporal_phase_fraction,variant,tangent_fraction,classification
a-e,20.0,0.0,HET_S2_01,3,3.953856579308546,0.04954403495941593,30,4.661095497166092,HET_S2_01_MAIN_N8_O30,D3_seed20700711,9.155130432846477,0.953125,MAIN,,
a-e,20.0,0.0,HET_S2_01,3,3.846454765403667,0.04954403495941593,31,4.532512360868708,HET_S2_01_MAIN_N8_O31,D3_seed20700711,8.955819558343368,0.984375,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,4.8237963617263775,0.062486656226531614,0,5.563005779648624,HET_S2_02_LOW_N8_O00,D3_seed20700711,10.984583398829683,0.015625,LOW,,
a-e,20.0,0.0,HET_S2_02,3,4.86676624644393,0.062486656226531614,1,5.615304009353884,HET_S2_02_LOW_N8_O01,D3_seed20700711,11.09122790432585,0.046875,LOW,,
a-e,20.0,0.0,HET_S2_02,3,4.906861721108368,0.062486656226531614,2,5.664235075291353,HET_S2_02_LOW_N8_O02,D3_seed20700711,11.191562556352128,0.078125,LOW,,
a-e,20.0,0.0,HET_S2_02,3,4.944058353593953,0.062486656226531614,3,5.709769251236511,HET_S2_02_LOW_N8_O03,D3_seed20700711,11.285525252581815,0.109375,LOW,,
a-e,20.0,0.0,HET_S2_02,3,4.978333543135718,0.062486656226531614,4,5.751878890738174,HET_S2_02_LOW_N8_O04,D3_seed20700711,11.37305825974848,0.140625,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.00966653767007,0.062486656226531614,5,5.790538443931332,HET_S2_02_LOW_N8_O05,D3_seed20700711,11.454108224209664,0.171875,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.038038388821697,0.062486656226531614,6,5.825724473222244,HET_S2_02_LOW_N8_O06,D3_seed20700711,11.528626183999155,0.203125,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.063432132237845,0.062486656226531614,7,5.857415667814893,HET_S2_02_LOW_N8_O07,D3_seed20700711,11.596567581985292,0.234375,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.085832613837271,0.062486656226531614,8,5.885592857051755,HET_S2_02_LOW_N8_O08,D3_seed20700711,11.657892279816398,0.265625,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.105226543285214,0.062486656226531614,9,5.910239022547872,HET_S2_02_LOW_N8_O09,D3_seed20700711,11.712564572390328,0.296875,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.121602530727401,0.062486656226531614,10,5.931339309097109,HET_S2_02_LOW_N8_O10,D3_seed20700711,11.760553202634448,0.328125,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.134951156745646,0.062486656226531614,11,5.9488810343364005,HET_S2_02_LOW_N8_O11,D3_seed20700711,11.80183137642653,0.359375,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.145264864881885,0.062486656226531614,12,5.962853697154191,HET_S2_02_LOW_N8_O12,D3_seed20700711,11.836376777527134,0.390625,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.152538021552,0.062486656226531614,13,5.973248984834749,HET_S2_02_LOW_N8_O13,D3_seed20700711,11.864171582430888,0.421875,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.156766927043693,0.062486656226531614,14,5.980060778930405,HET_S2_02_LOW_N8_O14,D3_seed20700711,11.885202475078753,0.453125,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.157949784130948,0.062486656226531614,15,5.983285159859143,HET_S2_02_LOW_N8_O15,D3_seed20700711,11.89946066140604,0.484375,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.1560867568054425,0.062486656226531614,16,5.982920410227358,HET_S2_02_LOW_N8_O16,D3_seed20700711,11.906941883733086,0.515625,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.1511799498840505,0.062486656226531614,17,5.978967016879482,HET_S2_02_LOW_N8_O17,D3_seed20700711,11.907646435036837,0.546875,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.14323334329266,0.062486656226531614,18,5.971427671681268,HET_S2_02_LOW_N8_O18,D3_seed20700711,11.901579173173518,0.578125,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.132253098073133,0.062486656226531614,19,5.960307271045442,HET_S2_02_LOW_N8_O19,D3_seed20700711,11.888749535154977,0.609375,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.118247455875464,0.062486656226531614,20,5.945612914212511,HET_S2_02_LOW_N8_O20,D3_seed20700711,11.86917155161538,0.640625,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.101224565150223,0.062486656226531614,21,5.927353900303113,HET_S2_02_LOW_N8_O21,D3_seed20700711,11.842863861640826,0.671875,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.0811980978013915,0.062486656226531614,22,5.905541724162535,HET_S2_02_LOW_N8_O22,D3_seed20700711,11.809849728173099,0.703125,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.0581796212327,0.062486656226531614,23,5.880190071020821,HET_S2_02_LOW_N8_O23,D3_seed20700711,11.77015705424088,0.734375,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.0321867224435115,0.062486656226531614,24,5.851314809999641,HET_S2_02_LOW_N8_O24,D3_seed20700711,11.723818400317887,0.765625,LOW,,
a-e,20.0,0.0,HET_S2_02,3,5.00323660914959,0.062486656226531614,25,5.818933986498121,HET_S2_02_LOW_N8_O25,D3_seed20700711,11.670871003158807,0.796875,LOW,,
a-e,20.0,0.0,HET_S2_02,3,4.971348199589971,0.062486656226531614,26,5.783067813499215,HET_S2_02_LOW_N8_O26,D3_seed20700711,11.611356796521429,0.828125,LOW,,
a-e,20.0,0.0,HET_S2_02,3,4.936542337628835,0.062486656226531614,27,5.743738661842034,HET_S2_02_LOW_N8_O27,D3_seed20700711,11.545322434248142,0.859375,LOW,,
a-e,20.0,0.0,HET_S2_02,3,4.8988481964670445,0.062486656226531614,28,5.700971049513399,HET_S2_02_LOW_N8_O28,D3_seed20700711,11.472819316253615,0.890625,LOW,,
a-e,20.0,0.0,HET_S2_02,3,4.858284713562989,0.062486656226531614,29,5.654791630021644,HET_S2_02_LOW_N8_O29,D3_seed20700711,11.39390361804959,0.921875,LOW,,
a-e,20.0,0.0,HET_S2_02,3,4.814882390290885,0.062486656226531614,30,5.605229179920692,HET_S2_02_LOW_N8_O30,D3_seed20700711,11.308636324533872,0.953125,LOW,,
a-e,20.0,0.0,HET_S2_02,3,4.768670597398536,0.062486656226531614,31,5.552314585568226,HET_S2_02_LOW_N8_O31,D3_seed20700711,11.21708326888176,0.984375,LOW,,
a-e,20.0,0.0,HET_S2_02,3,6.4364341408816435,0.062486656226531614,0,7.420476981059176,HET_S2_02_MAIN_N8_O00,D3_seed20700711,14.647754205914053,0.015625,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.493861252879512,0.062486656226531614,1,7.490291221707967,HET_S2_02_MAIN_N8_O01,D3_seed20700711,14.789991774379638,0.046875,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.547452160758774,0.062486656226531614,2,7.555612386366534,HET_S2_02_MAIN_N8_O02,D3_seed20700711,14.923814347702594,0.078125,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.59717420308301,0.062486656226531614,3,7.616400556976743,HET_S2_02_MAIN_N8_O03,D3_seed20700711,15.049138968179584,0.109375,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.64299687231835,0.062486656226531614,4,7.672618600825414,HET_S2_02_MAIN_N8_O04,D3_seed20700711,15.165888509939549,0.140625,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.6848921339444916,0.062486656226531614,5,7.724232194271516,HET_S2_02_MAIN_N8_O05,D3_seed20700711,15.273991693747272,0.171875,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.7228343932329295,0.062486656226531614,6,7.771209844903028,HET_S2_02_MAIN_N8_O06,D3_seed20700711,15.373383103757105,0.203125,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.756800655588022,0.062486656226531614,7,7.8135229120744425,HET_S2_02_MAIN_N8_O07,D3_seed20700711,15.464003205703335,0.234375,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.786770414211614,0.062486656226531614,8,7.851145625785897,HET_S2_02_MAIN_N8_O08,D3_seed20700711,15.545798366098449,0.265625,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.812725578154455,0.062486656226531614,9,7.8840551038660776,HET_S2_02_MAIN_N8_O09,D3_seed20700711,15.618720872085715,0.296875,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.834650710321703,0.062486656226531614,10,7.9122313674293805,HET_S2_02_MAIN_N8_O10,D3_seed20700711,15.682728951658014,0.328125,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.852532957562495,0.062486656226531614,11,7.935657354581342,HET_S2_02_MAIN_N8_O11,D3_seed20700711,15.737786794014465,0.359375,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.86636200686699,0.062486656226531614,12,7.9543189323504855,HET_S2_02_MAIN_N8_O12,D3_seed20700711,15.783864569879766,0.390625,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.876130128391514,0.062486656226531614,13,7.968204906831562,HET_S2_02_MAIN_N8_O13,D3_seed20700711,15.820938451660773,0.421875,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.881832169554722,0.062486656226531614,14,7.977307031526463,HET_S2_02_MAIN_N8_O14,D3_seed20700711,15.848990633361202,0.453125,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.883465614062365,0.062486656226531614,15,7.981620013877774,HET_S2_02_MAIN_N8_O15,D3_seed20700711,15.868009350219465,0.484375,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.881030570201005,0.062486656226531614,16,7.981141519990277,HET_S2_02_MAIN_N8_O16,D3_seed20700711,15.877988898077488,0.515625,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.874529680683563,0.062486656226531614,17,7.975872177544372,HET_S2_02_MAIN_N8_O17,D3_seed20700711,15.878929652530756,0.546875,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.863968244196553,0.062486656226531614,18,7.96581557690697,HET_S2_02_MAIN_N8_O18,D3_seed20700711,15.870838087952524,0.578125,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.849354795076901,0.062486656226531614,19,7.950978270452721,HET_S2_02_MAIN_N8_O19,D3_seed20700711,15.85372679652882,0.609375,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.830698881507901,0.062486656226531614,20,7.93136977011274,HET_S2_02_MAIN_N8_O20,D3_seed20700711,15.82761450748651,0.640625,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.808013157854088,0.062486656226531614,21,7.907002543173092,HET_S2_02_MAIN_N8_O21,D3_seed20700711,15.792526106744988,0.671875,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.781315930923532,0.062486656226531614,22,7.877892006352784,HET_S2_02_MAIN_N8_O22,D3_seed20700711,15.748492657273855,0.703125,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.750620363436922,0.062486656226531614,23,7.844056518194767,HET_S2_02_MAIN_N8_O23,D3_seed20700711,15.69555142049537,0.734375,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.715952178828054,0.062486656226531614,24,7.805517369812532,HET_S2_02_MAIN_N8_O24,D3_seed20700711,15.633745879132444,0.765625,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.677333693533922,0.062486656226531614,25,7.762298774041682,HET_S2_02_MAIN_N8_O25,D3_seed20700711,15.563125761971623,0.796875,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.634790527981711,0.062486656226531614,26,7.714427853051776,HET_S2_02_MAIN_N8_O26,D3_seed20700711,15.483747071087606,0.828125,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.588350163801067,0.062486656226531614,27,7.661934624487452,HET_S2_02_MAIN_N8_O27,D3_seed20700711,15.39567211216248,0.859375,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.5380527872078735,0.062486656226531614,28,7.604851986211068,HET_S2_02_MAIN_N8_O28,D3_seed20700711,15.298969528631396,0.890625,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.4839244007913335,0.062486656226531614,29,7.543215699738359,HET_S2_02_MAIN_N8_O29,D3_seed20700711,15.193714340498612,0.921875,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.426003967987707,0.062486656226531614,30,7.477064372463169,HET_S2_02_MAIN_N8_O30,D3_seed20700711,15.079987988796608,0.953125,MAIN,,
a-e,20.0,0.0,HET_S2_02,3,6.3643327126007225,0.062486656226531614,31,7.406439438789194,HET_S2_02_MAIN_N8_O31,D3_seed20700711,14.957878386809154,0.984375,MAIN,,
a-e,20.0,0.0,HET_S2_03,3,1.922614126352188,0.014074281174009676,0,2.2277046946825925,HET_S2_03_LOW_N8_O00,D3_seed20700711,4.888426165714853,0.015625,LOW,,
a-e,20.0,0.0,HET_S2_03,3,1.8357144152802802,0.014074281174009676,1,2.1233621881077296,HET_S2_03_LOW_N8_O01,D3_seed20700711,4.717392153166178,0.046875,LOW,,
a-e,20.0,0.0,HET_S2_03,3,1.7482298275510897,0.014074281174009676,2,2.0178879824868234,HET_S2_03_LOW_N8_O02,D3_seed20700711,4.545765268240489,0.078125,LOW,,
a-e,20.0,0.0,HET_S2_03,3,1.660283516240934,0.014074281174009676,3,1.9113685744380586,HET_S2_03_LOW_N8_O03,D3_seed20700711,4.373886416112606,0.109375,LOW,,
a-e,20.0,0.0,HET_S2_03,3,1.5720337959194257,0.014074281174009676,4,1.8038967601552718,HET_S2_03_LOW_N8_O04,D3_seed20700711,4.202135809689256,0.140625,LOW,,
