support_family,resolution,layout,jitter_fraction,seed,candidate,operator_variant,operator,norm,float32_error,float64_error,absolute_error_difference,relative_error_difference
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,kernel_S1,Linf,0.00395220285281539,0.0039522083079099905,5.455094600863297e-09,1.3802649495841134e-06
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,mean_abs,1.0459916666150093e-07,2.0274580625478933e-16,1.0459916645875512e-07,0.9999999980616882
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,L2,1.3617706429158716e-07,2.638148846545504e-16,1.3617706402777226e-07,0.9999999980627068
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,Linf,4.76837158203125e-07,8.881784197001252e-16,4.768371573149466e-07,0.9999999981373549
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S1,L2,0.0011009803274646401,0.0011009799396133682,3.8785127193241564e-10,3.5227811274845156e-07
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S1,Linf,0.004007268231362104,0.004007272555396711,4.3240346069353675e-09,1.0790467948360697e-06
constant_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,kernel_S0,mean_abs,1.105363480746746e-07,2.1239520558991032e-16,1.105363478622794e-07,0.9999999980785035
constant_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,kernel_S0,L2,1.441716221961542e-07,2.743935563445113e-16,1.4417162192176066e-07,0.9999999980967575
constant_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,kernel_S0,Linf,4.76837158203125e-07,8.881784197001252e-16,4.768371573149466e-07,0.9999999981373549
constant_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,kernel_S1,L2,2.1931891858173458e-09,4.450718669879745e-18,2.1931891813666273e-09,0.9999999979706636
constant_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,kernel_S1,Linf,9.595567007636419e-09,2.578537698031541e-17,9.595566981851042e-09,0.9999999973127823
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,scalar_interpolation,L1,0.04250715672969818,0.04250710957946921,4.715022897117116e-08,1.1092303649241501e-06
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,scalar_interpolation,L2,0.052136726677417755,0.052136670129261355,5.6548156400493266e-08,1.0846127097769308e-06
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,scalar_interpolation,Linf,0.1713787317276001,0.17137859072006423,1.410075358698748e-07,8.227831682988578e-07
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,scalar_interpolation,L1,0.04319468140602112,0.04319468524246432,3.836443204785489e-09,8.881748259653748e-08
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,scalar_interpolation,L2,0.050387535244226456,0.05038753777151195,2.527285491993325e-09,5.0156955544317135e-08
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,scalar_interpolation,Linf,0.09830451011657715,0.09830478879481164,2.786782344887939e-07,2.8348388507346254e-06
constant_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,scalar_interpolation,L1,0.04289722070097923,0.04289722481042463,4.109445395084066e-09,9.57974650631808e-08
constant_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,scalar_interpolation,L2,0.050029899924993515,0.05002990547403678,5.549043266550591e-09,1.1091452630127972e-07
constant_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,scalar_interpolation,Linf,0.0978236198425293,0.09782370013731434,8.029478504312237e-08,8.208111626365925e-07
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,gradient,L1,0.20314855873584747,0.20314840644249121,1.5229335625921436e-07,7.496649604944539e-07
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,gradient,L2,0.2468009740114212,0.24680074533558388,2.2867583732155694e-07,9.265597035730277e-07
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,gradient,Linf,0.7859091758728027,0.7859083396210318,8.362517709414874e-07,1.0640565050188859e-06
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,gradient,L1,0.20744141936302185,0.20744146121188567,4.184886381874975e-08,2.0173818471132113e-07
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,gradient,L2,0.25565117597579956,0.25565119754467525,2.1568875685495925e-08,8.436837336436395e-08
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,gradient,Linf,0.850832462310791,0.8508316935525277,7.687582632698309e-07,9.035365918948916e-07
constant_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,gradient,L1,0.19241079688072205,0.1924107061923469,9.068837514281114e-08,4.713268517828032e-07
constant_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,gradient,L2,0.22428451478481293,0.22428433975035095,1.7503446197997263e-07,7.804126029293968e-07
constant_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,gradient,Linf,0.4290761947631836,0.42907628099418815,8.623100455906751e-08,2.0096893810878237e-07
constant_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,gradient,L1,0.1792890578508377,0.17928898330305834,7.454777936621859e-08,4.1579659271922645e-07
constant_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,gradient,L2,0.20861157774925232,0.2086114442832496,1.3346600272190479e-07,6.397823369244095e-07
constant_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,gradient,Linf,0.3810081481933594,0.38100807310042395,7.509293542540263e-08,1.9709010366700454e-07
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,divergence,L1,0.34387606382369995,0.3438757841700685,2.796536314741971e-07,8.132395967448646e-07
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,divergence,L2,0.4212149381637573,0.42121456511507993,3.730486773934061e-07,8.856492103999752e-07
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,divergence,Linf,1.0586299896240234,1.0586292672832815,7.223407418877059e-07,6.823354231106263e-07
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,divergence,L1,0.35574060678482056,0.3557406068911799,1.0635936575909e-10,2.9898010994180666e-10
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,divergence,L2,0.44680944085121155,0.4468094534478289,1.2596617360305373e-08,2.8192369841557525e-08
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,divergence,Linf,1.2509374618530273,1.2509376584022984,1.965492710809258e-07,1.571215557871678e-07
constant_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,divergence,L1,0.3233300745487213,0.32332992847629827,1.4607242304620627e-07,4.517749338662129e-07
constant_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,divergence,L2,0.3998405933380127,0.39984043457385987,1.5876415282445322e-07,3.970686205195754e-07
constant_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,divergence,Linf,0.8033943176269531,0.8033941704843439,1.471426092081174e-07,1.8315116995442998e-07
constant_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,divergence,L1,0.30144867300987244,0.30144851886777124,1.541421011941324e-07,5.113377997490281e-07
constant_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,divergence,L2,0.37328892946243286,0.373288761494278,1.6796815488495653e-07,4.4996821932770593e-07
constant_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,divergence,Linf,0.7444992065429688,0.7445012589104731,2.0523675043904177e-06,2.756701187307484e-06
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_brookshaw_component_laplacian,Laplacian,L1,2.407270908355713,2.4072682799407747,2.6284149381439192e-06,1.0918650364695592e-06
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_brookshaw_component_laplacian,Laplacian,L2,2.995743989944458,2.9957388621096057,5.127834852292068e-06,1.711706630975212e-06
constant_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_brookshaw_component_laplacian,Laplacian,Linf,12.24700927734375,12.24702112946521,1.1852121460265153e-05,9.677554513031774e-07
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_brookshaw_laplacian,Laplacian,L1,2.4686622619628906,2.468659770900548,2.491062342624417e-06,1.009073772871513e-06
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_brookshaw_laplacian,Laplacian,L2,3.0811715126037598,3.081167456134654,4.056469105950811e-06,1.3165346652588224e-06
constant_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_brookshaw_laplacian,Laplacian,Linf,12.300291061401367,12.30029830052796,7.239126592395451e-06,5.885326042934039e-07
constant_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,isotropic_quadratic_response_laplacian,Laplacian,L1,2.3800628185272217,2.380060307662065,2.5108651566796425e-06,1.054957515042969e-06
constant_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,isotropic_quadratic_response_laplacian,Laplacian,L2,2.9707162380218506,2.9707117809323345,4.457089516129997e-06,1.500341722000987e-06
constant_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,isotropic_quadratic_response_laplacian,Laplacian,Linf,13.277847290039062,13.277856535136625,9.245097562171622e-06,6.962793684136227e-07
constant_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_laplacian,Laplacian,L1,1.1088606119155884,1.1088609423966902,3.3048110181788104e-07,2.9803656092672874e-07
constant_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_laplacian,Laplacian,L2,1.2933635711669922,1.293364224885005,6.537180128329823e-07,5.054399992323163e-07
constant_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_laplacian,Laplacian,Linf,2.4777984619140625,2.4777898703635373,8.591550525238745e-06,3.4674129705455945e-06
constant_neighbor,32,jitter_10,0.1,20261001,conservative_pair_viscosity,symmetric_nonnegative_pair_Gamma,viscous_acceleration,L1,0.04384240135550499,0.04384238768319665,1.3672308341039496e-08,3.118512654034348e-07
constant_neighbor,32,jitter_10,0.1,20261001,conservative_pair_viscosity,symmetric_nonnegative_pair_Gamma,viscous_acceleration,L2,0.05540633201599121,0.055406275150150786,5.6865840425412983e-08,1.026341906354684e-06
constant_neighbor,32,jitter_10,0.1,20261001,conservative_pair_viscosity,symmetric_nonnegative_pair_Gamma,viscous_acceleration,Linf,0.2606462836265564,0.2606445518253057,1.7318012506817304e-06,6.644258366495592e-06
constant_neighbor,32,jitter_10,0.1,20261001,stage01b_style_generic_viscosity,frozen_one_sided_generic_laplacian,viscous_acceleration,L1,0.04375112056732178,0.04375111479026113,5.7770606493035e-09,1.320437185240566e-07
constant_neighbor,32,jitter_10,0.1,20261001,stage01b_style_generic_viscosity,frozen_one_sided_generic_laplacian,viscous_acceleration,L2,0.05537481978535652,0.055374770588601456,4.919675506559473e-08,8.884318767318944e-07
constant_neighbor,32,jitter_10,0.1,20261001,stage01b_style_generic_viscosity,frozen_one_sided_generic_laplacian,viscous_acceleration,Linf,0.2611958682537079,0.2611939257004973,1.9425532105654675e-06,7.4371513743801015e-06
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,kernel_S0,mean_abs,0.009261766448616982,0.009261760827530167,5.621086814761034e-09,6.069130382358547e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,kernel_S0,L2,0.011654815636575222,0.011654810193818355,5.442756866730347e-09,4.669963932891268e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,kernel_S0,Linf,0.04430365562438965,0.04430363872643883,1.6897950816385787e-08,3.8141211099255835e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,kernel_S1,L2,0.0008784117526374757,0.0008784113258666516,4.267708240838011e-10,4.858437091744277e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,kernel_S1,Linf,0.0033688584808260202,0.00336886219217808,3.7113520598777705e-09,1.1016633653032447e-06
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,mean_abs,1.2665987014770508e-07,2.419939248987646e-16,1.2665986990571115e-07,0.9999999980894191
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,L2,1.6524087698144285e-07,3.2234131056954425e-16,1.6524087665910155e-07,0.9999999980492642
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,Linf,5.364418029785156e-07,1.2212453270876722e-15,5.364418017572703e-07,0.9999999977234337
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S1,L2,0.0008792246808297932,0.0008792241596300974,5.211996958152942e-10,5.927946600900663e-07
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S1,Linf,0.0034247746225446463,0.0034247778970349007,3.274490254466522e-09,9.5611755065971e-07
increasing_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,kernel_S0,mean_abs,1.4330726116895676e-07,2.667137344314341e-16,1.4330726090224302e-07,0.999999998138868
increasing_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,kernel_S0,L2,1.8280512392720993e-07,3.390840864445248e-16,1.8280512358812584e-07,0.9999999981451062
increasing_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,kernel_S0,Linf,7.152557373046875e-07,1.1102230246251565e-15,7.152557361944645e-07,0.9999999984477957
increasing_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,kernel_S1,L2,2.8003892538208675e-09,5.2826536288013174e-18,2.8003892485382137e-09,0.9999999981136002
increasing_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,kernel_S1,Linf,1.3906571005861679e-08,2.224562629373969e-17,1.3906570983616052e-08,0.9999999984003515
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,scalar_interpolation,L1,0.06622159481048584,0.0662215667341842,2.807630164469721e-08,4.2397501487311625e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,scalar_interpolation,L2,0.0780361145734787,0.07803607758879076,3.698468793722487e-08,4.7394322666334366e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,scalar_interpolation,Linf,0.19527208805084229,0.19527192770118162,1.6034966066058587e-07,8.211601681589854e-07
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,scalar_interpolation,L1,0.0662783682346344,0.06627837250339746,4.268763065251591e-09,6.440657644441664e-08
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,scalar_interpolation,L2,0.07723482698202133,0.07723482721330051,2.31279176365895e-10,2.9944933485403942e-09
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,scalar_interpolation,Linf,0.14796209335327148,0.14796189080368172,2.0254958976728688e-07,1.3689289275171536e-06
increasing_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,scalar_interpolation,L1,0.06601201742887497,0.06601200778938317,9.63949180199375e-09,1.4602631728957346e-07
increasing_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,scalar_interpolation,L2,0.07697556912899017,0.07697555787382207,1.1255168103074809e-08,1.4621740677505353e-07
increasing_neighbor,32,jitter_10,0.1,20261001,linear_reproducing_kernel,local_linear_reproducing_kernel_weights,scalar_interpolation,Linf,0.14946353435516357,0.14946346076008554,7.35950780317296e-08,4.923948730989385e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,gradient,L1,0.2969435155391693,0.2969433488539306,1.6668523872276353e-07,5.61336516879677e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,gradient,L2,0.34952595829963684,0.34952569327735367,2.6502228317459853e-07,7.582334784628609e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,gradient,Linf,0.8300375938415527,0.8300372214016161,3.724399366689113e-07,4.487024918295532e-07
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,gradient,L1,0.29827025532722473,0.29827022258289815,3.274432658351145e-08,1.0978073072552435e-07
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,gradient,L2,0.3522884249687195,0.3522883181765245,1.0679219497600201e-07,3.031385291341444e-07
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,gradient,Linf,0.8305459022521973,0.8305451374722255,7.647799717958037e-07,9.208160195865687e-07
increasing_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,gradient,L1,0.29405704140663147,0.2940569598829977,8.152363378810534e-08,2.772374822181927e-07
increasing_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,gradient,L2,0.3427596092224121,0.34275945703200694,1.5219040516711857e-07,4.440149920592431e-07
increasing_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,gradient,Linf,0.6419720649719238,0.6419713190851786,7.458867452569962e-07,1.1618679159966516e-06
increasing_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,gradient,L1,0.27559590339660645,0.27559582999445026,7.340215618656387e-08,2.663397941765912e-07
increasing_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,gradient,L2,0.3206798732280731,0.32067972109173115,1.5213634196875603e-07,4.7441811809796374e-07
increasing_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,gradient,Linf,0.5846400260925293,0.5846422056009208,2.1795083915421287e-06,3.727935428989316e-06
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,divergence,L1,0.500446081161499,0.5004457952270419,2.859344571115585e-07,5.71359169099547e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,divergence,L2,0.614117443561554,0.6141170249613735,4.1860018040740243e-07,6.816288721254104e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_difference_gradient,divergence,Linf,1.3811111450195312,1.3811120720660277,9.270464964572511e-07,6.712319117379572e-07
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,divergence,L1,0.5071529150009155,0.507152840251745,7.47491705199721e-08,1.473898075097077e-07
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,divergence,L2,0.6270638108253479,0.6270637052672066,1.0555814133894614e-07,1.6833716045582255e-07
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_difference_gradient,divergence,Linf,1.556447982788086,1.5564498820062376,1.8992181516352957e-06,1.2202244181401046e-06
increasing_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,divergence,L1,0.49386829137802124,0.49386809249131347,1.988867077695744e-07,4.027120413311587e-07
increasing_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,divergence,L2,0.6116889715194702,0.6116887702548293,2.0126464095326924e-07,3.2903101138690865e-07
increasing_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,local_first_moment_inverse_gradient,divergence,Linf,1.2268857955932617,1.2268835288784317,2.266714830057026e-06,1.8475353111093394e-06
increasing_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,divergence,L1,0.4635527431964874,0.46355256222399255,1.8097249487869504e-07,3.904032443660585e-07
increasing_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,divergence,L2,0.5739210844039917,0.5739208937408102,1.9066318146521155e-07,3.3221149500582013e-07
increasing_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_gradient,divergence,Linf,1.1564741134643555,1.156475945970346,1.832505990506661e-06,1.584560402567724e-06
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_brookshaw_component_laplacian,Laplacian,L1,1.7060325145721436,1.7060308813043377,1.63326780588946e-06,9.573485803692714e-07
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_brookshaw_component_laplacian,Laplacian,L2,2.07310152053833,2.0730985383777067,2.9821606233326747e-06,1.438501970978385e-06
increasing_neighbor,32,jitter_10,0.1,20261001,raw_sph,raw_brookshaw_component_laplacian,Laplacian,Linf,5.412284851074219,5.412277231846097,7.619228121313881e-06,1.4077655428282998e-06
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_brookshaw_laplacian,Laplacian,L1,1.7289963960647583,1.7289957563080196,6.397567386962066e-07,3.7001623609644876e-07
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_brookshaw_laplacian,Laplacian,L2,2.109053134918213,2.109051883443161,1.2514750520331575e-06,5.933824194911469e-07
increasing_neighbor,32,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_scaled_brookshaw_laplacian,Laplacian,Linf,5.591117858886719,5.591110422518682,7.43636803690606e-06,1.3300324236747104e-06
increasing_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,isotropic_quadratic_response_laplacian,Laplacian,L1,1.6678340435028076,1.6678330279980602,1.0155047474036394e-06,6.088763755360591e-07
increasing_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,isotropic_quadratic_response_laplacian,Laplacian,L2,2.021437644958496,2.021435579076538,2.065881957946658e-06,1.0219864872404088e-06
increasing_neighbor,32,jitter_10,0.1,20261001,first_order_gradient_matrix,isotropic_quadratic_response_laplacian,Laplacian,Linf,5.465660095214844,5.465669764384856,9.669170012216455e-06,1.7690732204902413e-06
increasing_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_laplacian,Laplacian,L1,1.710362195968628,1.7103630108725878,8.149039598670527e-07,4.764508789577409e-07
increasing_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_laplacian,Laplacian,L2,1.9963666200637817,1.9963677923234888,1.172259707082901e-06,5.871962629283641e-07
increasing_neighbor,32,jitter_10,0.1,20261001,quadratic_weighted_least_squares,local_quadratic_weighted_least_squares_laplacian,Laplacian,Linf,3.794757843017578,3.7947417011560134,1.6141861564733517e-05,4.253726385844311e-06
increasing_neighbor,32,jitter_10,0.1,20261001,conservative_pair_viscosity,symmetric_nonnegative_pair_Gamma,viscous_acceleration,L1,0.03335259109735489,0.03335258090570124,1.0191653646018928e-08,3.0557306975850526e-07
increasing_neighbor,32,jitter_10,0.1,20261001,conservative_pair_viscosity,symmetric_nonnegative_pair_Gamma,viscous_acceleration,L2,0.03898921608924866,0.0389891882281363,2.7861112354699014e-08,7.145850865768435e-07
increasing_neighbor,32,jitter_10,0.1,20261001,conservative_pair_viscosity,symmetric_nonnegative_pair_Gamma,viscous_acceleration,Linf,0.12021548300981522,0.12021413257711887,1.3504326963481583e-06,1.1233434018128095e-05
increasing_neighbor,32,jitter_10,0.1,20261001,stage01b_style_generic_viscosity,frozen_one_sided_generic_laplacian,viscous_acceleration,L1,0.03308689966797829,0.03308690705279501,7.384816723410292e-09,2.231945316504421e-07
increasing_neighbor,32,jitter_10,0.1,20261001,stage01b_style_generic_viscosity,frozen_one_sided_generic_laplacian,viscous_acceleration,L2,0.038721662014722824,0.038721653264590865,8.750131959278651e-09,2.259751132570616e-07
increasing_neighbor,32,jitter_10,0.1,20261001,stage01b_style_generic_viscosity,frozen_one_sided_generic_laplacian,viscous_acceleration,Linf,0.12066539376974106,0.12066407354783566,1.3202219053959352e-06,1.0941180931421315e-05
constant_neighbor,64,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,kernel_S0,mean_abs,0.014744151383638382,0.014744152891264302,1.5076259199386932e-09,1.0225246109811707e-07
constant_neighbor,64,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,kernel_S0,L2,0.018268251791596413,0.018268253098243065,1.3066466519884301e-09,7.152553913948651e-08
constant_neighbor,64,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,kernel_S0,Linf,0.07200562953948975,0.07200605118839576,4.21648906012706e-07,5.8557426640367895e-06
constant_neighbor,64,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,kernel_S1,L2,0.0005547861219383776,0.0005547861005783482,2.136002941362236e-11,3.85013766007559e-08
constant_neighbor,64,jitter_10,0.1,20261001,raw_sph,raw_kernel_weights,kernel_S1,Linf,0.001885437173768878,0.0018854300231512548,7.1506176231930785e-09,3.792551522095756e-06
constant_neighbor,64,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,mean_abs,1.0272196959704161e-07,1.9900530875971434e-16,1.027219693980363e-07,0.9999999980626801
constant_neighbor,64,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,L2,1.3457209036005224e-07,2.5966440581408514e-16,1.3457209010038783e-07,0.9999999980704438
constant_neighbor,64,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S0,Linf,5.960464477539062e-07,9.992007221626409e-16,5.960464467547055e-07,0.9999999983236194
constant_neighbor,64,jitter_10,0.1,20261001,shepard_normalized,nodewise_S0_normalized_weights,kernel_S1,L2,0.0005542170256376266,0.0005542169011775913,1.2446003537676387e-10,2.2456913017706845e-07
