step,edge_count,action,edge_key,row,col,offset_x,offset_y,lattice_shell,relative_distance_r_over_H,absolute_relative_cutoff_distance,near_cutoff
553,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
554,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
554,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
554,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
554,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
555,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
555,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
555,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
555,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
556,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
556,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
556,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
556,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
557,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
557,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
557,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
557,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
558,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
558,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
558,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
558,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
559,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
559,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
559,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
559,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
560,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
560,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
560,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
560,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
561,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
561,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
561,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
561,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
562,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
562,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
562,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
562,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
563,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
563,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
563,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
563,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
564,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
564,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
564,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
564,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
565,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
565,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
565,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
565,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
566,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
566,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
566,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
566,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
567,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
567,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
567,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
567,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
568,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
568,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
568,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
568,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
569,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
569,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
569,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
569,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
570,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
570,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
570,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
570,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
571,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
571,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
571,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
571,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
572,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
572,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
572,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
572,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
573,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
573,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
573,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
573,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
574,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
574,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
574,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
574,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
575,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
575,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
575,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
575,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
576,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
576,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
576,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
576,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
577,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
577,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
577,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
577,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
578,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
578,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
578,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
578,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
579,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
579,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
579,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
579,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
580,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
580,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
580,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
580,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
581,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
581,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
581,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
581,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
582,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
582,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
582,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
582,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
583,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
583,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
583,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
583,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
584,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
584,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
584,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
584,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
585,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
585,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
585,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
585,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
586,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
586,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
586,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
586,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
587,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
587,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
587,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
587,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
588,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
588,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
588,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
588,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
589,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
589,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
589,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
589,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
590,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
590,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
590,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
590,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
591,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
591,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
591,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
591,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
592,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
592,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
592,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
592,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
593,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
593,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
593,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
593,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
594,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
594,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
594,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
594,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
595,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
595,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
595,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
595,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
596,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
596,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
596,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
596,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
597,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
597,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
597,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
597,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
598,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
598,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
598,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
598,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
599,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
599,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
599,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
599,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
600,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
600,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
600,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
600,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
601,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
601,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
601,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
601,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
602,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
602,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
602,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
602,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
603,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
603,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
603,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
603,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
604,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
604,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
604,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
604,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
605,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
605,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
605,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
605,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
606,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
606,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
606,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
606,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
607,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
607,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
607,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
607,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
608,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
608,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
608,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
608,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
609,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
609,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
609,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
609,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
610,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
610,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
610,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
610,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
611,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
611,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
611,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
611,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
612,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
612,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
612,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
612,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
613,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
613,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
613,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
613,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
614,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
614,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
614,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
614,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
615,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
615,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
615,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
615,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
616,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
616,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
616,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
616,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
617,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
617,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
617,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
617,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
618,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
618,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
618,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
618,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
619,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
619,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
619,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
619,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
620,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
620,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
620,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
620,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
621,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
621,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
621,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
621,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
622,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
622,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
622,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
622,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
623,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
623,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
623,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
623,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
624,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
624,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
624,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
624,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
625,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
625,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
625,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
625,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
626,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
626,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
626,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
626,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
627,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
627,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
627,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
627,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
628,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
628,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
628,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
628,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
629,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
629,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
629,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
629,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
630,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
