step,edge_count,action,edge_key,row,col,offset_x,offset_y,lattice_shell,relative_distance_r_over_H,absolute_relative_cutoff_distance,near_cutoff
630,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
630,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
630,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
631,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
631,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
631,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
631,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
632,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
632,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
632,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
632,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
633,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
633,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
633,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
633,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
634,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
634,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
634,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
634,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
635,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
635,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
635,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
635,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
636,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
636,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
636,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
636,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
637,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
637,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
637,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
637,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
638,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
638,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
638,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
638,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
639,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
639,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
639,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
639,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
640,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
640,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
640,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
640,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
641,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
641,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
641,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
641,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
642,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
642,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
642,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
642,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
643,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
643,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
643,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
643,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
644,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
644,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
644,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
644,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
645,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
645,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
645,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
645,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
646,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
646,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
646,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
646,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
647,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
647,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
647,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
647,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
648,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
648,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
648,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
648,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
649,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
649,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
649,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
649,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
650,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
650,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
650,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
650,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
651,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
651,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
651,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
651,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
652,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
652,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
652,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
652,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
653,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
653,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
653,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
653,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
654,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
654,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
654,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
654,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
655,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
655,82940,removed,16560,16,176,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
655,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
655,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
656,82940,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
656,82940,removed,16560,16,176,-5,0,5.0,1.000000000000004,3.9968028886505635e-15,True
656,82940,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
656,82940,removed,180240,176,16,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
657,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
657,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
658,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
658,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
659,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
659,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
660,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
660,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
661,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
661,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
662,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
662,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
663,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
663,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
664,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
664,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
665,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
665,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
666,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
666,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
667,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
667,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
668,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
668,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
669,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
669,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
670,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
670,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
671,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
671,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
672,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
672,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
673,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
673,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
674,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
674,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
675,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
675,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
676,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
676,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
677,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
677,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
678,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
678,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
679,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
679,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
680,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
680,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
681,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
681,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
682,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
682,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
683,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
683,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
684,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
684,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
685,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
685,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
686,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
686,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
687,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
687,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
688,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
688,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
689,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
689,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
690,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
690,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
691,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
691,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
692,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
692,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
693,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
693,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
694,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
694,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
695,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
695,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
696,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
696,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
697,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
697,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
698,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
698,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
699,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
699,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
700,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
700,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
701,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
701,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
702,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
702,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
703,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
703,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
704,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
704,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
705,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
705,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
706,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
706,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
707,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
707,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
708,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
708,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
709,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
709,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
710,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
710,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
711,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
711,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
712,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
712,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
713,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
713,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
714,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
714,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
715,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
715,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
716,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
716,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
717,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
717,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
718,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
718,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
719,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
719,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
720,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
720,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
721,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
721,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
722,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
722,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
723,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
723,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
724,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
724,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
725,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
725,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
726,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
726,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
727,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
727,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
728,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
728,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
729,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
729,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
730,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
730,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
731,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
731,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
732,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
732,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
733,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
733,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
734,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
734,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
735,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
735,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
736,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
736,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
737,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
737,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
738,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
738,82942,removed,175115,171,11,5,0,5.0,1.0000000000000049,4.884981308350689e-15,True
739,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000047,4.6629367034256575e-15,True
739,82942,removed,175115,171,11,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
740,82942,removed,11435,11,171,-5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
740,82942,removed,175115,171,11,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
741,82942,removed,11435,11,171,-5,0,5.0,1.000000000000004,3.9968028886505635e-15,True
741,82942,removed,175115,171,11,5,0,5.0,1.0000000000000042,4.218847493575595e-15,True
