run_id,layout,seed,step,time,velocity_relative_l2,modal_error,density_fluctuation_relative_rms,EOS_pressure_rms,pressure_operator_residual_l2,EOS_initialization_residual_l2,viscosity_residual_l2,total_material_residual_l2,closure_linf,minimum_separation,edge_count,current_rss_bytes,peak_rss_bytes
stage01e_short_j10_s20261061,jitter_10,20261061,0,0.0,0.0,0.0,0.010845586899714167,4.338234759885666,0.1765378258307925,29.30346798325798,0.018452840143649816,29.300945150163653,1.6008112453270302e-14,0.05073874408336984,77746.0,229244928,229244928
stage01e_short_j10_s20261061,jitter_10,20261061,1,0.00025,0.01035452838835398,1.1259686988451811e-05,0.01083843550022886,4.335374200091544,0.1764875849756055,29.279953238524598,0.03408681655427509,29.249063024165018,1.452709433982424e-14,0.05075009385905265,77748.0,236732416,236732416
stage01e_short_j10_s20261061,jitter_10,20261061,2,0.0005,0.020685913888772937,2.252869422969539e-05,0.010818932045135784,4.327572818054313,0.17641065467942527,29.21662718424336,0.0614159629621631,29.157436449702164,1.820063273412536e-14,0.050762252357253346,77736.0,240713728,240713728
stage01e_short_j10_s20261061,jitter_10,20261061,3,0.00075,0.030980116982285075,3.378758099725765e-05,0.010787129044437457,4.314851617774983,0.1763072242029046,29.113642883724857,0.09028608601245222,29.026247318698026,1.4714133539363587e-14,0.05077521876481344,77750.0,240713728,240713728
stage01e_short_j10_s20261061,jitter_10,20261061,4,0.001,0.04122316651588063,4.501701098647004e-05,0.010743104178546277,4.297241671418511,0.17617756976304014,28.971224351702535,0.1194721384384024,28.855748243509467,1.204748656230464e-14,0.05078899182923712,77746.0,240762880,240762880
stage01e_short_j10_s20261061,jitter_10,20261061,5,0.00125,0.051401182598307074,5.619782668087048e-05,0.010686960326179938,4.274784130471975,0.17602205346784697,28.789666462221874,0.14866911432362764,28.646262388890175,1.1759490714605471e-14,0.050803569859294205,77770.0,240762880,240762880
stage01e_short_j10_s20261061,jitter_10,20261061,6,0.0015,0.06150039934331651,6.731112319524613e-05,0.01061882563010993,4.247530252043972,0.17584112199999422,28.56933489039828,0.17774953515841366,28.39818333925015,1.522716512896173e-14,0.05081895072565243,77756.0,242319360,242319360
stage01e_short_j10_s20261061,jitter_10,20261061,7,0.00175,0.07150718742785639,7.833832129344742e-05,0.010538853605890882,4.215541442356352,0.17563530504955394,28.310666102206174,0.2066388928361268,28.111975016013655,1.2047742338078654e-14,0.05082657448222975,77766.0,242335744,242335744
stage01e_short_j10_s20261061,jitter_10,20261061,8,0.002,0.08140807643325793,8.926123928887364e-05,0.010447223300492716,4.1788893201970865,0.17540521349572494,28.014167411596635,0.23528312939183169,27.788171665220993,1.1448359066669585e-14,0.050807827071998844,77774.0,242335744,242335744
stage01e_short_j10_s20261061,jitter_10,20261061,9,0.0022500000000000003,0.09118977693815031,0.00010006216352453912,0.01034413950974348,4.137655803897392,0.17515153733719105,27.680417130219894,0.2636376300732576,27.427377941798497,1.5632082117998628e-14,0.050791207161082444,77798.0,242335744,242335744
stage01e_short_j10_s20261061,jitter_10,20261061,10,0.0025000000000000005,0.10083920233261896,0.00011072391714450625,0.010229833065732784,4.091933226293114,0.17487504337066728,27.310064842161008,0.2916628116602378,27.03026912447992,1.481097435720087e-14,0.05077668821236774,77790.0,242335744,242335744
stage01e_short_j10_s20261061,jitter_10,20261061,11,0.0027500000000000007,0.11034349032402765,0.00012122992686991463,0.01010456120788896,4.041824483155584,0.1745765726171851,26.903831844766607,0.3193221353295434,26.59759150463083,1.2607540592763904e-14,0.05076424178315958,77802.0,242974720,242974720
stage01e_short_j10_s20261061,jitter_10,20261061,12,0.003000000000000001,0.11969002410593574,0.00013156428748428706,0.009968608054411304,3.9874432217645217,0.17425703749579893,26.462511807350552,0.3465811354978523,26.130163003777746,1.1815532565599485e-14,0.05075383756510615,77810.0,242991104,242991104
stage01e_short_j10_s20261061,jitter_10,20261061,13,0.003250000000000001,0.12886645316266845,0.0001417118237666548,0.009822285194200309,3.928914077680124,0.17391741874465919,25.986971712968092,0.3734069187072754,25.628874089223526,1.5486317868971683e-14,0.05074544342591924,77822.0,244023296,244023296
stage01e_short_j10_s20261061,jitter_10,20261061,14,0.0035000000000000014,0.13786071368333105,0.00015165814958917334,0.009665932423494136,3.8663729693976547,0.1735587620898156,25.478153165408926,0.3997678974401191,25.09468907574905,1.3123926838812613e-14,0.05073902545283852,77818.0,244072448,244072448
stage01e_short_j10_s20261061,jitter_10,20261061,15,0.0037500000000000016,0.14666104856040707,0.00016138972392965023,0.009499918656208075,3.7999674624832305,0.17318217466269503,24.93707416523072,0.4256336487793805,24.528647925411157,1.1780173893318952e-14,0.05073454799779999,77810.0,244072448,244072448
stage01e_short_j10_s20261061,jitter_10,20261061,16,0.004000000000000002,0.1552560269495373,0.00017089390353997036,0.009324643042627085,3.7298572170508337,0.17278882116795793,24.364831486599947,0.450974842737874,23.93186868871086,1.4802051338287264e-14,0.05073197372424997,77802.0,244072448,244072448
stage01e_short_j10_s20261061,jitter_10,20261061,17,0.004250000000000002,0.1636345633686489,0.00018015899204171237,0.009140536337766065,3.6562145351064257,0.17237991980437384,23.76260382301271,0.4757632109856228,23.305550771441787,8.668453305533369e-15,0.050731263655564095,77792.0,244711424,244711424
stage01e_short_j10_s20261061,jitter_10,20261061,18,0.004500000000000002,0.1717859363162899,0.00018917428521325608,0.008948062568553196,3.5792250274212782,0.17195673794250133,23.131655917527226,0.49997153968452296,22.650979265872706,8.510422543011842e-15,0.05073237722501976,77810.0,244744192,244744192
stage01e_short_j10_s20261061,jitter_10,20261061,19,0.0047500000000000025,0.1796998063908368,0.0001979301122674304,0.008747721058151199,3.499088423260479,0.17152058756429087,22.473343955860447,0.5235736769822174,21.969530657428223,1.1324410907102486e-14,0.05073527232726974,77822.0,244744192,244744192
