filename,expected_sha256,observed_sha256,identity_pass
control_f_semantic_summary.csv,7c8113541dc1b0b936ac155968a466482d08b64351a7ba74b56fe50d18804d6c,7c8113541dc1b0b936ac155968a466482d08b64351a7ba74b56fe50d18804d6c,True
fifteen_reference_identity.csv,ac3797f8949ea30ba835e5ffca8421cbd6387020f9d1c6c3b7e36c86d8cd752e,ac3797f8949ea30ba835e5ffca8421cbd6387020f9d1c6c3b7e36c86d8cd752e,True
r4_gate_evidence.csv,1aff19fa145b00f53582b3706d24bea5e9129bccb61cd4e56f792eb45a22a74d,1aff19fa145b00f53582b3706d24bea5e9129bccb61cd4e56f792eb45a22a74d,True
analysis_summary.json,1c766186f5706afd9918400e9a1f723fc9a3eb4501d4798433943bef05d22f4d,1c766186f5706afd9918400e9a1f723fc9a3eb4501d4798433943bef05d22f4d,True
stage01dr4_status.txt,737e6a0d9db70184e0cac35dc6cb2e1c445ef0ad42e11601fbfbbc93bef15df3,737e6a0d9db70184e0cac35dc6cb2e1c445ef0ad42e11601fbfbbc93bef15df3,True
