run_id,role,solution,resolution,support_ratio,dt,step,time,labeled_position_l1,labeled_position_l2,labeled_position_linf,labeled_velocity_l1,labeled_velocity_l2,labeled_velocity_linf,labeled_density_l1,labeled_density_l2,labeled_density_linf,labeled_pressure_l1,labeled_pressure_l2,labeled_pressure_linf,field_velocity_l1,field_velocity_l2,field_velocity_linf,field_density_l1,field_density_l2,field_density_linf,field_pressure_l1,field_pressure_l2,field_pressure_linf,unwrapped_periodic_position_l2,pressure_pair_residual,viscosity_pair_residual,normalized_internal_force_residual,internal_force_x,internal_force_y,external_force_x,external_force_y,total_force_x,total_force_y,assembly_defect,momentum_update_defect,viscous_power,external_power,kinetic_energy_update_defect,edge_count,edge_hash,topology_structural_defects,minimum_separation_over_dx,current_rss_bytes,peak_rss_bytes,step_time_seconds
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001769858188452188,0.00018406004927539263,0.0002770913768168626,0.07079432753808751,0.07362401971015704,0.11083655072674503,0.0,0.0,0.0,0.0001769858188452188,0.00018406004927539263,0.0002770913768168626,0.07079432753808751,0.07362401971015704,0.11083655072674503,0.0,0.0,0.0,4.927065351556323e-18,2.749536709423239e-16,-6.429318882839041e-17,-1.3240819031479223e-17,-4.336808689942018e-19,3.02736351612265e-16,-5.687995647402078e-17,4.1767230874064796e-17,0.0,0.0,-6.6204095157396115e-18,0.0,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,1.0,265240576,265240576,0.0
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,16,0.0010000000000000005,8.510175048856578e-08,8.881172059483965e-08,1.245321250813034e-07,0.00017008874545976536,0.00017750368024131895,0.0002488960733493407,0.00017698629202815336,0.00018395695887050533,0.0002763358829582785,0.07079451681126134,0.07358278354820215,0.1105343531833114,0.00017008874545976536,0.00017750368024131895,0.0002488960733493407,0.0001769857988084977,0.00018395648379996066,0.00027633586397479704,0.07079431952339908,0.07358259351998427,0.11053434558991881,8.881172057479693e-08,0.0,0.0,3.743935767071462e-18,-2.0426368929626904e-16,6.591949208711867e-17,3.7882023906643525e-16,-1.6403978869705682e-16,1.5597603503919588e-16,-8.464908461680576e-17,2.2950143359720426e-17,3.919930189364832e-18,-4.86776293688883e-08,0.001577238818987639,5.522869502388784e-14,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999996123290948,362708992,362708992,0.08060950000071898
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,32,0.0020000000000000013,3.39745800572872e-07,3.545568407196422e-07,4.97159517656623e-07,0.0003388779022539662,0.0003536510865937042,0.0004958876406354962,0.00017698770968570883,0.00018365280228082275,0.00027407535602175237,0.07079508387428353,0.0734611209123291,0.10963014240870095,0.0003388779022539662,0.0003536510865937042,0.0004958876406354962,0.00017698574063910338,0.0001836509025566014,0.0002740752802373736,0.07079429625564135,0.07346036102264056,0.10963011209494944,3.545568406994327e-07,0.0,0.0,5.238855521149018e-18,-2.989551965357218e-16,-2.47198095326695e-17,8.358250072962314e-16,-2.205267218835516e-16,5.504020091258444e-16,-2.7338157779221994e-16,3.122020543139287e-17,6.616651311880972e-19,-1.932255285774361e-07,0.003142426582648854,1.0931895727574777e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999984522819858,367099904,367099904,0.08069429098395631
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,48,0.0030000000000000022,7.62019367214846e-07,7.95239146404685e-07,1.115079105687359e-06,0.000505143493543039,0.0005271648564989266,0.0007391811174015429,0.00017699006647070201,0.00018316274530481684,0.00027032701758544775,0.0707960265882808,0.07326509812192673,0.1081308070341791,0.000505143493543039,0.0005271648564989266,0.0007391811174015429,0.00017698565007561102,0.00018315847302234858,0.00027032684761574277,0.0707942600302444,0.07326338920893945,0.10813073904629711,7.952391463928614e-07,0.0,0.0,1.1027577350698273e-18,-7.901123331988114e-18,-6.288372600415926e-17,9.41128143298886e-16,-2.3635607360183997e-17,8.458471011281443e-16,-7.849623728795052e-17,8.774748023116219e-17,9.04296251245072e-19,-4.2934569646119707e-07,0.004684213375239008,1.6008801791469162e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999965284405157,367247360,367247360,0.08068583300337195
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,64,0.004000000000000003,1.3487943401510674e-06,1.407594088725651e-06,1.9737069588946395e-06,0.0006676803229264526,0.0006967872291028848,0.0009770105533435033,0.00017699335358505324,0.00018251168517088327,0.00026511902348391736,0.0707973414340213,0.07300467406835331,0.10604760939356694,0.0006676803229264526,0.0006967872291028848,0.0009770105533435033,0.00017698553644924966,0.0001825040962126692,0.0002651187226523355,0.07079421457969987,0.07300163848506767,0.1060474890609342,1.4075940887086579e-06,0.0,0.0,5.840477719813176e-18,-2.8662239682369917e-16,-1.7954387976359953e-16,1.296041724462016e-15,-3.331753276047955e-16,1.0274374124923102e-15,-5.236154392018744e-16,2.10565726074933e-17,2.602500369955038e-18,-7.500913811228643e-07,0.006191423424728943,2.0641681606862117e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999938548436802,371556352,371556352,0.08118558302521706
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,80,0.005000000000000004,2.095750444657351e-06,2.187112959095581e-06,3.066712372302771e-06,0.0008253107105071927,0.000861289163242246,0.0012076504826695957,0.00017699755859107837,0.00018173374675961622,0.0002584902468614203,0.07079902343643135,0.07269349870384649,0.10339609874456812,0.0008253107105071927,0.000861289163242246,0.0012076504826695957,0.00017698541236096748,0.00018172190473139785,0.0002584897794684071,0.07079416494438698,0.07268876189255914,0.10339591178736285,2.187112959097258e-06,0.0,0.0,5.866797593500788e-18,3.380135797995121e-16,2.3310346708438345e-17,1.785518347757753e-15,-4.462576141950336e-16,2.093960313302723e-15,-3.8525768946556793e-16,4.790599817374174e-17,4.766360502682687e-18,-1.146070345490617e-06,0.0076531361095003875,2.466592383237007e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999904508881983,375832576,375832576,0.081338791991584
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,96,0.0060000000000000045,2.9974070442241842e-06,3.1280760820983613e-06,4.386064650908956e-06,0.000976893025913568,0.00101947924339577,0.0014294284721757117,0.0001770026651595932,0.00018087153581653948,0.000250489980624935,0.07080106606383728,0.07234861432661578,0.100195992249974,0.000976893025913568,0.00101947924339577,0.0014294284721757117,0.0001769852932452504,0.00018085451847683692,0.000250489312210167,0.07079411729810016,0.07234180739073477,0.1001957248840668,3.1280760821150004e-06,0.0,0.0,2.674460743161584e-18,-1.5173409403934635e-16,-3.491130995403324e-17,1.843062378062421e-15,-3.275374763078709e-16,1.7479642950082863e-15,-3.486116560355579e-16,5.830183456134007e-17,1.972430419629192e-18,-1.605718807846545e-06,0.009058765082830204,2.7943663905837227e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999863411917786,375963648,382255104,0.0804821249912493
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,112,0.007000000000000005,4.04716334883646e-06,4.22359478111094e-06,5.922092259755725e-06,0.001121329956441534,0.0011702123090336165,0.0016407372751378283,0.00017700865276621682,0.00017997510875384019,0.00024117756173447358,0.07080346110648673,0.07199004350153608,0.09647102469378943,0.001121329956441534,0.0011702123090336165,0.0016407372751378283,0.00017698519683334915,0.00017995201749252724,0.00024117665932910093,0.07079407873333965,0.0719808069970109,0.09647066373164037,4.22359478112939e-06,0.0,0.0,3.1864304620689815e-18,1.7305221925584258e-16,-6.591949208711867e-17,1.882242734070616e-15,-1.9222904518167994e-16,2.0111001622705182e-15,-2.7637668629371115e-16,4.780632775431143e-17,4.425260512942642e-19,-2.1156380645891145e-06,0.010398134941890545,3.043936590694245e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.999981555420149,382287872,382287872,0.08067495899740607
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,128,0.008000000000000005,5.237346733888731e-06,5.465661808767004e-06,7.663553887165682e-06,0.001257576450432034,0.001312397744839921,0.001840046502102237,0.00017701549635120307,0.00017910061725238678,0.00023062192042355711,0.07080619854048123,0.07164024690095472,0.09224876816942285,0.001257576450432034,0.001312397744839921,0.001840046502102237,0.00017698514253314756,0.0001790705899721788,0.00023062075279156602,0.07079405701325903,0.07162823598887152,0.09224830111662641,5.465661808783956e-06,0.0,0.0,5.457130452491152e-18,3.186605710206458e-16,-6.7220534694101275e-18,1.8093030329166537e-15,-2.3993394077104213e-16,2.12058425290082e-15,-2.4412844792584543e-16,7.800212310704954e-18,2.403384962972234e-18,-2.6609839928690244e-06,0.011661554886032259,3.2049402168572183e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.999976128078611,382304256,382304256,0.08033749996684492
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,144,0.009000000000000006,6.559268816264459e-06,6.8452098731491725e-06,9.597720905548373e-06,0.0013846472783785933,0.0014450073717784148,0.0020259137233185924,0.00017702316595902322,0.00017830859411244383,0.00021890105799726722,0.07080926638360929,0.07132343764497753,0.08756042319890689,0.0013846472783785933,0.0014450073717784148,0.0020259137233185924,0.000176985150743683,0.00017827082154346193,0.00021889959586329777,0.0707940602974732,0.07130832861738477,0.08755983834531911,6.845209873178653e-06,0.0,0.0,1.9603423430970623e-18,1.1207939958068902e-16,2.5912431922403556e-17,1.8675111370519692e-15,-4.2370620900733513e-16,1.9711507003462164e-15,-4.4377750172547303e-16,4.6751831711271807e-17,2.3757256086786073e-18,-3.225898106872486e-06,0.012839888831164867,3.272024803491204e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999700982697846,382451712,382451712,0.08136304200161248
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,160,0.010000000000000007,8.003288877380094e-06,8.352177831541426e-06,1.1710470616359696e-05,0.0015016241570610196,0.001567082881901025,0.002196994921879591,0.00017703162637622445,0.00017766186782585872,0.00020610145747024244,0.07081265055048978,0.0710647471303435,0.08244058298809698,0.0015016241570610196,0.001567082881901025,0.002196994921879591,0.00017698524212554265,0.00017761561284526743,0.0002060996737327514,0.07079409685021706,0.07104624513810696,0.08243986949310056,8.352177831552714e-06,0.0,0.0,1.5324233738865983e-18,1.9014195599964534e-17,-8.836247705756861e-17,1.7547134535320086e-15,-1.9873425821659296e-16,1.8167636991160696e-15,-3.192094483704666e-16,5.3696628764190146e-17,3.443161825770068e-18,-3.793967647324674e-06,0.013924621472951454,3.2444041966861943e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999635094189117,382599168,382599168,0.08090504194842651
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,176,0.011000000000000008,9.5588841702508e-06,9.975584068254079e-06,1.3986389586432003e-05,0.001607662385197797,0.0016777427631450913,0.002352054221497578,0.00017704083678718777,0.00017722312914528502,0.0001923174317534082,0.07081633471487511,0.07088925165811401,0.07692697270136328,0.001607662385197797,0.0016777427631450913,0.002352054221497578,0.0001769854368490714,0.00017716774810207022,0.0001923153016817336,0.07079417473962857,0.0708670992408281,0.07692612067269344,9.97558406827576e-06,0.0,0.0,6.190501806345105e-19,8.687169907040104e-18,3.5670251474773096e-17,1.5083149573075216e-15,-4.025642666438678e-16,1.5255503837182521e-15,-3.897232471634926e-16,2.4377172163869338e-17,2.3706994740064457e-18,-4.348701353557398e-06,0.014907919821133736,3.1234720078389053e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999564089685435,382730240,382730240,0.08084316598251462
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,192,0.012000000000000009,1.1214726598238668e-05,1.1703606521752782e-05,1.6408886332314105e-05,0.0017019969426735322,0.0017761886640948763,0.0024899728183235487,0.00017705075046740447,0.00017705222266566732,0.0001778681470373522,0.07082030018696178,0.07082088906626692,0.07114725881494088,0.0017019969426735322,0.0017761886640948763,0.0024899728183235487,0.0001769857538432316,0.00017698718709863886,0.00017779022099539965,0.07079430153729263,0.07079487483945555,0.07111608839815986,1.1703606521770053e-05,0.0,0.0,5.120165632653903e-18,3.0115070593500493e-16,-5.084908188957016e-17,1.2754012256033231e-15,-4.440892098500626e-16,1.5792344848822824e-15,-4.893546505513324e-16,6.194605827883231e-18,9.532037764272767e-21,-4.874007124867412e-06,0.015782689760314994,2.91085978678308e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999488480445464,382861312,382861312,0.08344729099189863
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,208,0.01300000000000001,1.295876520595166e-05,1.352366877691836e-05,1.89603124947265e-05,0.0017839480093149265,0.0018617111527781712,0.0026097570521923055,0.00017706131453470238,0.0001772032947267538,0.00019028376023988436,0.07082452581388095,0.07088131789070151,0.07611350409595374,0.0017839480093149265,0.0018617111527781712,0.0026097570521923055,0.00017698621006884292,0.00017712821133892572,0.00019028092956929754,0.07079448402753716,0.07085128453557028,0.07611237182771902,1.3523668776941362e-05,0.0,0.0,1.78874744599112e-18,1.0673970388119791e-16,-1.1384122811097797e-17,1.2457754012401567e-15,-2.5413698923060224e-16,1.4174223928365044e-15,-2.6284448792837645e-16,6.496245311856118e-17,8.681008547849586e-19,-5.354657735337779e-06,0.016542627228795785,2.613877919992901e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999408810957036,387203072,387203072,0.08035858400398865
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,224,0.01400000000000001,1.4778313882329987e-05,1.5422531596180557e-05,2.162209164290323e-05,0.0018529258634179886,0.0019336948279920414,0.0027105455591086556,0.00017707246977608935,0.0001777219850757732,0.00020623341154291097,0.07082898791043574,0.07108879403030928,0.08249336461716439,0.0018529258634179886,0.0019336948279920414,0.0027105455591086556,0.00017698681983709097,0.0001776366115538074,0.0002062301827272517,0.07079472793483638,0.07105464462152296,0.08249207309090067,1.5422531596220425e-05,0.0,0.0,2.783377967489766e-18,-1.6505622823376198e-16,-3.176712365382528e-17,1.198734579481442e-15,-3.8489177123235407e-16,1.0500176168002154e-15,-4.044921136318186e-16,2.0371601922473754e-17,3.456893476291744e-18,-5.776731124551895e-06,0.01718226364625154,2.2438868009823204e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999325655091411,387203072,387203072,0.08220845798496157
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,240,0.015000000000000012,1.6660143637200343e-05,1.738638922275297e-05,2.4374854744350165e-05,0.0019084351247454336,0.0019916227463713755,0.002791615453609933,0.00017708415056909375,0.0001786428889327852,0.0002227363923530401,0.0708336602276375,0.07145715557311408,0.08909455694121604,0.0019084351247454336,0.0019916227463713755,0.002791615453609933,0.000176987594196004,0.00017854714332742413,0.0002227327515720301,0.0707950376784016,0.07141885733096966,0.08909310062881204,1.738638922277244e-05,0.0,0.0,2.539122453360787e-19,1.1492543028346347e-17,-8.565197162635485e-18,1.5405835244661215e-15,-2.9327668765732895e-16,1.5785339886349031e-15,-2.9985643959160035e-16,2.6532312070913236e-17,2.1439757390366698e-18,-6.128012534876846e-06,0.01769700526289113,1.806578014932465e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.999923961204356,387284992,387284992,0.08222216699505225
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,256,0.01600000000000001,1.859057878007725e-05,1.9400969755402252e-05,2.7198581312583644e-05,0.0019500783114849605,0.002035080133401028,0.002852387496977301,0.0001770962849114644,0.00017998752344468077,0.0002396736731260507,0.07083851396458575,0.0719950093778723,0.09586946925042028,0.0019500783114849605,0.002035080133401028,0.002852387496977301,0.00017698854040289755,0.00017988148542834114,0.00023966960952948035,0.07079541616115903,0.07195259417133645,0.09586784381179214,1.9400969755428016e-05,0.0,0.0,2.26881811503995e-18,-1.0810850912396086e-16,8.7061434450586e-17,1.6709723882346594e-15,-2.387413183813081e-16,1.628356466592401e-15,-1.4856449675072075e-16,6.556664283253926e-17,1.696971712440323e-18,-6.3983468821456615e-06,0.018083166146976914,1.3190578125532354e-13,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999151302082474,387334144,387334144,0.0820248750387691
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,272,0.01700000000000001,2.0555596302386052e-05,2.1451638865367372e-05,3.0072745205251737e-05,0.0019775586856481606,0.0020637573517816176,0.0028924302147031763,0.00017710879457298676,0.0001817629987025058,0.00025692303430879804,0.07084351782919471,0.07270519948100233,0.10276921372351921,0.0019775586856481606,0.0020637573517816176,0.0028924302147031763,0.00017698966150001222,0.00018164690202986876,0.0002569185400964624,0.07079586460000489,0.0726587608119475,0.10276741603858497,2.1451638865392116e-05,0.0,0.0,2.506014140810517e-18,1.4929463915125396e-16,3.913969842672671e-17,1.6172501705880027e-15,-5.908901840045999e-16,1.7697923340590296e-15,-5.7544453821141775e-16,2.391557117044659e-17,6.402441535044711e-19,-6.579931197849728e-06,0.018337994573834667,7.932796167309147e-14,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9999061362142534,388907008,388907008,0.0807447080151178
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,288,0.018000000000000013,2.2540927740387566e-05,2.3523506101076454e-05,3.2976463996858e-05,0.001990682366558747,0.002077452105959831,0.0029114629343662607,0.00017712159537854055,0.00018396151999180294,0.00027435993825464244,0.07084863815141623,0.07358460799672117,0.10974397530185698,0.001990682366558747,0.002077452105959831,0.0029114629343662607,0.00017699095600734167,0.00018383573670675455,0.0002743550087340729,0.07079638240293668,0.07353429468270181,0.10974200349362917,2.352350610111337e-05,0.0,0.0,2.7076841157331794e-18,-1.4425309904919636e-16,8.673617379884035e-17,1.3790916108744056e-15,-4.797594613248357e-16,1.2311030965278177e-15,-4.041865464960966e-16,1.1771647220229288e-17,8.532482757049274e-19,-6.667538725019182e-06,0.018459692627444936,2.44539377675992e-14,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9998970441285095,389038080,389038080,0.08114266605116427
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,304,0.019000000000000013,2.453216277940887e-05,2.5601533009083987e-05,3.588865084226423e-05,0.001989359697396845,0.002076070867184563,0.002909357723206951,0.00017713459762822546,0.00018656074852979395,0.00029185841993628614,0.07085383905129018,0.07462429941191759,0.11674336797451446,0.001989359697396845,0.002076070867184563,0.002909357723206951,0.0001769924177422421,0.00018642576659690834,0.0002918530535582775,0.07079696709689684,0.07457030663876334,0.116741221423311,2.5601533009125614e-05,0.0,0.0,8.345994312537558e-19,1.3511869574600599e-17,-5.0306980803327406e-17,9.841845220737166e-16,-6.042258707261716e-16,9.727927759660936e-16,-6.4111457909557e-16,2.8288515499386605e-17,1.29744812619436e-18,-6.6586682360176715e-06,0.01844742887502702,3.1095465195691895e-14,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.999887919606202,389087232,389087232,0.08158791699679568
f3b_fixed_a_n32,fixed_ratio_diagnostic,MMS_A,32,4.5,6.25e-05,320,0.020000000000000014,2.6514853846681053e-05,2.7670642285723208e-05,3.878816772544473e-05,0.0019736058551872524,0.0020596295091096727,0.002886140212620748,0.00017714770665795113,0.00018952494492964326,0.0003092919902503155,0.07085908266318044,0.07580997797185732,0.1237167961001262,0.0019736058551872524,0.0020596295091096727,0.002886140212620748,0.00017699403577384751,0.000189381341752933,0.00030928618862269275,0.07079761430953901,0.0757525367011732,0.1237144754490771,2.767064228578083e-05,0.0,0.0,6.4914823921463606e-18,-4.037704415607579e-16,5.735429492448318e-17,8.880428944285645e-16,-6.097553018058477e-16,4.867220721512661e-16,-5.260210127720766e-16,2.6493484554508157e-17,2.6083080176631647e-18,-6.55361431077363e-06,0.018301344025333337,8.568937295178474e-14,70656,bbe81d170ec2e68ae255b2da37556026cf77545696a1113763d6b4ada2376146,0,0.9998788285811884,393445376,393445376,0.08081458398373798
