run_id,role,solution,resolution,support_ratio,dt,step,time,labeled_position_l1,labeled_position_l2,labeled_position_linf,labeled_velocity_l1,labeled_velocity_l2,labeled_velocity_linf,labeled_density_l1,labeled_density_l2,labeled_density_linf,labeled_pressure_l1,labeled_pressure_l2,labeled_pressure_linf,field_velocity_l1,field_velocity_l2,field_velocity_linf,field_density_l1,field_density_l2,field_density_linf,field_pressure_l1,field_pressure_l2,field_pressure_linf,unwrapped_periodic_position_l2,pressure_pair_residual,viscosity_pair_residual,normalized_internal_force_residual,internal_force_x,internal_force_y,external_force_x,external_force_y,total_force_x,total_force_y,assembly_defect,momentum_update_defect,viscous_power,external_power,kinetic_energy_update_defect,edge_count,edge_hash,topology_structural_defects,minimum_separation_over_dx,current_rss_bytes,peak_rss_bytes,step_time_seconds
f3b_ct_b_001,continuous_time,MMS_B,32,5.049509756796392,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.663316122264355e-05,0.00010290727631381126,0.00020675547720960807,0.034653264489057416,0.0411629105255245,0.08270219088384323,0.0,0.0,0.0,8.663316122264355e-05,0.00010290727631381126,0.00020675547720960807,0.034653264489057416,0.0411629105255245,0.08270219088384323,0.0,0.0,0.0,4.919016126656158e-18,2.3310346708438345e-16,-1.4343994741983224e-16,1.3877787807814457e-17,-1.4677386910022516e-17,4.85722573273506e-17,-1.241682538039024e-16,2.0129249957026512e-16,0.0,-0.7684237138308375,-0.6104316479128513,0.0,82944,be62d1965486e5202b29f70cf1e14908b154763270f70214346260f22a66f12a,0,1.0,271941632,271941632,0.0
f3b_ct_b_001,continuous_time,MMS_B,32,5.049509756796392,0.001,1,0.001,1.0596327667679538e-07,1.1058434276334629e-07,1.550280758518896e-07,0.0002118543830113455,0.00022109166008703893,0.00030984528587536716,8.645898223836885e-05,0.00010262594327154526,0.00020583188793377172,0.03458359289534754,0.04105037730861811,0.08233275517350869,0.00021185375427091886,0.0002210909740260809,0.0003098905624022583,8.645844960230924e-05,0.00010262545880958652,0.00020583186448086543,0.034583379840923696,0.04105018352383461,0.08233274579234617,1.1058434276134016e-07,0.0,0.0,2.3813839737070654e-18,3.382710778154774e-17,1.2815269678778662e-16,1.3877787807814457e-17,4.434386885465713e-17,8.326672684688674e-17,1.8870538812110205e-16,3.9081578378224546e-17,7.748262998035952e-18,-0.7673650299212273,-0.6076083231344627,4.2774870078268745e-09,82944,be62d1965486e5202b29f70cf1e14908b154763270f70214346260f22a66f12a,0,0.9968845348878375,326074368,332939264,0.08054704102687538
f3b_ct_b_001,continuous_time,MMS_B,32,5.049509756796392,0.001,2,0.002,4.2336118446689e-07,4.418203840824925e-07,6.190299536247439e-07,0.0004221239154104053,0.00044052951218379207,0.0006174647106628132,8.593468999352322e-05,0.00010179126292292081,0.00020308065329455172,0.03437387599740929,0.040716505169168325,0.08123226131782069,0.00042212066399878033,0.0004405259481576814,0.0006176405465476033,8.593256308301028e-05,0.00010178931417653227,0.0002030805600031771,0.03437302523320411,0.04071572567061291,0.08123222400127084,4.418203840795053e-07,0.0,0.0,4.478958579092407e-18,2.456802122852153e-16,4.369334755116583e-17,1.5959455978986625e-16,5.182486384480711e-17,5.759281940243e-16,8.811853156875937e-17,1.7081377486761203e-16,4.659431047404502e-18,-0.7663080688659012,-0.6048011158613746,3.9222475139728125e-09,82944,be62d1965486e5202b29f70cf1e14908b154763270f70214346260f22a66f12a,0,0.9937809934229566,336363520,341590016,0.079364417004399
f3b_ct_b_001,continuous_time,MMS_B,32,5.049509756796392,0.001,3,0.003,9.498619742247989e-07,9.912768403066147e-07,1.38914117482756e-06,0.0006293147638141934,0.0006567547718079204,0.000920671151140736,8.506902268469018e-05,0.00010043421810129406,0.00019852190540425863,0.03402760907387607,0.040173687240517626,0.07940876216170345,0.0006293052242500306,0.0006567443766500228,0.0009210528424491156,8.506409749729315e-05,0.00010042978705544156,0.00019852169639889006,0.034025638998917265,0.040171914822176615,0.07940867855955602,9.912768403114373e-07,0.0,0.0,2.25724437198469e-18,1.1275702593849246e-16,5.616167253474913e-17,2.2898349882893854e-16,8.283304597789254e-17,3.677613769070831e-16,1.2988742026376343e-16,2.7568598576417666e-17,3.4214373668791317e-18,-0.7652528201017064,-0.6020239019662053,3.580266403875945e-09,82944,be62d1965486e5202b29f70cf1e14908b154763270f70214346260f22a66f12a,0,0.9906893236422677,350896128,356188160,0.07973937503993511
f3b_ct_b_001,continuous_time,MMS_B,32,5.049509756796392,0.001,4,0.004,1.6816455298525569e-06,1.7549674193188675e-06,2.4597123968719226e-06,0.0008319556492896738,0.0008682321859866791,0.0012173086348516158,8.399740146737469e-05,9.860750359421587e-05,0.00019218878970295172,0.033598960586949875,0.03944300143768635,0.07687551588118069,0.0008319345209991044,0.0008682092788888871,0.0012179610898354293,8.398868251851144e-05,9.859951011983917e-05,0.00019218841994772529,0.03359547300740458,0.03943980404793567,0.07687536797909011,1.7549674193203195e-06,0.0,0.0,7.173663006351329e-18,3.995285005609084e-16,4.119968255444917e-18,2.0122792321330962e-16,-4.683753385137379e-17,3.885780586188048e-16,-2.3852447794681098e-17,2.130153781060861e-16,2.479992420633543e-18,-0.7641992683072124,-0.5992903474136597,3.2608105382525565e-09,83040,33c859a945cd784c8b97d653c67e3b49dbe5f864109340c8a35f6c0f5b560c8f,0,0.9876094738511801,360415232,360415232,0.08112254098523408
f3b_ct_b_001,continuous_time,MMS_B,32,5.049509756796392,0.001,5,0.005,2.613434283528813e-06,2.727384995009862e-06,3.823108514351416e-06,0.0010286083581246231,0.0010734609988759104,0.0015052678183697498,8.28022414757092e-05,9.638726843489624e-05,0.00018412722159777406,0.03312089659028368,0.03855490737395849,0.07365088863910962,0.0010285687578557344,0.00107341821966473,0.0015062452750171894,8.27877462938548e-05,9.637455031534582e-05,0.00018412664722045058,0.03311509851754192,0.03854982012613833,0.07365065888818023,2.7273849950092714e-06,0.0,0.0,1.2727906085901336e-18,-5.833007687972014e-17,4.119968255444917e-17,1.5265566588595902e-16,1.0928757898653885e-16,-5.551115123125783e-17,1.4083786220586703e-16,1.5014712662095036e-16,4.6963354557498126e-18,-0.763147393707739,-0.5966138114524997,2.9725075085824254e-09,83216,ea4222cb7eaaab6798387e7ab208bfb84d99cde120e6e4d92829c9e86ddad732,0,0.9845413926196189,365330432,365330432,0.08038562495494261
f3b_ct_b_001,continuous_time,MMS_B,32,5.049509756796392,0.001,6,0.006,3.738531469430649e-06,3.90154151926225e-06,5.4696121688112214e-06,0.001217878014734056,0.00127098566972771,0.001782501138346058,8.180214962162419e-05,9.387541785993099e-05,0.00017439555082543468,0.03272085984864967,0.03755016714397239,0.06975822033017387,0.001217811544685802,0.0012709140414496535,0.0017838470020624974,8.178104896543182e-05,9.385671918658746e-05,0.00017439472943259204,0.03271241958617273,0.037542687674634985,0.06975789177303682,3.901541519261091e-06,0.0,0.0,4.713557791116497e-18,2.6378638856572323e-16,2.949029909160572e-17,-3.469446951953614e-17,-6.5052130349130266e-18,2.3592239273284576e-16,-3.2526065174565133e-18,2.7112209102168365e-17,3.1419611440448054e-18,-0.7620971725109478,-0.5940072520045686,2.723098646529795e-09,83440,6d386d29fae58069e2688968a160f9ec7dad65db5a9944f19365e0c9a1645316,0,0.9814850287774676,365330432,369557504,0.08073550002882257
f3b_ct_b_001,continuous_time,MMS_B,32,5.049509756796392,0.001,7,0.007,5.048869510083938e-06,5.269018506074764e-06,7.387492967455896e-06,0.0013984230443705812,0.0014594062678888714,0.0020470375278492606,8.132357220171148e-05,9.120214164339502e-05,0.0001630641360422791,0.032529428880684594,0.03648085665735801,0.06522565441691164,0.0013983198758074707,0.0014592952733272582,0.0020487843297579845,8.129434853141259e-05,9.117611724769258e-05,0.00016306302702395747,0.03251773941256504,0.03647044689907703,0.06522521080958299,5.269018506074383e-06,0.0,0.0,5.113837272941039e-18,2.7755575615628914e-16,-8.120674271916428e-17,3.469446951953614e-17,6.938893903907228e-17,3.122502256758253e-16,-3.0791341698588326e-17,1.8973538018496328e-17,3.0919759175633983e-18,-0.7610485774773855,-0.5914831339156088,2.519219110229398e-09,83664,5607ead63b4cf7e49a1614d06f79ed274db9f7e1f795b0c8c7cc04e101031e9d,0,0.9784403314096766,369721344,369721344,0.08045095903798938
f3b_ct_b_001,continuous_time,MMS_B,32,5.049509756796392,0.001,8,0.008,6.535068186433708e-06,6.820027724393039e-06,9.563091160334569e-06,0.0015689647557097874,0.0016373884720190103,0.0022969965937501063,8.141526681690954e-05,8.85279300103708e-05,0.00015021483283916837,0.03256610672676381,0.03541117200414832,0.060085933135667347,0.001568813727866387,0.0016372261437442351,0.0022991660690935734,8.137741916706433e-05,8.849317766629352e-05,0.00015021339766052577,0.032550967666825734,0.03539727106651741,0.06008535906421031,6.8200277243949114e-06,0.0,0.0,4.634886960047929e-18,2.1575623232461538e-16,-1.5102936262723077e-16,4.163336342344337e-17,1.0278236595162582e-16,2.2898349882893854e-16,-3.5453411040275995e-17,3.1154167868632704e-17,1.7726377481220093e-18,-0.760001578582649,-0.5890533407123706,2.366209613663406e-09,83760,65659704712bbe74e36705d09c52d22fbd826d9f2731ef2d9c0dc116ea4c01d0,0,0.9754072498511668,369721344,369721344,0.07915908296126872
f3b_ct_b_001,continuous_time,MMS_B,32,5.049509756796392,0.001,9,0.009000000000000001,8.186502174688202e-06,8.543481665239041e-06,1.1980915184357599e-05,0.0017282964763479663,0.0018036731038124194,0.0025306021548990023,8.152805001891163e-05,8.604367911415467e-05,0.00013594039897835142,0.032611220007564654,0.03441747164566187,0.05437615959134057,0.0017280852104838654,0.0018034461273617897,0.002533205440082623,8.148063957361541e-05,8.599881441659117e-05,0.00013593860145644232,0.032592255829446165,0.03439952576663646,0.05437544058257693,8.54348166523984e-06,0.0,0.0,9.210295196900997e-19,1.8865117801247777e-17,4.911435841359335e-17,4.85722573273506e-17,1.2793585635328952e-16,1.249000902703301e-16,1.723881454251952e-16,5.765152662338187e-17,4.363446084552758e-18,-0.7589561437391299,-0.5867290904861209,2.2679640815110452e-09,83792,6f73a42a6d1f7a410939aec7a60a481b34d787571e4a10410fea87a1c9484e7b,0,0.9723857336816744,369721344,369721344,0.08087029203306884
