path,resolution,dx,support,support_ratio,initial_edge_count,nearest_lower_shell,nearest_upper_shell,cutoff_margin,config_sha256
increasing_neighbor,16,0.125,0.5076941016011037,4.06155281280883,12544,0.5,0.515388203202208,0.007694101601103731,ca731c3a2685a88b6a5622270252842ff0002f055a25e927048344ebf930246c
increasing_neighbor,24,0.08333333333333333,0.375,4.5,39744,0.372677996249965,0.416666666666666,0.0023220037500349955,ca731c3a2685a88b6a5622270252842ff0002f055a25e927048344ebf930246c
increasing_neighbor,32,0.0625,0.3155943597997745,5.049509756796392,82944,0.3125,0.318688719599549,0.00309435979977446,ca731c3a2685a88b6a5622270252842ff0002f055a25e927048344ebf930246c
increasing_neighbor,48,0.041666666666666664,0.22916666666666666,5.5,223488,0.224381866963938,0.235702260395516,0.004784799702728659,ca731c3a2685a88b6a5622270252842ff0002f055a25e927048344ebf930246c
increasing_neighbor,64,0.03125,0.18879316453590966,6.041381265149109,462848,0.1875,0.190086329071819,0.0012931645359093302,ca731c3a2685a88b6a5622270252842ff0002f055a25e927048344ebf930246c
fixed_ratio,16,0.125,0.5625,4.5,17664,0.559016994374947,0.625,0.003483005625052993,ca731c3a2685a88b6a5622270252842ff0002f055a25e927048344ebf930246c
fixed_ratio,24,0.08333333333333333,0.375,4.5,39744,0.372677996249965,0.416666666666666,0.0023220037500349955,ca731c3a2685a88b6a5622270252842ff0002f055a25e927048344ebf930246c
fixed_ratio,32,0.0625,0.28125,4.5,70656,0.279508497187474,0.3125,0.0017415028125259968,ca731c3a2685a88b6a5622270252842ff0002f055a25e927048344ebf930246c
fixed_ratio,48,0.041666666666666664,0.1875,4.5,158976,0.186338998124983,0.208333333333333,0.0011610018750169981,ca731c3a2685a88b6a5622270252842ff0002f055a25e927048344ebf930246c
