field,value
topology.s[2089],0.510009765625
topology.s[2090],0.51025390625
topology.s[2091],0.510498046875
topology.s[2092],0.5107421875
topology.s[2093],0.510986328125
topology.s[2094],0.51123046875
topology.s[2095],0.511474609375
topology.s[2096],0.51171875
topology.s[2097],0.511962890625
topology.s[2098],0.51220703125
topology.s[2099],0.512451171875
topology.s[2100],0.5126953125
topology.s[2101],0.512939453125
topology.s[2102],0.51318359375
topology.s[2103],0.513427734375
topology.s[2104],0.513671875
topology.s[2105],0.513916015625
topology.s[2106],0.51416015625
topology.s[2107],0.514404296875
topology.s[2108],0.5146484375
topology.s[2109],0.514892578125
topology.s[2110],0.51513671875
topology.s[2111],0.515380859375
topology.s[2112],0.515625
topology.s[2113],0.515869140625
topology.s[2114],0.51611328125
topology.s[2115],0.516357421875
topology.s[2116],0.5166015625
topology.s[2117],0.516845703125
topology.s[2118],0.51708984375
topology.s[2119],0.517333984375
topology.s[2120],0.517578125
topology.s[2121],0.517822265625
topology.s[2122],0.51806640625
topology.s[2123],0.518310546875
topology.s[2124],0.5185546875
topology.s[2125],0.518798828125
topology.s[2126],0.51904296875
topology.s[2127],0.519287109375
topology.s[2128],0.51953125
topology.s[2129],0.519775390625
topology.s[2130],0.52001953125
topology.s[2131],0.520263671875
topology.s[2132],0.5205078125
topology.s[2133],0.520751953125
topology.s[2134],0.52099609375
topology.s[2135],0.521240234375
topology.s[2136],0.521484375
topology.s[2137],0.521728515625
topology.s[2138],0.52197265625
topology.s[2139],0.522216796875
topology.s[2140],0.5224609375
topology.s[2141],0.522705078125
topology.s[2142],0.52294921875
topology.s[2143],0.523193359375
topology.s[2144],0.5234375
topology.s[2145],0.523681640625
topology.s[2146],0.52392578125
topology.s[2147],0.524169921875
topology.s[2148],0.5244140625
topology.s[2149],0.524658203125
topology.s[2150],0.52490234375
topology.s[2151],0.525146484375
topology.s[2152],0.525390625
topology.s[2153],0.525634765625
topology.s[2154],0.52587890625
topology.s[2155],0.526123046875
topology.s[2156],0.5263671875
topology.s[2157],0.526611328125
topology.s[2158],0.52685546875
topology.s[2159],0.527099609375
topology.s[2160],0.52734375
topology.s[2161],0.527587890625
topology.s[2162],0.52783203125
topology.s[2163],0.528076171875
topology.s[2164],0.5283203125
topology.s[2165],0.528564453125
topology.s[2166],0.52880859375
topology.s[2167],0.529052734375
topology.s[2168],0.529296875
topology.s[2169],0.529541015625
topology.s[2170],0.52978515625
topology.s[2171],0.530029296875
topology.s[2172],0.5302734375
topology.s[2173],0.530517578125
topology.s[2174],0.53076171875
topology.s[2175],0.531005859375
topology.s[2176],0.53125
topology.s[2177],0.531494140625
topology.s[2178],0.53173828125
topology.s[2179],0.531982421875
topology.s[2180],0.5322265625
topology.s[2181],0.532470703125
topology.s[2182],0.53271484375
topology.s[2183],0.532958984375
topology.s[2184],0.533203125
topology.s[2185],0.533447265625
topology.s[2186],0.53369140625
topology.s[2187],0.533935546875
topology.s[2188],0.5341796875
topology.s[2189],0.534423828125
topology.s[2190],0.53466796875
topology.s[2191],0.534912109375
topology.s[2192],0.53515625
topology.s[2193],0.535400390625
topology.s[2194],0.53564453125
topology.s[2195],0.535888671875
topology.s[2196],0.5361328125
topology.s[2197],0.536376953125
topology.s[2198],0.53662109375
topology.s[2199],0.536865234375
topology.s[2200],0.537109375
topology.s[2201],0.537353515625
topology.s[2202],0.53759765625
topology.s[2203],0.537841796875
topology.s[2204],0.5380859375
topology.s[2205],0.538330078125
topology.s[2206],0.53857421875
topology.s[2207],0.538818359375
topology.s[2208],0.5390625
topology.s[2209],0.539306640625
topology.s[2210],0.53955078125
topology.s[2211],0.539794921875
topology.s[2212],0.5400390625
topology.s[2213],0.540283203125
topology.s[2214],0.54052734375
topology.s[2215],0.540771484375
topology.s[2216],0.541015625
topology.s[2217],0.541259765625
topology.s[2218],0.54150390625
topology.s[2219],0.541748046875
topology.s[2220],0.5419921875
topology.s[2221],0.542236328125
topology.s[2222],0.54248046875
topology.s[2223],0.542724609375
topology.s[2224],0.54296875
topology.s[2225],0.543212890625
topology.s[2226],0.54345703125
topology.s[2227],0.543701171875
topology.s[2228],0.5439453125
topology.s[2229],0.544189453125
topology.s[2230],0.54443359375
topology.s[2231],0.544677734375
topology.s[2232],0.544921875
topology.s[2233],0.545166015625
topology.s[2234],0.54541015625
topology.s[2235],0.545654296875
topology.s[2236],0.5458984375
topology.s[2237],0.546142578125
topology.s[2238],0.54638671875
topology.s[2239],0.546630859375
topology.s[2240],0.546875
topology.s[2241],0.547119140625
topology.s[2242],0.54736328125
topology.s[2243],0.547607421875
topology.s[2244],0.5478515625
topology.s[2245],0.548095703125
topology.s[2246],0.54833984375
topology.s[2247],0.548583984375
topology.s[2248],0.548828125
topology.s[2249],0.549072265625
topology.s[2250],0.54931640625
topology.s[2251],0.549560546875
topology.s[2252],0.5498046875
topology.s[2253],0.550048828125
topology.s[2254],0.55029296875
topology.s[2255],0.550537109375
topology.s[2256],0.55078125
topology.s[2257],0.551025390625
topology.s[2258],0.55126953125
topology.s[2259],0.551513671875
topology.s[2260],0.5517578125
topology.s[2261],0.552001953125
topology.s[2262],0.55224609375
topology.s[2263],0.552490234375
topology.s[2264],0.552734375
topology.s[2265],0.552978515625
topology.s[2266],0.55322265625
topology.s[2267],0.553466796875
topology.s[2268],0.5537109375
topology.s[2269],0.553955078125
topology.s[2270],0.55419921875
topology.s[2271],0.554443359375
topology.s[2272],0.5546875
topology.s[2273],0.554931640625
topology.s[2274],0.55517578125
topology.s[2275],0.555419921875
topology.s[2276],0.5556640625
topology.s[2277],0.555908203125
topology.s[2278],0.55615234375
topology.s[2279],0.556396484375
topology.s[2280],0.556640625
topology.s[2281],0.556884765625
topology.s[2282],0.55712890625
topology.s[2283],0.557373046875
topology.s[2284],0.5576171875
topology.s[2285],0.557861328125
topology.s[2286],0.55810546875
topology.s[2287],0.558349609375
topology.s[2288],0.55859375
topology.s[2289],0.558837890625
topology.s[2290],0.55908203125
topology.s[2291],0.559326171875
topology.s[2292],0.5595703125
topology.s[2293],0.559814453125
topology.s[2294],0.56005859375
topology.s[2295],0.560302734375
topology.s[2296],0.560546875
topology.s[2297],0.560791015625
topology.s[2298],0.56103515625
topology.s[2299],0.561279296875
topology.s[2300],0.5615234375
topology.s[2301],0.561767578125
topology.s[2302],0.56201171875
topology.s[2303],0.562255859375
topology.s[2304],0.5625
topology.s[2305],0.562744140625
topology.s[2306],0.56298828125
topology.s[2307],0.563232421875
topology.s[2308],0.5634765625
topology.s[2309],0.563720703125
topology.s[2310],0.56396484375
topology.s[2311],0.564208984375
topology.s[2312],0.564453125
topology.s[2313],0.564697265625
topology.s[2314],0.56494140625
topology.s[2315],0.565185546875
topology.s[2316],0.5654296875
topology.s[2317],0.565673828125
topology.s[2318],0.56591796875
topology.s[2319],0.566162109375
topology.s[2320],0.56640625
topology.s[2321],0.566650390625
topology.s[2322],0.56689453125
topology.s[2323],0.567138671875
topology.s[2324],0.5673828125
topology.s[2325],0.567626953125
topology.s[2326],0.56787109375
topology.s[2327],0.568115234375
topology.s[2328],0.568359375
topology.s[2329],0.568603515625
topology.s[2330],0.56884765625
topology.s[2331],0.569091796875
topology.s[2332],0.5693359375
topology.s[2333],0.569580078125
topology.s[2334],0.56982421875
topology.s[2335],0.570068359375
topology.s[2336],0.5703125
topology.s[2337],0.570556640625
topology.s[2338],0.57080078125
topology.s[2339],0.571044921875
topology.s[2340],0.5712890625
topology.s[2341],0.571533203125
topology.s[2342],0.57177734375
topology.s[2343],0.572021484375
topology.s[2344],0.572265625
topology.s[2345],0.572509765625
topology.s[2346],0.57275390625
topology.s[2347],0.572998046875
topology.s[2348],0.5732421875
topology.s[2349],0.573486328125
topology.s[2350],0.57373046875
topology.s[2351],0.573974609375
topology.s[2352],0.57421875
topology.s[2353],0.574462890625
topology.s[2354],0.57470703125
topology.s[2355],0.574951171875
topology.s[2356],0.5751953125
topology.s[2357],0.575439453125
topology.s[2358],0.57568359375
topology.s[2359],0.575927734375
topology.s[2360],0.576171875
topology.s[2361],0.576416015625
topology.s[2362],0.57666015625
topology.s[2363],0.576904296875
topology.s[2364],0.5771484375
topology.s[2365],0.577392578125
topology.s[2366],0.57763671875
topology.s[2367],0.577880859375
topology.s[2368],0.578125
topology.s[2369],0.578369140625
topology.s[2370],0.57861328125
topology.s[2371],0.578857421875
topology.s[2372],0.5791015625
topology.s[2373],0.579345703125
topology.s[2374],0.57958984375
topology.s[2375],0.579833984375
topology.s[2376],0.580078125
topology.s[2377],0.580322265625
topology.s[2378],0.58056640625
topology.s[2379],0.580810546875
topology.s[2380],0.5810546875
topology.s[2381],0.581298828125
topology.s[2382],0.58154296875
topology.s[2383],0.581787109375
topology.s[2384],0.58203125
topology.s[2385],0.582275390625
topology.s[2386],0.58251953125
topology.s[2387],0.582763671875
topology.s[2388],0.5830078125
topology.s[2389],0.583251953125
topology.s[2390],0.58349609375
topology.s[2391],0.583740234375
topology.s[2392],0.583984375
topology.s[2393],0.584228515625
topology.s[2394],0.58447265625
topology.s[2395],0.584716796875
topology.s[2396],0.5849609375
topology.s[2397],0.585205078125
topology.s[2398],0.58544921875
topology.s[2399],0.585693359375
topology.s[2400],0.5859375
topology.s[2401],0.586181640625
topology.s[2402],0.58642578125
topology.s[2403],0.586669921875
topology.s[2404],0.5869140625
topology.s[2405],0.587158203125
topology.s[2406],0.58740234375
topology.s[2407],0.587646484375
topology.s[2408],0.587890625
topology.s[2409],0.588134765625
topology.s[2410],0.58837890625
topology.s[2411],0.588623046875
topology.s[2412],0.5888671875
topology.s[2413],0.589111328125
topology.s[2414],0.58935546875
topology.s[2415],0.589599609375
topology.s[2416],0.58984375
topology.s[2417],0.590087890625
topology.s[2418],0.59033203125
topology.s[2419],0.590576171875
topology.s[2420],0.5908203125
topology.s[2421],0.591064453125
topology.s[2422],0.59130859375
topology.s[2423],0.591552734375
topology.s[2424],0.591796875
topology.s[2425],0.592041015625
topology.s[2426],0.59228515625
topology.s[2427],0.592529296875
topology.s[2428],0.5927734375
topology.s[2429],0.593017578125
topology.s[2430],0.59326171875
topology.s[2431],0.593505859375
topology.s[2432],0.59375
topology.s[2433],0.593994140625
topology.s[2434],0.59423828125
topology.s[2435],0.594482421875
topology.s[2436],0.5947265625
topology.s[2437],0.594970703125
topology.s[2438],0.59521484375
topology.s[2439],0.595458984375
topology.s[2440],0.595703125
topology.s[2441],0.595947265625
topology.s[2442],0.59619140625
topology.s[2443],0.596435546875
topology.s[2444],0.5966796875
topology.s[2445],0.596923828125
topology.s[2446],0.59716796875
topology.s[2447],0.597412109375
topology.s[2448],0.59765625
topology.s[2449],0.597900390625
topology.s[2450],0.59814453125
topology.s[2451],0.598388671875
topology.s[2452],0.5986328125
topology.s[2453],0.598876953125
topology.s[2454],0.59912109375
topology.s[2455],0.599365234375
topology.s[2456],0.599609375
topology.s[2457],0.599853515625
topology.s[2458],0.60009765625
topology.s[2459],0.600341796875
topology.s[2460],0.6005859375
topology.s[2461],0.600830078125
topology.s[2462],0.60107421875
topology.s[2463],0.601318359375
topology.s[2464],0.6015625
topology.s[2465],0.601806640625
topology.s[2466],0.60205078125
topology.s[2467],0.602294921875
topology.s[2468],0.6025390625
topology.s[2469],0.602783203125
topology.s[2470],0.60302734375
topology.s[2471],0.603271484375
topology.s[2472],0.603515625
topology.s[2473],0.603759765625
topology.s[2474],0.60400390625
topology.s[2475],0.604248046875
topology.s[2476],0.6044921875
topology.s[2477],0.604736328125
topology.s[2478],0.60498046875
topology.s[2479],0.605224609375
topology.s[2480],0.60546875
topology.s[2481],0.605712890625
topology.s[2482],0.60595703125
topology.s[2483],0.606201171875
topology.s[2484],0.6064453125
topology.s[2485],0.606689453125
topology.s[2486],0.60693359375
topology.s[2487],0.607177734375
topology.s[2488],0.607421875
topology.s[2489],0.607666015625
topology.s[2490],0.60791015625
topology.s[2491],0.608154296875
topology.s[2492],0.6083984375
topology.s[2493],0.608642578125
topology.s[2494],0.60888671875
topology.s[2495],0.609130859375
topology.s[2496],0.609375
topology.s[2497],0.609619140625
topology.s[2498],0.60986328125
topology.s[2499],0.610107421875
topology.s[2500],0.6103515625
topology.s[2501],0.610595703125
topology.s[2502],0.61083984375
topology.s[2503],0.611083984375
topology.s[2504],0.611328125
topology.s[2505],0.611572265625
topology.s[2506],0.61181640625
topology.s[2507],0.612060546875
topology.s[2508],0.6123046875
topology.s[2509],0.612548828125
topology.s[2510],0.61279296875
topology.s[2511],0.613037109375
topology.s[2512],0.61328125
topology.s[2513],0.613525390625
topology.s[2514],0.61376953125
topology.s[2515],0.614013671875
topology.s[2516],0.6142578125
topology.s[2517],0.614501953125
topology.s[2518],0.61474609375
topology.s[2519],0.614990234375
topology.s[2520],0.615234375
topology.s[2521],0.615478515625
topology.s[2522],0.61572265625
topology.s[2523],0.615966796875
topology.s[2524],0.6162109375
topology.s[2525],0.616455078125
topology.s[2526],0.61669921875
topology.s[2527],0.616943359375
topology.s[2528],0.6171875
topology.s[2529],0.617431640625
topology.s[2530],0.61767578125
topology.s[2531],0.617919921875
topology.s[2532],0.6181640625
topology.s[2533],0.618408203125
topology.s[2534],0.61865234375
topology.s[2535],0.618896484375
topology.s[2536],0.619140625
topology.s[2537],0.619384765625
topology.s[2538],0.61962890625
topology.s[2539],0.619873046875
topology.s[2540],0.6201171875
topology.s[2541],0.620361328125
topology.s[2542],0.62060546875
topology.s[2543],0.620849609375
topology.s[2544],0.62109375
topology.s[2545],0.621337890625
topology.s[2546],0.62158203125
topology.s[2547],0.621826171875
topology.s[2548],0.6220703125
topology.s[2549],0.622314453125
topology.s[2550],0.62255859375
topology.s[2551],0.622802734375
topology.s[2552],0.623046875
topology.s[2553],0.623291015625
topology.s[2554],0.62353515625
topology.s[2555],0.623779296875
topology.s[2556],0.6240234375
topology.s[2557],0.624267578125
topology.s[2558],0.62451171875
topology.s[2559],0.624755859375
topology.s[2560],0.625
topology.s[2561],0.625244140625
topology.s[2562],0.62548828125
topology.s[2563],0.625732421875
topology.s[2564],0.6259765625
topology.s[2565],0.626220703125
topology.s[2566],0.62646484375
topology.s[2567],0.626708984375
topology.s[2568],0.626953125
topology.s[2569],0.627197265625
topology.s[2570],0.62744140625
topology.s[2571],0.627685546875
topology.s[2572],0.6279296875
topology.s[2573],0.628173828125
topology.s[2574],0.62841796875
topology.s[2575],0.628662109375
topology.s[2576],0.62890625
topology.s[2577],0.629150390625
topology.s[2578],0.62939453125
topology.s[2579],0.629638671875
topology.s[2580],0.6298828125
topology.s[2581],0.630126953125
topology.s[2582],0.63037109375
topology.s[2583],0.630615234375
topology.s[2584],0.630859375
topology.s[2585],0.631103515625
topology.s[2586],0.63134765625
topology.s[2587],0.631591796875
topology.s[2588],0.6318359375
topology.s[2589],0.632080078125
topology.s[2590],0.63232421875
topology.s[2591],0.632568359375
topology.s[2592],0.6328125
topology.s[2593],0.633056640625
topology.s[2594],0.63330078125
topology.s[2595],0.633544921875
topology.s[2596],0.6337890625
topology.s[2597],0.634033203125
topology.s[2598],0.63427734375
topology.s[2599],0.634521484375
topology.s[2600],0.634765625
topology.s[2601],0.635009765625
topology.s[2602],0.63525390625
topology.s[2603],0.635498046875
topology.s[2604],0.6357421875
topology.s[2605],0.635986328125
topology.s[2606],0.63623046875
topology.s[2607],0.636474609375
topology.s[2608],0.63671875
topology.s[2609],0.636962890625
topology.s[2610],0.63720703125
topology.s[2611],0.637451171875
topology.s[2612],0.6376953125
topology.s[2613],0.637939453125
topology.s[2614],0.63818359375
topology.s[2615],0.638427734375
topology.s[2616],0.638671875
topology.s[2617],0.638916015625
topology.s[2618],0.63916015625
topology.s[2619],0.639404296875
topology.s[2620],0.6396484375
topology.s[2621],0.639892578125
topology.s[2622],0.64013671875
topology.s[2623],0.640380859375
topology.s[2624],0.640625
topology.s[2625],0.640869140625
topology.s[2626],0.64111328125
topology.s[2627],0.641357421875
topology.s[2628],0.6416015625
topology.s[2629],0.641845703125
topology.s[2630],0.64208984375
topology.s[2631],0.642333984375
topology.s[2632],0.642578125
topology.s[2633],0.642822265625
topology.s[2634],0.64306640625
topology.s[2635],0.643310546875
topology.s[2636],0.6435546875
topology.s[2637],0.643798828125
topology.s[2638],0.64404296875
topology.s[2639],0.644287109375
topology.s[2640],0.64453125
topology.s[2641],0.644775390625
topology.s[2642],0.64501953125
topology.s[2643],0.645263671875
topology.s[2644],0.6455078125
topology.s[2645],0.645751953125
topology.s[2646],0.64599609375
topology.s[2647],0.646240234375
topology.s[2648],0.646484375
topology.s[2649],0.646728515625
topology.s[2650],0.64697265625
topology.s[2651],0.647216796875
topology.s[2652],0.6474609375
topology.s[2653],0.647705078125
topology.s[2654],0.64794921875
topology.s[2655],0.648193359375
topology.s[2656],0.6484375
topology.s[2657],0.648681640625
topology.s[2658],0.64892578125
topology.s[2659],0.649169921875
topology.s[2660],0.6494140625
topology.s[2661],0.649658203125
topology.s[2662],0.64990234375
topology.s[2663],0.650146484375
topology.s[2664],0.650390625
topology.s[2665],0.650634765625
topology.s[2666],0.65087890625
topology.s[2667],0.651123046875
topology.s[2668],0.6513671875
topology.s[2669],0.651611328125
topology.s[2670],0.65185546875
topology.s[2671],0.652099609375
topology.s[2672],0.65234375
topology.s[2673],0.652587890625
topology.s[2674],0.65283203125
topology.s[2675],0.653076171875
topology.s[2676],0.6533203125
topology.s[2677],0.653564453125
topology.s[2678],0.65380859375
topology.s[2679],0.654052734375
topology.s[2680],0.654296875
topology.s[2681],0.654541015625
topology.s[2682],0.65478515625
topology.s[2683],0.655029296875
topology.s[2684],0.6552734375
topology.s[2685],0.655517578125
topology.s[2686],0.65576171875
topology.s[2687],0.656005859375
topology.s[2688],0.65625
topology.s[2689],0.656494140625
topology.s[2690],0.65673828125
topology.s[2691],0.656982421875
topology.s[2692],0.6572265625
topology.s[2693],0.657470703125
topology.s[2694],0.65771484375
topology.s[2695],0.657958984375
topology.s[2696],0.658203125
topology.s[2697],0.658447265625
topology.s[2698],0.65869140625
topology.s[2699],0.658935546875
topology.s[2700],0.6591796875
topology.s[2701],0.659423828125
topology.s[2702],0.65966796875
topology.s[2703],0.659912109375
topology.s[2704],0.66015625
topology.s[2705],0.660400390625
topology.s[2706],0.66064453125
topology.s[2707],0.660888671875
topology.s[2708],0.6611328125
topology.s[2709],0.661376953125
topology.s[2710],0.66162109375
topology.s[2711],0.661865234375
topology.s[2712],0.662109375
topology.s[2713],0.662353515625
topology.s[2714],0.66259765625
topology.s[2715],0.662841796875
topology.s[2716],0.6630859375
topology.s[2717],0.663330078125
topology.s[2718],0.66357421875
topology.s[2719],0.663818359375
topology.s[2720],0.6640625
topology.s[2721],0.664306640625
topology.s[2722],0.66455078125
topology.s[2723],0.664794921875
topology.s[2724],0.6650390625
topology.s[2725],0.665283203125
topology.s[2726],0.66552734375
topology.s[2727],0.665771484375
topology.s[2728],0.666015625
topology.s[2729],0.666259765625
topology.s[2730],0.66650390625
topology.s[2731],0.666748046875
topology.s[2732],0.6669921875
topology.s[2733],0.667236328125
topology.s[2734],0.66748046875
topology.s[2735],0.667724609375
topology.s[2736],0.66796875
topology.s[2737],0.668212890625
topology.s[2738],0.66845703125
topology.s[2739],0.668701171875
topology.s[2740],0.6689453125
topology.s[2741],0.669189453125
topology.s[2742],0.66943359375
topology.s[2743],0.669677734375
topology.s[2744],0.669921875
topology.s[2745],0.670166015625
topology.s[2746],0.67041015625
topology.s[2747],0.670654296875
topology.s[2748],0.6708984375
topology.s[2749],0.671142578125
topology.s[2750],0.67138671875
topology.s[2751],0.671630859375
topology.s[2752],0.671875
topology.s[2753],0.672119140625
topology.s[2754],0.67236328125
topology.s[2755],0.672607421875
topology.s[2756],0.6728515625
topology.s[2757],0.673095703125
topology.s[2758],0.67333984375
topology.s[2759],0.673583984375
topology.s[2760],0.673828125
topology.s[2761],0.674072265625
topology.s[2762],0.67431640625
topology.s[2763],0.674560546875
topology.s[2764],0.6748046875
topology.s[2765],0.675048828125
topology.s[2766],0.67529296875
topology.s[2767],0.675537109375
topology.s[2768],0.67578125
topology.s[2769],0.676025390625
topology.s[2770],0.67626953125
topology.s[2771],0.676513671875
topology.s[2772],0.6767578125
topology.s[2773],0.677001953125
topology.s[2774],0.67724609375
topology.s[2775],0.677490234375
topology.s[2776],0.677734375
topology.s[2777],0.677978515625
topology.s[2778],0.67822265625
topology.s[2779],0.678466796875
topology.s[2780],0.6787109375
topology.s[2781],0.678955078125
topology.s[2782],0.67919921875
topology.s[2783],0.679443359375
topology.s[2784],0.6796875
topology.s[2785],0.679931640625
topology.s[2786],0.68017578125
topology.s[2787],0.680419921875
topology.s[2788],0.6806640625
topology.s[2789],0.680908203125
topology.s[2790],0.68115234375
topology.s[2791],0.681396484375
topology.s[2792],0.681640625
topology.s[2793],0.681884765625
topology.s[2794],0.68212890625
topology.s[2795],0.682373046875
topology.s[2796],0.6826171875
topology.s[2797],0.682861328125
topology.s[2798],0.68310546875
topology.s[2799],0.683349609375
topology.s[2800],0.68359375
topology.s[2801],0.683837890625
topology.s[2802],0.68408203125
topology.s[2803],0.684326171875
topology.s[2804],0.6845703125
topology.s[2805],0.684814453125
topology.s[2806],0.68505859375
topology.s[2807],0.685302734375
topology.s[2808],0.685546875
topology.s[2809],0.685791015625
topology.s[2810],0.68603515625
topology.s[2811],0.686279296875
topology.s[2812],0.6865234375
topology.s[2813],0.686767578125
topology.s[2814],0.68701171875
topology.s[2815],0.687255859375
topology.s[2816],0.6875
topology.s[2817],0.687744140625
topology.s[2818],0.68798828125
topology.s[2819],0.688232421875
topology.s[2820],0.6884765625
topology.s[2821],0.688720703125
topology.s[2822],0.68896484375
topology.s[2823],0.689208984375
topology.s[2824],0.689453125
topology.s[2825],0.689697265625
topology.s[2826],0.68994140625
topology.s[2827],0.690185546875
topology.s[2828],0.6904296875
topology.s[2829],0.690673828125
topology.s[2830],0.69091796875
topology.s[2831],0.691162109375
topology.s[2832],0.69140625
topology.s[2833],0.691650390625
topology.s[2834],0.69189453125
topology.s[2835],0.692138671875
topology.s[2836],0.6923828125
topology.s[2837],0.692626953125
topology.s[2838],0.69287109375
topology.s[2839],0.693115234375
topology.s[2840],0.693359375
topology.s[2841],0.693603515625
topology.s[2842],0.69384765625
topology.s[2843],0.694091796875
topology.s[2844],0.6943359375
topology.s[2845],0.694580078125
topology.s[2846],0.69482421875
topology.s[2847],0.695068359375
topology.s[2848],0.6953125
topology.s[2849],0.695556640625
topology.s[2850],0.69580078125
topology.s[2851],0.696044921875
topology.s[2852],0.6962890625
topology.s[2853],0.696533203125
topology.s[2854],0.69677734375
topology.s[2855],0.697021484375
topology.s[2856],0.697265625
topology.s[2857],0.697509765625
topology.s[2858],0.69775390625
topology.s[2859],0.697998046875
topology.s[2860],0.6982421875
topology.s[2861],0.698486328125
topology.s[2862],0.69873046875
topology.s[2863],0.698974609375
topology.s[2864],0.69921875
topology.s[2865],0.699462890625
topology.s[2866],0.69970703125
topology.s[2867],0.699951171875
topology.s[2868],0.7001953125
topology.s[2869],0.700439453125
topology.s[2870],0.70068359375
topology.s[2871],0.700927734375
topology.s[2872],0.701171875
topology.s[2873],0.701416015625
topology.s[2874],0.70166015625
topology.s[2875],0.701904296875
topology.s[2876],0.7021484375
topology.s[2877],0.702392578125
topology.s[2878],0.70263671875
topology.s[2879],0.702880859375
topology.s[2880],0.703125
topology.s[2881],0.703369140625
topology.s[2882],0.70361328125
topology.s[2883],0.703857421875
topology.s[2884],0.7041015625
topology.s[2885],0.704345703125
topology.s[2886],0.70458984375
topology.s[2887],0.704833984375
topology.s[2888],0.705078125
topology.s[2889],0.705322265625
topology.s[2890],0.70556640625
topology.s[2891],0.705810546875
topology.s[2892],0.7060546875
topology.s[2893],0.706298828125
topology.s[2894],0.70654296875
topology.s[2895],0.706787109375
topology.s[2896],0.70703125
topology.s[2897],0.707275390625
topology.s[2898],0.70751953125
topology.s[2899],0.707763671875
topology.s[2900],0.7080078125
topology.s[2901],0.708251953125
topology.s[2902],0.70849609375
topology.s[2903],0.708740234375
topology.s[2904],0.708984375
topology.s[2905],0.709228515625
topology.s[2906],0.70947265625
topology.s[2907],0.709716796875
topology.s[2908],0.7099609375
topology.s[2909],0.710205078125
topology.s[2910],0.71044921875
topology.s[2911],0.710693359375
topology.s[2912],0.7109375
topology.s[2913],0.711181640625
topology.s[2914],0.71142578125
topology.s[2915],0.711669921875
topology.s[2916],0.7119140625
topology.s[2917],0.712158203125
topology.s[2918],0.71240234375
topology.s[2919],0.712646484375
topology.s[2920],0.712890625
topology.s[2921],0.713134765625
topology.s[2922],0.71337890625
topology.s[2923],0.713623046875
topology.s[2924],0.7138671875
topology.s[2925],0.714111328125
topology.s[2926],0.71435546875
topology.s[2927],0.714599609375
topology.s[2928],0.71484375
topology.s[2929],0.715087890625
topology.s[2930],0.71533203125
topology.s[2931],0.715576171875
topology.s[2932],0.7158203125
topology.s[2933],0.716064453125
topology.s[2934],0.71630859375
topology.s[2935],0.716552734375
topology.s[2936],0.716796875
topology.s[2937],0.717041015625
topology.s[2938],0.71728515625
topology.s[2939],0.717529296875
topology.s[2940],0.7177734375
topology.s[2941],0.718017578125
topology.s[2942],0.71826171875
topology.s[2943],0.718505859375
topology.s[2944],0.71875
topology.s[2945],0.718994140625
topology.s[2946],0.71923828125
topology.s[2947],0.719482421875
topology.s[2948],0.7197265625
topology.s[2949],0.719970703125
topology.s[2950],0.72021484375
topology.s[2951],0.720458984375
topology.s[2952],0.720703125
topology.s[2953],0.720947265625
topology.s[2954],0.72119140625
topology.s[2955],0.721435546875
topology.s[2956],0.7216796875
topology.s[2957],0.721923828125
topology.s[2958],0.72216796875
topology.s[2959],0.722412109375
topology.s[2960],0.72265625
topology.s[2961],0.722900390625
topology.s[2962],0.72314453125
topology.s[2963],0.723388671875
topology.s[2964],0.7236328125
topology.s[2965],0.723876953125
topology.s[2966],0.72412109375
topology.s[2967],0.724365234375
topology.s[2968],0.724609375
topology.s[2969],0.724853515625
topology.s[2970],0.72509765625
topology.s[2971],0.725341796875
topology.s[2972],0.7255859375
topology.s[2973],0.725830078125
topology.s[2974],0.72607421875
topology.s[2975],0.726318359375
topology.s[2976],0.7265625
topology.s[2977],0.726806640625
topology.s[2978],0.72705078125
topology.s[2979],0.727294921875
topology.s[2980],0.7275390625
topology.s[2981],0.727783203125
topology.s[2982],0.72802734375
topology.s[2983],0.728271484375
topology.s[2984],0.728515625
topology.s[2985],0.728759765625
topology.s[2986],0.72900390625
topology.s[2987],0.729248046875
topology.s[2988],0.7294921875
topology.s[2989],0.729736328125
topology.s[2990],0.72998046875
topology.s[2991],0.730224609375
topology.s[2992],0.73046875
topology.s[2993],0.730712890625
topology.s[2994],0.73095703125
topology.s[2995],0.731201171875
topology.s[2996],0.7314453125
topology.s[2997],0.731689453125
topology.s[2998],0.73193359375
topology.s[2999],0.732177734375
topology.s[3000],0.732421875
topology.s[3001],0.732666015625
topology.s[3002],0.73291015625
topology.s[3003],0.733154296875
topology.s[3004],0.7333984375
topology.s[3005],0.733642578125
topology.s[3006],0.73388671875
topology.s[3007],0.734130859375
topology.s[3008],0.734375
topology.s[3009],0.734619140625
topology.s[3010],0.73486328125
topology.s[3011],0.735107421875
topology.s[3012],0.7353515625
topology.s[3013],0.735595703125
topology.s[3014],0.73583984375
topology.s[3015],0.736083984375
topology.s[3016],0.736328125
topology.s[3017],0.736572265625
topology.s[3018],0.73681640625
topology.s[3019],0.737060546875
topology.s[3020],0.7373046875
topology.s[3021],0.737548828125
topology.s[3022],0.73779296875
topology.s[3023],0.738037109375
topology.s[3024],0.73828125
topology.s[3025],0.738525390625
topology.s[3026],0.73876953125
topology.s[3027],0.739013671875
topology.s[3028],0.7392578125
topology.s[3029],0.739501953125
