resolution,step,field,shape_exact,dtype_exact,bitwise_equal,maximum_absolute_difference,maximum_relative_difference,within_preregistered_tolerance,reference_path,reference_sha256,run_id
16,0,positions,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,0,velocities,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,0,densities,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,0,pressures,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,1,positions,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,1,velocities,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,1,densities,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,1,pressures,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,2,positions,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,2,velocities,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,2,densities,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,2,pressures,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,3,positions,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
16,3,velocities,True,True,True,0.0,0.0,True,06_experiments/stage_01d_fixed_physics_tgv/results/trajectory_states/smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0.npz,96c7390142736249d385eefa2d01dd0f07026d6e94229c1b7b8e117db2eb185c,stage01dr_frozen_regression_n16
