panel,lineage,run_id,Q_def,origin,record_id,variant
(c),HET_S2_01,D2_seed20700713,2.677946699350135,15,HET_S2_01_LOW_N8_O15,LOW
(c),HET_S2_01,D2_seed20700713,2.64330416060917,16,HET_S2_01_LOW_N8_O16,LOW
(c),HET_S2_01,D2_seed20700713,2.6070880926956517,17,HET_S2_01_LOW_N8_O17,LOW
(c),HET_S2_01,D2_seed20700713,2.5693215329122987,18,HET_S2_01_LOW_N8_O18,LOW
(c),HET_S2_01,D2_seed20700713,2.5300285356378294,19,HET_S2_01_LOW_N8_O19,LOW
(c),HET_S2_01,D2_seed20700713,2.4892343385201507,20,HET_S2_01_LOW_N8_O20,LOW
(c),HET_S2_01,D2_seed20700713,2.446965060990823,21,HET_S2_01_LOW_N8_O21,LOW
(c),HET_S2_01,D2_seed20700713,2.4032479159463667,22,HET_S2_01_LOW_N8_O22,LOW
(c),HET_S2_01,D2_seed20700713,2.3581113550273636,23,HET_S2_01_LOW_N8_O23,LOW
(c),HET_S2_01,D2_seed20700713,2.311584695565724,24,HET_S2_01_LOW_N8_O24,LOW
(c),HET_S2_01,D2_seed20700713,2.263698348568319,25,HET_S2_01_LOW_N8_O25,LOW
(c),HET_S2_01,D2_seed20700713,2.214484134362619,26,HET_S2_01_LOW_N8_O26,LOW
(c),HET_S2_01,D2_seed20700713,2.1639743097017954,27,HET_S2_01_LOW_N8_O27,LOW
(c),HET_S2_01,D2_seed20700713,2.1122030791186353,28,HET_S2_01_LOW_N8_O28,LOW
(c),HET_S2_01,D2_seed20700713,2.05920538153207,29,HET_S2_01_LOW_N8_O29,LOW
(c),HET_S2_01,D2_seed20700713,2.0050173591676788,30,HET_S2_01_LOW_N8_O30,LOW
(c),HET_S2_01,D2_seed20700713,1.9496766706591,31,HET_S2_01_LOW_N8_O31,LOW
(c),HET_S2_01,D2_seed20700713,3.996169757545146,0,HET_S2_01_MAIN_N8_O00,MAIN
(c),HET_S2_01,D2_seed20700713,3.984161221808124,1,HET_S2_01_MAIN_N8_O01,MAIN
(c),HET_S2_01,D2_seed20700713,3.9697645629723364,2,HET_S2_01_MAIN_N8_O02,MAIN
(c),HET_S2_01,D2_seed20700713,3.952988979308695,3,HET_S2_01_MAIN_N8_O03,MAIN
(c),HET_S2_01,D2_seed20700713,3.9338448828175827,4,HET_S2_01_MAIN_N8_O04,MAIN
(c),HET_S2_01,D2_seed20700713,3.9123442060103537,5,HET_S2_01_MAIN_N8_O05,MAIN
(c),HET_S2_01,D2_seed20700713,3.8885005245362962,6,HET_S2_01_MAIN_N8_O06,MAIN
(c),HET_S2_01,D2_seed20700713,3.862328851237475,7,HET_S2_01_MAIN_N8_O07,MAIN
(c),HET_S2_01,D2_seed20700713,3.8338454577819596,8,HET_S2_01_MAIN_N8_O08,MAIN
(c),HET_S2_01,D2_seed20700713,3.803068491118759,9,HET_S2_01_MAIN_N8_O09,MAIN
(c),HET_S2_01,D2_seed20700713,3.7700173292401984,10,HET_S2_01_MAIN_N8_O10,MAIN
(c),HET_S2_01,D2_seed20700713,3.734712493872033,11,HET_S2_01_MAIN_N8_O11,MAIN
(c),HET_S2_01,D2_seed20700713,3.697176557724866,12,HET_S2_01_MAIN_N8_O12,MAIN
(c),HET_S2_01,D2_seed20700713,3.657433109232457,13,HET_S2_01_MAIN_N8_O13,MAIN
(c),HET_S2_01,D2_seed20700713,3.6155071596634074,14,HET_S2_01_MAIN_N8_O14,MAIN
(c),HET_S2_01,D2_seed20700713,3.571425411972793,15,HET_S2_01_MAIN_N8_O15,MAIN
(c),HET_S2_01,D2_seed20700713,3.5252157555401022,16,HET_S2_01_MAIN_N8_O16,MAIN
(c),HET_S2_01,D2_seed20700713,3.476907653432556,17,HET_S2_01_MAIN_N8_O17,MAIN
(c),HET_S2_01,D2_seed20700713,3.426531878382139,18,HET_S2_01_MAIN_N8_O18,MAIN
(c),HET_S2_01,D2_seed20700713,3.3741205662529477,19,HET_S2_01_MAIN_N8_O19,MAIN
(c),HET_S2_01,D2_seed20700713,3.3197074586335242,20,HET_S2_01_MAIN_N8_O20,MAIN
(c),HET_S2_01,D2_seed20700713,3.2633274429731576,21,HET_S2_01_MAIN_N8_O21,MAIN
(c),HET_S2_01,D2_seed20700713,3.205016809851932,22,HET_S2_01_MAIN_N8_O22,MAIN
(c),HET_S2_01,D2_seed20700713,3.1448136376207745,23,HET_S2_01_MAIN_N8_O23,MAIN
(c),HET_S2_01,D2_seed20700713,3.0827570394648878,24,HET_S2_01_MAIN_N8_O24,MAIN
(c),HET_S2_01,D2_seed20700713,3.0188875974411964,25,HET_S2_01_MAIN_N8_O25,MAIN
(c),HET_S2_01,D2_seed20700713,2.953247891229293,26,HET_S2_01_MAIN_N8_O26,MAIN
(c),HET_S2_01,D2_seed20700713,2.8858808148855677,27,HET_S2_01_MAIN_N8_O27,MAIN
(c),HET_S2_01,D2_seed20700713,2.8168321635702926,28,HET_S2_01_MAIN_N8_O28,MAIN
(c),HET_S2_01,D2_seed20700713,2.746148548659216,29,HET_S2_01_MAIN_N8_O29,MAIN
(c),HET_S2_01,D2_seed20700713,2.6738781486413243,30,HET_S2_01_MAIN_N8_O30,MAIN
(c),HET_S2_01,D2_seed20700713,2.6000712651166222,31,HET_S2_01_MAIN_N8_O31,MAIN
(c),HET_S2_01,D3_seed20700711,2.5848171186902937,0,HET_S2_01_LOW_N8_O00,LOW
(c),HET_S2_01,D3_seed20700711,2.575886031358282,1,HET_S2_01_LOW_N8_O01,LOW
(c),HET_S2_01,D3_seed20700711,2.5654434089301694,2,HET_S2_01_LOW_N8_O02,LOW
(c),HET_S2_01,D3_seed20700711,2.5534961123250524,3,HET_S2_01_LOW_N8_O03,LOW
(c),HET_S2_01,D3_seed20700711,2.5400562521234944,4,HET_S2_01_LOW_N8_O04,LOW
(c),HET_S2_01,D3_seed20700711,2.5251290688030488,5,HET_S2_01_LOW_N8_O05,LOW
(c),HET_S2_01,D3_seed20700711,2.508728827887717,6,HET_S2_01_LOW_N8_O06,LOW
(c),HET_S2_01,D3_seed20700711,2.490866385506379,7,HET_S2_01_LOW_N8_O07,LOW
(c),HET_S2_01,D3_seed20700711,2.4715497963470603,8,HET_S2_01_LOW_N8_O08,LOW
(c),HET_S2_01,D3_seed20700711,2.4507955036487545,9,HET_S2_01_LOW_N8_O09,LOW
(c),HET_S2_01,D3_seed20700711,2.428620853434079,10,HET_S2_01_LOW_N8_O10,LOW
(c),HET_S2_01,D3_seed20700711,2.40503443572871,11,HET_S2_01_LOW_N8_O11,LOW
(c),HET_S2_01,D3_seed20700711,2.3800509803217325,12,HET_S2_01_LOW_N8_O12,LOW
(c),HET_S2_01,D3_seed20700711,2.353694289160292,13,HET_S2_01_LOW_N8_O13,LOW
(c),HET_S2_01,D3_seed20700711,2.3259798428557468,14,HET_S2_01_LOW_N8_O14,LOW
(c),HET_S2_01,D3_seed20700711,2.29692855173239,15,HET_S2_01_LOW_N8_O15,LOW
(c),HET_S2_01,D3_seed20700711,2.266563083397089,16,HET_S2_01_LOW_N8_O16,LOW
(c),HET_S2_01,D3_seed20700711,2.234899005046984,17,HET_S2_01_LOW_N8_O17,LOW
(c),HET_S2_01,D3_seed20700711,2.201966344931368,18,HET_S2_01_LOW_N8_O18,LOW
(c),HET_S2_01,D3_seed20700711,2.167785571665474,19,HET_S2_01_LOW_N8_O19,LOW
(c),HET_S2_01,D3_seed20700711,2.132385236205246,20,HET_S2_01_LOW_N8_O20,LOW
(c),HET_S2_01,D3_seed20700711,2.095790657341933,21,HET_S2_01_LOW_N8_O21,LOW
(c),HET_S2_01,D3_seed20700711,2.0580311793602184,22,HET_S2_01_LOW_N8_O22,LOW
(c),HET_S2_01,D3_seed20700711,2.0191375794420545,23,HET_S2_01_LOW_N8_O23,LOW
(c),HET_S2_01,D3_seed20700711,1.9791404448598278,24,HET_S2_01_LOW_N8_O24,LOW
(c),HET_S2_01,D3_seed20700711,1.9380728029141996,25,HET_S2_01_LOW_N8_O25,LOW
(c),HET_S2_01,D3_seed20700711,1.8959702653268786,26,HET_S2_01_LOW_N8_O26,LOW
(c),HET_S2_01,D3_seed20700711,1.8528681844200072,27,HET_S2_01_LOW_N8_O27,LOW
(c),HET_S2_01,D3_seed20700711,1.8088058600425567,28,HET_S2_01_LOW_N8_O28,LOW
(c),HET_S2_01,D3_seed20700711,1.7638271865261061,29,HET_S2_01_LOW_N8_O29,LOW
(c),HET_S2_01,D3_seed20700711,1.7179669181513775,30,HET_S2_01_LOW_N8_O30,LOW
(c),HET_S2_01,D3_seed20700711,1.6712754750779257,31,HET_S2_01_LOW_N8_O31,LOW
(c),HET_S2_01,D3_seed20700711,3.447061061829325,0,HET_S2_01_MAIN_N8_O00,MAIN
(c),HET_S2_01,D3_seed20700711,3.4351545395888006,1,HET_S2_01_MAIN_N8_O01,MAIN
(c),HET_S2_01,D3_seed20700711,3.421232378638514,2,HET_S2_01_MAIN_N8_O02,MAIN
(c),HET_S2_01,D3_seed20700711,3.405303312104122,3,HET_S2_01_MAIN_N8_O03,MAIN
(c),HET_S2_01,D3_seed20700711,3.3873858988992605,4,HET_S2_01_MAIN_N8_O04,MAIN
(c),HET_S2_01,D3_seed20700711,3.3674852541772995,5,HET_S2_01_MAIN_N8_O05,MAIN
(c),HET_S2_01,D3_seed20700711,3.3456224282515836,6,HET_S2_01_MAIN_N8_O06,MAIN
(c),HET_S2_01,D3_seed20700711,3.321810919580884,7,HET_S2_01_MAIN_N8_O07,MAIN
(c),HET_S2_01,D3_seed20700711,3.296059499660411,8,HET_S2_01_MAIN_N8_O08,MAIN
(c),HET_S2_01,D3_seed20700711,3.2683925957017363,9,HET_S2_01_MAIN_N8_O09,MAIN
(c),HET_S2_01,D3_seed20700711,3.238833820043363,10,HET_S2_01_MAIN_N8_O10,MAIN
(c),HET_S2_01,D3_seed20700711,3.2073917897591464,11,HET_S2_01_MAIN_N8_O11,MAIN
(c),HET_S2_01,D3_seed20700711,3.1740855595407966,12,HET_S2_01_MAIN_N8_O12,MAIN
(c),HET_S2_01,D3_seed20700711,3.1389507297344905,13,HET_S2_01_MAIN_N8_O13,MAIN
(c),HET_S2_01,D3_seed20700711,3.1020058430178614,14,HET_S2_01_MAIN_N8_O14,MAIN
(c),HET_S2_01,D3_seed20700711,3.0632788146116923,15,HET_S2_01_MAIN_N8_O15,MAIN
(c),HET_S2_01,D3_seed20700711,3.022800020363093,16,HET_S2_01_MAIN_N8_O16,MAIN
(c),HET_S2_01,D3_seed20700711,2.9805885787382653,17,HET_S2_01_MAIN_N8_O17,MAIN
(c),HET_S2_01,D3_seed20700711,2.9366868380103486,18,HET_S2_01_MAIN_N8_O18,MAIN
(c),HET_S2_01,D3_seed20700711,2.891119419766792,19,HET_S2_01_MAIN_N8_O19,MAIN
(c),HET_S2_01,D3_seed20700711,2.843926447055742,20,HET_S2_01_MAIN_N8_O20,MAIN
(c),HET_S2_01,D3_seed20700711,2.795140596201049,21,HET_S2_01_MAIN_N8_O21,MAIN
(c),HET_S2_01,D3_seed20700711,2.744801661350929,22,HET_S2_01_MAIN_N8_O22,MAIN
(c),HET_S2_01,D3_seed20700711,2.6929508169288576,23,HET_S2_01_MAIN_N8_O23,MAIN
(c),HET_S2_01,D3_seed20700711,2.639629183916177,24,HET_S2_01_MAIN_N8_O24,MAIN
(c),HET_S2_01,D3_seed20700711,2.5848797451532515,25,HET_S2_01_MAIN_N8_O25,MAIN
(c),HET_S2_01,D3_seed20700711,2.528751916453176,26,HET_S2_01_MAIN_N8_O26,MAIN
(c),HET_S2_01,D3_seed20700711,2.471291069639782,27,HET_S2_01_MAIN_N8_O27,MAIN
(c),HET_S2_01,D3_seed20700711,2.4125515696269524,28,HET_S2_01_MAIN_N8_O28,MAIN
(c),HET_S2_01,D3_seed20700711,2.352591942003275,29,HET_S2_01_MAIN_N8_O29,MAIN
(c),HET_S2_01,D3_seed20700711,2.291454948567685,30,HET_S2_01_MAIN_N8_O30,MAIN
(c),HET_S2_01,D3_seed20700711,2.2292102988134648,31,HET_S2_01_MAIN_N8_O31,MAIN
(c),HET_S2_01,D3_seed20700712,2.579903586789867,0,HET_S2_01_LOW_N8_O00,LOW
(c),HET_S2_01,D3_seed20700712,2.570794898546714,1,HET_S2_01_LOW_N8_O01,LOW
(c),HET_S2_01,D3_seed20700712,2.560176498293094,2,HET_S2_01_LOW_N8_O02,LOW
(c),HET_S2_01,D3_seed20700712,2.5480577655826777,3,HET_S2_01_LOW_N8_O03,LOW
(c),HET_S2_01,D3_seed20700712,2.5344451830917327,4,HET_S2_01_LOW_N8_O04,LOW
(c),HET_S2_01,D3_seed20700712,2.519349728016444,5,HET_S2_01_LOW_N8_O05,LOW
(c),HET_S2_01,D3_seed20700712,2.502779983117535,6,HET_S2_01_LOW_N8_O06,LOW
(c),HET_S2_01,D3_seed20700712,2.4847489927959305,7,HET_S2_01_LOW_N8_O07,LOW
(c),HET_S2_01,D3_seed20700712,2.4652679075659223,8,HET_S2_01_LOW_N8_O08,LOW
(c),HET_S2_01,D3_seed20700712,2.4443486382208683,9,HET_S2_01_LOW_N8_O09,LOW
(c),HET_S2_01,D3_seed20700712,2.4220058288767117,10,HET_S2_01_LOW_N8_O10,LOW
(c),HET_S2_01,D3_seed20700712,2.3982563630357907,11,HET_S2_01_LOW_N8_O11,LOW
(c),HET_S2_01,D3_seed20700712,2.3731133399586817,12,HET_S2_01_LOW_N8_O12,LOW
(c),HET_S2_01,D3_seed20700712,2.3465964400775325,13,HET_S2_01_LOW_N8_O13,LOW
(c),HET_S2_01,D3_seed20700712,2.318725513921353,14,HET_S2_01_LOW_N8_O14,LOW
(c),HET_S2_01,D3_seed20700712,2.2895186486935075,15,HET_S2_01_LOW_N8_O15,LOW
(c),HET_S2_01,D3_seed20700712,2.2589978776969155,16,HET_S2_01_LOW_N8_O16,LOW
(c),HET_S2_01,D3_seed20700712,2.2271845212095984,17,HET_S2_01_LOW_N8_O17,LOW
(c),HET_S2_01,D3_seed20700712,2.1941020731421284,18,HET_S2_01_LOW_N8_O18,LOW
(c),HET_S2_01,D3_seed20700712,2.1597746044127932,19,HET_S2_01_LOW_N8_O19,LOW
(c),HET_S2_01,D3_seed20700712,2.124227636202758,20,HET_S2_01_LOW_N8_O20,LOW
(c),HET_S2_01,D3_seed20700712,2.087488760743789,21,HET_S2_01_LOW_N8_O21,LOW
(c),HET_S2_01,D3_seed20700712,2.0495866122449833,22,HET_S2_01_LOW_N8_O22,LOW
(c),HET_S2_01,D3_seed20700712,2.010551320669877,23,HET_S2_01_LOW_N8_O23,LOW
(c),HET_S2_01,D3_seed20700712,1.9704131638756694,24,HET_S2_01_LOW_N8_O24,LOW
(c),HET_S2_01,D3_seed20700712,1.9292055754690125,25,HET_S2_01_LOW_N8_O25,LOW
(c),HET_S2_01,D3_seed20700712,1.8869638909519493,26,HET_S2_01_LOW_N8_O26,LOW
(c),HET_S2_01,D3_seed20700712,1.8437241950507894,27,HET_S2_01_LOW_N8_O27,LOW
(c),HET_S2_01,D3_seed20700712,1.7995242608621755,28,HET_S2_01_LOW_N8_O28,LOW
(c),HET_S2_01,D3_seed20700712,1.754403315654877,29,HET_S2_01_LOW_N8_O29,LOW
(c),HET_S2_01,D3_seed20700712,1.7084053671556634,30,HET_S2_01_LOW_N8_O30,LOW
(c),HET_S2_01,D3_seed20700712,1.661571053331486,31,HET_S2_01_LOW_N8_O31,LOW
(c),HET_S2_01,D3_seed20700712,3.4408499198467473,0,HET_S2_01_MAIN_N8_O00,MAIN
(c),HET_S2_01,D3_seed20700712,3.4287014627757664,1,HET_S2_01_MAIN_N8_O01,MAIN
(c),HET_S2_01,D3_seed20700712,3.414539206016961,2,HET_S2_01_MAIN_N8_O02,MAIN
(c),HET_S2_01,D3_seed20700712,3.398376403685414,3,HET_S2_01_MAIN_N8_O03,MAIN
(c),HET_S2_01,D3_seed20700712,3.380221476215424,4,HET_S2_01_MAIN_N8_O04,MAIN
(c),HET_S2_01,D3_seed20700712,3.36008957343543,5,HET_S2_01_MAIN_N8_O05,MAIN
(c),HET_S2_01,D3_seed20700712,3.337991470481699,6,HET_S2_01_MAIN_N8_O06,MAIN
(c),HET_S2_01,D3_seed20700712,3.313945527110139,7,HET_S2_01_MAIN_N8_O07,MAIN
(c),HET_S2_01,D3_seed20700712,3.287965930887368,8,HET_S2_01_MAIN_N8_O08,MAIN
(c),HET_S2_01,D3_seed20700712,3.260068224609314,9,HET_S2_01_MAIN_N8_O09,MAIN
(c),HET_S2_01,D3_seed20700712,3.2302722898445286,10,HET_S2_01_MAIN_N8_O10,MAIN
(c),HET_S2_01,D3_seed20700712,3.19860073746671,11,HET_S2_01_MAIN_N8_O11,MAIN
(c),HET_S2_01,D3_seed20700712,3.1650697210686514,12,HET_S2_01_MAIN_N8_O12,MAIN
(c),HET_S2_01,D3_seed20700712,3.129706771302738,13,HET_S2_01_MAIN_N8_O13,MAIN
(c),HET_S2_01,D3_seed20700712,3.092538865040014,14,HET_S2_01_MAIN_N8_O14,MAIN
(c),HET_S2_01,D3_seed20700712,3.0535888815571255,15,HET_S2_01_MAIN_N8_O15,MAIN
(c),HET_S2_01,D3_seed20700712,3.0128872266983793,16,HET_S2_01_MAIN_N8_O16,MAIN
(c),HET_S2_01,D3_seed20700712,2.9704614505555202,17,HET_S2_01_MAIN_N8_O17,MAIN
(c),HET_S2_01,D3_seed20700712,2.926343474672849,18,HET_S2_01_MAIN_N8_O18,MAIN
(c),HET_S2_01,D3_seed20700712,2.880565112746967,19,HET_S2_01_MAIN_N8_O19,MAIN
(c),HET_S2_01,D3_seed20700712,2.8331603529078366,20,HET_S2_01_MAIN_N8_O20,MAIN
(c),HET_S2_01,D3_seed20700712,2.784166116703495,21,HET_S2_01_MAIN_N8_O21,MAIN
(c),HET_S2_01,D3_seed20700712,2.733620959626159,22,HET_S2_01_MAIN_N8_O22,MAIN
(c),HET_S2_01,D3_seed20700712,2.6815649978663383,23,HET_S2_01_MAIN_N8_O23,MAIN
(c),HET_S2_01,D3_seed20700712,2.6280382774513806,24,HET_S2_01_MAIN_N8_O24,MAIN
(c),HET_S2_01,D3_seed20700712,2.573085653757322,25,HET_S2_01_MAIN_N8_O25,MAIN
(c),HET_S2_01,D3_seed20700712,2.5167545193969305,26,HET_S2_01_MAIN_N8_O26,MAIN
(c),HET_S2_01,D3_seed20700712,2.4590929691683954,27,HET_S2_01_MAIN_N8_O27,MAIN
(c),HET_S2_01,D3_seed20700712,2.4001515763988843,28,HET_S2_01_MAIN_N8_O28,MAIN
(c),HET_S2_01,D3_seed20700712,2.3399816274457903,29,HET_S2_01_MAIN_N8_O29,MAIN
(c),HET_S2_01,D3_seed20700712,2.2786429557293895,30,HET_S2_01_MAIN_N8_O30,MAIN
(c),HET_S2_01,D3_seed20700712,2.216187146735398,31,HET_S2_01_MAIN_N8_O31,MAIN
(c),HET_S2_01,D3_seed20700713,2.5774350690591925,0,HET_S2_01_LOW_N8_O00,LOW
(c),HET_S2_01,D3_seed20700713,2.568064725329888,1,HET_S2_01_LOW_N8_O01,LOW
(c),HET_S2_01,D3_seed20700713,2.5571928000304225,2,HET_S2_01_LOW_N8_O02,LOW
(c),HET_S2_01,D3_seed20700713,2.5448279528857722,3,HET_S2_01_LOW_N8_O03,LOW
(c),HET_S2_01,D3_seed20700713,2.530977308468434,4,HET_S2_01_LOW_N8_O04,LOW
(c),HET_S2_01,D3_seed20700713,2.515651186261282,5,HET_S2_01_LOW_N8_O05,LOW
(c),HET_S2_01,D3_seed20700713,2.4988603601207804,6,HET_S2_01_LOW_N8_O06,LOW
(c),HET_S2_01,D3_seed20700713,2.4806174811375463,7,HET_S2_01_LOW_N8_O07,LOW
(c),HET_S2_01,D3_seed20700713,2.460933793762852,8,HET_S2_01_LOW_N8_O08,LOW
(c),HET_S2_01,D3_seed20700713,2.4398193560220647,9,HET_S2_01_LOW_N8_O09,LOW
(c),HET_S2_01,D3_seed20700713,2.417305757533828,10,HET_S2_01_LOW_N8_O10,LOW
(c),HET_S2_01,D3_seed20700713,2.3933828712875718,11,HET_S2_01_LOW_N8_O11,LOW
(c),HET_S2_01,D3_seed20700713,2.3680686413203165,12,HET_S2_01_LOW_N8_O12,LOW
(c),HET_S2_01,D3_seed20700713,2.341401594711471,13,HET_S2_01_LOW_N8_O13,LOW
(c),HET_S2_01,D3_seed20700713,2.3133912224030952,14,HET_S2_01_LOW_N8_O14,LOW
(c),HET_S2_01,D3_seed20700713,2.284048030454936,15,HET_S2_01_LOW_N8_O15,LOW
(c),HET_S2_01,D3_seed20700713,2.2534042433306483,16,HET_S2_01_LOW_N8_O16,LOW
(c),HET_S2_01,D3_seed20700713,2.2214771777228894,17,HET_S2_01_LOW_N8_O17,LOW
(c),HET_S2_01,D3_seed20700713,2.188294517998898,18,HET_S2_01_LOW_N8_O18,LOW
(c),HET_S2_01,D3_seed20700713,2.153876485522353,19,HET_S2_01_LOW_N8_O19,LOW
(c),HET_S2_01,D3_seed20700713,2.1182522666277657,20,HET_S2_01_LOW_N8_O20,LOW
(c),HET_S2_01,D3_seed20700713,2.0814421003210373,21,HET_S2_01_LOW_N8_O21,LOW
(c),HET_S2_01,D3_seed20700713,2.0434860057139583,22,HET_S2_01_LOW_N8_O22,LOW
(c),HET_S2_01,D3_seed20700713,2.0044133543670037,23,HET_S2_01_LOW_N8_O23,LOW
(c),HET_S2_01,D3_seed20700713,1.9642502599903116,24,HET_S2_01_LOW_N8_O24,LOW
(c),HET_S2_01,D3_seed20700713,1.923036395412336,25,HET_S2_01_LOW_N8_O25,LOW
(c),HET_S2_01,D3_seed20700713,1.880801217416497,26,HET_S2_01_LOW_N8_O26,LOW
(c),HET_S2_01,D3_seed20700713,1.8375795400581787,27,HET_S2_01_LOW_N8_O27,LOW
(c),HET_S2_01,D3_seed20700713,1.7934283947351362,28,HET_S2_01_LOW_N8_O28,LOW
(c),HET_S2_01,D3_seed20700713,1.7483704975224172,29,HET_S2_01_LOW_N8_O29,LOW
(c),HET_S2_01,D3_seed20700713,1.7024537591297382,30,HET_S2_01_LOW_N8_O30,LOW
(c),HET_S2_01,D3_seed20700713,1.655716407711345,31,HET_S2_01_LOW_N8_O31,LOW
(c),HET_S2_01,D3_seed20700713,3.4391596928587087,0,HET_S2_01_MAIN_N8_O00,MAIN
(c),HET_S2_01,D3_seed20700713,3.4266470623336036,1,HET_S2_01_MAIN_N8_O01,MAIN
(c),HET_S2_01,D3_seed20700713,3.412132051435957,2,HET_S2_01_MAIN_N8_O02,MAIN
(c),HET_S2_01,D3_seed20700713,3.3956235788957,3,HET_S2_01_MAIN_N8_O03,MAIN
(c),HET_S2_01,D3_seed20700713,3.377131118666028,4,HET_S2_01_MAIN_N8_O04,MAIN
(c),HET_S2_01,D3_seed20700713,3.356669756729138,5,HET_S2_01_MAIN_N8_O05,MAIN
(c),HET_S2_01,D3_seed20700713,3.3342526972068893,6,HET_S2_01_MAIN_N8_O06,MAIN
(c),HET_S2_01,D3_seed20700713,3.309900415062842,7,HET_S2_01_MAIN_N8_O07,MAIN
(c),HET_S2_01,D3_seed20700713,3.283627643692017,8,HET_S2_01_MAIN_N8_O08,MAIN
(c),HET_S2_01,D3_seed20700713,3.255444389047002,9,HET_S2_01_MAIN_N8_O09,MAIN
(c),HET_S2_01,D3_seed20700713,3.225392891676157,10,HET_S2_01_MAIN_N8_O10,MAIN
(c),HET_S2_01,D3_seed20700713,3.1934647448148445,11,HET_S2_01_MAIN_N8_O11,MAIN
(c),HET_S2_01,D3_seed20700713,3.159674495780167,12,HET_S2_01_MAIN_N8_O12,MAIN
(c),HET_S2_01,D3_seed20700713,3.1240822247694386,13,HET_S2_01_MAIN_N8_O13,MAIN
(c),HET_S2_01,D3_seed20700713,3.0866996701332736,14,HET_S2_01_MAIN_N8_O14,MAIN
(c),HET_S2_01,D3_seed20700713,3.047534834074551,15,HET_S2_01_MAIN_N8_O15,MAIN
(c),HET_S2_01,D3_seed20700713,3.006637338188146,16,HET_S2_01_MAIN_N8_O16,MAIN
(c),HET_S2_01,D3_seed20700713,2.964028414209691,17,HET_S2_01_MAIN_N8_O17,MAIN
(c),HET_S2_01,D3_seed20700713,2.91974648012113,18,HET_S2_01_MAIN_N8_O18,MAIN
(c),HET_S2_01,D3_seed20700713,2.873815589317704,19,HET_S2_01_MAIN_N8_O19,MAIN
(c),HET_S2_01,D3_seed20700713,2.8262744987023347,20,HET_S2_01_MAIN_N8_O20,MAIN
(c),HET_S2_01,D3_seed20700713,2.777147924344738,21,HET_S2_01_MAIN_N8_O21,MAIN
(c),HET_S2_01,D3_seed20700713,2.726494264158811,22,HET_S2_01_MAIN_N8_O22,MAIN
(c),HET_S2_01,D3_seed20700713,2.6743531882873817,23,HET_S2_01_MAIN_N8_O23,MAIN
(c),HET_S2_01,D3_seed20700713,2.6207548612703193,24,HET_S2_01_MAIN_N8_O24,MAIN
(c),HET_S2_01,D3_seed20700713,2.56575953941423,25,HET_S2_01_MAIN_N8_O25,MAIN
(c),HET_S2_01,D3_seed20700713,2.509399063809077,26,HET_S2_01_MAIN_N8_O26,MAIN
(c),HET_S2_01,D3_seed20700713,2.451726539419231,27,HET_S2_01_MAIN_N8_O27,MAIN
(c),HET_S2_01,D3_seed20700713,2.392812673458619,28,HET_S2_01_MAIN_N8_O28,MAIN
(c),HET_S2_01,D3_seed20700713,2.3326949030274053,29,HET_S2_01_MAIN_N8_O29,MAIN
(c),HET_S2_01,D3_seed20700713,2.271426897187307,30,HET_S2_01_MAIN_N8_O30,MAIN
(c),HET_S2_01,D3_seed20700713,2.2090592832360687,31,HET_S2_01_MAIN_N8_O31,MAIN
(d),HET_S2_03,D1_seed20700711,1.2744104107759178,0,HET_S2_03_LOW_N8_O00,LOW
(d),HET_S2_03,D1_seed20700711,1.21436772409304,1,HET_S2_03_LOW_N8_O01,LOW
(d),HET_S2_03,D1_seed20700711,1.153668675119316,2,HET_S2_03_LOW_N8_O02,LOW
(d),HET_S2_03,D1_seed20700711,1.0923619629006571,3,HET_S2_03_LOW_N8_O03,LOW
(d),HET_S2_03,D1_seed20700711,1.0304988507205353,4,HET_S2_03_LOW_N8_O04,LOW
(d),HET_S2_03,D1_seed20700711,0.9681357068954959,5,HET_S2_03_LOW_N8_O05,LOW
(d),HET_S2_03,D1_seed20700711,0.9053337820582148,6,HET_S2_03_LOW_N8_O06,LOW
(d),HET_S2_03,D1_seed20700711,0.842162033242969,7,HET_S2_03_LOW_N8_O07,LOW
(d),HET_S2_03,D1_seed20700711,0.7787003447503132,8,HET_S2_03_LOW_N8_O08,LOW
(d),HET_S2_03,D1_seed20700711,0.715043791305095,9,HET_S2_03_LOW_N8_O09,LOW
(d),HET_S2_03,D1_seed20700711,0.651309319036989,10,HET_S2_03_LOW_N8_O10,LOW
(d),HET_S2_03,D1_seed20700711,0.5876490602388756,11,HET_S2_03_LOW_N8_O11,LOW
(d),HET_S2_03,D1_seed20700711,0.5242692368642914,12,HET_S2_03_LOW_N8_O12,LOW
(d),HET_S2_03,D1_seed20700711,0.46146796670853296,13,HET_S2_03_LOW_N8_O13,LOW
(d),HET_S2_03,D1_seed20700711,0.39970266592616494,14,HET_S2_03_LOW_N8_O14,LOW
(d),HET_S2_03,D1_seed20700711,0.33972535980314555,15,HET_S2_03_LOW_N8_O15,LOW
(d),HET_S2_03,D1_seed20700711,0.28286269445845585,16,HET_S2_03_LOW_N8_O16,LOW
(d),HET_S2_03,D1_seed20700711,0.23160267383272706,17,HET_S2_03_LOW_N8_O17,LOW
(d),HET_S2_03,D1_seed20700711,0.1906854375077413,18,HET_S2_03_LOW_N8_O18,LOW
(d),HET_S2_03,D1_seed20700711,0.1679725572007544,19,HET_S2_03_LOW_N8_O19,LOW
