panel,lineage,variant,origin,run_id,error,target_RMS,source_RMS
(a),LCDF_01,VARIANT_LOW,23,D1_seed20600612,0.2836221753100879,0.10370942137365782,0.001347090519272069
(a),LCDF_01,VARIANT_LOW,4,D1_seed20600612,0.22802158156522653,0.08006500017141395,0.0019689525065454882
(a),LCDF_01,VARIANT_LOW,5,D1_seed20600612,0.23231670658435022,0.08179810303478673,0.001932263042230875
(a),LCDF_01,VARIANT_LOW,31,D1_seed20600612,0.28915727412455006,0.10717113915266088,0.00121759660253287
(a),LCDF_01,VARIANT_LOW,8,D1_seed20600612,0.24435253898564543,0.08669775887915655,0.0018223012590509475
(a),LCDF_01,VARIANT_LOW,12,D1_seed20600612,0.2583302778343039,0.09249558316308595,0.0016789464999369447
(a),LCDF_01,VARIANT_LOW,18,D1_seed20600612,0.274596572556711,0.09950698581516576,0.0014820037402338525
(a),LCDF_01,VARIANT_LOW,6,D1_seed20600612,0.23647189572741165,0.08348193500717399,0.001895538792900068
(a),LCDF_01,VARIANT_LOW,0,D1_seed20600612,0.20949470526265432,0.07266119341441014,0.002113832988175371
(a),LCDF_01,VARIANT_LOW,27,D1_seed20600612,0.287775481758346,0.10595047636542258,0.001266913266335544
(a),LCDF_01,VARIANT_LOW,25,D1_seed20600612,0.2860433893906827,0.10495637697119888,0.0013034765511191358
(a),LCDF_01,VARIANT_LOW,20,D1_seed20600612,0.2787114658070655,0.10137162072614492,0.0014240871785619483
(a),LCDF_01,VARIANT_LOW,19,D1_seed20600612,0.2767373686454947,0.10046956332684409,0.0014524517525417
(a),LCDF_01,VARIANT_LOW,13,D1_seed20600612,0.261440724696312,0.0938078515245742,0.0016442475041153924
(a),LCDF_01,VARIANT_LOW,29,D1_seed20600612,0.28881427793844044,0.10668932393500637,0.0012380897244694523
(a),LCDF_01,VARIANT_LOW,17,D1_seed20600612,0.27229036744961854,0.09848446816405408,0.0015126468536785158
(a),LCDF_01,VARIANT_LOW,1,D1_seed20600612,0.21432287897009056,0.07458065173489799,0.002078044494519059
(a),LCDF_01,VARIANT_MAIN,1,D1_seed20600612,0.2857653880945438,0.09944150402697008,0.0028483895433308636
(a),LCDF_01,VARIANT_MAIN,22,D1_seed20600612,0.3762107975939197,0.13732442449225782,0.0022368481011910773
(a),LCDF_01,VARIANT_MAIN,4,D1_seed20600612,0.3040307144021569,0.10675412239631286,0.0027343618485484184
(a),LCDF_01,VARIANT_MAIN,9,D1_seed20600612,0.3307669567054808,0.11763814596136721,0.002557959365445767
(a),LCDF_01,VARIANT_MAIN,20,D1_seed20600612,0.3716193409426042,0.13516378646152974,0.0022712524965928485
(a),LCDF_01,VARIANT_MAIN,16,D1_seed20600612,0.3597637722112401,0.12987160597935968,0.0023567682318186445
