label,solution,time,density_absolute_linf,density_relative_linf,pressure_absolute_linf,pressure_relative_linf,pressure_acceleration_absolute_linf,pressure_acceleration_relative_linf,viscosity_acceleration_absolute_linf,viscosity_acceleration_relative_linf,source_absolute_linf,source_relative_linf,total_acceleration_absolute_linf,total_acceleration_relative_linf,dx_dt_absolute_linf,dx_dt_relative_linf,dv_dt_absolute_linf,dv_dt_relative_linf,finite
edge_switch_76_after,MMS_B,0.006660614800470058,0.0,0.0,0.0,0.0,4.496403249731884e-15,1.8694525484786786e-15,2.220446049250313e-16,6.26690959949139e-16,0.0,0.0,4.440892098500626e-15,2.0963714939393737e-15,0.0,0.0,4.440892098500626e-15,2.0963714939393737e-15,True
edge_switch_77_before,MMS_B,0.006664885901422853,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1077658505307368e-15,2.498001805406602e-16,7.050275568307464e-16,0.0,0.0,2.6645352591003757e-15,1.2578385184315775e-15,0.0,0.0,2.6645352591003757e-15,1.2578385184315775e-15,True
edge_switch_77_after,MMS_B,0.006664885921422852,0.0,0.0,0.0,0.0,3.552713678800501e-15,1.4770211336795633e-15,2.220446049250313e-16,6.266911616282741e-16,0.0,0.0,3.3306690738754696e-15,1.5722981481304123e-15,0.0,0.0,3.3306690738754696e-15,1.5722981481304123e-15,True
edge_switch_78_before,MMS_B,0.006199402208416708,0.0,0.0,0.0,0.0,3.2751579226442118e-15,1.369091741145588e-15,3.3306690738754696e-16,9.400023927163483e-16,0.0,0.0,3.3306690738754696e-15,1.569118267125484e-15,0.0,0.0,3.3306690738754696e-15,1.569118267125484e-15,True
edge_switch_78_after,MMS_B,0.006199402228416707,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.281977903984177e-16,2.220446049250313e-16,6.266682618119218e-16,0.0,0.0,2.220446049250313e-15,1.0460788448716364e-15,0.0,0.0,2.220446049250313e-15,1.0460788448716364e-15,True
edge_switch_79_before,MMS_B,0.006199402208416708,0.0,0.0,0.0,0.0,3.2751579226442118e-15,1.369091741145588e-15,3.3306690738754696e-16,9.400023927163483e-16,0.0,0.0,3.3306690738754696e-15,1.569118267125484e-15,0.0,0.0,3.3306690738754696e-15,1.569118267125484e-15,True
edge_switch_79_after,MMS_B,0.006199402228416707,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.281977903984177e-16,2.220446049250313e-16,6.266682618119218e-16,0.0,0.0,2.220446049250313e-15,1.0460788448716364e-15,0.0,0.0,2.220446049250313e-15,1.0460788448716364e-15,True
edge_switch_80_before,MMS_B,0.006664885901422632,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.231382087755971e-16,2.220446049250313e-16,6.266911616273299e-16,0.0,0.0,2.220446049250313e-15,1.048198765359429e-15,0.0,0.0,2.220446049250313e-15,1.048198765359429e-15,True
edge_switch_80_after,MMS_B,0.0066648859214226315,0.0,0.0,0.0,0.0,3.0531133177191805e-15,1.269315036755758e-15,2.220446049250313e-16,6.266911616282742e-16,0.0,0.0,2.9976021664879227e-15,1.4150683333175378e-15,0.0,0.0,2.9976021664879227e-15,1.4150683333175378e-15,True
edge_switch_81_before,MMS_B,0.006660614780471086,0.0,0.0,0.0,0.0,3.941291737419306e-15,1.638655937956414e-15,2.3592239273284576e-16,6.658591449449568e-16,0.0,0.0,3.9968028886505635e-15,1.886734344434778e-15,0.0,0.0,3.9968028886505635e-15,1.886734344434778e-15,True
edge_switch_81_after,MMS_B,0.0066606148004710874,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.200142376801044e-15,2.7755575615628914e-16,7.833636999364232e-16,0.0,0.0,2.886579864025407e-15,1.3626414710606717e-15,0.0,0.0,2.886579864025407e-15,1.3626414710606717e-15,True
edge_switch_82_before,MMS_B,0.00677185069685546,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.219194480038716e-16,2.220446049250313e-16,6.266961614663428e-16,0.0,0.0,2.6645352591003757e-15,1.2581828817280917e-15,0.0,0.0,2.6645352591003757e-15,1.2581828817280917e-15,True
edge_switch_82_after,MMS_B,0.006771850716855461,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.0141113925515572e-15,2.498001805406602e-16,7.050331816506775e-16,0.0,0.0,2.6645352591003757e-15,1.2581828817842903e-15,0.0,0.0,2.6645352591003757e-15,1.2581828817842903e-15,True
edge_switch_83_before,MMS_B,0.006698336709798763,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.0150352226671769e-15,2.220446049250313e-16,6.266927357448443e-16,0.0,0.0,2.4424906541753444e-15,1.1531262422264889e-15,0.0,0.0,2.4424906541753444e-15,1.1531262422264889e-15,True
edge_switch_83_after,MMS_B,0.006698336729798763,0.0,0.0,0.0,0.0,3.4416913763379853e-15,1.4302769043155352e-15,2.220446049250313e-16,6.266927357457827e-16,0.0,0.0,3.552713678800501e-15,1.6772745342374763e-15,0.0,0.0,3.552713678800501e-15,1.6772745342374763e-15,True
edge_switch_84_before,MMS_B,0.006685326596268595,0.0,0.0,0.0,0.0,2.7755575615628914e-15,1.1536336337953507e-15,2.220446049250313e-16,6.266921246580733e-16,0.0,0.0,2.886579864025407e-15,1.3627372352892351e-15,0.0,0.0,2.886579864025407e-15,1.3627372352892351e-15,True
edge_switch_84_after,MMS_B,0.006685326616268596,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.229069068095418e-16,1.942890293094024e-16,5.483556090766365e-16,0.0,0.0,2.220446049250313e-15,1.0482594118191266e-15,0.0,0.0,2.220446049250313e-15,1.0482594118191266e-15,True
edge_switch_85_before,MMS_B,0.0067520357011144755,0.0,0.0,0.0,0.0,2.4980018054066022e-15,1.0374151281043097e-15,2.7755575615628914e-16,7.833690533152976e-16,0.0,0.0,2.55351295663786e-15,1.2057039844224652e-15,0.0,0.0,2.55351295663786e-15,1.2057039844224652e-15,True
edge_switch_85_after,MMS_B,0.006752035721114475,0.0,0.0,0.0,0.0,2.3869795029440866e-15,9.913077888313301e-16,2.498001805406602e-16,7.050321479848122e-16,0.0,0.0,2.4424906541753444e-15,1.1532820721105773e-15,0.0,0.0,2.4424906541753444e-15,1.1532820721105773e-15,True
edge_switch_86_before,MMS_B,0.006632265260710505,0.0,0.0,0.0,0.0,2.942091015256665e-15,1.2236451370052927e-15,2.220446049250313e-16,6.266896173438171e-16,0.0,0.0,2.9976021664879227e-15,1.4149300109495232e-15,0.0,0.0,2.9976021664879227e-15,1.4149300109495232e-15,True
edge_switch_86_after,MMS_B,0.006632265280710505,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1082069162633466e-15,1.942890293094024e-16,5.483534151766717e-16,0.0,0.0,3.1086244689504383e-15,1.4673348262609459e-15,0.0,0.0,3.1086244689504383e-15,1.4673348262609459e-15,True
edge_switch_87_before,MMS_B,0.006628074001909063,0.0,0.0,0.0,0.0,2.55351295663786e-15,1.0620857760117518e-15,1.942890293094024e-16,5.483532409826092e-16,0.0,0.0,2.55351295663786e-15,1.2052950289809053e-15,0.0,0.0,2.55351295663786e-15,1.2052950289809053e-15,True
edge_switch_87_after,MMS_B,0.0066280740219090625,0.0,0.0,0.0,0.0,3.774758283725532e-15,1.5700398424182052e-15,1.942890293094024e-16,5.483532409834399e-16,0.0,0.0,3.552713678800501e-15,1.6769322143391908e-15,0.0,0.0,3.552713678800501e-15,1.6769322143391908e-15,True
edge_switch_88_before,MMS_B,0.006752035701114585,0.0,0.0,0.0,0.0,2.7755575615628914e-15,1.1526834756716007e-15,2.3592239273284576e-16,6.658636953180027e-16,0.0,0.0,2.7755575615628914e-15,1.3105478091549872e-15,0.0,0.0,2.7755575615628914e-15,1.3105478091549872e-15,True
edge_switch_88_after,MMS_B,0.006752035721114585,0.0,0.0,0.0,0.0,2.7200464103316335e-15,1.1296298058773875e-15,3.0531133177191805e-16,8.617059586481037e-16,0.0,0.0,2.6645352591003757e-15,1.2581258968479926e-15,0.0,0.0,2.6645352591003757e-15,1.2581258968479926e-15,True
edge_switch_89_before,MMS_B,0.006685326596268224,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.1997789791468942e-15,2.220446049250313e-16,6.266921246580728e-16,0.0,0.0,2.886579864025407e-15,1.362737235289449e-15,0.0,0.0,2.886579864025407e-15,1.362737235289449e-15,True
edge_switch_89_after,MMS_B,0.006685326616268225,0.0,0.0,0.0,0.0,2.0539125955565396e-15,8.536888887989406e-16,2.220446049250313e-16,6.266921246590134e-16,0.0,0.0,2.220446049250313e-15,1.0482594118189382e-15,0.0,0.0,2.220446049250313e-15,1.0482594118189382e-15,True
edge_switch_90_before,MMS_B,0.0066280740019085595,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.2929739881882922e-15,2.220446049250313e-16,6.266894182658393e-16,0.0,0.0,2.9976021664879227e-15,1.4149115557599666e-15,0.0,0.0,2.9976021664879227e-15,1.4149115557599666e-15,True
edge_switch_90_after,MMS_B,0.00662807402190856,0.0,0.0,0.0,0.0,2.9976021664879227e-15,1.2467963454496585e-15,3.608224830031759e-16,1.018370304683533e-15,0.0,0.0,2.9976021664879227e-15,1.4149115558485988e-15,0.0,0.0,2.9976021664879227e-15,1.4149115558485988e-15,True
edge_switch_91_before,MMS_B,0.006632265260710653,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.2005574929108322e-15,2.220446049250313e-16,6.266896173438182e-16,0.0,0.0,2.886579864025407e-15,1.36252519572909e-15,0.0,0.0,2.886579864025407e-15,1.36252519572909e-15,True
edge_switch_91_after,MMS_B,0.006632265280710654,0.0,0.0,0.0,0.0,3.164135620181696e-15,1.3159957130626766e-15,1.942890293094024e-16,5.483534151766722e-16,0.0,0.0,3.1086244689504383e-15,1.4673348262607993e-15,0.0,0.0,3.1086244689504383e-15,1.4673348262607993e-15,True
edge_switch_92_before,MMS_B,0.006698336709799415,0.0,0.0,0.0,0.0,2.942091015256665e-15,1.2226560636671717e-15,2.0816681711721685e-16,5.875244397607924e-16,0.0,0.0,2.886579864025407e-15,1.3627855589950526e-15,0.0,0.0,2.886579864025407e-15,1.3627855589950526e-15,True
edge_switch_92_after,MMS_B,0.006698336729799414,0.0,0.0,0.0,0.0,1.9984014443252818e-15,8.304833637960826e-16,2.7755575615628914e-16,7.833659196822279e-16,0.0,0.0,2.220446049250313e-15,1.0482965838985093e-15,0.0,0.0,2.220446049250313e-15,1.0482965838985093e-15,True
edge_switch_93_before,MMS_B,0.0067718506968555536,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1754472962049668e-15,2.220446049250313e-16,6.266961614663436e-16,0.0,0.0,2.886579864025407e-15,1.3630314552052694e-15,0.0,0.0,2.886579864025407e-15,1.3630314552052694e-15,True
edge_switch_93_after,MMS_B,0.0067718507168555535,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.106303337328968e-15,1.6653345369377348e-16,4.700221211004516e-16,0.0,0.0,2.6645352591003757e-15,1.2581828817842055e-15,0.0,0.0,2.6645352591003757e-15,1.2581828817842055e-15,True
edge_switch_94_before,MMS_B,0.006660614780470057,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.2924610214865763e-15,2.220446049250313e-16,6.266909599481942e-16,0.0,0.0,2.886579864025407e-15,1.3626414709805592e-15,0.0,0.0,2.886579864025407e-15,1.3626414709805592e-15,True
edge_switch_94_after,MMS_B,0.006660614800470058,0.0,0.0,0.0,0.0,4.496403249731884e-15,1.8694525484786786e-15,2.220446049250313e-16,6.26690959949139e-16,0.0,0.0,4.440892098500626e-15,2.0963714939393737e-15,0.0,0.0,4.440892098500626e-15,2.0963714939393737e-15,True
edge_switch_95_before,MMS_B,0.006664885901422869,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.231382087757135e-16,3.0531133177191805e-16,8.617003472375794e-16,0.0,0.0,2.220446049250313e-15,1.0481987653595164e-15,0.0,0.0,2.220446049250313e-15,1.0481987653595164e-15,True
edge_switch_95_after,MMS_B,0.006664885921422869,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1077658502597695e-15,2.7755575615628914e-16,7.833639520353426e-16,0.0,0.0,2.6645352591003757e-15,1.2578385185042389e-15,0.0,0.0,2.6645352591003757e-15,1.2578385185042389e-15,True
edge_switch_96_before,MMS_B,0.0077783385856242514,0.0,0.0,0.0,0.0,2.7755575615628914e-15,1.137455462296766e-15,2.220446049250313e-16,6.267494852969543e-16,0.0,0.0,2.7755575615628914e-15,1.316406004539023e-15,0.0,0.0,2.7755575615628914e-15,1.316406004539023e-15,True
edge_switch_96_after,MMS_B,0.007778338605624251,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.273950117419614e-15,2.220446049250313e-16,6.267494852979927e-16,0.0,0.0,3.1086244689504383e-15,1.4743747251659746e-15,0.0,0.0,3.1086244689504383e-15,1.4743747251659746e-15,True
edge_switch_97_before,MMS_B,0.007313853628417709,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.0071969178135835e-15,3.3306690738754696e-16,9.400866832007288e-16,0.0,0.0,2.4424906541753444e-15,1.1561527818381192e-15,0.0,0.0,2.4424906541753444e-15,1.1561527818381192e-15,True
edge_switch_97_after,MMS_B,0.007313853648417709,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.0987602736947364e-15,2.636779683484747e-16,7.442352908685699e-16,0.0,0.0,2.6645352591003757e-15,1.2612575803310882e-15,0.0,0.0,2.6645352591003757e-15,1.2612575803310882e-15,True
edge_switch_98_before,MMS_B,0.007831590771446172,0.0,0.0,0.0,0.0,2.3314683517128287e-15,9.547554944638674e-16,2.220446049250313e-16,6.267522371550269e-16,0.0,0.0,2.220446049250313e-15,1.0532719258160724e-15,0.0,0.0,2.220446049250313e-15,1.0532719258160724e-15,True
edge_switch_98_after,MMS_B,0.007831590791446172,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.2730073255964209e-15,2.7755575615628914e-16,7.834402964450702e-16,0.0,0.0,3.3306690738754696e-15,1.5799078888017308e-15,0.0,0.0,3.3306690738754696e-15,1.5799078888017308e-15,True
edge_switch_99_before,MMS_B,0.007313853628417709,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.0071969178135835e-15,3.3306690738754696e-16,9.400866832007288e-16,0.0,0.0,2.4424906541753444e-15,1.1561527818381192e-15,0.0,0.0,2.4424906541753444e-15,1.1561527818381192e-15,True
edge_switch_99_after,MMS_B,0.007313853648417709,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.0987602736947364e-15,2.636779683484747e-16,7.442352908685699e-16,0.0,0.0,2.6645352591003757e-15,1.2612575803310882e-15,0.0,0.0,2.6645352591003757e-15,1.2612575803310882e-15,True
edge_switch_100_before,MMS_B,0.0077783385856242055,0.0,0.0,0.0,0.0,3.3306690738754696e-15,1.3649465547558967e-15,2.220446049250313e-16,6.267494852969536e-16,0.0,0.0,3.3306690738754696e-15,1.5796872054467946e-15,0.0,0.0,3.3306690738754696e-15,1.5796872054467946e-15,True
edge_switch_100_after,MMS_B,0.007778338605624206,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.09964369585305e-16,1.8041124150158794e-16,5.09233956804619e-16,0.0,0.0,2.220446049250313e-15,1.053124803689803e-15,0.0,0.0,2.220446049250313e-15,1.053124803689803e-15,True
edge_switch_101_before,MMS_B,0.007313853628417709,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.0071969178135835e-15,3.3306690738754696e-16,9.400866832007288e-16,0.0,0.0,2.4424906541753444e-15,1.1561527818381192e-15,0.0,0.0,2.4424906541753444e-15,1.1561527818381192e-15,True
edge_switch_101_after,MMS_B,0.007313853648417709,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.0987602736947364e-15,2.636779683484747e-16,7.442352908685699e-16,0.0,0.0,2.6645352591003757e-15,1.2612575803310882e-15,0.0,0.0,2.6645352591003757e-15,1.2612575803310882e-15,True
edge_switch_102_before,MMS_B,0.007294697347969106,0.0,0.0,0.0,0.0,3.774758283725532e-15,1.5569609143492807e-15,2.498001805406602e-16,7.050638065437038e-16,0.0,0.0,3.774758283725532e-15,1.7865842848845336e-15,0.0,0.0,3.774758283725532e-15,1.7865842848845336e-15,True
edge_switch_102_after,MMS_B,0.007294697367969108,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1677206854617848e-15,2.220446049250313e-16,6.267233835955234e-16,0.0,0.0,2.7755575615628914e-15,1.3136649155091604e-15,0.0,0.0,2.7755575615628914e-15,1.3136649155091604e-15,True
edge_switch_103_before,MMS_B,0.007785892418307269,0.0,0.0,0.0,0.0,3.2751579226442118e-15,1.342056973117446e-15,3.0531133177191805e-16,8.617810810430192e-16,0.0,0.0,3.3306690738754696e-15,1.5797202254134547e-15,0.0,0.0,3.3306690738754696e-15,1.5797202254134547e-15,True
edge_switch_103_after,MMS_B,0.00778589243830727,0.0,0.0,0.0,0.0,3.552713678800501e-15,1.4557906145032951e-15,2.220446049250313e-16,6.267498771232331e-16,0.0,0.0,3.774758283725532e-15,1.790349588899597e-15,0.0,0.0,3.774758283725532e-15,1.790349588899597e-15,True
edge_switch_104_before,MMS_B,0.007294697347969106,0.0,0.0,0.0,0.0,3.774758283725532e-15,1.5569609143492807e-15,2.498001805406602e-16,7.050638065437038e-16,0.0,0.0,3.774758283725532e-15,1.7865842848845336e-15,0.0,0.0,3.774758283725532e-15,1.7865842848845336e-15,True
edge_switch_104_after,MMS_B,0.007294697367969108,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1677206854617848e-15,2.220446049250313e-16,6.267233835955234e-16,0.0,0.0,2.7755575615628914e-15,1.3136649155091604e-15,0.0,0.0,2.7755575615628914e-15,1.3136649155091604e-15,True
edge_switch_105_before,MMS_B,0.007851149373455869,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.0908509018804714e-15,2.220446049250313e-16,6.267532417856754e-16,0.0,0.0,2.886579864025407e-15,1.3693176113654486e-15,0.0,0.0,2.886579864025407e-15,1.3693176113654486e-15,True
edge_switch_105_after,MMS_B,0.00785114939345587,0.0,0.0,0.0,0.0,3.2751579226442118e-15,1.3408375665195551e-15,2.220446049250313e-16,6.26753241786701e-16,0.0,0.0,3.219646771412954e-15,1.527315797363358e-15,0.0,0.0,3.219646771412954e-15,1.527315797363358e-15,True
edge_switch_106_before,MMS_B,0.00778589241830714,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.1828298746117266e-15,2.220446049250313e-16,6.267498771221965e-16,0.0,0.0,2.886579864025407e-15,1.3690908620248552e-15,0.0,0.0,2.886579864025407e-15,1.3690908620248552e-15,True
edge_switch_106_after,MMS_B,0.00778589243830714,0.0,0.0,0.0,0.0,1.9984014443252818e-15,8.188822206581175e-16,2.7755575615628914e-16,7.834373464040421e-16,0.0,0.0,2.220446049250313e-15,1.0531468169998367e-15,0.0,0.0,2.220446049250313e-15,1.0531468169998367e-15,True
edge_switch_107_before,MMS_B,0.007294697347969106,0.0,0.0,0.0,0.0,3.774758283725532e-15,1.5569609143492807e-15,2.498001805406602e-16,7.050638065437038e-16,0.0,0.0,3.774758283725532e-15,1.7865842848845336e-15,0.0,0.0,3.774758283725532e-15,1.7865842848845336e-15,True
edge_switch_107_after,MMS_B,0.007294697367969108,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1677206854617848e-15,2.220446049250313e-16,6.267233835955234e-16,0.0,0.0,2.7755575615628914e-15,1.3136649155091604e-15,0.0,0.0,2.7755575615628914e-15,1.3136649155091604e-15,True
edge_switch_108_before,MMS_B,0.007851149373455163,0.0,0.0,0.0,0.0,2.55351295663786e-15,1.0453987809687652e-15,2.498001805406602e-16,7.050973970088856e-16,0.0,0.0,2.6645352591003757e-15,1.2639854874143128e-15,0.0,0.0,2.6645352591003757e-15,1.2639854874143128e-15,True
edge_switch_108_after,MMS_B,0.007851149393455163,0.0,0.0,0.0,0.0,2.4980018054066022e-15,1.0226727202265017e-15,1.942890293094024e-16,5.484090865633631e-16,0.0,0.0,2.6645352591003757e-15,1.2639854874732273e-15,0.0,0.0,2.6645352591003757e-15,1.2639854874732273e-15,True
edge_switch_109_before,MMS_B,0.007831590771446276,0.0,0.0,0.0,0.0,3.885780586188048e-15,1.5912591574395943e-15,2.220446049250313e-16,6.26752237155027e-16,0.0,0.0,3.885780586188048e-15,1.8432258701782894e-15,0.0,0.0,3.885780586188048e-15,1.8432258701782894e-15,True
edge_switch_109_after,MMS_B,0.007831590791446276,0.0,0.0,0.0,0.0,3.552713678800501e-15,1.4548655149676371e-15,3.0531133177191805e-16,8.617843260895766e-16,0.0,0.0,3.552713678800501e-15,1.6852350813884096e-15,0.0,0.0,3.552713678800501e-15,1.6852350813884096e-15,True
edge_switch_110_before,MMS_B,0.007851149373455869,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.0908509018804714e-15,2.220446049250313e-16,6.267532417856754e-16,0.0,0.0,2.886579864025407e-15,1.3693176113654486e-15,0.0,0.0,2.886579864025407e-15,1.3693176113654486e-15,True
edge_switch_110_after,MMS_B,0.00785114939345587,0.0,0.0,0.0,0.0,3.2751579226442118e-15,1.3408375665195551e-15,2.220446049250313e-16,6.26753241786701e-16,0.0,0.0,3.219646771412954e-15,1.527315797363358e-15,0.0,0.0,3.219646771412954e-15,1.527315797363358e-15,True
edge_switch_111_before,MMS_B,0.007785892418307269,0.0,0.0,0.0,0.0,3.2751579226442118e-15,1.342056973117446e-15,3.0531133177191805e-16,8.617810810430192e-16,0.0,0.0,3.3306690738754696e-15,1.5797202254134547e-15,0.0,0.0,3.3306690738754696e-15,1.5797202254134547e-15,True
edge_switch_111_after,MMS_B,0.00778589243830727,0.0,0.0,0.0,0.0,3.552713678800501e-15,1.4557906145032951e-15,2.220446049250313e-16,6.267498771232331e-16,0.0,0.0,3.774758283725532e-15,1.790349588899597e-15,0.0,0.0,3.774758283725532e-15,1.790349588899597e-15,True
edge_switch_112_before,MMS_B,0.007313853628417709,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.0071969178135835e-15,3.3306690738754696e-16,9.400866832007288e-16,0.0,0.0,2.4424906541753444e-15,1.1561527818381192e-15,0.0,0.0,2.4424906541753444e-15,1.1561527818381192e-15,True
edge_switch_112_after,MMS_B,0.007313853648417709,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.0987602736947364e-15,2.636779683484747e-16,7.442352908685699e-16,0.0,0.0,2.6645352591003757e-15,1.2612575803310882e-15,0.0,0.0,2.6645352591003757e-15,1.2612575803310882e-15,True
edge_switch_113_before,MMS_B,0.007294697347969106,0.0,0.0,0.0,0.0,3.774758283725532e-15,1.5569609143492807e-15,2.498001805406602e-16,7.050638065437038e-16,0.0,0.0,3.774758283725532e-15,1.7865842848845336e-15,0.0,0.0,3.774758283725532e-15,1.7865842848845336e-15,True
edge_switch_113_after,MMS_B,0.007294697367969108,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1677206854617848e-15,2.220446049250313e-16,6.267233835955234e-16,0.0,0.0,2.7755575615628914e-15,1.3136649155091604e-15,0.0,0.0,2.7755575615628914e-15,1.3136649155091604e-15,True
edge_switch_114_before,MMS_B,0.0077783385856242055,0.0,0.0,0.0,0.0,3.3306690738754696e-15,1.3649465547558967e-15,2.220446049250313e-16,6.267494852969536e-16,0.0,0.0,3.3306690738754696e-15,1.5796872054467946e-15,0.0,0.0,3.3306690738754696e-15,1.5796872054467946e-15,True
edge_switch_114_after,MMS_B,0.007778338605624206,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.09964369585305e-16,1.8041124150158794e-16,5.09233956804619e-16,0.0,0.0,2.220446049250313e-15,1.053124803689803e-15,0.0,0.0,2.220446049250313e-15,1.053124803689803e-15,True
edge_switch_115_before,MMS_B,0.007831590771446172,0.0,0.0,0.0,0.0,2.3314683517128287e-15,9.547554944638674e-16,2.220446049250313e-16,6.267522371550269e-16,0.0,0.0,2.220446049250313e-15,1.0532719258160724e-15,0.0,0.0,2.220446049250313e-15,1.0532719258160724e-15,True
edge_switch_115_after,MMS_B,0.007831590791446172,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.2730073255964209e-15,2.7755575615628914e-16,7.834402964450702e-16,0.0,0.0,3.3306690738754696e-15,1.5799078888017308e-15,0.0,0.0,3.3306690738754696e-15,1.5799078888017308e-15,True
edge_switch_116_before,MMS_B,0.007313853628418033,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.2818869863078635e-15,1.942890293094024e-16,5.483838985337582e-16,0.0,0.0,3.1086244689504383e-15,1.4714671768848604e-15,0.0,0.0,3.1086244689504383e-15,1.4714671768848604e-15,True
edge_switch_116_after,MMS_B,0.007313853648418032,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.098760273695068e-15,2.7755575615628914e-16,7.834055693353363e-16,0.0,0.0,2.6645352591003757e-15,1.2612575803311346e-15,0.0,0.0,2.6645352591003757e-15,1.2612575803311346e-15,True
edge_switch_117_before,MMS_B,0.007785892418306273,0.0,0.0,0.0,0.0,3.3861802251067274e-15,1.387550429833282e-15,2.220446049250313e-16,6.267498771221969e-16,0.0,0.0,3.3306690738754696e-15,1.5797202254130702e-15,0.0,0.0,3.3306690738754696e-15,1.5797202254130702e-15,True
edge_switch_117_after,MMS_B,0.007785892438306272,0.0,0.0,0.0,0.0,2.7200464103316335e-15,1.1145896892291102e-15,3.0531133177191805e-16,8.617810810444455e-16,0.0,0.0,2.6645352591003757e-15,1.2637761803998072e-15,0.0,0.0,2.6645352591003757e-15,1.2637761803998072e-15,True
edge_switch_118_before,MMS_B,0.007851149373455305,0.0,0.0,0.0,0.0,2.4424906541753444e-15,9.99946660056994e-16,2.220446049250313e-16,6.267532417856751e-16,0.0,0.0,2.220446049250313e-15,1.0533212395118739e-15,0.0,0.0,2.220446049250313e-15,1.0533212395118739e-15,True
edge_switch_118_after,MMS_B,0.007851149393455305,0.0,0.0,0.0,0.0,3.3306690738754696e-15,1.363563626968749e-15,2.3592239273284576e-16,6.659253193983695e-16,0.0,0.0,3.552713678800501e-15,1.6853139832974899e-15,0.0,0.0,3.552713678800501e-15,1.6853139832974899e-15,True
edge_switch_119_before,MMS_B,0.007831590771446267,0.0,0.0,0.0,0.0,3.497202527569243e-15,1.4321332416956195e-15,2.220446049250313e-16,6.267522371550269e-16,0.0,0.0,3.552713678800501e-15,1.6852350813057222e-15,0.0,0.0,3.552713678800501e-15,1.6852350813057222e-15,True
edge_switch_119_after,MMS_B,0.007831590791446267,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.0929094685478e-16,2.220446049250313e-16,6.267522371560564e-16,0.0,0.0,2.220446049250313e-15,1.0532719258678246e-15,0.0,0.0,2.220446049250313e-15,1.0532719258678246e-15,True
edge_switch_120_before,MMS_B,0.007778338585624726,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.182953680788579e-15,2.220446049250313e-16,6.267494852969547e-16,0.0,0.0,2.886579864025407e-15,1.3690622447205677e-15,0.0,0.0,2.886579864025407e-15,1.3690622447205677e-15,True
edge_switch_120_after,MMS_B,0.007778338605624725,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.091957243502494e-15,3.191891195797325e-16,9.009523851158643e-16,0.0,0.0,3.1086244689504383e-15,1.4743747251656226e-15,0.0,0.0,3.1086244689504383e-15,1.4743747251656226e-15,True
edge_switch_121_before,MMS_B,0.007294697347968839,0.0,0.0,0.0,0.0,3.219646771412954e-15,1.3279960740038042e-15,2.220446049250313e-16,6.267233835944034e-16,0.0,0.0,3.3306690738754696e-15,1.5763978984273958e-15,0.0,0.0,3.3306690738754696e-15,1.5763978984273958e-15,True
edge_switch_121_after,MMS_B,0.00729469736796884,0.0,0.0,0.0,0.0,3.164135620181696e-15,1.3050995896336951e-15,3.0531133177191805e-16,8.617446524438464e-16,0.0,0.0,3.1086244689504383e-15,1.4713047053705015e-15,0.0,0.0,3.1086244689504383e-15,1.4713047053705015e-15,True
