label,solution,time,density_absolute_linf,density_relative_linf,pressure_absolute_linf,pressure_relative_linf,pressure_acceleration_absolute_linf,pressure_acceleration_relative_linf,viscosity_acceleration_absolute_linf,viscosity_acceleration_relative_linf,source_absolute_linf,source_relative_linf,total_acceleration_absolute_linf,total_acceleration_relative_linf,dx_dt_absolute_linf,dx_dt_relative_linf,dv_dt_absolute_linf,dv_dt_relative_linf,finite
edge_switch_31_before,MMS_B,0.006771850696855624,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1754472962051447e-15,2.220446049250313e-16,6.266961614663434e-16,0.0,0.0,2.886579864025407e-15,1.3630314552053901e-15,0.0,0.0,2.886579864025407e-15,1.3630314552053901e-15,True
edge_switch_31_after,MMS_B,0.006771850716855625,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.106303337328972e-15,1.942890293094024e-16,5.483591412838604e-16,0.0,0.0,2.6645352591003757e-15,1.2581828817841043e-15,0.0,0.0,2.6645352591003757e-15,1.2581828817841043e-15,True
edge_switch_32_before,MMS_B,0.006685326596268578,0.0,0.0,0.0,0.0,3.941291737419306e-15,1.6381597599896038e-15,2.0122792321330962e-16,5.679397379713791e-16,0.0,0.0,3.9968028886505635e-15,1.8868669411696965e-15,0.0,0.0,3.9968028886505635e-15,1.8868669411696965e-15,True
edge_switch_32_after,MMS_B,0.006685326616268577,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.2920696695334266e-15,2.498001805406602e-16,7.050286402413899e-16,0.0,0.0,3.1086244689504383e-15,1.4675631765468424e-15,0.0,0.0,3.1086244689504383e-15,1.4675631765468424e-15,True
edge_switch_33_before,MMS_B,0.0062133793377333645,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.206467249259813e-15,2.220446049250313e-16,6.266689764831856e-16,0.0,0.0,3.1086244689504383e-15,1.4646282125301532e-15,0.0,0.0,3.1086244689504383e-15,1.4646282125301532e-15,True
edge_switch_33_after,MMS_B,0.006213379357733365,0.0,0.0,0.0,0.0,1.942890293094024e-15,8.12045263741358e-16,2.7755575615628914e-16,7.833362206052591e-16,0.0,0.0,1.9984014443252818e-15,9.41546708162741e-16,0.0,0.0,1.9984014443252818e-15,9.41546708162741e-16,True
edge_switch_34_before,MMS_B,0.006199402208417868,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.021017569668004e-15,2.0816681711721685e-16,5.875014954477173e-16,0.0,0.0,2.6645352591003757e-15,1.2552946137003857e-15,0.0,0.0,2.6645352591003757e-15,1.2552946137003857e-15,True
edge_switch_34_after,MMS_B,0.0061994022284178685,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.2066571275179914e-15,2.7755575615628914e-16,7.833353272649028e-16,0.0,0.0,2.6645352591003757e-15,1.2552946138458944e-15,0.0,0.0,2.6645352591003757e-15,1.2552946138458944e-15,True
edge_switch_35_before,MMS_B,0.006698336709799415,0.0,0.0,0.0,0.0,2.942091015256665e-15,1.2226560636671717e-15,2.0816681711721685e-16,5.875244397607924e-16,0.0,0.0,2.886579864025407e-15,1.3627855589950526e-15,0.0,0.0,2.886579864025407e-15,1.3627855589950526e-15,True
edge_switch_35_after,MMS_B,0.006698336729799414,0.0,0.0,0.0,0.0,1.9984014443252818e-15,8.304833637960826e-16,2.7755575615628914e-16,7.833659196822279e-16,0.0,0.0,2.220446049250313e-15,1.0482965838985093e-15,0.0,0.0,2.220446049250313e-15,1.0482965838985093e-15,True
edge_switch_36_before,MMS_B,0.006752035701114491,0.0,0.0,0.0,0.0,2.1094237467877974e-15,8.760394415104403e-16,2.498001805406602e-16,7.050321479837673e-16,0.0,0.0,2.220446049250313e-15,1.0484382473238644e-15,0.0,0.0,2.220446049250313e-15,1.0484382473238644e-15,True
edge_switch_36_after,MMS_B,0.006752035721114491,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1065761363698375e-15,2.220446049250313e-16,6.266952426531661e-16,0.0,0.0,2.6645352591003757e-15,1.258125896847967e-15,0.0,0.0,2.6645352591003757e-15,1.258125896847967e-15,True
edge_switch_37_before,MMS_B,0.006632265260710505,0.0,0.0,0.0,0.0,2.942091015256665e-15,1.2236451370052927e-15,2.220446049250313e-16,6.266896173438171e-16,0.0,0.0,2.9976021664879227e-15,1.4149300109495232e-15,0.0,0.0,2.9976021664879227e-15,1.4149300109495232e-15,True
edge_switch_37_after,MMS_B,0.006632265280710505,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1082069162633466e-15,1.942890293094024e-16,5.483534151766717e-16,0.0,0.0,3.1086244689504383e-15,1.4673348262609459e-15,0.0,0.0,3.1086244689504383e-15,1.4673348262609459e-15,True
edge_switch_38_before,MMS_B,0.006632265260710505,0.0,0.0,0.0,0.0,2.942091015256665e-15,1.2236451370052927e-15,2.220446049250313e-16,6.266896173438171e-16,0.0,0.0,2.9976021664879227e-15,1.4149300109495232e-15,0.0,0.0,2.9976021664879227e-15,1.4149300109495232e-15,True
edge_switch_38_after,MMS_B,0.006632265280710505,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1082069162633466e-15,1.942890293094024e-16,5.483534151766717e-16,0.0,0.0,3.1086244689504383e-15,1.4673348262609459e-15,0.0,0.0,3.1086244689504383e-15,1.4673348262609459e-15,True
edge_switch_39_before,MMS_B,0.006698336709799415,0.0,0.0,0.0,0.0,2.942091015256665e-15,1.2226560636671717e-15,2.0816681711721685e-16,5.875244397607924e-16,0.0,0.0,2.886579864025407e-15,1.3627855589950526e-15,0.0,0.0,2.886579864025407e-15,1.3627855589950526e-15,True
edge_switch_39_after,MMS_B,0.006698336729799414,0.0,0.0,0.0,0.0,1.9984014443252818e-15,8.304833637960826e-16,2.7755575615628914e-16,7.833659196822279e-16,0.0,0.0,2.220446049250313e-15,1.0482965838985093e-15,0.0,0.0,2.220446049250313e-15,1.0482965838985093e-15,True
edge_switch_40_before,MMS_B,0.006752035701114491,0.0,0.0,0.0,0.0,2.1094237467877974e-15,8.760394415104403e-16,2.498001805406602e-16,7.050321479837673e-16,0.0,0.0,2.220446049250313e-15,1.0484382473238644e-15,0.0,0.0,2.220446049250313e-15,1.0484382473238644e-15,True
edge_switch_40_after,MMS_B,0.006752035721114491,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1065761363698375e-15,2.220446049250313e-16,6.266952426531661e-16,0.0,0.0,2.6645352591003757e-15,1.258125896847967e-15,0.0,0.0,2.6645352591003757e-15,1.258125896847967e-15,True
edge_switch_41_before,MMS_B,0.0062133793377333645,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.206467249259813e-15,2.220446049250313e-16,6.266689764831856e-16,0.0,0.0,3.1086244689504383e-15,1.4646282125301532e-15,0.0,0.0,3.1086244689504383e-15,1.4646282125301532e-15,True
edge_switch_41_after,MMS_B,0.006213379357733365,0.0,0.0,0.0,0.0,1.942890293094024e-15,8.12045263741358e-16,2.7755575615628914e-16,7.833362206052591e-16,0.0,0.0,1.9984014443252818e-15,9.41546708162741e-16,0.0,0.0,1.9984014443252818e-15,9.41546708162741e-16,True
edge_switch_42_before,MMS_B,0.006199402208417868,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.021017569668004e-15,2.0816681711721685e-16,5.875014954477173e-16,0.0,0.0,2.6645352591003757e-15,1.2552946137003857e-15,0.0,0.0,2.6645352591003757e-15,1.2552946137003857e-15,True
edge_switch_42_after,MMS_B,0.0061994022284178685,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.2066571275179914e-15,2.7755575615628914e-16,7.833353272649028e-16,0.0,0.0,2.6645352591003757e-15,1.2552946138458944e-15,0.0,0.0,2.6645352591003757e-15,1.2552946138458944e-15,True
edge_switch_43_before,MMS_B,0.006771850696855624,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1754472962051447e-15,2.220446049250313e-16,6.266961614663434e-16,0.0,0.0,2.886579864025407e-15,1.3630314552053901e-15,0.0,0.0,2.886579864025407e-15,1.3630314552053901e-15,True
edge_switch_43_after,MMS_B,0.006771850716855625,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.106303337328972e-15,1.942890293094024e-16,5.483591412838604e-16,0.0,0.0,2.6645352591003757e-15,1.2581828817841043e-15,0.0,0.0,2.6645352591003757e-15,1.2581828817841043e-15,True
edge_switch_44_before,MMS_B,0.006685326596268578,0.0,0.0,0.0,0.0,3.941291737419306e-15,1.6381597599896038e-15,2.0122792321330962e-16,5.679397379713791e-16,0.0,0.0,3.9968028886505635e-15,1.8868669411696965e-15,0.0,0.0,3.9968028886505635e-15,1.8868669411696965e-15,True
edge_switch_44_after,MMS_B,0.006685326616268577,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.2920696695334266e-15,2.498001805406602e-16,7.050286402413899e-16,0.0,0.0,3.1086244689504383e-15,1.4675631765468424e-15,0.0,0.0,3.1086244689504383e-15,1.4675631765468424e-15,True
edge_switch_45_before,MMS_B,0.006628074001909063,0.0,0.0,0.0,0.0,2.55351295663786e-15,1.0620857760117518e-15,1.942890293094024e-16,5.483532409826092e-16,0.0,0.0,2.55351295663786e-15,1.2052950289809053e-15,0.0,0.0,2.55351295663786e-15,1.2052950289809053e-15,True
edge_switch_45_after,MMS_B,0.0066280740219090625,0.0,0.0,0.0,0.0,3.774758283725532e-15,1.5700398424182052e-15,1.942890293094024e-16,5.483532409834399e-16,0.0,0.0,3.552713678800501e-15,1.6769322143391908e-15,0.0,0.0,3.552713678800501e-15,1.6769322143391908e-15,True
edge_switch_46_before,MMS_B,0.006664885901422632,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.231382087755971e-16,2.220446049250313e-16,6.266911616273299e-16,0.0,0.0,2.220446049250313e-15,1.048198765359429e-15,0.0,0.0,2.220446049250313e-15,1.048198765359429e-15,True
edge_switch_46_after,MMS_B,0.0066648859214226315,0.0,0.0,0.0,0.0,3.0531133177191805e-15,1.269315036755758e-15,2.220446049250313e-16,6.266911616282742e-16,0.0,0.0,2.9976021664879227e-15,1.4150683333175378e-15,0.0,0.0,2.9976021664879227e-15,1.4150683333175378e-15,True
edge_switch_47_before,MMS_B,0.006660614780471086,0.0,0.0,0.0,0.0,3.941291737419306e-15,1.638655937956414e-15,2.3592239273284576e-16,6.658591449449568e-16,0.0,0.0,3.9968028886505635e-15,1.886734344434778e-15,0.0,0.0,3.9968028886505635e-15,1.886734344434778e-15,True
edge_switch_47_after,MMS_B,0.0066606148004710874,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.200142376801044e-15,2.7755575615628914e-16,7.833636999364232e-16,0.0,0.0,2.886579864025407e-15,1.3626414710606717e-15,0.0,0.0,2.886579864025407e-15,1.3626414710606717e-15,True
edge_switch_48_before,MMS_B,0.006664885901422869,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.231382087757135e-16,3.0531133177191805e-16,8.617003472375794e-16,0.0,0.0,2.220446049250313e-15,1.0481987653595164e-15,0.0,0.0,2.220446049250313e-15,1.0481987653595164e-15,True
edge_switch_48_after,MMS_B,0.006664885921422869,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1077658502597695e-15,2.7755575615628914e-16,7.833639520353426e-16,0.0,0.0,2.6645352591003757e-15,1.2578385185042389e-15,0.0,0.0,2.6645352591003757e-15,1.2578385185042389e-15,True
edge_switch_49_before,MMS_B,0.006660614780470057,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.2924610214865763e-15,2.220446049250313e-16,6.266909599481942e-16,0.0,0.0,2.886579864025407e-15,1.3626414709805592e-15,0.0,0.0,2.886579864025407e-15,1.3626414709805592e-15,True
edge_switch_49_after,MMS_B,0.006660614800470058,0.0,0.0,0.0,0.0,4.496403249731884e-15,1.8694525484786786e-15,2.220446049250313e-16,6.26690959949139e-16,0.0,0.0,4.440892098500626e-15,2.0963714939393737e-15,0.0,0.0,4.440892098500626e-15,2.0963714939393737e-15,True
edge_switch_50_before,MMS_B,0.006752035701114585,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1757371451850606e-15,2.3592239273284576e-16,6.658636953180026e-16,0.0,0.0,2.7755575615628914e-15,1.3105478091551927e-15,0.0,0.0,2.7755575615628914e-15,1.3105478091551927e-15,True
edge_switch_50_after,MMS_B,0.0067520357211145856,0.0,0.0,0.0,0.0,2.7200464103316335e-15,1.129629805877515e-15,1.6653345369377348e-16,4.700214319898746e-16,0.0,0.0,2.6645352591003757e-15,1.2581258968479693e-15,0.0,0.0,2.6645352591003757e-15,1.2581258968479693e-15,True
edge_switch_51_before,MMS_B,0.006213379337734411,0.0,0.0,0.0,0.0,4.829470157119431e-15,2.0185125131837244e-15,2.498001805406602e-16,7.050025985435841e-16,0.0,0.0,4.884981308350689e-15,2.301558619689854e-15,0.0,0.0,4.884981308350689e-15,2.301558619689854e-15,True
edge_switch_51_after,MMS_B,0.006213379357734411,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1832659557377829e-15,2.220446049250313e-16,6.266689764842077e-16,0.0,0.0,2.886579864025407e-15,1.360011911790644e-15,0.0,0.0,2.886579864025407e-15,1.360011911790644e-15,True
edge_switch_52_before,MMS_B,0.006698336709798844,0.0,0.0,0.0,0.0,3.552713678800501e-15,1.4764148693341325e-15,2.220446049250313e-16,6.266927357448439e-16,0.0,0.0,3.6637359812630166e-15,1.7296893633397214e-15,0.0,0.0,3.6637359812630166e-15,1.7296893633397214e-15,True
edge_switch_52_after,MMS_B,0.006698336729798844,0.0,0.0,0.0,0.0,2.7755575615628914e-15,1.1534491163834325e-15,2.220446049250313e-16,6.266927357457827e-16,0.0,0.0,2.7755575615628914e-15,1.310370729873094e-15,0.0,0.0,2.7755575615628914e-15,1.310370729873094e-15,True
edge_switch_53_before,MMS_B,0.006632265260710653,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.2005574929108322e-15,2.220446049250313e-16,6.266896173438182e-16,0.0,0.0,2.886579864025407e-15,1.36252519572909e-15,0.0,0.0,2.886579864025407e-15,1.36252519572909e-15,True
edge_switch_53_after,MMS_B,0.006632265280710654,0.0,0.0,0.0,0.0,3.164135620181696e-15,1.3159957130626766e-15,1.942890293094024e-16,5.483534151766722e-16,0.0,0.0,3.1086244689504383e-15,1.4673348262607993e-15,0.0,0.0,3.1086244689504383e-15,1.4673348262607993e-15,True
edge_switch_54_before,MMS_B,0.0066280740019085595,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.2929739881882922e-15,2.220446049250313e-16,6.266894182658393e-16,0.0,0.0,2.9976021664879227e-15,1.4149115557599666e-15,0.0,0.0,2.9976021664879227e-15,1.4149115557599666e-15,True
edge_switch_54_after,MMS_B,0.00662807402190856,0.0,0.0,0.0,0.0,2.9976021664879227e-15,1.2467963454496585e-15,3.608224830031759e-16,1.018370304683533e-15,0.0,0.0,2.9976021664879227e-15,1.4149115558485988e-15,0.0,0.0,2.9976021664879227e-15,1.4149115558485988e-15,True
edge_switch_55_before,MMS_B,0.006685326596268347,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.229069070363466e-16,2.498001805406602e-16,7.050286402403321e-16,0.0,0.0,2.220446049250313e-15,1.0482594117609723e-15,0.0,0.0,2.220446049250313e-15,1.0482594117609723e-15,True
edge_switch_55_after,MMS_B,0.006685326616268347,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1767063061821022e-15,1.942890293094024e-16,5.483556090766361e-16,0.0,0.0,2.7755575615628914e-15,1.3103242647738868e-15,0.0,0.0,2.7755575615628914e-15,1.3103242647738868e-15,True
edge_switch_56_before,MMS_B,0.0061994022084169076,0.0,0.0,0.0,0.0,4.107825191113079e-15,1.7171659126235368e-15,2.220446049250313e-16,6.266682618108986e-16,0.0,0.0,4.107825191113079e-15,1.935245862787853e-15,0.0,0.0,4.107825191113079e-15,1.935245862787853e-15,True
edge_switch_56_after,MMS_B,0.006199402228416907,0.0,0.0,0.0,0.0,2.609024107869118e-15,1.090632403718248e-15,2.498001805406602e-16,7.050017945384119e-16,0.0,0.0,2.6645352591003757e-15,1.2552946138458804e-15,0.0,0.0,2.6645352591003757e-15,1.2552946138458804e-15,True
edge_switch_57_before,MMS_B,0.006771850696855234,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.0141113928042968e-15,1.6653345369377348e-16,4.700221210997576e-16,0.0,0.0,2.4424906541753444e-15,1.1533343082508626e-15,0.0,0.0,2.4424906541753444e-15,1.1533343082508626e-15,True
edge_switch_57_after,MMS_B,0.006771850716855235,0.0,0.0,0.0,0.0,3.552713678800501e-15,1.47507111643847e-15,2.220446049250313e-16,6.266961614672693e-16,0.0,0.0,3.552713678800501e-15,1.677577175711799e-15,0.0,0.0,3.552713678800501e-15,1.677577175711799e-15,True
edge_switch_58_before,MMS_B,0.006685326596268347,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.229069070363466e-16,2.498001805406602e-16,7.050286402403321e-16,0.0,0.0,2.220446049250313e-15,1.0482594117609723e-15,0.0,0.0,2.220446049250313e-15,1.0482594117609723e-15,True
edge_switch_58_after,MMS_B,0.006685326616268347,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1767063061821022e-15,1.942890293094024e-16,5.483556090766361e-16,0.0,0.0,2.7755575615628914e-15,1.3103242647738868e-15,0.0,0.0,2.7755575615628914e-15,1.3103242647738868e-15,True
edge_switch_59_before,MMS_B,0.006213379337734411,0.0,0.0,0.0,0.0,4.829470157119431e-15,2.0185125131837244e-15,2.498001805406602e-16,7.050025985435841e-16,0.0,0.0,4.884981308350689e-15,2.301558619689854e-15,0.0,0.0,4.884981308350689e-15,2.301558619689854e-15,True
edge_switch_59_after,MMS_B,0.006213379357734411,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1832659557377829e-15,2.220446049250313e-16,6.266689764842077e-16,0.0,0.0,2.886579864025407e-15,1.360011911790644e-15,0.0,0.0,2.886579864025407e-15,1.360011911790644e-15,True
edge_switch_60_before,MMS_B,0.006628074001909063,0.0,0.0,0.0,0.0,2.55351295663786e-15,1.0620857760117518e-15,1.942890293094024e-16,5.483532409826092e-16,0.0,0.0,2.55351295663786e-15,1.2052950289809053e-15,0.0,0.0,2.55351295663786e-15,1.2052950289809053e-15,True
edge_switch_60_after,MMS_B,0.0066280740219090625,0.0,0.0,0.0,0.0,3.774758283725532e-15,1.5700398424182052e-15,1.942890293094024e-16,5.483532409834399e-16,0.0,0.0,3.552713678800501e-15,1.6769322143391908e-15,0.0,0.0,3.552713678800501e-15,1.6769322143391908e-15,True
edge_switch_61_before,MMS_B,0.006771850696855234,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.0141113928042968e-15,1.6653345369377348e-16,4.700221210997576e-16,0.0,0.0,2.4424906541753444e-15,1.1533343082508626e-15,0.0,0.0,2.4424906541753444e-15,1.1533343082508626e-15,True
edge_switch_61_after,MMS_B,0.006771850716855235,0.0,0.0,0.0,0.0,3.552713678800501e-15,1.47507111643847e-15,2.220446049250313e-16,6.266961614672693e-16,0.0,0.0,3.552713678800501e-15,1.677577175711799e-15,0.0,0.0,3.552713678800501e-15,1.677577175711799e-15,True
edge_switch_62_before,MMS_B,0.006632265260710505,0.0,0.0,0.0,0.0,2.942091015256665e-15,1.2236451370052927e-15,2.220446049250313e-16,6.266896173438171e-16,0.0,0.0,2.9976021664879227e-15,1.4149300109495232e-15,0.0,0.0,2.9976021664879227e-15,1.4149300109495232e-15,True
edge_switch_62_after,MMS_B,0.006632265280710505,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1082069162633466e-15,1.942890293094024e-16,5.483534151766717e-16,0.0,0.0,3.1086244689504383e-15,1.4673348262609459e-15,0.0,0.0,3.1086244689504383e-15,1.4673348262609459e-15,True
edge_switch_63_before,MMS_B,0.006698336709798844,0.0,0.0,0.0,0.0,3.552713678800501e-15,1.4764148693341325e-15,2.220446049250313e-16,6.266927357448439e-16,0.0,0.0,3.6637359812630166e-15,1.7296893633397214e-15,0.0,0.0,3.6637359812630166e-15,1.7296893633397214e-15,True
edge_switch_63_after,MMS_B,0.006698336729798844,0.0,0.0,0.0,0.0,2.7755575615628914e-15,1.1534491163834325e-15,2.220446049250313e-16,6.266927357457827e-16,0.0,0.0,2.7755575615628914e-15,1.310370729873094e-15,0.0,0.0,2.7755575615628914e-15,1.310370729873094e-15,True
edge_switch_64_before,MMS_B,0.00677185069685546,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.219194480038716e-16,2.220446049250313e-16,6.266961614663428e-16,0.0,0.0,2.6645352591003757e-15,1.2581828817280917e-15,0.0,0.0,2.6645352591003757e-15,1.2581828817280917e-15,True
edge_switch_64_after,MMS_B,0.006771850716855461,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.0141113925515572e-15,2.498001805406602e-16,7.050331816506775e-16,0.0,0.0,2.6645352591003757e-15,1.2581828817842903e-15,0.0,0.0,2.6645352591003757e-15,1.2581828817842903e-15,True
edge_switch_65_before,MMS_B,0.0066280740019085595,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.2929739881882922e-15,2.220446049250313e-16,6.266894182658393e-16,0.0,0.0,2.9976021664879227e-15,1.4149115557599666e-15,0.0,0.0,2.9976021664879227e-15,1.4149115557599666e-15,True
edge_switch_65_after,MMS_B,0.00662807402190856,0.0,0.0,0.0,0.0,2.9976021664879227e-15,1.2467963454496585e-15,3.608224830031759e-16,1.018370304683533e-15,0.0,0.0,2.9976021664879227e-15,1.4149115558485988e-15,0.0,0.0,2.9976021664879227e-15,1.4149115558485988e-15,True
edge_switch_66_before,MMS_B,0.0067520357011144755,0.0,0.0,0.0,0.0,2.4980018054066022e-15,1.0374151281043097e-15,2.7755575615628914e-16,7.833690533152976e-16,0.0,0.0,2.55351295663786e-15,1.2057039844224652e-15,0.0,0.0,2.55351295663786e-15,1.2057039844224652e-15,True
edge_switch_66_after,MMS_B,0.006752035721114475,0.0,0.0,0.0,0.0,2.3869795029440866e-15,9.913077888313301e-16,2.498001805406602e-16,7.050321479848122e-16,0.0,0.0,2.4424906541753444e-15,1.1532820721105773e-15,0.0,0.0,2.4424906541753444e-15,1.1532820721105773e-15,True
edge_switch_67_before,MMS_B,0.006632265260710653,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.2005574929108322e-15,2.220446049250313e-16,6.266896173438182e-16,0.0,0.0,2.886579864025407e-15,1.36252519572909e-15,0.0,0.0,2.886579864025407e-15,1.36252519572909e-15,True
edge_switch_67_after,MMS_B,0.006632265280710654,0.0,0.0,0.0,0.0,3.164135620181696e-15,1.3159957130626766e-15,1.942890293094024e-16,5.483534151766722e-16,0.0,0.0,3.1086244689504383e-15,1.4673348262607993e-15,0.0,0.0,3.1086244689504383e-15,1.4673348262607993e-15,True
edge_switch_68_before,MMS_B,0.006685326596268595,0.0,0.0,0.0,0.0,2.7755575615628914e-15,1.1536336337953507e-15,2.220446049250313e-16,6.266921246580733e-16,0.0,0.0,2.886579864025407e-15,1.3627372352892351e-15,0.0,0.0,2.886579864025407e-15,1.3627372352892351e-15,True
edge_switch_68_after,MMS_B,0.006685326616268596,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.229069068095418e-16,1.942890293094024e-16,5.483556090766365e-16,0.0,0.0,2.220446049250313e-15,1.0482594118191266e-15,0.0,0.0,2.220446049250313e-15,1.0482594118191266e-15,True
edge_switch_69_before,MMS_B,0.006752035701114585,0.0,0.0,0.0,0.0,2.831068712794149e-15,1.1757371451850606e-15,2.3592239273284576e-16,6.658636953180026e-16,0.0,0.0,2.7755575615628914e-15,1.3105478091551927e-15,0.0,0.0,2.7755575615628914e-15,1.3105478091551927e-15,True
edge_switch_69_after,MMS_B,0.0067520357211145856,0.0,0.0,0.0,0.0,2.7200464103316335e-15,1.129629805877515e-15,1.6653345369377348e-16,4.700214319898746e-16,0.0,0.0,2.6645352591003757e-15,1.2581258968479693e-15,0.0,0.0,2.6645352591003757e-15,1.2581258968479693e-15,True
edge_switch_70_before,MMS_B,0.0061994022084169076,0.0,0.0,0.0,0.0,4.107825191113079e-15,1.7171659126235368e-15,2.220446049250313e-16,6.266682618108986e-16,0.0,0.0,4.107825191113079e-15,1.935245862787853e-15,0.0,0.0,4.107825191113079e-15,1.935245862787853e-15,True
edge_switch_70_after,MMS_B,0.006199402228416907,0.0,0.0,0.0,0.0,2.609024107869118e-15,1.090632403718248e-15,2.498001805406602e-16,7.050017945384119e-16,0.0,0.0,2.6645352591003757e-15,1.2552946138458804e-15,0.0,0.0,2.6645352591003757e-15,1.2552946138458804e-15,True
edge_switch_71_before,MMS_B,0.006698336709798844,0.0,0.0,0.0,0.0,3.552713678800501e-15,1.4764148693341325e-15,2.220446049250313e-16,6.266927357448439e-16,0.0,0.0,3.6637359812630166e-15,1.7296893633397214e-15,0.0,0.0,3.6637359812630166e-15,1.7296893633397214e-15,True
edge_switch_71_after,MMS_B,0.006698336729798844,0.0,0.0,0.0,0.0,2.7755575615628914e-15,1.1534491163834325e-15,2.220446049250313e-16,6.266927357457827e-16,0.0,0.0,2.7755575615628914e-15,1.310370729873094e-15,0.0,0.0,2.7755575615628914e-15,1.310370729873094e-15,True
edge_switch_72_before,MMS_B,0.006660614780471086,0.0,0.0,0.0,0.0,3.941291737419306e-15,1.638655937956414e-15,2.3592239273284576e-16,6.658591449449568e-16,0.0,0.0,3.9968028886505635e-15,1.886734344434778e-15,0.0,0.0,3.9968028886505635e-15,1.886734344434778e-15,True
edge_switch_72_after,MMS_B,0.0066606148004710874,0.0,0.0,0.0,0.0,2.886579864025407e-15,1.200142376801044e-15,2.7755575615628914e-16,7.833636999364232e-16,0.0,0.0,2.886579864025407e-15,1.3626414710606717e-15,0.0,0.0,2.886579864025407e-15,1.3626414710606717e-15,True
edge_switch_73_before,MMS_B,0.006664885901422632,0.0,0.0,0.0,0.0,2.220446049250313e-15,9.231382087755971e-16,2.220446049250313e-16,6.266911616273299e-16,0.0,0.0,2.220446049250313e-15,1.048198765359429e-15,0.0,0.0,2.220446049250313e-15,1.048198765359429e-15,True
edge_switch_73_after,MMS_B,0.0066648859214226315,0.0,0.0,0.0,0.0,3.0531133177191805e-15,1.269315036755758e-15,2.220446049250313e-16,6.266911616282742e-16,0.0,0.0,2.9976021664879227e-15,1.4150683333175378e-15,0.0,0.0,2.9976021664879227e-15,1.4150683333175378e-15,True
edge_switch_74_before,MMS_B,0.006213379337734411,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1136620762392045e-15,2.220446049250313e-16,6.26668976483186e-16,0.0,0.0,2.6645352591003757e-15,1.2553956107401364e-15,0.0,0.0,2.6645352591003757e-15,1.2553956107401364e-15,True
edge_switch_74_after,MMS_B,0.0062133793577344104,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1136620759882933e-15,2.220446049250313e-16,6.266689764842078e-16,0.0,0.0,2.6645352591003757e-15,1.2553956108834688e-15,0.0,0.0,2.6645352591003757e-15,1.2553956108834688e-15,True
edge_switch_75_before,MMS_B,0.006213379337734411,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1136620762392045e-15,2.220446049250313e-16,6.26668976483186e-16,0.0,0.0,2.6645352591003757e-15,1.2553956107401364e-15,0.0,0.0,2.6645352591003757e-15,1.2553956107401364e-15,True
edge_switch_75_after,MMS_B,0.0062133793577344104,0.0,0.0,0.0,0.0,2.6645352591003757e-15,1.1136620759882933e-15,2.220446049250313e-16,6.266689764842078e-16,0.0,0.0,2.6645352591003757e-15,1.2553956108834688e-15,0.0,0.0,2.6645352591003757e-15,1.2553956108834688e-15,True
edge_switch_76_before,MMS_B,0.006660614780470057,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.2924610214865763e-15,2.220446049250313e-16,6.266909599481942e-16,0.0,0.0,2.886579864025407e-15,1.3626414709805592e-15,0.0,0.0,2.886579864025407e-15,1.3626414709805592e-15,True
