particle_i,particle_j,time_before,time_after,estimated_event_time,ratio_before,ratio_after,added,reciprocal,evaluation_ratio_before,evaluation_ratio_after,directed_edge_before,reverse_edge_before,directed_edge_after,reverse_edge_after,pressure_before_l2,pressure_after_l2,viscosity_before_l2,viscosity_after_l2,pair_total_max_l2,aggregated_rhs_jump_linf
25,216,0.006,0.007,0.006752035711114491,1.0016689611874747,0.9994499095373343,True,True,1.0000000000221865,0.9999999999778134,False,False,True,True,0.0,3.2978552523794107e-53,0.0,2.1132972543054096e-53,5.233507049060128e-53,5.623705945367874e-10
30,222,0.006,0.007,0.006632265270710505,0.9985472167611342,1.0008449772751287,False,True,0.9999999999770218,1.0000000000229776,True,True,False,False,1.0598727998716328e-52,0.0,2.2773208419294235e-53,0.0,8.346865360540756e-53,5.511666678614802e-10
33,225,0.006,0.007,0.006632265270710505,0.9985472167611342,1.0008449772751287,False,True,0.9999999999770218,1.0000000000229776,True,True,False,False,1.0578333153870517e-52,0.0,2.2729386551947585e-53,0.0,8.330803713898557e-53,5.511666678614802e-10
38,231,0.006,0.007,0.0066983367197994146,1.0015607103466875,0.9993259336232703,True,True,1.0000000000223466,0.9999999999776538,False,False,True,True,0.0,1.3102782933362904e-52,0.0,2.0509545598535116e-53,1.5026669411320063e-52,5.564939620228415e-10
39,230,0.006,0.007,0.006752035711114491,1.0016689611874747,0.9994499095373343,True,True,1.0000000000221865,0.9999999999778134,False,False,True,True,0.0,3.293974673651355e-53,0.0,2.1108105422650715e-53,5.227348793295043e-53,5.623705945367874e-10
39,232,0.006,0.007,0.006213379347733365,1.000513372080165,0.9981080235365349,True,True,1.0000000000240576,0.999999999975943,False,False,True,True,0.0,1.660990640224706e-52,0.0,3.3186395583983943e-53,1.9637596198643604e-52,5.963149973808868e-10
40,231,0.006,0.007,0.0061994022184178686,1.0004819695705038,0.998065449679544,True,True,1.0000000000241691,0.9999999999758307,False,False,True,True,0.0,1.5473907241789445e-53,0.0,3.3970945723198006e-53,4.836574841933358e-53,5.97558447168467e-10
40,233,0.006,0.007,0.006771850706855624,1.0017034679051384,0.9994966724731903,True,True,1.000000000022064,0.9999999999779368,False,False,True,True,0.0,8.546539315765847e-53,0.0,2.0552534509236838e-53,1.0366084812712725e-52,5.643894240847658e-10
41,232,0.006,0.007,0.006685326606268577,1.0015373273399657,0.9992942425244147,True,True,1.0000000000224292,0.9999999999775705,False,False,True,True,0.0,6.181199474765393e-54,0.0,2.092281177097069e-53,1.5324601150358769e-53,5.551310522378117e-10
46,238,0.006,0.007,0.006628074011909062,0.998555113924281,1.000855631967238,False,True,0.9999999999769947,1.0000000000230047,True,True,False,False,3.7817311195603536e-53,0.0,2.2907108636481697e-53,0.0,1.534507548002921e-53,5.514628753644502e-10
48,240,0.006,0.007,0.0066648859114226315,0.9984867989437919,1.0007626954708957,False,True,0.9999999999772405,1.0000000000227591,True,True,False,False,1.012198418014968e-52,0.0,2.1476173397260404e-53,0.0,7.998765187749823e-53,5.526934465649447e-10
63,255,0.006,0.007,0.006660614790471087,0.9984946964184622,1.0007733507103835,False,True,0.9999999999772136,1.0000000000227869,True,True,False,False,3.631339326789287e-53,0.0,2.161553042132169e-53,0.0,1.5105783081991678e-53,5.530393920594179e-10
71,135,0.006,0.007,0.006664885911422869,0.998486798943791,1.0007626954708957,False,True,0.9999999999772408,1.0000000000227591,True,True,False,False,1.012149043205572e-52,0.0,2.14751257943768e-53,0.0,7.998375009798349e-53,5.526694657476128e-10
72,136,0.006,0.007,0.006660614790470058,0.9984946964184646,1.0007733507103855,False,True,0.9999999999772131,1.0000000000227867,True,True,False,False,3.6316931998539512e-53,0.0,2.1617636849145924e-53,0.0,1.5107255136536545e-53,5.520810475445614e-10
80,145,0.006,0.007,0.006752035711114586,1.0016689611874743,0.9994499095373343,True,True,1.0000000000221863,0.9999999999778136,False,False,True,True,0.0,3.2938098455550446e-53,0.0,2.1107049188235642e-53,5.227087220547635e-53,5.621285659174191e-10
80,159,0.006,0.007,0.006213379347734411,1.000513372080167,0.9981080235365378,True,True,1.0000000000240579,0.9999999999759426,False,False,True,True,0.0,1.6611439544196731e-52,0.0,3.3189458783345104e-53,1.9639408805032998e-52,5.965943294938825e-10
81,144,0.006,0.007,0.006698336719798844,1.0015607103466861,0.9993259336232686,True,True,1.0000000000223461,0.9999999999776538,False,False,True,True,0.0,1.310278293338747e-52,0.0,2.050954559853504e-53,1.5026669411344588e-52,5.567302174824817e-10
86,150,0.006,0.007,0.006632265270710654,0.9985472167611338,1.0008449772751287,False,True,0.9999999999770223,1.0000000000229774,True,True,False,False,1.0577310979155634e-52,0.0,2.2727190231918083e-53,0.0,8.329998715917149e-53,5.513367540288527e-10
89,153,0.006,0.007,0.0066280740119085595,0.9985551139242823,1.0008556319672393,False,True,0.9999999999769943,1.0000000000230052,True,True,False,False,3.7820961427184526e-53,0.0,2.2909319693996353e-53,0.0,1.5346556629232424e-53,5.521290091792252e-10
94,159,0.006,0.007,0.006685326606268347,1.0015373273399655,0.9992942425244142,True,True,1.0000000000224296,0.9999999999775707,False,False,True,True,0.0,6.180893521735261e-54,0.0,2.092177614714212e-53,1.5323842623153196e-53,5.552172055445226e-10
95,144,0.006,0.007,0.0061994022184169075,1.0004819695705016,0.9980654496795414,True,True,1.0000000000241693,0.9999999999758309,False,False,True,True,0.0,1.547319645807704e-53,0.0,3.396938528986624e-53,4.836352677024784e-53,5.978049166799337e-10
95,158,0.006,0.007,0.006771850706855235,1.001703467905138,0.999496672473189,True,True,1.0000000000220632,0.9999999999779368,False,False,True,True,0.0,8.546539315769376e-53,0.0,2.0552534509236787e-53,1.0366084812716229e-52,5.645581779845088e-10
96,161,0.006,0.007,0.006685326606268347,1.0015373273399655,0.9992942425244142,True,True,1.0000000000224298,0.9999999999775712,False,False,True,True,0.0,6.171472098680531e-54,0.0,2.088988546595625e-53,1.530048476975069e-53,5.552172055445226e-10
96,175,0.006,0.007,0.006213379347734411,1.000513372080167,0.9981080235365378,True,True,1.0000000000240579,0.9999999999759424,False,False,True,True,0.0,1.661444094446608e-52,0.0,3.31954555454064e-53,1.964295730705849e-52,5.965943294938825e-10
97,109,0.006,0.007,0.006628074011909062,0.998555113924281,1.000855631967238,False,True,0.9999999999769943,1.0000000000230047,True,True,False,False,3.7748155709541467e-53,0.0,2.2865219031371984e-53,0.0,1.5317014358821004e-53,5.514628753644502e-10
97,160,0.006,0.007,0.006771850706855235,1.001703467905138,0.999496672473189,True,True,1.0000000000220632,0.9999999999779368,False,False,True,True,0.0,8.53648630160367e-53,0.0,2.0528359236317856e-53,1.0353891526801711e-52,5.645581779845088e-10
98,110,0.006,0.007,0.006632265270710505,0.9985472167611342,1.0008449772751287,False,True,0.9999999999770218,1.0000000000229776,True,True,False,False,1.0578333153891173e-52,0.0,2.2729386551947428e-53,0.0,8.33080371391921e-53,5.511666678614802e-10
101,121,0.006,0.007,0.006698336719798844,1.0015607103466861,0.9993259336232686,True,True,1.0000000000223461,0.9999999999776538,False,False,True,True,0.0,1.3102782933387436e-52,0.0,2.0509545598535095e-53,1.5026669411344568e-52,5.567302174824817e-10
102,122,0.006,0.007,0.006771850706855461,1.0017034679051386,0.9994966724731896,True,True,1.0000000000220637,0.9999999999779368,False,False,True,True,0.0,8.536486301596572e-53,0.0,2.0528359236317883e-53,1.0353891526794658e-52,5.64453817020194e-10
102,166,0.006,0.007,0.0066280740119085595,0.9985551139242823,1.0008556319672393,False,True,0.9999999999769945,1.0000000000230052,True,True,False,False,3.774633407198021e-53,0.0,2.286411560946817e-53,0.0,1.5316275195591662e-53,5.521290091792252e-10
105,117,0.006,0.007,0.006752035711114475,1.0016689611874743,0.9994499095373343,True,True,1.0000000000221865,0.9999999999778139,False,False,True,True,0.0,3.2975252143945677e-53,0.0,2.1130857627891296e-53,5.232983297704631e-53,5.624403165427339e-10
105,169,0.006,0.007,0.006632265270710654,0.9985472167611338,1.0008449772751287,False,True,0.9999999999770223,1.0000000000229776,True,True,False,False,1.0597703853257425e-52,0.0,2.277100786479739e-53,0.0,8.34605881052835e-53,5.513367540288527e-10
106,118,0.006,0.007,0.006685326606268596,1.0015373273399657,0.9992942425244147,True,True,1.0000000000224294,0.9999999999775707,False,False,True,True,0.0,6.180893521812458e-54,0.0,2.0921776147142205e-53,1.5323842623086187e-53,5.550870874060365e-10
110,175,0.006,0.007,0.006752035711114586,1.0016689611874743,0.9994499095373343,True,True,1.0000000000221863,0.9999999999778134,False,False,True,True,0.0,3.297855252402277e-53,0.0,2.1132972543053933e-53,5.233507049082503e-53,5.621285659174191e-10
111,160,0.006,0.007,0.0061994022184169075,1.0004819695705016,0.9980654496795414,True,True,1.0000000000241698,0.9999999999758307,False,False,True,True,0.0,1.5471824458337933e-53,0.0,3.396637324345587e-53,4.835923840330294e-53,5.978049166799337e-10
111,174,0.006,0.007,0.006698336719798844,1.0015607103466861,0.9993259336232686,True,True,1.0000000000223461,0.999999999977654,False,False,True,True,0.0,1.3120818247980838e-52,0.0,2.0537775945397717e-53,1.5047352857869319e-52,5.567302174824817e-10
112,124,0.006,0.007,0.006660614790471087,0.9984946964184622,1.0007733507103835,False,True,0.9999999999772136,1.0000000000227864,True,True,False,False,3.6292569341095166e-53,0.0,2.160313498868602e-53,0.0,1.5097120665846207e-53,5.530393920594179e-10
115,127,0.006,0.007,0.0066648859114226315,0.9984867989437919,1.0007626954708957,False,True,0.9999999999772405,1.0000000000227591,True,True,False,False,1.0121984180143481e-52,0.0,2.1476173397260316e-53,0.0,7.998765187743634e-53,5.526934465649447e-10
117,137,0.006,0.007,0.006213379347734411,1.000513372080167,0.9981080235365376,True,True,1.0000000000240579,0.9999999999759426,False,False,True,True,0.0,1.6611439544199465e-52,0.0,3.318945878334519e-53,1.9639408805035746e-52,5.962270677173365e-10
118,138,0.006,0.007,0.006213379347734411,1.000513372080167,0.9981080235365376,True,True,1.0000000000240579,0.9999999999759424,False,False,True,True,0.0,1.6614440944460604e-52,0.0,3.3195455545406414e-53,1.9642957307053043e-52,5.962270677173365e-10
119,183,0.006,0.007,0.006660614790470058,0.9984946964184646,1.0007733507103855,False,True,0.9999999999772131,1.0000000000227869,True,True,False,False,3.629610604264362e-53,0.0,2.160524020857847e-53,0.0,1.509859187642606e-53,5.520810475445614e-10
120,184,0.006,0.007,0.006664885911422853,0.998486798943791,1.0007626954708957,False,True,0.999999999977241,1.0000000000227591,True,True,False,False,1.0126801696515326e-52,0.0,2.1486394892861053e-53,0.0,8.0025721668475545e-53,5.528337787552573e-10
121,133,0.006,0.007,0.006199402218416707,1.0004819695705012,0.9980654496795411,True,True,1.0000000000241698,0.9999999999758311,False,False,True,True,0.0,1.5470403107811109e-53,0.0,3.396325285419519e-53,4.835479578429441e-53,5.978209038914883e-10
122,134,0.006,0.007,0.006199402218416707,1.0004819695705012,0.9980654496795411,True,True,1.0000000000241698,0.9999999999758311,False,False,True,True,0.0,1.5472485700203907e-53,0.0,3.396782491387717e-53,4.836130520253609e-53,5.978209038914883e-10
128,140,0.006,0.007,0.0066648859114226315,0.9984867989437919,1.0007626954708957,False,True,0.999999999977241,1.0000000000227587,True,True,False,False,1.0126801696498757e-52,0.0,2.1486394892861076e-53,0.0,8.002572166830994e-53,5.526934465649447e-10
131,143,0.006,0.007,0.006660614790471087,0.9984946964184622,1.0007733507103835,False,True,0.9999999999772136,1.0000000000227869,True,True,False,False,3.6313393267767546e-53,0.0,2.1615530421321715e-53,0.0,1.5105783081868296e-53,5.530393920594179e-10
133,153,0.006,0.007,0.006771850706855461,1.0017034679051386,0.9994966724731896,True,True,1.0000000000220637,0.9999999999779368,False,False,True,True,0.0,8.54653931575785e-53,0.0,2.0552534509236875e-53,1.0366084812704778e-52,5.64453817020194e-10
134,154,0.006,0.007,0.006698336719798763,1.0015607103466861,0.9993259336232686,True,True,1.0000000000223461,0.999999999977654,False,False,True,True,0.0,1.312081824798083e-52,0.0,2.0537775945397768e-53,1.504735285786932e-52,5.566542782275974e-10
137,149,0.006,0.007,0.006685326606268596,1.0015373273399657,0.9992942425244147,True,True,1.0000000000224296,0.9999999999775705,False,False,True,True,0.0,6.172388613202424e-54,0.0,2.0892987785966164e-53,1.5302757017647624e-53,5.550870874060365e-10
138,150,0.006,0.007,0.006752035711114475,1.0016689611874743,0.9994499095373343,True,True,1.0000000000221863,0.9999999999778139,False,False,True,True,0.0,3.293645024025106e-53,0.0,2.1105992996103753e-53,5.226825658240147e-53,5.624403165427339e-10
145,157,0.006,0.007,0.006632265270710505,0.9985472167611342,1.0008449772751287,False,True,0.9999999999770218,1.0000000000229776,True,True,False,False,1.0598727998741384e-52,0.0,2.2773208419294063e-53,0.0,8.346865360565807e-53,5.511666678614802e-10
146,158,0.006,0.007,0.006628074011909062,0.998555113924281,1.000855631967238,False,True,0.9999999999769947,1.0000000000230047,True,True,False,False,3.781731119566969e-53,0.0,2.2907108636481665e-53,0.0,1.5345075480094306e-53,5.514628753644502e-10
225,253,0.006,0.007,0.006752035711114585,1.001668961187475,0.9994499095373343,True,True,1.0000000000221867,0.9999999999778134,False,False,True,True,0.0,3.297855252389459e-53,0.0,2.113297254305402e-53,5.233507049069964e-53,5.623603804849608e-10
226,254,0.006,0.007,0.006685326606268225,1.0015373273399655,0.9992942425244142,True,True,1.0000000000224294,0.9999999999775709,False,False,True,True,0.0,6.180587580819834e-54,0.0,2.0920740564322785e-53,1.5323084125984757e-53,5.547891035462271e-10
229,233,0.006,0.007,0.0066280740119085595,0.9985551139242823,1.0008556319672393,False,True,0.9999999999769943,1.0000000000230052,True,True,False,False,3.78209614270198e-53,0.0,2.290931969399638e-53,0.0,1.5346556629070413e-53,5.521290091792252e-10
230,234,0.006,0.007,0.006632265270710654,0.9985472167611338,1.0008449772751287,False,True,0.9999999999770223,1.0000000000229776,True,True,False,False,1.0597703853241115e-52,0.0,2.2771007864797537e-53,0.0,8.346058810512042e-53,5.513367540288527e-10
237,241,0.006,0.007,0.0066983367197994146,1.0015607103466875,0.9993259336232705,True,True,1.0000000000223468,0.9999999999776542,False,False,True,True,0.0,1.310148101986486e-52,0.0,2.0507507737235711e-53,1.5025176337380208e-52,5.564939620228415e-10
238,242,0.006,0.007,0.0067718507068555535,1.0017034679051378,0.9994966724731896,True,True,1.0000000000220632,0.9999999999779374,False,False,True,True,0.0,8.535197710537076e-53,0.0,2.052526046014811e-53,1.035232859661537e-52,5.643419065393118e-10
244,248,0.006,0.007,0.006660614790470058,0.9984946964184646,1.0007733507103855,False,True,0.9999999999772131,1.0000000000227867,True,True,False,False,3.631693199865449e-53,0.0,2.161763684914586e-53,0.0,1.5107255136649794e-53,5.520810475445614e-10
247,251,0.006,0.007,0.006664885911422869,0.998486798943791,1.0007626954708957,False,True,0.999999999977241,1.0000000000227591,True,True,False,False,1.0126801696519458e-52,0.0,2.148639489286109e-53,0.0,8.002572166851682e-53,5.526694657476128e-10
0,28,0.007,0.008,0.007778338595624251,1.0015055032741091,0.9995712624481343,True,True,1.0000000000193427,0.999999999980658,False,False,True,True,0.0,1.79652387224436e-53,0.0,8.12048075885102e-54,1.0045098822540314e-53,6.379106132214929e-10
0,252,0.007,0.008,0.007313853638417709,1.0006431867040744,0.9985942256227506,True,True,1.0000000000204918,0.9999999999795082,False,False,True,True,0.0,6.978140937928836e-53,0.0,1.2682720851656998e-53,8.1327546283042925e-53,6.591456269688933e-10
