integration_scheme,dt,numerical,exact,absolute_error,observed_order
symplecticEuler,0.1,0.27363426001752333,0.2725317930340126,0.0011024669835107415,
symplecticEuler,0.05,0.2727938769852511,0.2725317930340126,0.0002620839512385009,2.0726345330762954
symplecticEuler,0.025,0.27259571059006876,0.2725317930340126,6.391755605617e-05,2.0357448609383786
symplecticEuler,0.0125,0.2725475772689847,0.2725317930340126,1.5784234972116007e-05,2.017727908586886
