schema_version,run_id,config_hash,git_hash,sample_index,step,time,dt,status,particle_count,dtype,device,state_all_finite,nonfinite_position_count,nonfinite_velocity_count,nonfinite_density_count,nonfinite_pressure_count,nonfinite_sound_speed_count,nonpositive_density_count,nonpositive_sound_speed_count,position_drift_linf,velocity_linf,relative_density_drift,total_mass,velocity_error_l1,velocity_error_l2,velocity_relative_l2,velocity_error_linf,modal_amplitude,exact_modal_amplitude,modal_amplitude_error,modal_amplitude_relative_error,kinetic_energy,exact_kinetic_energy,kinetic_energy_error,kinetic_energy_relative_error,density_mean,density_std,density_fluctuation_rms,density_fluctuation_relative_rms,density_fluctuation_linf,density_fluctuation_relative_linf,density_minimum,density_maximum,pressure_minimum,pressure_maximum,pressure_absolute_maximum,maximum_speed,maximum_mach,momentum_x,momentum_y,momentum_norm,momentum_drift_x,momentum_drift_y,momentum_drift_absolute,momentum_drift_normalized,angular_momentum,angular_momentum_drift_absolute,angular_momentum_drift_normalized,velocity_divergence_l2,minimum_separation,neighbor_edge_count,neighbor_unique_edge_count,neighbor_duplicate_edge_count,neighbor_self_edge_count,neighbor_missing_self_edge_count,neighbor_nonreciprocal_nonself_edge_count,neighbor_out_of_bounds_edge_count,neighbor_omitted_strict_support_edge_count,neighbor_unexpected_edge_count,neighbor_minimum_image_linf,neighbor_expected_strict_edge_count,neighbor_count_mean,neighbor_count_std,neighbor_count_median,neighbor_count_min,neighbor_count_max,neighbor_nonself_count_mean,pressure_pair_force_residual_linf,pressure_relative_pair_force_residual,pressure_total_internal_force,pressure_relative_total_internal_force,pressure_minimum_image_pair_torque_linf,pressure_relative_pair_torque_linf,pressure_relative_total_pair_torque,pressure_force_scale,viscosity_gamma_minimum,viscosity_gamma_maximum,viscosity_relative_gamma_symmetry_residual,viscosity_pair_force_residual_linf,viscosity_relative_pair_force_residual,viscosity_total_internal_force,viscosity_relative_total_internal_force,viscosity_minimum_image_pair_torque_linf,viscosity_force_scale,total_internal_force_x,total_internal_force_y,total_internal_force,relative_total_internal_force,assembled_mass_weighted_internal_force_x,assembled_mass_weighted_internal_force_y,assembled_mass_weighted_internal_force,assembled_relative_internal_force,assembly_force_consistency_linf,assembly_force_consistency_relative_linf,accumulated_viscous_power,pair_direct_viscous_power,viscous_power_identity_absolute_difference,viscous_power_positive_absolute_tolerance,viscous_power_roundoff_tolerance,wall_clock_seconds,step_time_count,step_time_mean_seconds,step_time_median_seconds,step_time_p95_seconds,step_time_early_mean_seconds,step_time_late_mean_seconds,step_time_late_to_early_ratio,thermal_slowdown_fraction,current_rss_bytes,system_memory_free_percent,peak_rss_bytes,peak_rss_gib
sph-pio-poc.stage01d.dynamic-diagnostics.v1,smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0,99ebe59e37466f17f87ed14c2b5ef228bfd01695f546df8a685a208dd460acc9,3290b65837805ae5aa15f98580ffcd7e002161ba,0,0,0.0,0.001,OK,256,float64,cpu,True,0,0,0,0,0,0,0,,,,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.000415750455033,4.1563916563713656e-16,0.0004157504550326525,0.0004157504550326525,0.00041575045503283725,0.00041575045503283725,1.0004157504550324,1.0004157504550328,0.16630018201295726,0.1663001820131349,0.1663001820131349,0.9626924198811565,0.048134620994057825,-4.336808689942018e-18,-4.336808689942018e-18,6.1331736667334966e-18,0.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,4.787868219742779e-16,0.125,12544,12544,0,256,0,0,0,0,0,0.0,11520,49.0,0.0,49.0,49,49,48.0,0.0,0.0,5.916936905157354e-17,4.346101910993926e-18,8.470329472543003e-22,7.310931633270405e-17,1.236206610268533e-21,13.614353796421188,-0.0,18.236999307535882,0.0,0.0,0.0,4.390684155514436e-18,1.3296663691545536e-18,0.0002494733254927146,3.302094613633178,-6.239583502654078e-17,1.1167282376600696e-17,6.338728913858069e-17,3.747080214597893e-18,-6.239583502654078e-17,1.1167282376600696e-17,6.338728913858069e-17,3.747080214597893e-18,0.0,0.0,-0.7380934935476665,-0.7380934935476666,1.1102230246251565e-16,1e-12,2.4699794118243782e-14,0.03319983300752938,0,,,,,,,,216858624,55.0,222150656,0.2068939208984375
sph-pio-poc.stage01d.dynamic-diagnostics.v1,smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0,99ebe59e37466f17f87ed14c2b5ef228bfd01695f546df8a685a208dd460acc9,3290b65837805ae5aa15f98580ffcd7e002161ba,1,1,0.001,0.001,OK,256,float64,cpu,True,0,0,0,0,0,0,0,,,,4.0,0.0015082201694658656,0.02508678141619654,0.002218254716212755,0.002056802117110657,0.9996285503652313,0.9996052937409754,2.3256624255951763e-05,2.3265807415760026e-05,0.99926215493475,0.9992107432749818,5.1411659768185736e-05,5.1452268817367286e-05,1.000415776503353,3.8045839255842698e-06,0.0004157939100073964,0.0004157939100073964,0.0004228211090444578,0.0004228211090444578,1.000408761238663,1.0004228211090445,0.1635044954651832,0.16912844361778312,0.16912844361778312,0.9623379644700575,0.048116898223502874,-5.095750210681871e-18,-1.745565497701662e-17,1.8184239354075537e-17,-7.589415207398531e-19,-1.3118846287074604e-17,1.314078080388658e-17,3.285195200971645e-18,-2.0816681711721685e-17,6.938893903907228e-18,8.673617379884035e-19,0.007705860071018468,0.1246173871816727,12032,12032,0,256,0,0,0,0,0,2.220446049250313e-16,12032,47.0,0.7084919084320762,47.0,46,48,46.0,0.0,0.0,6.040980908137839e-17,4.4369377706502896e-18,1.0842021724855044e-19,1.6187216402796304e-16,5.912136341223385e-19,13.61520314325359,2.4885333983837458e-18,18.298745801598496,0.0,0.0,0.0,3.321558243721828e-17,1.0062638349449247e-17,0.00024938057088380545,3.300882063304625,8.500145032286355e-17,1.7835125737386548e-17,8.685239355975532e-17,5.134308115572947e-18,8.500145032286355e-17,1.7835125737386548e-17,8.685239355975532e-17,5.134308115572947e-18,0.0,0.0,-0.73755220964163,-0.7375522096416299,1.1102230246251565e-16,1e-12,2.4692102011295416e-14,0.07546670798910782,1,0.021914375014603138,0.021914375014603138,0.021914375014603138,,,,,226295808,55.0,226312192,0.2107696533203125
sph-pio-poc.stage01d.dynamic-diagnostics.v1,smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0,99ebe59e37466f17f87ed14c2b5ef228bfd01695f546df8a685a208dd460acc9,3290b65837805ae5aa15f98580ffcd7e002161ba,2,2,0.002,0.001,OK,256,float64,cpu,True,0,0,0,0,0,0,0,,,,4.0,0.003000140862881249,0.04990269109893454,0.004414300425604321,0.004094055486823279,0.9992523254665965,0.9992107432749818,4.158219161465304e-05,4.161503656212157e-05,0.9985246635825338,0.9984221094761416,0.00010255410639214979,0.00010271618128124038,1.000415854818309,1.5183720120727094e-05,0.0004161319205103167,0.0004161319205103167,0.0004439692840054743,0.0004439692840054743,1.00038785775671,1.0004439692840055,0.15514310268400777,0.17758771360218972,0.17758771360218972,0.9619891242398185,0.048099456211990924,1.3010426069826053e-17,7.589415207398531e-19,1.3032543065354218e-17,1.734723475976807e-17,5.095750210681871e-18,1.8080188716387058e-17,4.5200471790967646e-18,-6.938893903907228e-18,6.938893903907228e-18,8.673617379884035e-19,0.015328698288122071,0.12423492015930648,12032,12032,0,256,0,0,0,0,0,2.220446049250313e-16,12032,47.0,0.7084919084320762,47.0,46,48,46.0,0.0,0.0,5.572000195735552e-17,4.0917185825189265e-18,1.6263032587282567e-19,2.518570574666321e-16,3.082765100954357e-20,13.617750300670338,6.640370657106787e-17,18.360269073438722,0.0,0.0,0.0,1.493968042250251e-17,4.527609743295646e-18,0.0002492864565837637,3.299683777875237,-6.158268339717665e-17,3.393552799879629e-17,7.031391722094556e-17,4.156299170103849e-18,-6.158268339717665e-17,3.393552799879629e-17,7.031391722094556e-17,4.156299170103849e-18,0.0,0.0,-0.73701767845373,-0.7370176784537301,1.1102230246251565e-16,1e-12,2.468450586624343e-14,0.11742354196030647,2,0.022206312511116266,0.022206312511116266,0.022498250007629395,0.021914375014603138,0.022498250007629395,1.0266434699888625,0.026643469988862467,228753408,55.0,231161856,0.2152862548828125
sph-pio-poc.stage01d.dynamic-diagnostics.v1,smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0,99ebe59e37466f17f87ed14c2b5ef228bfd01695f546df8a685a208dd460acc9,3290b65837805ae5aa15f98580ffcd7e002161ba,3,3,0.003,0.001,OK,256,float64,cpu,True,0,0,0,0,0,0,0,,,,4.0,0.0044618158600133635,0.07421580335584625,0.006567585959343355,0.006092734563109574,0.9988714050457927,0.9988163485405266,5.5056505266160016e-05,5.512175020624036e-05,0.9977871123427173,0.9976340981118307,0.00015301423088665,0.00015337710607150654,1.0004159859561303,3.4020698922105036e-05,0.0004173747999734045,0.0004173747999734045,0.0004789798036315407,0.0004789798036315407,1.0003532562283284,1.0004789798036315,0.1413024913313521,0.19159192145261628,0.19159192145261628,0.9616510188686035,0.048082550943430176,5.421010862427522e-18,-3.469446951953614e-18,6.436180616093477e-18,9.75781955236954e-18,8.673617379884035e-19,9.796293115313137e-18,2.4490732788282842e-18,-4.5102810375396984e-17,3.122502256758253e-17,3.903127820947816e-18,0.022797257103268038,0.1238526161216118,12032,12032,0,256,0,0,0,0,0,2.220446049250313e-16,12032,47.0,0.7084919084320762,47.0,46,48,46.0,0.0,0.0,8.154514033422496e-17,5.9862849501726115e-18,1.0842021724855044e-19,2.394964012831424e-16,2.8658103777299636e-19,13.621994444463196,4.182587984061638e-16,18.421566826798458,0.0,0.0,0.0,5.351446638237924e-18,1.6223870392848065e-18,0.0002491910148128161,3.2985018424438293,-6.938893903907228e-17,6.938893903907228e-18,6.973502068242161e-17,4.1213342386642726e-18,-6.938893903907228e-17,6.938893903907228e-18,6.973502068242161e-17,4.1213342386642726e-18,0.0,0.0,-0.7364892144525189,-0.736489214452519,1.1102230246251565e-16,1e-12,2.4676995941100003e-14,0.15864612499717623,3,0.022128139001627762,0.021971791982650757,0.022498250007629395,0.021914375014603138,0.022235020995140076,1.0146317647810292,0.014631764781029233,231227392,55.0,231227392,0.2153472900390625
sph-pio-poc.stage01d.dynamic-diagnostics.v1,smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0,99ebe59e37466f17f87ed14c2b5ef228bfd01695f546df8a685a208dd460acc9,3290b65837805ae5aa15f98580ffcd7e002161ba,4,4,0.004,0.001,OK,256,float64,cpu,True,0,0,0,0,0,0,0,,,,4.0,0.005879589302900837,0.09779901932004832,0.008657955018085268,0.008034166929891486,0.9984859129188207,0.9984221094761416,6.3803442679089e-05,6.390427663162005e-05,0.9970488395209613,0.9968467086907885,0.00020213083017284195,0.00020277022375718234,1.000416170845408,6.0129427703933386e-05,0.00042049223612750515,0.00042049223612750515,0.0005275096086718722,0.0005275096086718722,1.00030530145057,1.0005275096086719,0.12212058022802452,0.2110038434687489,0.2110038434687489,0.9613285137251348,0.04806642568625674,-1.8106176280507924e-17,-8.023096076392733e-18,1.9804133158304513e-17,-1.3769367590565906e-17,-3.686287386450715e-18,1.425426948460118e-17,3.563567371150295e-18,-2.0816681711721685e-17,6.938893903907228e-18,8.673617379884035e-19,0.03004176291775203,0.12347050329141185,12032,12032,0,256,0,0,0,0,0,2.220446049250313e-16,12032,47.0,0.7084919084320762,47.0,46,48,46.0,0.0,0.0,4.2864258889070605e-17,3.1453230471457594e-18,1.0842021724855044e-19,2.0679204907615423e-16,5.450946140598188e-19,13.62793526978668,1.4547512174391903e-15,18.482637394909204,0.0,0.0,0.0,1.1776077755449066e-17,3.571389889893405e-18,0.000249094293112809,3.297337484426979,-5.204170427930421e-17,1.0083080204115191e-17,5.3009503777126326e-17,3.1319733836448375e-18,-5.204170427930421e-17,1.0083080204115191e-17,5.3009503777126326e-17,3.1319733836448375e-18,0.0,0.0,-0.7359657303304149,-0.7359657303304148,1.1102230246251565e-16,1e-12,2.4669556784295065e-14,0.19991108297836035,4,0.022060114759369753,0.021943083498626947,0.022498250007629395,0.022206312511116266,0.02191391700762324,0.9868327754395667,-0.013167224560433288,231243776,55.0,231243776,0.215362548828125
sph-pio-poc.stage01d.dynamic-diagnostics.v1,smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0,99ebe59e37466f17f87ed14c2b5ef228bfd01695f546df8a685a208dd460acc9,3290b65837805ae5aa15f98580ffcd7e002161ba,5,5,0.005,0.001,OK,256,float64,cpu,True,0,0,0,0,0,0,0,,,,4.0,0.007240222719073543,0.12043217860911469,0.010665833997697008,0.009900207260556902,0.9980960157857524,0.9980280260203829,6.798976536948054e-05,6.812410433060522e-05,0.9963089677104526,0.996059940722142,0.0002490269883106411,0.0002500120506102242,1.0004164107346,9.325621024726872e-05,0.00042672546284440677,0.00042672546284440677,0.0005890909654007181,0.0005890909654007181,1.0002444634210121,1.0005890909654007,0.09778536840485685,0.23563638616028726,0.23563638616028726,0.9610261769437883,0.04805130884718942,-1.0083080204115191e-17,-2.168404344971009e-19,1.008541155217042e-17,-5.7462715141731735e-18,4.119968255444917e-18,7.070627605840367e-18,1.7676569014600918e-18,2.6020852139652106e-17,3.9898639947466563e-17,4.9873299934333204e-18,0.03699457434112893,0.12308862063471926,12032,12032,0,256,0,0,0,0,0,2.220446049250313e-16,12032,47.0,0.7084919084320762,47.0,46,48,46.0,0.0,0.0,4.930295384840945e-17,3.615759663643737e-18,1.6263032587282567e-19,2.091807369075972e-16,7.196276098887095e-19,13.6355727246332,3.647749985061166e-15,18.543479759000792,0.0,0.0,0.0,8.674294979774127e-18,2.6316116606063962e-18,0.00024899635388755806,3.2961911172620844,-5.551115123125783e-17,-1.734723475976807e-18,5.553824967135427e-17,3.2801219170050454e-18,-5.551115123125783e-17,-1.734723475976807e-18,5.553824967135427e-17,3.2801219170050454e-18,0.0,0.0,-0.7354457832789694,-0.7354457832789694,0.0,1e-12,2.4662167892287376e-14,0.2410157499834895,5,0.022006633598357438,0.021914375014603138,0.022498250007629395,0.022206312511116266,0.02187351432318489,0.9850133520473162,-0.014986647952683785,231260160,55.0,231260160,0.2153778076171875
sph-pio-poc.stage01d.dynamic-diagnostics.v1,smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0,99ebe59e37466f17f87ed14c2b5ef228bfd01695f546df8a685a208dd460acc9,3290b65837805ae5aa15f98580ffcd7e002161ba,6,6,0.006,0.001,OK,256,float64,cpu,True,0,0,0,0,0,0,0,,,,4.0,0.008531018077621641,0.14190410510883592,0.012572414422755803,0.01167340638526851,0.9977019216511849,0.9976340981118307,6.782353935419483e-05,6.798438373604196e-05,0.9955664465718119,0.9952737937154058,0.00029265285640611705,0.0002940425622115796,1.000416707122354,0.00013308215431312578,0.0004374422083166761,0.0004374422083166761,0.0006631358097834994,0.0006631358097834994,1.0001713327710526,1.0006631358097835,0.06853310842105387,0.26525432391339976,0.26525432391339976,0.9607482400068853,0.04803741200034427,-4.87890977618477e-18,-9.86623976961809e-18,1.100665470502936e-17,-5.421010862427522e-19,-5.5294310796760726e-18,5.555941113132254e-18,1.3889852782830635e-18,-2.2551405187698492e-17,8.673617379884035e-18,1.0842021724855044e-18,0.043590810218718926,0.1227070174690752,12032,12032,0,256,0,0,0,0,0,2.220446049250313e-16,12032,47.0,0.7084919084320762,47.0,46,48,46.0,0.0,0.0,8.940560153363745e-18,6.552305837507137e-19,2.168404344971009e-19,2.0181564089470678e-16,1.0745762079575354e-19,13.644906655891438,7.427905963738282e-15,18.604093560958393,0.0,0.0,0.0,1.0570971181733668e-17,3.2081247239201342e-18,0.0002488972738080268,3.295062409174847,1.3877787807814457e-17,-4.7704895589362195e-18,1.4674827599349952e-17,8.662842029394538e-19,1.3877787807814457e-17,-4.7704895589362195e-18,1.4674827599349952e-17,8.662842029394538e-19,0.0,0.0,-0.7349276360914901,-0.7349276360914903,1.1102230246251565e-16,1e-12,2.465480457788502e-14,0.2829979169764556,6,0.022087250157104183,0.021943083498626947,0.022498250007629395,0.022128139001627762,0.022046361312580604,0.9963043575855547,-0.0036956424144453104,231276544,55.0,231276544,0.21539306640625
sph-pio-poc.stage01d.dynamic-diagnostics.v1,smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0,99ebe59e37466f17f87ed14c2b5ef228bfd01695f546df8a685a208dd460acc9,3290b65837805ae5aa15f98580ffcd7e002161ba,7,7,0.007,0.001,OK,256,float64,cpu,True,0,0,0,0,0,0,0,,,,4.0,0.009739935740666061,0.1620145679974181,0.01435982829857987,0.013337173905018962,0.9973038778693102,0.9972403256890896,6.355218022058295e-05,6.372804887996142e-05,0.9948201043109365,0.9944882671804816,0.00033183713045492613,0.0003336762648751327,1.0004170616734331,0.00017922618463017822,0.0004539410365937957,0.0004539410365937957,0.0007489411900298837,0.0007489411900298837,1.0000866150572587,1.0007489411900299,0.03464602290348395,0.2995764760119535,0.2995764760119535,0.9604985621261338,0.048024928106306694,-1.3118846287074604e-17,1.8431436932253575e-18,1.324769061299997e-17,-8.782037597132586e-18,6.179952383167375e-18,1.0738528568461621e-17,2.6846321421154053e-18,2.2551405187698492e-17,3.642919299551295e-17,4.553649124439119e-18,0.04976895161301428,0.12232575297450277,12032,12032,0,256,0,0,0,0,0,2.220446049250313e-16,12032,47.0,0.7084919084320762,47.0,46,48,46.0,0.0,0.0,6.656824756560613e-17,4.874674697736888e-18,2.168404344971009e-19,2.39489601135407e-16,1.974874898885337e-20,13.655936384126525,1.3092703632428595e-14,18.664479109915174,0.0,0.0,0.0,2.5117948323327247e-17,7.625478671410961e-18,0.00024879714308746346,3.293950374223473,-2.0816681711721685e-17,-3.426078865054194e-17,4.008909922216052e-17,2.365154398592751e-18,-2.0816681711721685e-17,-3.426078865054194e-17,4.008909922216052e-17,2.365154398592751e-18,0.0,0.0,-0.7344093307462487,-0.7344093307462485,2.220446049250313e-16,1e-12,2.4647439015925677e-14,0.3239852919941768,7,0.022077351417725107,0.021971791982650757,0.022498250007629395,0.022128139001627762,0.022039260729798116,0.9959834728160778,-0.004016527183922203,231292928,55.0,232259584,0.21630859375
sph-pio-poc.stage01d.dynamic-diagnostics.v1,smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0,99ebe59e37466f17f87ed14c2b5ef228bfd01695f546df8a685a208dd460acc9,3290b65837805ae5aa15f98580ffcd7e002161ba,8,8,0.008,0.001,OK,256,float64,cpu,True,0,0,0,0,0,0,0,,,,4.0,0.010855706221322347,0.1805761399330456,0.016011314758819187,0.0148759328520707,0.9969021688307499,0.9968467086907885,5.546013996138299e-05,5.56355751369453e-05,0.9940687058116338,0.9937033606276577,0.000365345183976018,0.00036766020771556335,1.0004174761236109,0.00023124863290644438,0.0004772444279467395,0.0004772444279467395,0.0008456957608631299,0.0008456957608631299,0.999991123969589,1.0008456957608631,-0.0035504121643992193,0.33827830434525197,0.33827830434525197,0.9602805986676102,0.04801402993338051,-2.6020852139652106e-18,-2.1358782797964437e-17,2.1516701654095544e-17,1.734723475976807e-18,-1.702197410802242e-17,1.711013933526816e-17,4.27753483381704e-18,6.245004513516506e-17,7.632783294297951e-17,9.540979117872439e-18,0.055471412172203464,0.12194489561133881,12032,12032,0,256,0,0,0,0,0,2.220446049250313e-16,12032,47.0,0.7084919084320762,47.0,46,48,46.0,0.0,0.0,5.364336092018247e-17,3.921981498042568e-18,2.168404344971009e-19,2.449809921851805e-16,1.0844712449597006e-18,13.67761702775892,2.0758325696676576e-14,18.724637382619026,0.0,0.0,0.0,1.691355389077387e-17,5.1364429012829074e-18,0.00024869606463271635,3.2928534816476676,8.326672684688674e-17,2.6454533008646308e-17,8.736812986724396e-17,5.148244406000207e-18,8.326672684688674e-17,2.6454533008646308e-17,8.736812986724396e-17,5.148244406000207e-18,0.0,0.0,-0.7338887716495769,-0.7338887716495768,1.1102230246251565e-16,1e-12,2.46400414262322e-14,0.366718957957346,8,0.022155161736009177,0.021994875482050702,0.022699833963997662,0.022060114759369753,0.0222502087126486,1.0086170881408543,0.008617088140854268,232292352,55.0,232292352,0.216339111328125
sph-pio-poc.stage01d.dynamic-diagnostics.v1,smoke_n16_increasing_neighbor_n16_h4p00_dt0p00100000_tf0p010_cs20p0_regular_s0,99ebe59e37466f17f87ed14c2b5ef228bfd01695f546df8a685a208dd460acc9,3290b65837805ae5aa15f98580ffcd7e002161ba,9,9,0.009000000000000001,0.001,OK,256,float64,cpu,True,0,0,0,0,0,0,0,,,,4.0,0.011867934718198934,0.19741593530866908,0.01751137646755081,0.016275264971308344,0.9964971133114506,0.9964532470555802,4.386625587038395e-05,4.4022392420321125e-05,0.9933110151149824,0.9929190735676091,0.0003919415473733201,0.0003947366485418132,1.0004179521773309,0.0002886553711323074,0.0005079428568443452,0.0005079428568443452,0.0009524872736623724,0.0009524872736623724,0.9998857735259781,1.0009524872736624,-0.04569058960877115,0.38099490946494896,0.38099490946494896,0.960097373817689,0.04800486869088445,5.854691731421724e-18,-2.233456475320139e-17,2.3089179240174907e-17,1.0191500421363742e-17,-1.7997756063259374e-17,2.068298586160245e-17,5.1707464654006125e-18,-3.469446951953614e-17,2.0816681711721685e-17,2.6020852139652106e-18,0.06064507161908265,0.12156452245008997,12032,12032,0,256,0,0,0,0,0,2.220446049250313e-16,12032,47.0,0.7084919084320762,47.0,46,48,46.0,0.0,0.0,3.938863369030827e-17,2.827892624883285e-18,2.168404344971009e-19,2.2073063233947519e-16,4.553343213081013e-19,13.928617141866889,3.0356431362714024e-14,18.78457001746464,0.0,0.0,0.0,1.2690261071493108e-18,3.855148422799209e-19,0.00024859415307897304,3.2917697789385647,-8.326672684688674e-17,4.206704429243757e-17,9.328978516051987e-17,5.417403545550323e-18,-8.326672684688674e-17,4.206704429243757e-17,9.328978516051987e-17,5.417403545550323e-18,0.0,0.0,-0.7333638153496719,-0.733363815349672,1.1102230246251565e-16,1e-12,2.463258134852242e-14,0.4087898329598829,9,0.022154569658192083,0.022017958981450647,0.022699833963997662,0.022060114759369753,0.022230133577249945,1.0077070686047986,0.007707068604798639,232308736,55.0,232308736,0.2163543701171875
