run_id,dt,velocity_relative_l2,modal_error,kinetic_energy_error,peak_rss_bytes,wall_time_seconds,status
stage01d2_t_n32_dt1e3,0.001,0.015718080795089264,0.0011930012666233614,0.0025628230138463604,331120640,17.732303457974922,PASS
stage01d2_t_n32_dt5e4,0.0005,0.015156228567847272,0.0011847299148405321,0.002532629450333279,339902464,33.36335845803842,PASS
stage01d2_t_n32_dt2p5e4,0.00025,0.015019148461665084,0.0011826622109748497,0.002525253820042872,339001344,64.47706829098752,PASS
stage01d2_t_n32_dt1p25e4,0.000125,0.01498544527448892,0.0011821416163716458,0.0025234233918977056,334462976,127.70256108295871,PASS
