run_id,layout,seed,status,velocity_relative_l2,modal_error,kinetic_energy_error,density_fluctuation,momentum_drift,minimum_separation_over_dx,mean_neighbor_count,peak_rss_bytes,failure_type
stage01d2_dis_regular,regular,0,PASS,0.019051732145121715,0.000754134086710434,0.0018009766072755173,0.0004468636984357712,2.5792065744824317e-17,0.7364349851576275,78.07589285714286,338460672,
stage01d2_dis_j05_s1,jitter_05,20261001,FAIL,0.10024077135343075,0.0006510222405653465,0.01044717497411396,0.0035524392846853882,1.26732452492824e-17,0.6949268403069132,77.82114955357143,540114944,ResourceGateFailure
stage01d2_dis_j05_s2,jitter_05,20261019,FAIL,0.10866472900933127,0.0007579991003682229,0.012494864261277994,0.004028892165706842,1.8407604951333855e-17,0.6654984503316976,77.81519717261905,549044224,ResourceGateFailure
stage01d2_dis_j05_s3,jitter_05,20261037,FAIL,0.1060065877220418,0.0007169890863658601,0.011648459879961659,0.003914270353288548,1.6598609439156833e-17,0.6960968809468291,77.83668154761905,526893056,ResourceGateFailure
stage01d2_dis_j10_s4,jitter_10,20261061,FAIL,0.17116944773707451,0.001536340379371337,0.02998770217503577,0.006515053968422911,1.3895669857978997e-17,0.6076589889265523,77.88151041666667,521961472,ResourceGateFailure
stage01d2_dis_j10_s5,jitter_10,20261079,FAIL,0.1871060325628093,0.00034856547496264767,0.03317152554579106,0.006259913251590729,2.782300488232911e-17,0.6329058027143573,77.86839657738095,520814592,ResourceGateFailure
stage01d2_dis_j10_s6,jitter_10,20261103,FAIL,0.17789926873379658,0.0009245843522520669,0.03158855819904283,0.007819408932600747,1.3923795431893276e-17,0.579261090074289,77.89778645833333,516145152,ResourceGateFailure
