schema_version,run_id,step,time,state_all_finite,gc_enabled,grad_enabled,current_rss_bytes,peak_rss_bytes,system_available_memory_fraction,step_wall_seconds,edge_count,light_duplicate_edge_count,light_nonreciprocal_edge_count,full_structure_audit,neighbor_duplicate_edge_count,neighbor_missing_self_edge_count,neighbor_nonreciprocal_nonself_edge_count,neighbor_out_of_bounds_edge_count,neighbor_omitted_strict_support_edge_count,neighbor_unexpected_edge_count,pressure_relative_pair_force_residual,viscosity_relative_pair_force_residual,relative_total_internal_force,viscous_power
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,0,0.0,True,True,False,230801408,230801408,0.38803958892822266,0.0,82944,0,0,True,0,0,0,0,0,0,0.0,0.0,2.7229308929826035e-19,-0.7687928697867699
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,25,0.003125000000000002,True,True,False,286769152,286769152,0.388092041015625,0.07690662500681356,76672,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,50,0.006250000000000005,True,True,False,286851072,286851072,0.38594627380371094,0.07717908301856369,76576,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,75,0.009375000000000007,True,True,False,286883840,286883840,0.38729286193847656,0.07678424997720867,77264,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,100,0.01250000000000001,True,True,False,286982144,286982144,0.38927650451660156,0.07719787501264364,77712,0,0,True,0,0,0,0,0,0,0.0,0.0,2.347444130899319e-18,-0.7615085076229487
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,125,0.01562500000000001,True,True,False,287014912,287014912,0.38482666015625,0.07656570902327076,78096,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,150,0.018750000000000013,True,True,False,287047680,287047680,0.38494873046875,0.0778428339981474,78256,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,175,0.021875000000000016,True,True,False,287080448,287080448,0.38857269287109375,0.07630991697078571,78544,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,200,0.02500000000000002,True,True,False,287129600,287129600,0.3849172592163086,0.07668695895699784,78736,0,0,True,0,0,0,0,0,0,0.0,0.0,4.435307040482214e-18,-0.753118760734567
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,225,0.02812500000000002,True,True,False,287277056,287277056,0.38501644134521484,0.07753229199443012,78864,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,250,0.03125000000000002,True,True,False,287277056,287277056,0.3870849609375,0.0763184999814257,78928,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,275,0.034375000000000024,True,True,False,287277056,287277056,0.384765625,0.0769356670207344,79248,0,0,False,,,,,,,,,,
