schema_version,run_id,step,time,state_all_finite,gc_enabled,grad_enabled,current_rss_bytes,peak_rss_bytes,system_available_memory_fraction,step_wall_seconds,edge_count,light_duplicate_edge_count,light_nonreciprocal_edge_count,full_structure_audit,neighbor_duplicate_edge_count,neighbor_missing_self_edge_count,neighbor_nonreciprocal_nonself_edge_count,neighbor_out_of_bounds_edge_count,neighbor_omitted_strict_support_edge_count,neighbor_unexpected_edge_count,pressure_relative_pair_force_residual,viscosity_relative_pair_force_residual,relative_total_internal_force,viscous_power
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,300,0.037500000000000026,True,True,False,287309824,287309824,0.38475894927978516,0.07733645901316777,79440,0,0,True,0,0,0,0,0,0,0.0,0.0,3.607248240977272e-18,-0.7466405931759803
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,325,0.04062500000000003,True,True,False,291520512,291520512,0.3868255615234375,0.07734883402008563,79760,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,350,0.04375000000000003,True,True,False,291569664,291569664,0.3841886520385742,0.07776158297201619,79984,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,375,0.046875000000000035,True,True,False,291602432,291602432,0.38274288177490234,0.07769204198848456,80208,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,400,0.05000000000000004,True,True,False,291602432,291602432,0.3876028060913086,0.07760537503054366,80400,0,0,True,0,0,0,0,0,0,0.0,0.0,2.7822782733221508e-18,-0.739920194325192
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,425,0.05312500000000004,True,True,False,295796736,295796736,0.3863201141357422,0.07712729199556634,80656,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,450,0.05625000000000004,True,True,False,295796736,295796736,0.3840351104736328,0.07715262501733378,80720,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,475,0.059375000000000046,True,True,False,297697280,297697280,0.3863096237182617,0.07749300001887605,80624,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,500,0.06250000000000004,True,True,False,297697280,297697280,0.3862276077270508,0.07733449997613207,80720,0,0,True,0,0,0,0,0,0,3.640187524492822e-19,2.4705350029332895e-19,6.399172061549766e-18,-0.7328353042547324
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,525,0.06562500000000004,True,True,False,297697280,297697280,0.38317394256591797,0.07746358297299594,80880,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,550,0.06875000000000005,True,True,False,297697280,297697280,0.3857307434082031,0.0770295420079492,80912,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,575,0.07187500000000005,True,True,False,297713664,297713664,0.3855123519897461,0.07737795799039304,80944,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,600,0.07500000000000005,True,True,False,297730048,297730048,0.38372325897216797,0.0779011250124313,81072,0,0,True,0,0,0,0,0,0,0.0,0.0,2.66464392464944e-18,-0.7251374285477121
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,625,0.07812500000000006,True,True,False,297730048,297730048,0.38588619232177734,0.07800020801369101,80960,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,650,0.08125000000000006,True,True,False,297811968,297811968,0.38681697845458984,0.07815883297007531,80960,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,675,0.08437500000000006,True,True,False,297828352,297828352,0.3837871551513672,0.0779666660237126,80896,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,700,0.08750000000000006,True,True,False,297828352,297828352,0.3860483169555664,0.07782645802944899,80864,0,0,True,0,0,0,0,0,0,0.0,0.0,4.714759101857465e-18,-0.7178268276193774
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,725,0.09062500000000007,True,True,False,302039040,302039040,0.38686180114746094,0.07671545899938792,80928,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,750,0.09375000000000007,True,True,False,302055424,302055424,0.38498401641845703,0.07765924994600937,80960,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,775,0.09687500000000007,True,True,False,302399488,302399488,0.3863334655761719,0.07807683298597112,80960,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,800,0.10000000000000007,True,True,False,302399488,302399488,0.3860149383544922,0.07772537495475262,80736,0,0,True,0,0,0,0,0,0,0.0,0.0,5.093937275243601e-18,-0.7119037218092428
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,825,0.10312500000000008,True,True,False,302399488,302399488,0.3838634490966797,0.07701075001386926,80352,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,850,0.10625000000000008,True,True,False,302481408,302481408,0.3861961364746094,0.07774291699752212,80256,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,875,0.10937500000000008,True,True,False,302481408,302481408,0.386444091796875,0.0778533749980852,80128,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,900,0.11250000000000009,True,True,False,302481408,302481408,0.3850851058959961,0.0777250420069322,80000,0,0,True,0,0,0,0,0,0,0.0,0.0,3.782814454037347e-18,-0.7049151732549117
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,925,0.11562500000000009,True,True,False,302481408,302481408,0.38716793060302734,0.07757212495198473,79872,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,950,0.11875000000000009,True,True,False,302481408,302481408,0.3867025375366211,0.07741737499600276,79824,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,975,0.1218750000000001,True,True,False,302481408,302481408,0.38555431365966797,0.07735337503254414,79760,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1000,0.12500000000000008,True,True,False,302481408,302481408,0.3870859146118164,0.07744754198938608,79808,0,0,True,0,0,0,0,0,0,0.0,0.0,2.8344875096803076e-18,-0.6981254448816987
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1025,0.12812499999999974,True,True,False,302481408,302481408,0.3863992691040039,0.0776914160232991,79680,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1050,0.1312499999999994,True,True,False,302481408,302481408,0.38558197021484375,0.07671295799082145,79792,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1075,0.13437499999999905,True,True,False,302481408,302481408,0.3877716064453125,0.07757766603026539,79952,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1100,0.1374999999999987,True,True,False,302481408,302481408,0.3850259780883789,0.07763379102107137,79984,0,0,True,0,0,0,0,0,0,2.6104379709827384e-18,4.565966847116971e-18,2.7582689233739054e-18,-0.6904145202108021
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1125,0.14062499999999836,True,True,False,306675712,306675712,0.3840217590332031,0.07764824997866526,79968,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1150,0.14374999999999802,True,True,False,306823168,306823168,0.38371753692626953,0.0807695830008015,80128,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1175,0.14687499999999767,True,True,False,306823168,306823168,0.3858060836791992,0.0777661669999361,80224,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1200,0.14999999999999733,True,True,False,306823168,306823168,0.38361167907714844,0.07930308301001787,80336,0,0,True,0,0,0,0,0,0,0.0,0.0,5.9609634955052256e-18,-0.68451867751042
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1225,0.15312499999999699,True,True,False,308133888,308133888,0.3835105895996094,0.07873862504493445,80304,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1250,0.15624999999999664,True,True,False,308150272,308150272,0.3858041763305664,0.07753862498793751,80336,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1275,0.1593749999999963,True,True,False,308150272,308150272,0.38350963592529297,0.07749799999874085,80464,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1300,0.16249999999999595,True,True,False,308150272,308150272,0.38450145721435547,0.07826187502359971,80560,0,0,True,0,0,0,0,0,0,0.0,0.0,2.5990625087716615e-18,-0.6779963876469
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1325,0.1656249999999956,True,True,False,308150272,308150272,0.3867530822753906,0.07802399998763576,80400,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1350,0.16874999999999526,True,True,False,308150272,308150272,0.3848123550415039,0.07753175002289936,80496,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1375,0.17187499999999492,True,True,False,308150272,308150272,0.38317394256591797,0.07766670896671712,80288,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1400,0.17499999999999458,True,True,False,308166656,308166656,0.3867330551147461,0.07786766695789993,80304,0,0,True,0,0,0,0,0,0,0.0,0.0,5.5222599649930414e-18,-0.671390342214427
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1425,0.17812499999999423,True,True,False,308166656,308166656,0.38485240936279297,0.07738895795773715,80112,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1450,0.1812499999999939,True,True,False,308166656,308166656,0.38307952880859375,0.07794062502216548,79984,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1475,0.18437499999999354,True,True,False,308166656,308166656,0.3858060836791992,0.07757466699695215,79984,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1500,0.1874999999999932,True,True,False,308166656,308166656,0.3848867416381836,0.07647675002226606,79872,0,0,True,0,0,0,0,0,0,0.0,0.0,2.0563600223174177e-18,-0.6639803206279109
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1525,0.19062499999999286,True,True,False,308166656,308166656,0.38338661193847656,0.07876891596242785,80096,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1550,0.1937499999999925,True,True,False,308183040,308183040,0.3853578567504883,0.07728045899420977,79936,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1575,0.19687499999999217,True,True,False,308183040,308183040,0.38476085662841797,0.07749837503070012,79968,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r1,1600,0.19999999999999182,True,True,False,308183040,308183040,0.38318347930908203,0.07726591697428375,79840,0,0,True,0,0,0,0,0,0,0.0,0.0,4.552394396273844e-18,-0.657299791882664
