schema_version,run_id,step,time,state_all_finite,gc_enabled,grad_enabled,current_rss_bytes,peak_rss_bytes,system_available_memory_fraction,step_wall_seconds,edge_count,light_duplicate_edge_count,light_nonreciprocal_edge_count,full_structure_audit,neighbor_duplicate_edge_count,neighbor_missing_self_edge_count,neighbor_nonreciprocal_nonself_edge_count,neighbor_out_of_bounds_edge_count,neighbor_omitted_strict_support_edge_count,neighbor_unexpected_edge_count,pressure_relative_pair_force_residual,viscosity_relative_pair_force_residual,relative_total_internal_force,viscous_power
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,0,0.0,True,True,False,229572608,229572608,0.3872032165527344,0.0,82944,0,0,True,0,0,0,0,0,0,0.0,0.0,2.7229308929826035e-19,-0.7687928697867699
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,25,0.003125000000000002,True,True,False,280068096,280068096,0.38261985778808594,0.07555570802651346,76672,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,50,0.006250000000000005,True,True,False,280166400,280166400,0.3855714797973633,0.07548020803369582,76576,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,75,0.009375000000000007,True,True,False,280215552,280215552,0.38492298126220703,0.07509508403018117,77264,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,100,0.01250000000000001,True,True,False,280231936,280231936,0.3828544616699219,0.07569716701982543,77712,0,0,True,0,0,0,0,0,0,0.0,0.0,2.347444130899319e-18,-0.7615085076229487
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,125,0.01562500000000001,True,True,False,284475392,284475392,0.3852663040161133,0.07590933400206268,78096,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,150,0.018750000000000013,True,True,False,284491776,284491776,0.38443470001220703,0.07593683298910037,78256,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,175,0.021875000000000016,True,True,False,284590080,284590080,0.38344764709472656,0.07690170902060345,78544,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,200,0.02500000000000002,True,True,False,284606464,284606464,0.38574695587158203,0.07616504200268537,78736,0,0,True,0,0,0,0,0,0,0.0,0.0,4.435307040482214e-18,-0.753118760734567
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,225,0.02812500000000002,True,True,False,293126144,293126144,0.3823366165161133,0.07611537503544241,78864,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,250,0.03125000000000002,True,True,False,293126144,293126144,0.3819131851196289,0.0760660000378266,78928,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,275,0.034375000000000024,True,True,False,293175296,293175296,0.38494014739990234,0.07648954098112881,79248,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,300,0.037500000000000026,True,True,False,293175296,293175296,0.38509368896484375,0.07555050001246855,79440,0,0,True,0,0,0,0,0,0,0.0,0.0,3.607248240977272e-18,-0.7466405931759803
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,325,0.04062500000000003,True,True,False,297435136,297435136,0.38311195373535156,0.07647333398927003,79760,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,350,0.04375000000000003,True,True,False,297500672,297500672,0.3868837356567383,0.0760120420018211,79984,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,375,0.046875000000000035,True,True,False,297582592,297582592,0.38431835174560547,0.07537891599349678,80208,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,400,0.05000000000000004,True,True,False,297582592,297582592,0.3831634521484375,0.076828416029457,80400,0,0,True,0,0,0,0,0,0,0.0,0.0,2.7822782733221508e-18,-0.739920194325192
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,425,0.05312500000000004,True,True,False,297582592,297582592,0.38547611236572266,0.07713920797687024,80656,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,450,0.05625000000000004,True,True,False,298352640,298352640,0.3846778869628906,0.07643370900768787,80720,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,475,0.059375000000000046,True,True,False,298401792,298401792,0.38336944580078125,0.07664845796534792,80624,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,500,0.06250000000000004,True,True,False,298434560,298434560,0.3837165832519531,0.07660079200286418,80720,0,0,True,0,0,0,0,0,0,3.640187524492822e-19,2.4705350029332895e-19,6.399172061549766e-18,-0.7328353042547324
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,525,0.06562500000000004,True,True,False,302694400,302694400,0.3825845718383789,0.07731883402448148,80880,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,550,0.06875000000000005,True,True,False,302710784,302710784,0.3819599151611328,0.07757058297283947,80912,0,0,False,,,,,,,,,,
