schema_version,run_id,step,time,state_all_finite,gc_enabled,grad_enabled,current_rss_bytes,peak_rss_bytes,system_available_memory_fraction,step_wall_seconds,edge_count,light_duplicate_edge_count,light_nonreciprocal_edge_count,full_structure_audit,neighbor_duplicate_edge_count,neighbor_missing_self_edge_count,neighbor_nonreciprocal_nonself_edge_count,neighbor_out_of_bounds_edge_count,neighbor_omitted_strict_support_edge_count,neighbor_unexpected_edge_count,pressure_relative_pair_force_residual,viscosity_relative_pair_force_residual,relative_total_internal_force,viscous_power
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,575,0.07187500000000005,True,True,False,302710784,302710784,0.38426780700683594,0.07649312500143424,80944,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,600,0.07500000000000005,True,True,False,302710784,302710784,0.38495922088623047,0.07697449997067451,81072,0,0,True,0,0,0,0,0,0,0.0,0.0,2.66464392464944e-18,-0.7251374285477121
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,625,0.07812500000000006,True,True,False,302710784,302710784,0.38224124908447266,0.07703766599297523,80960,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,650,0.08125000000000006,True,True,False,302727168,302727168,0.3847932815551758,0.0755485410336405,80960,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,675,0.08437500000000006,True,True,False,302743552,302743552,0.3846912384033203,0.07673633302329108,80896,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,700,0.08750000000000006,True,True,False,302743552,302743552,0.3836708068847656,0.07655470800818875,80864,0,0,True,0,0,0,0,0,0,0.0,0.0,4.714759101857465e-18,-0.7178268276193774
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,725,0.09062500000000007,True,True,False,302743552,302743552,0.38492679595947266,0.07722466601990163,80928,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,750,0.09375000000000007,True,True,False,302759936,302759936,0.38422107696533203,0.07601079199230298,80960,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,775,0.09687500000000007,True,True,False,302759936,302759936,0.3825874328613281,0.07656600000336766,80960,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,800,0.10000000000000007,True,True,False,302759936,302759936,0.38472938537597656,0.07723233301658183,80736,0,0,True,0,0,0,0,0,0,0.0,0.0,5.093937275243601e-18,-0.7119037218092428
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,825,0.10312500000000008,True,True,False,302759936,302759936,0.38434505462646484,0.07600029197055846,80352,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,850,0.10625000000000008,True,True,False,302759936,302759936,0.3827667236328125,0.07588137499988079,80256,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,875,0.10937500000000008,True,True,False,302759936,302759936,0.38491058349609375,0.07689079199917614,80128,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,900,0.11250000000000009,True,True,False,302809088,302809088,0.3840198516845703,0.07604575000004843,80000,0,0,True,0,0,0,0,0,0,0.0,0.0,3.782814454037347e-18,-0.7049151732549117
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,925,0.11562500000000009,True,True,False,302989312,302989312,0.38383960723876953,0.07667149999178946,79872,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,950,0.11875000000000009,True,True,False,303710208,303710208,0.3848848342895508,0.07591891702031717,79824,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,975,0.1218750000000001,True,True,False,303710208,303710208,0.38248252868652344,0.07580987497931346,79760,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1000,0.12500000000000008,True,True,False,303710208,303710208,0.3827180862426758,0.07644141698256135,79808,0,0,True,0,0,0,0,0,0,0.0,0.0,2.8344875096803076e-18,-0.6981254448816987
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1025,0.12812499999999974,True,True,False,303710208,303710208,0.385955810546875,0.07553883298533037,79680,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1050,0.1312499999999994,True,True,False,303710208,303710208,0.3843097686767578,0.07690408296184614,79792,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1075,0.13437499999999905,True,True,False,303710208,303710208,0.38293933868408203,0.07628791604656726,79952,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1100,0.1374999999999987,True,True,False,303710208,303710208,0.3851041793823242,0.0764288330101408,79984,0,0,True,0,0,0,0,0,0,2.6104379709827384e-18,4.565966847116971e-18,2.7582689233739054e-18,-0.6904145202108021
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1125,0.14062499999999836,True,True,False,307920896,307920896,0.3839588165283203,0.07657762500457466,79968,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1150,0.14374999999999802,True,True,False,307920896,307920896,0.38277435302734375,0.07529175002127886,80128,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1175,0.14687499999999767,True,True,False,307920896,307920896,0.3847332000732422,0.0773779169539921,80224,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1200,0.14999999999999733,True,True,False,307920896,307920896,0.38500404357910156,0.07671920902794227,80336,0,0,True,0,0,0,0,0,0,0.0,0.0,5.9609634955052256e-18,-0.68451867751042
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1225,0.15312499999999699,True,True,False,307920896,307920896,0.3827219009399414,0.07661695795832202,80304,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1250,0.15624999999999664,True,True,False,307920896,307920896,0.3823661804199219,0.07778366701677442,80336,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1275,0.1593749999999963,True,True,False,307920896,307920896,0.3818349838256836,0.07681262498954311,80464,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1300,0.16249999999999595,True,True,False,307920896,307920896,0.38015174865722656,0.07732983300229535,80560,0,0,True,0,0,0,0,0,0,0.0,0.0,2.5990625087716615e-18,-0.6779963876469
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1325,0.1656249999999956,True,True,False,308576256,308576256,0.38181018829345703,0.07798404200002551,80400,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1350,0.16874999999999526,True,True,False,308609024,308609024,0.38140201568603516,0.07661683298647404,80496,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1375,0.17187499999999492,True,True,False,308625408,308625408,0.3800983428955078,0.07597295800223947,80288,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1400,0.17499999999999458,True,True,False,308625408,308625408,0.3818082809448242,0.07607087498763576,80304,0,0,True,0,0,0,0,0,0,0.0,0.0,5.5222599649930414e-18,-0.671390342214427
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1425,0.17812499999999423,True,True,False,308625408,308625408,0.3823280334472656,0.07667275000130758,80112,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1450,0.1812499999999939,True,True,False,308625408,308625408,0.38115787506103516,0.07818087498890236,79984,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1475,0.18437499999999354,True,True,False,308625408,308625408,0.3818941116333008,0.07717879203846678,79984,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1500,0.1874999999999932,True,True,False,308625408,308625408,0.38111019134521484,0.07667345803929493,79872,0,0,True,0,0,0,0,0,0,0.0,0.0,2.0563600223174177e-18,-0.6639803206279109
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1525,0.19062499999999286,True,True,False,308641792,308641792,0.3814277648925781,0.07554616703419015,80096,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1550,0.1937499999999925,True,True,False,308658176,308658176,0.38199424743652344,0.07646912499330938,79936,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1575,0.19687499999999217,True,True,False,308658176,308658176,0.3818778991699219,0.07648829102981836,79968,0,0,False,,,,,,,,,,
sph-pio-poc.stage01dp.canary.v1,stage01dp_canary_r2,1600,0.19999999999999182,True,True,False,308658176,308658176,0.38010501861572266,0.07609329099068418,79840,0,0,True,0,0,0,0,0,0,0.0,0.0,4.552394396273844e-18,-0.657299791882664
