step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,-1,-1,-1,-1,-1,253,3,6,311,28,2,6139,466,10,0,0.0,236388352,4112416,82944,0.021690792054869235
2,-1,-1,-1,-1,-1,418,3,6,311,28,2,6139,466,10,0,0.0,239779840,4112416,82944,0.021738291019573808
3,-1,-1,-1,-1,-1,551,3,6,311,28,2,6139,466,10,0,0.0,242581504,4112416,82944,0.020937749999575317
4,-1,-1,-1,-1,-1,0,4,6,312,28,2,6335,466,10,0,0.0,246071296,4112416,82944,0.020655333995819092
5,-1,-1,-1,-1,-1,129,4,6,312,28,2,6335,466,10,0,0.0,247447552,4112416,82944,0.02099399996222928
6,-1,-1,-1,-1,-1,257,4,6,312,28,2,6335,466,10,0,0.0,248823808,4112416,82944,0.02169958397280425
7,-1,-1,-1,-1,-1,385,4,6,312,28,2,6335,466,10,0,0.0,248823808,4112416,82944,0.02082999999402091
8,-1,-1,-1,-1,-1,517,4,6,312,28,2,6335,466,10,0,0.0,248872960,4112416,82944,0.020742374996189028
9,-1,-1,-1,-1,-1,649,4,6,312,28,2,6335,466,10,0,0.0,251576320,4112416,82944,0.020808375033084303
10,-1,-1,-1,-1,-1,48,5,6,313,28,2,6577,466,10,0,0.0,251592704,4112416,82944,0.021121334051713347
11,-1,-1,-1,-1,-1,176,5,6,313,28,2,6577,466,10,0,0.0,251609088,4112416,82944,0.02180508297169581
12,-1,-1,-1,-1,-1,304,5,6,313,28,2,6577,466,10,0,0.0,251609088,4112416,82944,0.021126083040144295
13,-1,-1,-1,-1,-1,432,5,6,313,28,2,6577,466,10,0,0.0,251609088,4112416,82944,0.0207447920111008
14,-1,-1,-1,-1,-1,560,5,6,313,28,2,6577,466,10,0,0.0,251625472,4112416,82944,0.02078191703185439
15,-1,-1,-1,-1,-1,0,6,6,314,28,2,6827,466,10,0,0.0,254361600,4112416,82944,0.02083433303050697
16,-1,-1,-1,-1,-1,128,6,6,314,28,2,6827,466,10,0,0.0,254377984,4112416,82944,0.021215999964624643
17,-1,-1,-1,-1,-1,256,6,6,314,28,2,6827,466,10,0,0.0,254377984,4112416,82944,0.020618916023522615
18,-1,-1,-1,-1,-1,384,6,6,314,28,2,6827,466,10,0,0.0,254377984,4112416,82944,0.020580708049237728
