step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,0,0,0,0,0,484,3,6,311,28,2,6139,466,10,0,0.0,237174784,4112416,82944,0.02429475000826642
2,0,0,0,0,0,39,4,6,312,28,2,6438,466,10,0,0.0,244613120,4112416,82944,0.02438795898342505
3,3,2654208,0,1,3,324,4,6,312,28,2,6438,466,10,0,0.0,244662272,4112416,82944,0.025611584016587585
4,13,8011776,3,2,13,638,4,6,312,28,2,6438,466,10,0,0.0,247185408,4112416,82944,0.023879999993368983
5,7,2703360,0,1,7,154,5,6,313,28,2,6866,466,10,0,0.0,247234560,4112416,82944,0.02391808299580589
6,15,8028160,5,2,13,428,5,6,313,28,2,6866,466,10,0,0.0,250970112,4112416,82944,0.02306075004162267
7,25,13385728,13,3,13,18,6,6,314,28,2,7314,466,10,0,0.0,256524288,4112416,82944,0.023941999999806285
8,12,5373952,5,2,10,243,6,6,314,28,2,7314,466,10,0,0.0,256540672,4112416,82944,0.024180583015549928
9,22,10731520,10,3,13,530,6,6,314,28,2,7314,466,10,0,0.0,256573440,4112416,82944,0.02421712497016415
10,9,2719744,2,2,10,37,7,6,315,28,2,7758,466,10,0,0.0,257998848,4112416,82944,0.023114958021324128
11,12,5373952,5,2,10,288,7,6,315,28,2,7758,466,10,0,0.0,257998848,4112416,82944,0.024436499981675297
12,22,10731520,10,3,13,573,7,6,315,28,2,7758,466,10,0,0.0,258097152,4112416,82944,0.02391899999929592
13,14,5390336,8,3,10,37,8,6,316,28,2,8178,466,10,0,0.0,258146304,4112416,82944,0.022280875011347234
14,17,8044544,8,3,10,307,8,6,316,28,2,8178,466,10,0,0.0,258228224,4112416,82944,0.022022250050213188
15,27,13402112,10,4,13,596,8,6,316,28,2,8178,466,10,0,0.0,259686400,4112416,82944,0.02201112499460578
16,17,8044544,8,3,10,47,9,6,317,28,2,8647,466,10,0,0.0,263847936,4112416,82944,0.02195779199246317
17,20,10698752,8,4,10,299,9,6,317,28,2,8647,466,10,0,0.0,263864320,4112416,82944,0.021401917038019747
18,30,16056320,10,5,13,586,9,6,317,28,2,8647,466,10,0,0.0,263897088,4112416,82944,0.022877209004946053
19,17,8044544,8,3,10,38,10,6,318,28,2,9126,466,10,0,0.0,265289728,4112416,82944,0.024215374956838787
20,20,10698752,8,4,10,290,10,6,318,28,2,9126,466,10,0,0.0,265306112,4112416,82944,0.02357108297292143
21,30,16056320,10,5,13,576,10,6,318,28,2,9126,466,10,0,0.0,265355264,4112416,82944,0.023250667029060423
22,17,8044544,8,3,10,37,11,6,319,28,2,9617,466,10,0,0.0,268763136,4112416,82944,0.023225416953209788
23,20,10698752,8,4,10,283,11,6,319,28,2,9617,466,10,0,0.0,268763136,4112416,82944,0.023603874957188964
24,30,16056320,10,5,13,569,11,6,319,28,2,9617,466,10,0,0.0,270123008,4112416,82944,0.02380666695535183
25,0,0,0,0,0,37,0,7,319,29,2,9617,1092,10,0,0.0,270172160,4112416,82944,0.02332887495867908
26,3,2654208,0,1,3,222,0,7,319,29,2,9617,1092,10,0,0.0,270188544,4112416,82944,0.02589862502645701
