step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,-1,-1,-1,-1,-1,87,3,6,311,28,2,6139,466,10,0,0.0,233848832,4112416,82944,0.02191808301722631
2,-1,-1,-1,-1,-1,186,3,6,311,28,2,6139,466,10,0,0.0,235585536,4112416,82944,0.021869083982892334
3,-1,-1,-1,-1,-1,251,3,6,311,28,2,6139,466,10,0,0.0,237764608,4112416,82944,0.021657000004779547
4,-1,-1,-1,-1,-1,316,3,6,311,28,2,6139,466,10,0,0.0,239484928,4112416,82944,0.021436667011585087
5,-1,-1,-1,-1,-1,381,3,6,311,28,2,6139,466,10,0,0.0,244203520,4112416,82944,0.021079500031191856
6,-1,-1,-1,-1,-1,445,3,6,311,28,2,6139,466,10,0,0.0,251674624,4112416,82944,0.021208500023931265
7,-1,-1,-1,-1,-1,509,3,6,311,28,2,6139,466,10,0,0.0,253132800,4112416,82944,0.021231541992165148
8,-1,-1,-1,-1,-1,573,3,6,311,28,2,6139,466,10,0,0.0,255934464,4112416,82944,0.020833667018450797
9,-1,-1,-1,-1,-1,637,3,6,311,28,2,6139,466,10,0,0.0,258113536,4112416,82944,0.021093000017572194
10,-1,-1,-1,-1,-1,0,4,6,312,28,2,6378,466,10,0,0.0,260538368,4112416,82944,0.02121025003725663
11,-1,-1,-1,-1,-1,48,4,6,312,28,2,6378,466,10,0,0.0,260571136,4112416,82944,0.02220125001622364
12,-1,-1,-1,-1,-1,110,4,6,312,28,2,6378,466,10,0,0.0,260571136,4112416,82944,0.022842624981421977
13,-1,-1,-1,-1,-1,172,4,6,312,28,2,6378,466,10,0,0.0,260603904,4112416,82944,0.021515708009246737
14,-1,-1,-1,-1,-1,234,4,6,312,28,2,6378,466,10,0,0.0,261931008,4112416,82944,0.021697415970265865
15,-1,-1,-1,-1,-1,296,4,6,312,28,2,6378,466,10,0,0.0,261931008,4112416,82944,0.022016583010554314
16,-1,-1,-1,-1,-1,358,4,6,312,28,2,6378,466,10,0,0.0,261931008,4112416,82944,0.02140883303945884
17,-1,-1,-1,-1,-1,420,4,6,312,28,2,6378,466,10,0,0.0,261947392,4112416,82944,0.02162041701376438
18,-1,-1,-1,-1,-1,482,4,6,312,28,2,6378,466,10,0,0.0,261980160,4112416,82944,0.021182708034757525
19,-1,-1,-1,-1,-1,544,4,6,312,28,2,6378,466,10,0,0.0,262029312,4112416,82944,0.021613583026919514
20,-1,-1,-1,-1,-1,608,4,6,312,28,2,6378,466,10,0,0.0,264454144,4112416,82944,0.021040124993305653
21,-1,-1,-1,-1,-1,0,5,6,313,28,2,6642,466,10,0,0.0,267288576,4112416,82944,0.021408375003375113
22,-1,-1,-1,-1,-1,48,5,6,313,28,2,6642,466,10,0,0.0,267337728,4112416,82944,0.02293187502073124
23,-1,-1,-1,-1,-1,110,5,6,313,28,2,6642,466,10,0,0.0,267337728,4112416,82944,0.02257112495135516
