step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,-1,-1,-1,-1,-1,253,3,6,311,28,2,6139,466,10,0,0.0,233668608,4112416,82944,0.022483250009827316
2,-1,-1,-1,-1,-1,418,3,6,311,28,2,6139,466,10,0,0.0,239730688,4112416,82944,0.022121832997072488
3,-1,-1,-1,-1,-1,551,3,6,311,28,2,6139,466,10,0,0.0,242761728,4112416,82944,0.022546624997630715
4,-1,-1,-1,-1,-1,0,4,6,312,28,2,6335,466,10,0,0.0,245547008,4112416,82944,0.021564750000834465
5,-1,-1,-1,-1,-1,129,4,6,312,28,2,6335,466,10,0,0.0,245596160,4112416,82944,0.022113041020929813
6,-1,-1,-1,-1,-1,257,4,6,312,28,2,6335,466,10,0,0.0,248315904,4112416,82944,0.022722374997101724
7,-1,-1,-1,-1,-1,385,4,6,312,28,2,6335,466,10,0,0.0,250363904,4112416,82944,0.021854041959159076
8,-1,-1,-1,-1,-1,517,4,6,312,28,2,6335,466,10,0,0.0,251084800,4112416,82944,0.02163329196628183
9,-1,-1,-1,-1,-1,649,4,6,312,28,2,6335,466,10,0,0.0,251871232,4112416,82944,0.022253167000599205
10,-1,-1,-1,-1,-1,48,5,6,313,28,2,6577,466,10,0,0.0,255934464,4112416,82944,0.022202791995368898
11,-1,-1,-1,-1,-1,176,5,6,313,28,2,6577,466,10,0,0.0,255934464,4112416,82944,0.021518499997910112
12,-1,-1,-1,-1,-1,304,5,6,313,28,2,6577,466,10,0,0.0,255950848,4112416,82944,0.021247083030175418
13,-1,-1,-1,-1,-1,432,5,6,313,28,2,6577,466,10,0,0.0,255950848,4112416,82944,0.021367082954384387
14,-1,-1,-1,-1,-1,560,5,6,313,28,2,6577,466,10,0,0.0,258605056,4112416,82944,0.022096749977208674
15,-1,-1,-1,-1,-1,0,6,6,314,28,2,6827,466,10,0,0.0,258637824,4112416,82944,0.022816125012468547
16,-1,-1,-1,-1,-1,128,6,6,314,28,2,6827,466,10,0,0.0,258637824,4112416,82944,0.021527624980080873
17,-1,-1,-1,-1,-1,256,6,6,314,28,2,6827,466,10,0,0.0,258637824,4112416,82944,0.0213832079898566
18,-1,-1,-1,-1,-1,384,6,6,314,28,2,6827,466,10,0,0.0,258637824,4112416,82944,0.021400917030405253
19,-1,-1,-1,-1,-1,512,6,6,314,28,2,6827,466,10,0,0.0,258670592,4112416,82944,0.020976791973225772
20,-1,-1,-1,-1,-1,640,6,6,314,28,2,6827,466,10,0,0.0,258736128,4112416,82944,0.020987208001315594
21,-1,-1,-1,-1,-1,48,7,6,315,28,2,7069,466,10,0,0.0,259407872,4112416,82944,0.021307374991010875
22,-1,-1,-1,-1,-1,176,7,6,315,28,2,7069,466,10,0,0.0,259424256,4112416,82944,0.02165125001920387
23,-1,-1,-1,-1,-1,304,7,6,315,28,2,7069,466,10,0,0.0,259424256,4112416,82944,0.021498916030395776
24,-1,-1,-1,-1,-1,432,7,6,315,28,2,7069,466,10,0,0.0,259440640,4112416,82944,0.021637459052726626
25,-1,-1,-1,-1,-1,560,7,6,315,28,2,7069,466,10,0,0.0,259440640,4112416,82944,0.021881874999962747
26,-1,-1,-1,-1,-1,48,8,6,316,28,2,7275,466,10,0,0.0,260734976,4112416,82944,0.02258366602472961
27,-1,-1,-1,-1,-1,175,8,6,316,28,2,7275,466,10,0,0.0,260734976,4112416,82944,0.022123541973996907
28,-1,-1,-1,-1,-1,302,8,6,316,28,2,7275,466,10,0,0.0,260734976,4112416,82944,0.020757750025950372
29,-1,-1,-1,-1,-1,429,8,6,316,28,2,7275,466,10,0,0.0,260734976,4112416,82944,0.018865707970689982
30,-1,-1,-1,-1,-1,556,8,6,316,28,2,7275,466,10,0,0.0,260734976,4112416,82944,0.021355125005356967
31,-1,-1,-1,-1,-1,0,9,6,317,28,2,7539,466,10,0,0.0,260734976,4112416,82944,0.02089145896025002
32,-1,-1,-1,-1,-1,127,9,6,317,28,2,7539,466,10,0,0.0,260751360,4112416,82944,0.022440750035457313
33,-1,-1,-1,-1,-1,254,9,6,317,28,2,7539,466,10,0,0.0,260751360,4112416,82944,0.021181208023335785
34,-1,-1,-1,-1,-1,381,9,6,317,28,2,7539,466,10,0,0.0,260751360,4112416,82944,0.021063167019747198
35,-1,-1,-1,-1,-1,508,9,6,317,28,2,7539,466,10,0,0.0,260751360,4112416,82944,0.021035415993537754
36,-1,-1,-1,-1,-1,635,9,6,317,28,2,7539,466,10,0,0.0,260751360,4112416,82944,0.020824457984417677
37,-1,-1,-1,-1,-1,48,10,6,318,28,2,7781,466,10,0,0.0,260751360,4112416,82944,0.02093350002542138
38,-1,-1,-1,-1,-1,175,10,6,318,28,2,7781,466,10,0,0.0,260751360,4112416,82944,0.021692333044484258
