step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,-1,-1,-1,-1,-1,253,3,6,311,28,2,6139,466,10,0,0.0,237125632,4112416,82944,0.021523125004023314
2,-1,-1,-1,-1,-1,418,3,6,311,28,2,6139,466,10,0,0.0,239812608,4112416,82944,0.020796541997697204
3,-1,-1,-1,-1,-1,551,3,6,311,28,2,6139,466,10,0,0.0,243843072,4112416,82944,0.020717957988381386
4,-1,-1,-1,-1,-1,0,4,6,312,28,2,6335,466,10,0,0.0,247267328,4112416,82944,0.0210286250221543
5,-1,-1,-1,-1,-1,129,4,6,312,28,2,6335,466,10,0,0.0,247267328,4112416,82944,0.021228750003501773
6,-1,-1,-1,-1,-1,257,4,6,312,28,2,6335,466,10,0,0.0,249315328,4112416,82944,0.021326332993339747
7,-1,-1,-1,-1,-1,385,4,6,312,28,2,6335,466,10,0,0.0,249331712,4112416,82944,0.021144415950402617
8,-1,-1,-1,-1,-1,517,4,6,312,28,2,6335,466,10,0,0.0,250658816,4112416,82944,0.020863290992565453
9,-1,-1,-1,-1,-1,649,4,6,312,28,2,6335,466,10,0,0.0,250773504,4112416,82944,0.021054708980955184
10,-1,-1,-1,-1,-1,48,5,6,313,28,2,6577,466,10,0,0.0,252870656,4112416,82944,0.021528666955418885
11,-1,-1,-1,-1,-1,176,5,6,313,28,2,6577,466,10,0,0.0,252870656,4112416,82944,0.021492375002708286
12,-1,-1,-1,-1,-1,304,5,6,313,28,2,6577,466,10,0,0.0,252887040,4112416,82944,0.02062233298784122
13,-1,-1,-1,-1,-1,432,5,6,313,28,2,6577,466,10,0,0.0,252887040,4112416,82944,0.020837832998950034
14,-1,-1,-1,-1,-1,560,5,6,313,28,2,6577,466,10,0,0.0,255541248,4112416,82944,0.02106879197526723
15,-1,-1,-1,-1,-1,0,6,6,314,28,2,6827,466,10,0,0.0,255590400,4112416,82944,0.021037790982518345
16,-1,-1,-1,-1,-1,128,6,6,314,28,2,6827,466,10,0,0.0,255590400,4112416,82944,0.021176124981138855
17,-1,-1,-1,-1,-1,256,6,6,314,28,2,6827,466,10,0,0.0,255590400,4112416,82944,0.02091166697209701
