step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,0,0,0,0,0,319,3,6,311,28,2,6139,466,10,0,0.0,235470848,4112416,82944,0.021689167013391852
2,13,8011776,0,1,13,600,3,6,311,28,2,6139,466,10,0,0.0,242368512,4112416,82944,0.02123095898423344
3,0,0,0,0,0,47,4,6,312,28,2,6532,466,10,0,0.0,247808000,4112416,82944,0.023984916042536497
4,3,2654208,0,1,3,257,4,6,312,28,2,6532,466,10,0,0.0,250478592,4112416,82944,0.02467287500621751
5,13,8011776,3,2,13,472,4,6,312,28,2,6532,466,10,0,0.0,252510208,4112416,82944,0.02436420798767358
6,23,13369344,13,3,13,5,5,6,313,28,2,7057,466,10,0,0.0,254214144,4112416,82944,0.024511833034921438
7,3,2654208,0,1,3,151,5,6,313,28,2,7057,466,10,0,0.0,255574016,4112416,82944,0.02783562504919246
8,13,8011776,3,2,13,344,5,6,313,28,2,7057,466,10,0,0.0,257605632,4112416,82944,0.030499250045977533
9,23,13369344,13,3,13,559,5,6,313,28,2,7057,466,10,0,0.0,258392064,4112416,82944,0.023166332975961268
10,0,0,0,0,0,37,6,6,314,28,2,7588,466,10,0,0.0,263815168,4112416,82944,0.023741333046928048
11,3,2654208,0,1,3,205,6,6,314,28,2,7588,466,10,0,0.0,263880704,4112416,82944,0.02039900003001094
12,13,8011776,3,2,13,420,6,6,314,28,2,7588,466,10,0,0.0,263929856,4112416,82944,0.021260041976347566
13,23,13369344,13,3,13,635,6,6,314,28,2,7588,466,10,0,0.0,263946240,4112416,82944,0.021479499991983175
14,4,49152,0,1,4,77,7,6,315,28,2,8129,466,10,0,0.0,265289728,4112416,82944,0.02184341597603634
15,10,5357568,0,1,10,253,7,6,315,28,2,8129,466,10,0,0.0,265306112,4112416,82944,0.02140058297663927
