step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,-1,-1,-1,-1,-1,87,3,6,311,28,2,6139,466,10,0,0.0,238206976,4112416,82944,0.021630541945341974
2,-1,-1,-1,-1,-1,181,3,6,311,28,2,6139,466,10,0,0.0,240451584,4112416,82944,0.02203375002136454
3,-1,-1,-1,-1,-1,244,3,6,311,28,2,6139,466,10,0,0.0,241876992,4112416,82944,0.02141787501750514
4,-1,-1,-1,-1,-1,307,3,6,311,28,2,6139,466,10,0,0.0,246038528,4112416,82944,0.02161245804745704
5,-1,-1,-1,-1,-1,370,3,6,311,28,2,6139,466,10,0,0.0,249233408,4112416,82944,0.02129316597711295
6,-1,-1,-1,-1,-1,432,3,6,311,28,2,6139,466,10,0,0.0,252051456,4112416,82944,0.02092149999225512
7,-1,-1,-1,-1,-1,494,3,6,311,28,2,6139,466,10,0,0.0,253526016,4112416,82944,0.020898083050269634
8,-1,-1,-1,-1,-1,556,3,6,311,28,2,6139,466,10,0,0.0,256229376,4112416,82944,0.021358500001952052
9,-1,-1,-1,-1,-1,618,3,6,311,28,2,6139,466,10,0,0.0,259719168,4112416,82944,0.02164720796281472
10,-1,-1,-1,-1,-1,0,4,6,312,28,2,6378,466,10,0,0.0,262553600,4112416,82944,0.02113483299035579
11,-1,-1,-1,-1,-1,48,4,6,312,28,2,6378,466,10,0,0.0,262569984,4112416,82944,0.02259150001918897
12,-1,-1,-1,-1,-1,108,4,6,312,28,2,6378,466,10,0,0.0,262569984,4112416,82944,0.021896040998399258
13,-1,-1,-1,-1,-1,168,4,6,312,28,2,6378,466,10,0,0.0,262586368,4112416,82944,0.021661833976395428
14,-1,-1,-1,-1,-1,228,4,6,312,28,2,6378,466,10,0,0.0,262586368,4112416,82944,0.021757375041488558
15,-1,-1,-1,-1,-1,288,4,6,312,28,2,6378,466,10,0,0.0,262586368,4112416,82944,0.02117583400104195
16,-1,-1,-1,-1,-1,348,4,6,312,28,2,6378,466,10,0,0.0,262619136,4112416,82944,0.021145374979823828
17,-1,-1,-1,-1,-1,408,4,6,312,28,2,6378,466,10,0,0.0,263405568,4112416,82944,0.020918832975439727
18,-1,-1,-1,-1,-1,468,4,6,312,28,2,6378,466,10,0,0.0,264781824,4112416,82944,0.021083584055304527
19,-1,-1,-1,-1,-1,528,4,6,312,28,2,6378,466,10,0,0.0,266911744,4112416,82944,0.021081792016047984
20,-1,-1,-1,-1,-1,590,4,6,312,28,2,6378,466,10,0,0.0,266928128,4112416,82944,0.02053862501634285
21,-1,-1,-1,-1,-1,652,4,6,312,28,2,6378,466,10,0,0.0,268288000,4112416,82944,0.021233415987808257
22,-1,-1,-1,-1,-1,25,5,6,313,28,2,6660,466,10,0,0.0,270974976,4112416,82944,0.024616624985355884
23,-1,-1,-1,-1,-1,81,5,6,313,28,2,6660,466,10,0,0.0,271024128,4112416,82944,0.02183879096992314
24,-1,-1,-1,-1,-1,141,5,6,313,28,2,6660,466,10,0,0.0,271040512,4112416,82944,0.021665459033101797
25,-1,-1,-1,-1,-1,201,5,6,313,28,2,6660,466,10,0,0.0,271040512,4112416,82944,0.02116233401466161
26,-1,-1,-1,-1,-1,276,5,6,313,28,2,6660,466,10,0,0.0,271040512,4112416,82944,0.022129999997559935
27,-1,-1,-1,-1,-1,336,5,6,313,28,2,6660,466,10,0,0.0,271056896,4112416,82944,0.021035791956819594
28,-1,-1,-1,-1,-1,396,5,6,313,28,2,6660,466,10,0,0.0,271056896,4112416,82944,0.021012457960750908
29,-1,-1,-1,-1,-1,456,5,6,313,28,2,6660,466,10,0,0.0,271056896,4112416,82944,0.02119220799067989
30,-1,-1,-1,-1,-1,516,5,6,313,28,2,6660,466,10,0,0.0,271056896,4112416,82944,0.021598666964564472
31,-1,-1,-1,-1,-1,576,5,6,313,28,2,6660,466,10,0,0.0,272400384,4112416,82944,0.020885583013296127
32,-1,-1,-1,-1,-1,636,5,6,313,28,2,6660,466,10,0,0.0,272433152,4112416,82944,0.021084665961097926
33,-1,-1,-1,-1,-1,0,6,6,314,28,2,6931,466,10,0,0.0,272433152,4112416,82944,0.02075299998978153
34,-1,-1,-1,-1,-1,48,6,6,314,28,2,6931,466,10,0,0.0,272433152,4112416,82944,0.0229198329616338
35,-1,-1,-1,-1,-1,108,6,6,314,28,2,6931,466,10,0,0.0,272433152,4112416,82944,0.022472749988082796
36,-1,-1,-1,-1,-1,168,6,6,314,28,2,6931,466,10,0,0.0,272449536,4112416,82944,0.022384250012692064
37,-1,-1,-1,-1,-1,228,6,6,314,28,2,6931,466,10,0,0.0,272449536,4112416,82944,0.02159020898398012
38,-1,-1,-1,-1,-1,288,6,6,314,28,2,6931,466,10,0,0.0,272449536,4112416,82944,0.021895666024647653
39,-1,-1,-1,-1,-1,348,6,6,314,28,2,6931,466,10,0,0.0,272449536,4112416,82944,0.02173562499228865
40,-1,-1,-1,-1,-1,408,6,6,314,28,2,6931,466,10,0,0.0,272465920,4112416,82944,0.021661458013113588
41,-1,-1,-1,-1,-1,468,6,6,314,28,2,6931,466,10,0,0.0,272465920,4112416,82944,0.021332082978915423
42,-1,-1,-1,-1,-1,528,6,6,314,28,2,6931,466,10,0,0.0,272465920,4112416,82944,0.021357833000365645
43,-1,-1,-1,-1,-1,588,6,6,314,28,2,6931,466,10,0,0.0,272547840,4112416,82944,0.021767291997093707
44,-1,-1,-1,-1,-1,648,6,6,314,28,2,6931,466,10,0,0.0,272547840,4112416,82944,0.0212157079949975
45,-1,-1,-1,-1,-1,25,7,6,315,28,2,7213,466,10,0,0.0,275316736,4112416,82944,0.020917874993756413
46,-1,-1,-1,-1,-1,81,7,6,315,28,2,7213,466,10,0,0.0,275333120,4112416,82944,0.022481749998405576
47,-1,-1,-1,-1,-1,141,7,6,315,28,2,7213,466,10,0,0.0,275333120,4112416,82944,0.02254254202125594
48,-1,-1,-1,-1,-1,201,7,6,315,28,2,7213,466,10,0,0.0,275333120,4112416,82944,0.021419124968815595
49,-1,-1,-1,-1,-1,261,7,6,315,28,2,7213,466,10,0,0.0,275333120,4112416,82944,0.021868083043955266
50,-1,-1,-1,-1,-1,321,7,6,315,28,2,7213,466,10,0,0.0,275333120,4112416,82944,0.021542250004131347
51,-1,-1,-1,-1,-1,408,7,6,315,28,2,7213,466,10,0,0.0,275333120,4112416,82944,0.02209783304715529
52,-1,-1,-1,-1,-1,468,7,6,315,28,2,7213,466,10,0,0.0,276660224,4112416,82944,0.021768959006294608
53,-1,-1,-1,-1,-1,528,7,6,315,28,2,7213,466,10,0,0.0,276709376,4112416,82944,0.0214163750060834
54,-1,-1,-1,-1,-1,588,7,6,315,28,2,7213,466,10,0,0.0,276725760,4112416,82944,0.0212701249984093
55,-1,-1,-1,-1,-1,648,7,6,315,28,2,7213,466,10,0,0.0,276725760,4112416,82944,0.021930999995674938
56,-1,-1,-1,-1,-1,25,8,6,316,28,2,7477,466,10,0,0.0,276807680,4112416,82944,0.021420750010292977
57,-1,-1,-1,-1,-1,81,8,6,316,28,2,7477,466,10,0,0.0,276824064,4112416,82944,0.022196625010110438
58,-1,-1,-1,-1,-1,141,8,6,316,28,2,7477,466,10,0,0.0,276824064,4112416,82944,0.021934041986241937
59,-1,-1,-1,-1,-1,201,8,6,316,28,2,7477,466,10,0,0.0,276824064,4112416,82944,0.02199983299942687
60,-1,-1,-1,-1,-1,261,8,6,316,28,2,7477,466,10,0,0.0,276840448,4112416,82944,0.021551792044192553
61,-1,-1,-1,-1,-1,321,8,6,316,28,2,7477,466,10,0,0.0,276840448,4112416,82944,0.021593499986920506
62,-1,-1,-1,-1,-1,381,8,6,316,28,2,7477,466,10,0,0.0,276856832,4112416,82944,0.02112591697368771
