step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,0,0,0,0,0,514,1,6,309,28,2,6139,466,10,0,0.0,236519424,4112416,82944,0.024886958010029048
2,13,8011776,0,1,13,900,1,6,309,28,2,6139,466,10,0,0.0,247234560,4112416,82944,0.022224957996513695
3,23,13369344,13,2,13,1252,1,6,309,28,2,6139,466,10,0,0.0,252854272,4112416,82944,0.025397208984941244
4,33,18726912,13,3,13,1604,1,6,309,28,2,6139,466,10,0,0.0,258981888,4112416,82944,0.02135608298704028
5,43,24084480,13,4,13,1956,1,6,309,28,2,6139,466,10,0,0.0,264470528,4112416,82944,0.019936458964366466
6,53,29442048,13,5,13,2307,1,6,309,28,2,6139,466,10,0,0.0,270024704,4112416,82944,0.020630915998481214
7,63,34799616,13,6,13,2658,1,6,309,28,2,6139,466,10,0,0.0,274792448,4112416,82944,0.0198815839830786
8,73,40157184,13,7,13,3009,1,6,309,28,2,6139,466,10,0,0.0,281067520,4112416,82944,0.02031820802949369
9,83,45514752,13,8,13,3360,1,6,309,28,2,6139,466,10,0,0.0,286736384,4112416,82944,0.02409795898711309
10,93,50872320,13,9,13,3711,1,6,309,28,2,6139,466,10,0,0.0,293945344,4112416,82944,0.02350833301898092
11,103,56229888,13,10,13,4062,1,6,309,28,2,6139,466,10,0,0.0,301694976,4112416,82944,0.021011542004998773
12,113,61587456,13,11,13,4413,1,6,309,28,2,6139,466,10,0,0.0,304594944,4112416,82944,0.021911874995566905
13,123,66945024,13,12,13,4764,1,6,309,28,2,6139,466,10,0,0.0,308707328,4112416,82944,0.02285187499364838
14,133,72302592,13,13,13,5115,1,6,309,28,2,6139,466,10,0,0.0,316243968,4112416,82944,0.02037991600809619
15,143,77660160,13,14,13,5466,1,6,309,28,2,6139,466,10,0,0.0,323076096,4112416,82944,0.020438209001440555
16,153,83017728,13,15,13,5817,1,6,309,28,2,6139,466,10,0,0.0,327237632,4112416,82944,0.02242441597627476
17,163,88375296,13,16,13,6168,1,6,309,28,2,6139,466,10,0,0.0,333414400,4112416,82944,0.023499666014686227
18,173,93732864,13,17,13,6520,1,6,309,28,2,6139,466,10,0,0.0,336281600,4112416,82944,0.022754832985810935
19,183,99090432,13,18,13,6875,1,6,309,28,2,6139,466,10,0,0.0,345112576,4112416,82944,0.02204508299473673
20,193,104448000,13,19,13,7230,1,6,309,28,2,6139,466,10,0,0.0,350683136,4112416,82944,0.02124208299210295
21,203,109805568,13,20,13,7585,1,6,309,28,2,6139,466,10,0,0.0,355614720,4112416,82944,0.021028249990195036
22,213,115163136,13,21,13,7940,1,6,309,28,2,6139,466,10,0,0.0,359792640,4112416,82944,0.02266025001881644
23,223,120520704,13,22,13,8295,1,6,309,28,2,6139,466,10,0,0.0,364331008,4112416,82944,0.023473292007111013
24,233,125878272,13,23,13,8650,1,6,309,28,2,6139,466,10,0,0.0,370556928,4112416,82944,0.02208079199772328
25,243,131235840,13,24,13,9005,1,6,309,28,2,6139,466,10,0,0.0,380076032,4112416,82944,0.021897749975323677
26,253,136593408,13,25,13,10017,1,6,309,28,2,6139,466,10,0,0.0,392019968,4112416,82944,0.04109712498029694
27,263,141950976,13,26,13,10243,1,6,309,28,2,6139,466,10,0,0.0,398770176,4112416,82944,0.028544792032334954
28,273,147308544,13,27,13,10469,1,6,309,28,2,6139,466,10,0,0.0,405602304,4112416,82944,0.024977416032925248
29,283,152666112,13,28,13,10695,1,6,309,28,2,6139,466,10,0,0.0,411828224,4112416,82944,0.021648416994139552
30,293,158023680,13,29,13,10921,1,6,309,28,2,6139,466,10,0,0.0,418709504,4112416,82944,0.02162254200084135
31,303,163381248,13,30,13,11179,1,6,309,28,2,6139,466,10,0,0.0,419479552,4112416,82944,0.024017666990403086
32,313,168738816,13,31,13,11493,1,6,309,28,2,6139,466,10,0,0.0,425050112,4112416,82944,0.02300437504891306
33,323,174096384,13,32,13,11848,1,6,309,28,2,6139,466,10,0,0.0,430555136,4112416,82944,0.028057083021849394
34,333,179453952,13,33,13,12203,1,6,309,28,2,6139,466,10,0,0.0,435470336,4112416,82944,0.03334954101592302
35,343,184811520,13,34,13,12558,1,6,309,28,2,6139,466,10,0,0.0,444383232,4112416,82944,0.021300708001945168
36,353,190169088,13,35,13,12913,1,6,309,28,2,6139,466,10,0,0.0,449331200,4112416,82944,0.01890112500404939
37,363,195526656,13,36,13,13268,1,6,309,28,2,6139,466,10,0,0.0,453558272,4112416,82944,0.01911533297970891
38,373,200884224,13,37,13,13623,1,6,309,28,2,6139,466,10,0,0.0,464437248,4112416,82944,0.020447749993763864
39,383,206241792,13,38,13,13978,1,6,309,28,2,6139,466,10,0,0.0,469434368,4112416,82944,0.018705000053159893
40,393,211599360,13,39,13,14333,1,6,309,28,2,6139,466,10,0,0.0,473628672,4112416,82944,0.019690416986122727
41,403,216956928,13,40,13,14688,1,6,309,28,2,6139,466,10,0,0.0,478543872,4112416,82944,0.018096167012117803
42,413,222314496,13,41,13,15043,1,6,309,28,2,6139,466,10,0,0.0,484081664,4112416,82944,0.022250833979342133
43,423,227672064,13,42,13,15398,1,6,309,28,2,6139,466,10,0,0.0,489095168,4112416,82944,0.021807999990414828
44,433,233029632,13,43,13,15753,1,6,309,28,2,6139,466,10,0,0.0,495992832,4112416,82944,0.021329040988348424
45,443,238387200,13,44,13,16108,1,6,309,28,2,6139,466,10,0,0.0,502153216,4112416,82944,0.022585708007682115
46,453,243744768,13,45,13,16463,1,6,309,28,2,6139,466,10,0,0.0,510509056,4112416,82944,0.01820620900252834
47,463,249102336,13,46,13,16818,1,6,309,28,2,6139,466,10,0,0.0,518078464,4112416,82944,0.02233408304164186
48,473,254459904,13,47,13,17173,1,6,309,28,2,6139,466,10,0,0.0,520929280,4112416,82944,0.021359333011787385
