step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,0,0,0,0,0,514,1,6,309,28,2,6139,466,10,0,0.0,236044288,4112416,82944,0.022321708034723997
2,13,8011776,0,1,13,900,1,6,309,28,2,6139,466,10,0,0.0,242221056,4112416,82944,0.022209707996807992
3,23,13369344,13,2,13,1252,1,6,309,28,2,6139,466,10,0,0.0,249643008,4112416,82944,0.021948665962554514
4,33,18726912,13,3,13,1604,1,6,309,28,2,6139,466,10,0,0.0,252788736,4112416,82944,0.022173333971295506
5,43,24084480,13,4,13,1956,1,6,309,28,2,6139,466,10,0,0.0,259719168,4112416,82944,0.022908000042662024
6,53,29442048,13,5,13,2307,1,6,309,28,2,6139,466,10,0,0.0,265535488,4112416,82944,0.022169959032908082
7,63,34799616,13,6,13,2658,1,6,309,28,2,6139,466,10,0,0.0,271679488,4112416,82944,0.02262395800789818
8,73,40157184,13,7,13,3009,1,6,309,28,2,6139,466,10,0,0.0,276529152,4112416,82944,0.022234582982491702
9,83,45514752,13,8,13,3360,1,6,309,28,2,6139,466,10,0,0.0,282017792,4112416,82944,0.022031958040315658
10,93,50872320,13,9,13,3711,1,6,309,28,2,6139,466,10,0,0.0,286851072,4112416,82944,0.0226090420037508
11,103,56229888,13,10,13,4062,1,6,309,28,2,6139,466,10,0,0.0,295010304,4112416,82944,0.021746499987784773
12,113,61587456,13,11,13,4413,1,6,309,28,2,6139,466,10,0,0.0,301137920,4112416,82944,0.02242479199776426
13,123,66945024,13,12,13,4764,1,6,309,28,2,6139,466,10,0,0.0,306348032,4112416,82944,0.021749917010311037
14,133,72302592,13,13,13,5115,1,6,309,28,2,6139,466,10,0,0.0,313278464,4112416,82944,0.021754999994300306
15,143,77660160,13,14,13,5466,1,6,309,28,2,6139,466,10,0,0.0,316112896,4112416,82944,0.021743499964941293
16,153,83017728,13,15,13,5817,1,6,309,28,2,6139,466,10,0,0.0,322715648,4112416,82944,0.022466417052783072
17,163,88375296,13,16,13,6168,1,6,309,28,2,6139,466,10,0,0.0,328253440,4112416,82944,0.02194100001361221
18,173,93732864,13,17,13,6520,1,6,309,28,2,6139,466,10,0,0.0,334577664,4112416,82944,0.022612917004153132
19,183,99090432,13,18,13,6875,1,6,309,28,2,6139,466,10,0,0.0,342032384,4112416,82944,0.022400167013984174
20,193,104448000,13,19,13,7230,1,6,309,28,2,6139,466,10,0,0.0,346882048,4112416,82944,0.02207462501246482
21,203,109805568,13,20,13,7585,1,6,309,28,2,6139,466,10,0,0.0,354467840,4112416,82944,0.022375333996023983
22,213,115163136,13,21,13,7940,1,6,309,28,2,6139,466,10,0,0.0,361414656,4112416,82944,0.02209845802281052
23,223,120520704,13,22,13,8295,1,6,309,28,2,6139,466,10,0,0.0,364953600,4112416,82944,0.021835833962541074
24,233,125878272,13,23,13,8650,1,6,309,28,2,6139,466,10,0,0.0,371179520,4112416,82944,0.022330874984618276
25,243,131235840,13,24,13,9005,1,6,309,28,2,6139,466,10,0,0.0,376684544,4112416,82944,0.021905916975811124
26,253,136593408,13,25,13,10017,1,6,309,28,2,6139,466,10,0,0.0,382517248,4112416,82944,0.022284416016191244
27,263,141950976,13,26,13,10243,1,6,309,28,2,6139,466,10,0,0.0,389382144,4112416,82944,0.02168383402749896
