step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,0,0,0,0,0,483,3,6,311,28,2,6139,466,10,0,0.0,233963520,4112416,82944,0.02281704096822068
2,0,0,0,0,0,38,4,6,312,28,2,6438,466,10,0,0.0,240484352,4112416,82944,0.022426165989600122
3,3,2654208,0,1,3,323,4,6,312,28,2,6438,466,10,0,0.0,241860608,4112416,82944,0.02249412494711578
4,13,8011776,3,2,13,636,4,6,312,28,2,6438,466,10,0,0.0,243351552,4112416,82944,0.021515792002901435
5,7,2703360,0,1,7,154,5,6,313,28,2,6870,466,10,0,0.0,243449856,4112416,82944,0.02257320797070861
6,15,8028160,5,2,13,424,5,6,313,28,2,6870,466,10,0,0.0,244121600,4112416,82944,0.022835624986328185
7,25,13385728,13,3,13,19,6,6,314,28,2,7315,466,10,0,0.0,248840192,4112416,82944,0.021971542038954794
8,12,5373952,5,2,10,245,6,6,314,28,2,7315,466,10,0,0.0,248856576,4112416,82944,0.02272891701431945
9,22,10731520,10,3,13,532,6,6,314,28,2,7315,466,10,0,0.0,250249216,4112416,82944,0.022299917007330805
10,9,2719744,2,2,10,37,7,6,315,28,2,7757,466,10,0,0.0,253001728,4112416,82944,0.021746624959632754
11,12,5373952,5,2,10,287,7,6,315,28,2,7757,466,10,0,0.0,253001728,4112416,82944,0.022432458004914224
12,22,10731520,10,3,13,572,7,6,315,28,2,7757,466,10,0,0.0,254410752,4112416,82944,0.022298874973785132
13,14,5390336,8,3,10,37,8,6,316,28,2,8183,466,10,0,0.0,254525440,4112416,82944,0.021449332998599857
14,17,8044544,8,3,10,301,8,6,316,28,2,8183,466,10,0,0.0,254590976,4112416,82944,0.022371375001966953
15,27,13402112,10,4,13,590,8,6,316,28,2,8183,466,10,0,0.0,254623744,4112416,82944,0.021988958003930748
16,17,8044544,8,3,10,41,9,6,317,28,2,8651,466,10,0,0.0,257310720,4112416,82944,0.02200962498318404
17,20,10698752,8,4,10,290,9,6,317,28,2,8651,466,10,0,0.0,257327104,4112416,82944,0.022532083035912365
18,30,16056320,10,5,13,577,9,6,317,28,2,8651,466,10,0,0.0,257359872,4112416,82944,0.021521667018532753
19,17,8044544,8,3,10,37,10,6,318,28,2,9148,466,10,0,0.0,260145152,4112416,82944,0.021687250002287328
20,20,10698752,8,4,10,278,10,6,318,28,2,9148,466,10,0,0.0,260177920,4112416,82944,0.022193290991708636
21,30,16056320,10,5,13,564,10,6,318,28,2,9148,466,10,0,0.0,260292608,4112416,82944,0.02142312499927357
22,20,10698752,8,4,10,37,11,6,319,28,2,9628,466,10,0,0.0,261685248,4112416,82944,0.021573291975073516
23,23,13352960,8,5,10,284,11,6,319,28,2,9628,466,10,0,0.0,261685248,4112416,82944,0.022442667046561837
