step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,0,0,0,0,0,319,3,6,311,28,2,6139,466,10,0,0.0,236732416,4112416,82944,0.022018375049810857
2,13,8011776,0,1,13,600,3,6,311,28,2,6139,466,10,0,0.0,241434624,4112416,82944,0.022265042003709823
3,0,0,0,0,0,47,4,6,312,28,2,6532,466,10,0,0.0,248791040,4112416,82944,0.021004999987781048
4,3,2654208,0,1,3,257,4,6,312,28,2,6532,466,10,0,0.0,248922112,4112416,82944,0.021928792004473507
5,13,8011776,3,2,13,472,4,6,312,28,2,6532,466,10,0,0.0,250970112,4112416,82944,0.022030125022865832
6,23,13369344,13,3,13,5,5,6,313,28,2,7066,466,10,0,0.0,252346368,4112416,82944,0.021595415950287133
7,3,2654208,0,1,3,151,5,6,313,28,2,7066,466,10,0,0.0,252346368,4112416,82944,0.021844084025360644
8,13,8011776,3,2,13,334,5,6,313,28,2,7066,466,10,0,0.0,253755392,4112416,82944,0.023010540986433625
9,23,13369344,13,3,13,549,5,6,313,28,2,7066,466,10,0,0.0,255115264,4112416,82944,0.02176500001223758
10,0,0,0,0,0,37,6,6,314,28,2,7615,466,10,0,0.0,257130496,4112416,82944,0.021720374992582947
11,3,2654208,0,1,3,191,6,6,314,28,2,7615,466,10,0,0.0,257163264,4112416,82944,0.0225742919719778
12,13,8011776,3,2,13,404,6,6,314,28,2,7615,466,10,0,0.0,257163264,4112416,82944,0.02208124997559935
13,23,13369344,13,3,13,619,6,6,314,28,2,7615,466,10,0,0.0,257196032,4112416,82944,0.02197766600875184
14,5,2670592,0,1,8,64,7,6,315,28,2,8131,466,10,0,0.0,261210112,4112416,82944,0.021409416978713125
15,11,7979008,3,2,11,243,7,6,315,28,2,8131,466,10,0,0.0,261242880,4112416,82944,0.021185291989240795
16,21,13336576,11,3,13,458,7,6,315,28,2,8131,466,10,0,0.0,261242880,4112416,82944,0.02116979198763147
17,31,18694144,13,4,13,0,8,6,316,28,2,8687,466,10,0,0.0,261292032,4112416,82944,0.0215234580100514
18,8,5324800,3,2,8,146,8,6,316,28,2,8687,466,10,0,0.0,261308416,4112416,82944,0.021676291013136506
19,18,10682368,8,3,13,313,8,6,316,28,2,8687,466,10,0,0.0,261308416,4112416,82944,0.021336125035304576
20,28,16039936,13,4,13,528,8,6,316,28,2,8687,466,10,0,0.0,262701056,4112416,82944,0.021365041960962117
21,5,2670592,0,1,8,37,9,6,317,28,2,9233,466,10,0,0.0,266076160,4112416,82944,0.02117666701087728
22,8,5324800,3,2,8,191,9,6,317,28,2,9233,466,10,0,0.0,266076160,4112416,82944,0.022016124974470586
23,18,10682368,8,3,13,391,9,6,317,28,2,9233,466,10,0,0.0,266125312,4112416,82944,0.02209391596261412
24,28,16039936,13,4,13,606,9,6,317,28,2,9233,466,10,0,0.0,266141696,4112416,82944,0.021508875011932105
25,10,5341184,8,2,8,38,10,6,318,28,2,9756,466,10,0,0.0,266174464,4112416,82944,0.02117983397329226
26,13,7995392,8,3,8,154,10,6,318,28,2,9756,466,10,0,0.0,266174464,4112416,82944,0.021829458011779934
27,23,13352960,8,4,13,308,10,6,318,28,2,9756,466,10,0,0.0,266190848,4112416,82944,0.021428583015222102
28,33,18710528,13,5,13,463,10,6,318,28,2,9756,466,10,0,0.0,267517952,4112416,82944,0.021350624971091747
29,43,24068096,13,6,13,0,11,6,319,28,2,10451,466,10,0,0.0,267567104,4112416,82944,0.02094487496651709
30,13,7995392,8,3,8,146,11,6,319,28,2,10451,466,10,0,0.0,267567104,4112416,82944,0.021585416980087757
31,23,13352960,8,4,13,300,11,6,319,28,2,10451,466,10,0,0.0,267567104,4112416,82944,0.021610625030007213
32,33,18710528,13,5,13,504,11,6,319,28,2,10451,466,10,0,0.0,267567104,4112416,82944,0.02133354201214388
33,43,24068096,13,6,13,18,0,7,319,29,2,10451,1141,10,0,0.0,268910592,4112416,82944,0.02119837497593835
34,3,2654208,0,1,3,172,0,7,319,29,2,10451,1141,10,0,0.0,268926976,4112416,82944,0.02270179201150313
35,13,8011776,3,2,13,326,0,7,319,29,2,10451,1141,10,0,0.0,268926976,4112416,82944,0.022013750043697655
36,23,13369344,13,3,13,534,0,7,319,29,2,10451,1141,10,0,0.0,268943360,4112416,82944,0.022730000026058406
37,0,0,0,0,0,37,1,7,320,29,2,11010,1141,10,0,0.0,268976128,4112416,82944,0.021206708974204957
38,3,2654208,0,1,3,191,1,7,320,29,2,11010,1141,10,0,0.0,268976128,4112416,82944,0.022253917006310076
39,13,8011776,3,2,13,387,1,7,320,29,2,11010,1141,10,0,0.0,269008896,4112416,82944,0.021787332952953875
40,23,13369344,13,3,13,602,1,7,320,29,2,11010,1141,10,0,0.0,269041664,4112416,82944,0.02197491703554988
41,5,2670592,0,1,8,37,2,7,321,29,2,11543,1141,10,0,0.0,269074432,4112416,82944,0.02154641703236848
42,8,5324800,3,2,8,212,2,7,321,29,2,11543,1141,10,0,0.0,269074432,4112416,82944,0.02164599997922778
43,18,10682368,8,3,13,427,2,7,321,29,2,11543,1141,10,0,0.0,269090816,4112416,82944,0.021475749963428825
44,28,16039936,13,4,13,643,2,7,321,29,2,11543,1141,10,0,0.0,269123584,4112416,82944,0.02096674998756498
45,8,5324800,6,2,8,80,3,7,322,29,2,12113,1141,10,0,0.0,269123584,4112416,82944,0.022112750040832907
46,14,10633216,6,3,11,237,3,7,322,29,2,12113,1141,10,0,0.0,269123584,4112416,82944,0.02185712498612702
47,24,15990784,11,4,13,452,3,7,322,29,2,12113,1141,10,0,0.0,269172736,4112416,82944,0.022295165981631726
48,34,21348352,13,5,13,667,3,7,322,29,2,12113,1141,10,0,0.0,269172736,4112416,82944,0.0212352920207195
49,11,7979008,6,3,8,107,4,7,323,29,2,12715,1141,10,0,0.0,269172736,4112416,82944,0.022002708981744945
50,17,13287424,6,4,11,261,4,7,323,29,2,12715,1141,10,0,0.0,269172736,4112416,82944,0.022220584040042013
51,27,18644992,11,5,13,154,4,7,323,29,2,12715,1141,10,0,0.0,269172736,4112416,82944,0.021415291004814208
52,37,24002560,13,6,13,310,4,7,323,29,2,12715,1141,10,0,0.0,269189120,4112416,82944,0.02129875001264736
53,47,29360128,13,7,13,474,4,7,323,29,2,12715,1141,10,0,0.0,271204352,4112416,82944,0.021272875019349158
54,57,34717696,13,8,13,642,4,7,323,29,2,12715,1141,10,0,0.0,275218432,4112416,82944,0.02121879201149568
55,11,7979008,6,3,8,80,5,7,324,29,2,13657,1141,10,0,0.0,275251200,4112416,82944,0.02217499999096617
56,17,13287424,6,4,11,234,5,7,324,29,2,13657,1141,10,0,0.0,275251200,4112416,82944,0.021307374991010875
57,27,18644992,11,5,13,388,5,7,324,29,2,13657,1141,10,0,0.0,275251200,4112416,82944,0.021717874973546714
58,37,24002560,13,6,13,597,5,7,324,29,2,13657,1141,10,0,0.0,275251200,4112416,82944,0.021433791960589588
59,11,7979008,6,3,8,37,6,7,325,29,2,14293,1141,10,0,0.0,276594688,4112416,82944,0.021801499999128282
60,14,10633216,6,4,8,191,6,7,325,29,2,14293,1141,10,0,0.0,276594688,4112416,82944,0.021853625017683953
61,24,15990784,8,5,13,392,6,7,325,29,2,14293,1141,10,0,0.0,276611072,4112416,82944,0.021106000000145286
62,34,21348352,13,6,13,607,6,7,325,29,2,14293,1141,10,0,0.0,276627456,4112416,82944,0.02112229203339666
63,14,10633216,6,4,8,37,7,7,326,29,2,14884,1141,10,0,0.0,276676608,4112416,82944,0.02132900001015514
64,17,13287424,6,5,8,191,7,7,326,29,2,14884,1141,10,0,0.0,276676608,4112416,82944,0.021297624974977225
65,27,18644992,8,6,13,403,7,7,326,29,2,14884,1141,10,0,0.0,278085632,4112416,82944,0.021177624992560595
66,37,24002560,13,7,13,618,7,7,326,29,2,14884,1141,10,0,0.0,279478272,4112416,82944,0.02140666701598093
67,17,13287424,6,5,8,64,8,7,327,29,2,15459,1141,10,0,0.0,280838144,4112416,82944,0.02196879097027704
68,23,18595840,6,6,11,218,8,7,327,29,2,15459,1141,10,0,0.0,280854528,4112416,82944,0.021031417010817677
69,33,23953408,11,7,13,431,8,7,327,29,2,15459,1141,10,0,0.0,280887296,4112416,82944,0.021435291040688753
