step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,0,0,0,0,0,484,3,6,311,28,2,6139,466,10,0,0.0,235847680,4112416,82944,0.022097375011071563
2,0,0,0,0,0,39,4,6,312,28,2,6438,466,10,0,0.0,242679808,4112416,82944,0.021863583999220282
3,3,2654208,0,1,3,324,4,6,312,28,2,6438,466,10,0,0.0,243417088,4112416,82944,0.02259008400142193
4,13,8011776,3,2,13,638,4,6,312,28,2,6438,466,10,0,0.0,246153216,4112416,82944,0.022444083995651454
5,7,2703360,0,1,7,154,5,6,313,28,2,6868,466,10,0,0.0,247496704,4112416,82944,0.02222920802887529
6,15,8028160,5,2,13,427,5,6,313,28,2,6868,466,10,0,0.0,247529472,4112416,82944,0.02220291702542454
7,25,13385728,13,3,13,18,6,6,314,28,2,7312,466,10,0,0.0,252362752,4112416,82944,0.02172349998727441
8,12,5373952,5,2,10,246,6,6,314,28,2,7312,466,10,0,0.0,252362752,4112416,82944,0.02228229201864451
9,22,10731520,10,3,13,533,6,6,314,28,2,7312,466,10,0,0.0,254525440,4112416,82944,0.022421250003390014
10,9,2719744,2,2,10,37,7,6,315,28,2,7759,466,10,0,0.0,255918080,4112416,82944,0.022112749982625246
11,12,5373952,5,2,10,288,7,6,315,28,2,7759,466,10,0,0.0,255950848,4112416,82944,0.02230995800346136
12,22,10731520,10,3,13,574,7,6,315,28,2,7759,466,10,0,0.0,256000000,4112416,82944,0.02276733296457678
13,14,5390336,8,3,10,37,8,6,316,28,2,8180,466,10,0,0.0,257392640,4112416,82944,0.021896791004110128
14,17,8044544,8,3,10,310,8,6,316,28,2,8180,466,10,0,0.0,257474560,4112416,82944,0.022792874951846898
15,27,13402112,10,4,13,599,8,6,316,28,2,8180,466,10,0,0.0,257540096,4112416,82944,0.022443292022217065
16,17,8044544,8,3,10,64,9,6,317,28,2,8638,466,10,0,0.0,258883584,4112416,82944,0.02208808297291398
