step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,-1,-1,-1,-1,-1,87,3,6,311,28,2,6139,466,10,0,0.0,234487808,4112416,82944,0.022298332944046706
2,-1,-1,-1,-1,-1,186,3,6,311,28,2,6139,466,10,0,0.0,239206400,4112416,82944,0.0225695829722099
3,-1,-1,-1,-1,-1,251,3,6,311,28,2,6139,466,10,0,0.0,243892224,4112416,82944,0.022476834012195468
4,-1,-1,-1,-1,-1,316,3,6,311,28,2,6139,466,10,0,0.0,249200640,4112416,82944,0.02209004102041945
5,-1,-1,-1,-1,-1,381,3,6,311,28,2,6139,466,10,0,0.0,251953152,4112416,82944,0.023484707984607667
6,-1,-1,-1,-1,-1,445,3,6,311,28,2,6139,466,10,0,0.0,253722624,4112416,82944,0.02210845798254013
7,-1,-1,-1,-1,-1,509,3,6,311,28,2,6139,466,10,0,0.0,256425984,4112416,82944,0.022357416979502887
8,-1,-1,-1,-1,-1,573,3,6,311,28,2,6139,466,10,0,0.0,259194880,4112416,82944,0.022528708970639855
9,-1,-1,-1,-1,-1,637,3,6,311,28,2,6139,466,10,0,0.0,260243456,4112416,82944,0.021936917037237436
10,-1,-1,-1,-1,-1,0,4,6,312,28,2,6378,466,10,0,0.0,263913472,4112416,82944,0.021991208021063358
11,-1,-1,-1,-1,-1,48,4,6,312,28,2,6378,466,10,0,0.0,263913472,4112416,82944,0.02249787503387779
12,-1,-1,-1,-1,-1,110,4,6,312,28,2,6378,466,10,0,0.0,263913472,4112416,82944,0.02221170795382932
13,-1,-1,-1,-1,-1,172,4,6,312,28,2,6378,466,10,0,0.0,263913472,4112416,82944,0.02268512500450015
14,-1,-1,-1,-1,-1,234,4,6,312,28,2,6378,466,10,0,0.0,263946240,4112416,82944,0.022525458014570177
15,-1,-1,-1,-1,-1,296,4,6,312,28,2,6378,466,10,0,0.0,263946240,4112416,82944,0.022233082971069962
16,-1,-1,-1,-1,-1,358,4,6,312,28,2,6378,466,10,0,0.0,263979008,4112416,82944,0.02239970798837021
17,-1,-1,-1,-1,-1,420,4,6,312,28,2,6378,466,10,0,0.0,263995392,4112416,82944,0.02200066699879244
18,-1,-1,-1,-1,-1,482,4,6,312,28,2,6378,466,10,0,0.0,264028160,4112416,82944,0.021879417006857693
19,-1,-1,-1,-1,-1,544,4,6,312,28,2,6378,466,10,0,0.0,264028160,4112416,82944,0.02191524999216199
20,-1,-1,-1,-1,-1,608,4,6,312,28,2,6378,466,10,0,0.0,265388032,4112416,82944,0.021516415989026427
21,-1,-1,-1,-1,-1,0,5,6,313,28,2,6642,466,10,0,0.0,265764864,4112416,82944,0.02173695800593123
22,-1,-1,-1,-1,-1,48,5,6,313,28,2,6642,466,10,0,0.0,265764864,4112416,82944,0.023093874973710626
23,-1,-1,-1,-1,-1,110,5,6,313,28,2,6642,466,10,0,0.0,265764864,4112416,82944,0.022579832992050797
24,-1,-1,-1,-1,-1,172,5,6,313,28,2,6642,466,10,0,0.0,265764864,4112416,82944,0.022369999962393194
25,-1,-1,-1,-1,-1,234,5,6,313,28,2,6642,466,10,0,0.0,265764864,4112416,82944,0.0225967500009574
