step,retired_old_survivor_count,retired_old_survivor_bytes,same_slot_multigeneration_count,maximum_retired_generations_in_one_slot,retired_slot_count,gc_count_generation_0,gc_count_generation_1,gc_count_generation_2,gc_collections_generation_0,gc_collections_generation_1,gc_collections_generation_2,gc_collected_generation_0,gc_collected_generation_1,gc_collected_generation_2,manual_gc_collected_objects,manual_gc_wall_seconds,current_rss_bytes,live_current_tensor_bytes,edge_count,step_wall_seconds
1,0,0,0,0,0,483,3,6,311,28,2,6139,466,10,0,0.0,236912640,4112416,82944,0.024871875008102506
2,0,0,0,0,0,38,4,6,312,28,2,6438,466,10,0,0.0,241647616,4112416,82944,0.024250707996543497
3,3,2654208,0,1,3,323,4,6,312,28,2,6438,466,10,0,0.0,242089984,4112416,82944,0.024434582970570773
4,13,8011776,3,2,13,636,4,6,312,28,2,6438,466,10,0,0.0,242827264,4112416,82944,0.023956916003953665
5,7,2703360,0,1,7,154,5,6,313,28,2,6866,466,10,0,0.0,242860032,4112416,82944,0.024596125003881752
6,15,8028160,5,2,13,428,5,6,313,28,2,6866,466,10,0,0.0,246562816,4112416,82944,0.024531166011001915
7,25,13385728,13,3,13,18,6,6,314,28,2,7313,466,10,0,0.0,250724352,4112416,82944,0.02330175001407042
8,12,5373952,5,2,10,244,6,6,314,28,2,7313,466,10,0,0.0,252755968,4112416,82944,0.025419000012334436
9,22,10731520,10,3,13,531,6,6,314,28,2,7313,466,10,0,0.0,252821504,4112416,82944,0.022194874996785074
10,9,2719744,2,2,10,37,7,6,315,28,2,7756,466,10,0,0.0,253591552,4112416,82944,0.02169041702290997
11,12,5373952,5,2,10,292,7,6,315,28,2,7756,466,10,0,0.0,253591552,4112416,82944,0.023338250000961125
12,22,10731520,10,3,13,577,7,6,315,28,2,7756,466,10,0,0.0,253640704,4112416,82944,0.022869000036735088
13,14,5390336,8,3,10,37,8,6,316,28,2,8178,466,10,0,0.0,256360448,4112416,82944,0.023378457990475
14,17,8044544,8,3,10,309,8,6,316,28,2,8178,466,10,0,0.0,256409600,4112416,82944,0.022505834000185132
15,27,13402112,10,4,13,598,8,6,316,28,2,8178,466,10,0,0.0,257818624,4112416,82944,0.02183954103384167
16,17,8044544,8,3,10,64,9,6,317,28,2,8635,466,10,0,0.0,261259264,4112416,82944,0.022569499968085438
17,23,13352960,8,4,13,329,9,6,317,28,2,8635,466,10,0,0.0,261275648,4112416,82944,0.02248145896010101
18,33,18710528,13,5,13,618,9,6,317,28,2,8635,466,10,0,0.0,262307840,4112416,82944,0.02272829198045656
19,17,8044544,8,3,10,77,10,6,318,28,2,9134,466,10,0,0.0,263634944,4112416,82944,0.022955083986744285
20,23,13352960,8,4,13,330,10,6,318,28,2,9134,466,10,0,0.0,263667712,4112416,82944,0.023227333032991737
21,33,18710528,13,5,13,618,10,6,318,28,2,9134,466,10,0,0.0,263716864,4112416,82944,0.023501874995417893
22,17,8044544,8,3,10,77,11,6,319,28,2,9648,466,10,0,0.0,264421376,4112416,82944,0.02343962504528463
23,23,13352960,8,4,13,328,11,6,319,28,2,9648,466,10,0,0.0,268877824,4112416,82944,0.03283345798263326
24,33,18710528,13,5,13,616,11,6,319,28,2,9648,466,10,0,0.0,269582336,4112416,82944,0.02778108394704759
25,0,0,0,0,0,77,0,7,319,29,2,9648,1093,10,0,0.0,269598720,4112416,82944,0.03155095799593255
26,6,5308416,0,1,6,222,0,7,319,29,2,9648,1093,10,0,0.0,269598720,4112416,82944,0.027761332981754094
27,16,10665984,6,2,13,446,0,7,319,29,2,9648,1093,10,0,0.0,269598720,4112416,82944,0.027403458021581173
28,26,16023552,13,3,13,0,1,7,320,29,2,10290,1093,10,0,0.0,272269312,4112416,82944,0.025588917022105306
29,3,2654208,0,1,3,222,1,7,320,29,2,10290,1093,10,0,0.0,272302080,4112416,82944,0.025216625013854355
30,13,8011776,3,2,13,444,1,7,320,29,2,10290,1093,10,0,0.0,272302080,4112416,82944,0.022794125019572675
31,23,13369344,13,3,13,0,2,7,321,29,2,10814,1093,10,0,0.0,272302080,4112416,82944,0.022740374959539622
32,3,2654208,0,1,3,222,2,7,321,29,2,10814,1093,10,0,0.0,272302080,4112416,82944,0.023104958003386855
33,13,8011776,3,2,13,479,2,7,321,29,2,10814,1093,10,0,0.0,272318464,4112416,82944,0.022520707978401333
34,0,0,0,0,0,37,3,7,322,29,2,11299,1093,10,0,0.0,272334848,4112416,82944,0.022058165981434286
35,3,2654208,0,1,3,259,3,7,322,29,2,11299,1093,10,0,0.0,272351232,4112416,82944,0.022662582981865853
36,13,8011776,3,2,13,531,3,7,322,29,2,11299,1093,10,0,0.0,272367616,4112416,82944,0.02233025000896305
37,0,0,0,0,0,37,4,7,323,29,2,11754,1093,10,0,0.0,272367616,4112416,82944,0.02189337502932176
38,3,2654208,0,1,3,278,4,7,323,29,2,11754,1093,10,0,0.0,272367616,4112416,82944,0.02302816597511992
39,13,8011776,3,2,13,563,4,7,323,29,2,11754,1093,10,0,0.0,272433152,4112416,82944,0.022693666978739202
40,5,2670592,0,1,8,37,5,7,324,29,2,12183,1093,10,0,0.0,272433152,4112416,82944,0.022057958005461842
41,8,5324800,3,2,8,297,5,7,324,29,2,12183,1093,10,0,0.0,272449536,4112416,82944,0.022725457965862006
42,18,10682368,8,3,13,585,5,7,324,29,2,12183,1093,10,0,0.0,272482304,4112416,82944,0.022442417044658214
43,5,2670592,0,1,8,37,6,7,325,29,2,12662,1093,10,0,0.0,272482304,4112416,82944,0.022109833953436464
44,8,5324800,3,2,8,283,6,7,325,29,2,12662,1093,10,0,0.0,272482304,4112416,82944,0.023620457970537245
45,18,10682368,8,3,13,570,6,7,325,29,2,12662,1093,10,0,0.0,272547840,4112416,82944,0.023575250001158565
46,8,5324800,6,2,8,37,7,7,326,29,2,13144,1093,10,0,0.0,273907712,4112416,82944,0.02333883399842307
47,11,7979008,6,3,8,274,7,7,326,29,2,13144,1093,10,0,0.0,273907712,4112416,82944,0.022669458005111665
48,21,13336576,8,4,13,561,7,7,326,29,2,13144,1093,10,0,0.0,273940480,4112416,82944,0.02273479098221287
49,11,7979008,6,3,8,37,8,7,327,29,2,13624,1093,10,0,0.0,273973248,4112416,82944,0.02229562500724569
50,14,10633216,6,4,8,280,8,7,327,29,2,13624,1093,10,0,0.0,273989632,4112416,82944,0.022299208969343454
51,24,15990784,8,5,13,222,8,7,327,29,2,13624,1093,10,0,0.0,274055168,4112416,82944,0.02483158395625651
52,34,21348352,13,6,13,444,8,7,327,29,2,13624,1093,10,0,0.0,274071552,4112416,82944,0.023471958003938198
53,44,26705920,13,7,13,666,8,7,327,29,2,13624,1093,10,0,0.0,274087936,4112416,82944,0.025519166025333107
54,14,10633216,6,4,8,188,9,7,328,29,2,14429,1093,10,0,0.0,274137088,4112416,82944,0.02534291602205485
55,24,15990784,8,5,13,410,9,7,328,29,2,14429,1093,10,0,0.0,274137088,4112416,82944,0.024089832964818925
56,34,21348352,13,6,13,632,9,7,328,29,2,14429,1093,10,0,0.0,274153472,4112416,82944,0.02459066698793322
57,14,10633216,6,4,8,80,10,7,329,29,2,14965,1093,10,0,0.0,274153472,4112416,82944,0.024205291992984712
58,20,15941632,6,5,11,302,10,7,329,29,2,14965,1093,10,0,0.0,274153472,4112416,82944,0.023791207990143448
59,30,21299200,11,6,13,579,10,7,329,29,2,14965,1093,10,0,0.0,274841600,4112416,82944,0.02412945800460875
60,14,10633216,6,4,8,37,11,7,330,29,2,15501,1093,10,0,0.0,278233088,4112416,82944,0.022946165991015732
61,17,13287424,6,5,8,272,11,7,330,29,2,15501,1093,10,0,0.0,278233088,4112416,82944,0.023419625009410083
62,27,18644992,8,6,13,557,11,7,330,29,2,15501,1093,10,0,0.0,278298624,4112416,82944,0.02228366700001061
63,0,0,0,0,0,37,0,8,330,30,2,15501,1725,10,0,0.0,278298624,4112416,82944,0.02271295804530382
64,3,2654208,0,1,3,259,0,8,330,30,2,15501,1725,10,0,0.0,278298624,4112416,82944,0.02326162497047335
65,13,8011776,3,2,13,542,0,8,330,30,2,15501,1725,10,0,0.0,278298624,4112416,82944,0.022785166976973414
66,0,0,0,0,0,37,1,8,331,30,2,15999,1725,10,0,0.0,278298624,4112416,82944,0.02246087498497218
67,3,2654208,0,1,3,264,1,8,331,30,2,15999,1725,10,0,0.0,278315008,4112416,82944,0.022658208035863936
68,13,8011776,3,2,13,549,1,8,331,30,2,15999,1725,10,0,0.0,278364160,4112416,82944,0.022409416968002915
69,4,49152,0,1,4,37,2,8,332,30,2,16473,1725,10,0,0.0,278380544,4112416,82944,0.022637666028458625
70,7,2703360,0,1,7,280,2,8,332,30,2,16473,1725,10,0,0.0,278396928,4112416,82944,0.02352574997348711
71,17,8060928,7,2,13,566,2,8,332,30,2,16473,1725,10,0,0.0,278396928,4112416,82944,0.023602333036251366
72,8,98304,4,2,4,37,3,8,333,30,2,16935,1725,10,0,0.0,278396928,4112416,82944,0.02353020798182115
73,11,2752512,4,2,7,284,3,8,333,30,2,16935,1725,10,0,0.0,278429696,4112416,82944,0.023384124971926212
74,21,8110080,7,3,13,571,3,8,333,30,2,16935,1725,10,0,0.0,278462464,4112416,82944,0.022644334007054567
75,8,98304,4,2,4,37,4,8,334,30,2,17417,1725,10,0,0.0,278478848,4112416,82944,0.022836415970232338
76,11,2752512,4,2,7,222,4,8,334,30,2,17417,1725,10,0,0.0,278495232,4112416,82944,0.024235708988271654
77,21,8110080,7,3,13,444,4,8,334,30,2,17417,1725,10,0,0.0,278495232,4112416,82944,0.023957957979291677
78,31,13467648,13,4,13,0,5,8,335,30,2,18009,1725,10,0,0.0,278511616,4112416,82944,0.023232375038787723
79,14,5406720,7,2,10,222,5,8,335,30,2,18009,1725,10,0,0.0,278511616,4112416,82944,0.022408415970858186
80,24,10764288,10,3,13,444,5,8,335,30,2,18009,1725,10,0,0.0,278528000,4112416,82944,0.022440375003498048
81,34,16121856,13,4,13,0,6,8,336,30,2,18534,1725,10,0,0.0,278577152,4112416,82944,0.022127458010800183
82,14,5406720,7,2,10,222,6,8,336,30,2,18534,1725,10,0,0.0,278577152,4112416,82944,0.02229350002016872
83,24,10764288,10,3,13,444,6,8,336,30,2,18534,1725,10,0,0.0,278577152,4112416,82944,0.022050749976187944
84,34,16121856,13,4,13,0,7,8,337,30,2,19056,1725,10,0,0.0,278593536,4112416,82944,0.022232333023566753
85,14,5406720,7,2,10,222,7,8,337,30,2,19056,1725,10,0,0.0,278593536,4112416,82944,0.023453750007320195
86,24,10764288,10,3,13,475,7,8,337,30,2,19056,1725,10,0,0.0,278609920,4112416,82944,0.02283166698180139
87,11,2752512,4,2,10,37,8,8,338,30,2,19535,1725,10,0,0.0,278626304,4112416,82944,0.0220926670008339
88,14,5406720,7,2,10,259,8,8,338,30,2,19535,1725,10,0,0.0,278659072,4112416,82944,0.023166124999988824
89,24,10764288,10,3,13,537,8,8,338,30,2,19535,1725,10,0,0.0,278675456,4112416,82944,0.02275445795385167
90,11,2752512,4,2,10,37,9,8,339,30,2,19976,1725,10,0,0.0,278691840,4112416,82944,0.022977041953708977
91,14,5406720,7,2,10,284,9,8,339,30,2,19976,1725,10,0,0.0,278708224,4112416,82944,0.02313950000097975
92,24,10764288,10,3,13,571,9,8,339,30,2,19976,1725,10,0,0.0,278724608,4112416,82944,0.022668000019621104
93,15,2801664,4,3,10,37,10,8,340,30,2,20433,1725,10,0,0.0,278724608,4112416,82944,0.02252587501425296
94,18,5455872,7,3,10,285,10,8,340,30,2,20433,1725,10,0,0.0,278740992,4112416,82944,0.022519709018524736
95,28,10813440,10,4,13,573,10,8,340,30,2,20433,1725,10,0,0.0,278790144,4112416,82944,0.02236516698030755
