panel,row_id,arm,epsilon,relative_error,historical_stable_window_verdict,probe_group,fail,pass,total,horizon
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|token_encoder_parameter,D1,1e-05,0.1524882104305361,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|token_encoder_parameter,D1,3e-06,1.0000000007248164,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|coefficient_head_parameter,D1,0.0001,0.03679325914824796,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|coefficient_head_parameter,D1,3e-05,0.019254006063471295,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|coefficient_head_parameter,D1,1e-05,0.14608802282369268,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|coefficient_head_parameter,D1,3e-06,0.047851749443896294,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|initial_velocity,D1,0.0001,5.604638134357936e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|initial_velocity,D1,3e-05,5.251981215811093e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|initial_velocity,D1,1e-05,5.252358196841235e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|initial_velocity,D1,3e-06,5.2479970794877526e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|initial_density,D1,0.0001,0.00012075674980463558,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|initial_density,D1,3e-05,0.00011869782878544516,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|initial_density,D1,1e-05,8.900778667288914e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K2|initial_density,D1,3e-06,6.86652432178133e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|token_encoder_parameter,D1,0.0001,0.0026271170259932496,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|token_encoder_parameter,D1,3e-05,0.004287379628964545,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|token_encoder_parameter,D1,1e-05,0.3630228794486964,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|token_encoder_parameter,D1,3e-06,1.0000000007491656,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|coefficient_head_parameter,D1,0.0001,0.0370367328385785,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|coefficient_head_parameter,D1,3e-05,0.06751878489320345,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|coefficient_head_parameter,D1,1e-05,0.0411196799440624,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|coefficient_head_parameter,D1,3e-06,1.0000000012474086,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|initial_velocity,D1,0.0001,5.779088904627174e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|initial_velocity,D1,3e-05,5.514096594214779e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|initial_velocity,D1,1e-05,5.506407867987859e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|initial_velocity,D1,3e-06,5.504706640439507e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|initial_density,D1,0.0001,4.3448432312954344e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|initial_density,D1,3e-05,3.143258132783773e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|initial_density,D1,1e-05,1.18079487823451e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K4|initial_density,D1,3e-06,5.65122981081509e-06,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|token_encoder_parameter,D1,0.0001,0.029817753748336718,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|token_encoder_parameter,D1,3e-05,0.19620920292946853,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|token_encoder_parameter,D1,1e-05,0.676100297880518,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|token_encoder_parameter,D1,3e-06,1.000000000141708,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|coefficient_head_parameter,D1,0.0001,0.00719295494894343,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|coefficient_head_parameter,D1,3e-05,0.17742822428529473,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|coefficient_head_parameter,D1,1e-05,0.19929161419229638,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|coefficient_head_parameter,D1,3e-06,0.9999999918137599,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|initial_velocity,D1,0.0001,1.0006923744405707e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|initial_velocity,D1,3e-05,8.678608474215345e-08,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|initial_velocity,D1,1e-05,3.19094456583956e-08,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|initial_velocity,D1,3e-06,9.207515661651825e-10,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|initial_density,D1,0.0001,1.635090948124469e-05,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|initial_density,D1,3e-05,8.031844412497888e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|initial_density,D1,1e-05,7.378484457479186e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300401|K8|initial_density,D1,3e-06,1.5219225398939326e-05,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|token_encoder_parameter,D1,0.0001,0.006095529199241773,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|token_encoder_parameter,D1,3e-05,0.06638724537809104,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|token_encoder_parameter,D1,1e-05,0.12388845582150114,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|token_encoder_parameter,D1,3e-06,0.8536158364910071,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|coefficient_head_parameter,D1,0.0001,0.014686077533552616,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|coefficient_head_parameter,D1,3e-05,0.06639324038205344,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|coefficient_head_parameter,D1,1e-05,0.35244436716564936,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|coefficient_head_parameter,D1,3e-06,0.05931582874750639,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|initial_velocity,D1,0.0001,5.365584928936099e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|initial_velocity,D1,3e-05,5.366028230050216e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|initial_velocity,D1,1e-05,5.3660599024468e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|initial_velocity,D1,3e-06,5.362612228207046e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|initial_density,D1,0.0001,0.0013422173564324794,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|initial_density,D1,3e-05,0.0006086919305328202,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|initial_density,D1,1e-05,0.00040449506272110906,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K1|initial_density,D1,3e-06,0.00040448608190177666,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|token_encoder_parameter,D1,0.0001,0.008244003724227723,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|token_encoder_parameter,D1,3e-05,0.13996713358129942,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|token_encoder_parameter,D1,1e-05,0.21640971963321787,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|token_encoder_parameter,D1,3e-06,0.631172328713277,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|coefficient_head_parameter,D1,0.0001,0.028171281652002916,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|coefficient_head_parameter,D1,3e-05,0.00018062467316475806,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|coefficient_head_parameter,D1,1e-05,0.26712628652551335,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|coefficient_head_parameter,D1,3e-06,0.9798037449036673,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|initial_velocity,D1,0.0001,1.5411092026080706e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|initial_velocity,D1,3e-05,1.541183875157312e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|initial_velocity,D1,1e-05,1.5412103865512115e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|initial_velocity,D1,3e-06,1.5408463499923252e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|initial_density,D1,0.0001,0.0001291080899119585,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|initial_density,D1,3e-05,8.400389063183989e-06,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|initial_density,D1,1e-05,5.2707661892770114e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K2|initial_density,D1,3e-06,5.2806552849054014e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|token_encoder_parameter,D1,0.0001,0.021805879346969047,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|token_encoder_parameter,D1,3e-05,0.04300564519241567,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|token_encoder_parameter,D1,1e-05,0.14859619670835467,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|token_encoder_parameter,D1,3e-06,1.0000000012576509,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|coefficient_head_parameter,D1,0.0001,0.036671584872793386,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|coefficient_head_parameter,D1,3e-05,0.02436998584947228,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|coefficient_head_parameter,D1,1e-05,0.6256564918493863,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|coefficient_head_parameter,D1,3e-06,1.0000000283055714,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|initial_velocity,D1,0.0001,2.1562576074891756e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|initial_velocity,D1,3e-05,2.1592503380360716e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|initial_velocity,D1,1e-05,2.1625442549484193e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|initial_velocity,D1,3e-06,2.1630506911958387e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|initial_density,D1,0.0001,7.117901439812301e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|initial_density,D1,3e-05,1.6895784392988713e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|initial_density,D1,1e-05,4.940383440725941e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K4|initial_density,D1,3e-06,5.3386907130642236e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|token_encoder_parameter,D1,0.0001,0.016842262305315717,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|token_encoder_parameter,D1,3e-05,0.10753066167985899,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|token_encoder_parameter,D1,1e-05,0.40355280740733496,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|token_encoder_parameter,D1,3e-06,0.9881292043744228,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|coefficient_head_parameter,D1,0.0001,0.07521930535863854,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|coefficient_head_parameter,D1,3e-05,0.04415800088705078,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|coefficient_head_parameter,D1,1e-05,0.16621121795983615,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|coefficient_head_parameter,D1,3e-06,0.11481398514801952,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|initial_velocity,D1,0.0001,2.396807178473388e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|initial_velocity,D1,3e-05,2.8777057748100133e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|initial_velocity,D1,1e-05,3.9749680005762655e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|initial_velocity,D1,3e-06,4.3983943778439097e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|initial_density,D1,0.0001,7.008144849925722e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|initial_density,D1,3e-05,5.3636143449686425e-06,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|initial_density,D1,1e-05,1.4310554666736623e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300402|K8|initial_density,D1,3e-06,1.500245306761284e-05,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|token_encoder_parameter,D1,0.0001,0.00491854963563887,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|token_encoder_parameter,D1,3e-05,0.048253241278980036,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|token_encoder_parameter,D1,1e-05,0.13715500103649006,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|token_encoder_parameter,D1,3e-06,0.3673770563722057,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|coefficient_head_parameter,D1,0.0001,0.01307863234734592,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|coefficient_head_parameter,D1,3e-05,0.018197459576367123,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|coefficient_head_parameter,D1,1e-05,0.3158652781145886,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|coefficient_head_parameter,D1,3e-06,0.3991207981622609,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|initial_velocity,D1,0.0001,2.3830490373070844e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|initial_velocity,D1,3e-05,2.392024206297346e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|initial_velocity,D1,1e-05,2.3920418904584433e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|initial_velocity,D1,3e-06,2.3911094618922647e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|initial_density,D1,0.0001,1.0294274218369113e-05,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|initial_density,D1,3e-05,1.2148252158322716e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|initial_density,D1,1e-05,3.4310817679720285e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K1|initial_density,D1,3e-06,9.347460222528538e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|token_encoder_parameter,D1,0.0001,0.009768952633098519,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|token_encoder_parameter,D1,3e-05,0.004079878016681967,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|token_encoder_parameter,D1,1e-05,0.03262576781976226,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|token_encoder_parameter,D1,3e-06,0.41635887574896674,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|coefficient_head_parameter,D1,0.0001,0.020566152051537247,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|coefficient_head_parameter,D1,3e-05,0.0009272307009133822,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|coefficient_head_parameter,D1,1e-05,0.4772643086946201,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|coefficient_head_parameter,D1,3e-06,0.4380080907228931,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|initial_velocity,D1,0.0001,2.3644499257950085e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|initial_velocity,D1,3e-05,2.3720324502282856e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|initial_velocity,D1,1e-05,2.37208971473547e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|initial_velocity,D1,3e-06,2.3809535954660698e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|initial_density,D1,0.0001,2.1344758234813817e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|initial_density,D1,3e-05,1.192382502510679e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|initial_density,D1,1e-05,1.9955244906250664e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K2|initial_density,D1,3e-06,4.34880859627376e-07,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|token_encoder_parameter,D1,0.0001,0.038372654198548545,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|token_encoder_parameter,D1,3e-05,0.14761786379548297,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|token_encoder_parameter,D1,1e-05,0.05176590938036541,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|token_encoder_parameter,D1,3e-06,0.10731542678864966,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|coefficient_head_parameter,D1,0.0001,0.027307054678192784,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|coefficient_head_parameter,D1,3e-05,0.07618672674237531,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|coefficient_head_parameter,D1,1e-05,0.45171597817371856,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|coefficient_head_parameter,D1,3e-06,0.711631423483849,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|initial_velocity,D1,0.0001,4.637172387485966e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|initial_velocity,D1,3e-05,4.651841656132998e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|initial_velocity,D1,1e-05,4.663178315812609e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|initial_velocity,D1,3e-06,4.671267635896725e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|initial_density,D1,0.0001,8.359253451693573e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|initial_density,D1,3e-05,8.102321143689959e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|initial_density,D1,1e-05,5.794793817753269e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K4|initial_density,D1,3e-06,5.8686976902446605e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|token_encoder_parameter,D1,0.0001,0.04352830528588298,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|token_encoder_parameter,D1,3e-05,0.10285643511639404,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|token_encoder_parameter,D1,1e-05,0.30547298319335725,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|token_encoder_parameter,D1,3e-06,0.3164153876859687,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|coefficient_head_parameter,D1,0.0001,0.05510896593901103,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|coefficient_head_parameter,D1,3e-05,0.10301222454502366,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|coefficient_head_parameter,D1,1e-05,0.8786173550923401,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|coefficient_head_parameter,D1,3e-06,0.9999999784101721,False,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|initial_velocity,D1,0.0001,2.4956615119085685e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|initial_velocity,D1,3e-05,2.417960316795006e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|initial_velocity,D1,1e-05,2.417051403337264e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|initial_velocity,D1,3e-06,2.41119854575853e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|initial_density,D1,0.0001,9.83763115569985e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|initial_density,D1,3e-05,1.0009343405903567e-05,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|initial_density,D1,1e-05,6.425310959324675e-06,True,,,,,
(a),D1|FT_DR3_SHEAR_A_N8|20300403|K8|initial_density,D1,3e-06,6.590958236816232e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|gru_parameter,D2,0.0001,0.02570494387296875,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|gru_parameter,D2,3e-05,0.053387941616613754,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|gru_parameter,D2,1e-05,0.15985264519338982,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|gru_parameter,D2,3e-06,0.005843087811484781,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|coefficient_head_parameter,D2,0.0001,0.008251464195597498,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|coefficient_head_parameter,D2,3e-05,0.03789048925639397,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|coefficient_head_parameter,D2,1e-05,0.012004737322310463,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|coefficient_head_parameter,D2,3e-06,0.7996683203186796,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_velocity,D2,0.0001,2.351839200662227e-09,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_velocity,D2,3e-05,5.754474666881193e-08,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_velocity,D2,1e-05,4.9539499485170633e-08,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_velocity,D2,3e-06,1.07169978529367e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_density,D2,0.0001,2.2914386169099926e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_density,D2,3e-05,2.4460200934983445e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_density,D2,1e-05,1.6799904386926644e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_density,D2,3e-06,1.2670521183626727e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_hidden_state,D2,0.0001,0.6655944655991681,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_hidden_state,D2,3e-05,0.6961457160118665,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_hidden_state,D2,1e-05,0.7061428029397115,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K1|initial_hidden_state,D2,3e-06,0.6660829009518565,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|gru_parameter,D2,0.0001,0.03309921611335937,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|gru_parameter,D2,3e-05,0.001841909664089337,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|gru_parameter,D2,1e-05,0.23294038697156677,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|gru_parameter,D2,3e-06,0.5621720182149075,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|coefficient_head_parameter,D2,0.0001,0.008768064311518135,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|coefficient_head_parameter,D2,3e-05,0.0143453649700243,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|coefficient_head_parameter,D2,1e-05,0.09383540941821009,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|coefficient_head_parameter,D2,3e-06,0.7161980896878563,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_velocity,D2,0.0001,3.837579536577123e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_velocity,D2,3e-05,2.707636963682099e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_velocity,D2,1e-05,2.791809231882268e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_velocity,D2,3e-06,9.479446100626387e-08,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_density,D2,0.0001,2.377584314448568e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_density,D2,3e-05,3.310090445429406e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_density,D2,1e-05,2.9977444649718386e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_density,D2,3e-06,2.870427403842917e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_hidden_state,D2,0.0001,0.44148685050220504,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_hidden_state,D2,3e-05,0.4574619318178042,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_hidden_state,D2,1e-05,0.45225741832277855,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K2|initial_hidden_state,D2,3e-06,0.4091499821587074,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|gru_parameter,D2,0.0001,0.04206331863106546,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|gru_parameter,D2,3e-05,0.07773073730506862,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|gru_parameter,D2,1e-05,0.08725880190786489,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|gru_parameter,D2,3e-06,0.25994579937880335,True,,,,,
