panel,row_id,arm,epsilon,relative_error,historical_stable_window_verdict,probe_group,fail,pass,total,horizon
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|coefficient_head_parameter,D2,0.0001,0.02493113496544492,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|coefficient_head_parameter,D2,3e-05,0.005462286988031713,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|coefficient_head_parameter,D2,1e-05,0.21298498099680882,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|coefficient_head_parameter,D2,3e-06,0.9999999975382761,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_velocity,D2,0.0001,1.0777687601422783e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_velocity,D2,3e-05,8.517637623210551e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_velocity,D2,1e-05,8.232712551455609e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_velocity,D2,3e-06,3.6561344159392483e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_density,D2,0.0001,1.4321311812331244e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_density,D2,3e-05,7.575067856889185e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_density,D2,1e-05,1.6769247945023415e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_density,D2,3e-06,2.173543595019054e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_hidden_state,D2,0.0001,0.26657288822147224,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_hidden_state,D2,3e-05,0.26410148387148036,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_hidden_state,D2,1e-05,0.2522315389870014,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K4|initial_hidden_state,D2,3e-06,0.2148655891620645,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|gru_parameter,D2,0.0001,0.035801824148124134,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|gru_parameter,D2,3e-05,0.0950624813450849,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|gru_parameter,D2,1e-05,0.34449855579661726,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|gru_parameter,D2,3e-06,0.9999999999894325,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|coefficient_head_parameter,D2,0.0001,0.04658711855403601,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|coefficient_head_parameter,D2,3e-05,0.11756081197414209,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|coefficient_head_parameter,D2,1e-05,0.025641242649844118,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|coefficient_head_parameter,D2,3e-06,0.2925421116348312,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_velocity,D2,0.0001,2.0238335719211444e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_velocity,D2,3e-05,1.6003149318545324e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_velocity,D2,1e-05,1.4182504842566167e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_velocity,D2,3e-06,4.2856995486148484e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_density,D2,0.0001,1.5491745528009592e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_density,D2,3e-05,3.5103708969592663e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_density,D2,1e-05,2.256758239190405e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_density,D2,3e-06,3.4348000773574715e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_hidden_state,D2,0.0001,0.20600411149252304,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_hidden_state,D2,3e-05,0.19987419793239122,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_hidden_state,D2,1e-05,0.18750947095981943,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300401|K8|initial_hidden_state,D2,3e-06,0.15544412006734545,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|gru_parameter,D2,0.0001,0.013537317894366156,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|gru_parameter,D2,3e-05,0.04485075492382335,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|gru_parameter,D2,1e-05,0.23180981992802469,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|gru_parameter,D2,3e-06,0.022824930515312133,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|coefficient_head_parameter,D2,0.0001,0.005800837500908075,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|coefficient_head_parameter,D2,3e-05,0.072057419872044,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|coefficient_head_parameter,D2,1e-05,0.17764174248731027,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|coefficient_head_parameter,D2,3e-06,0.0013779380617114773,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_velocity,D2,0.0001,2.9344422386701423e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_velocity,D2,3e-05,2.2127641851451135e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_velocity,D2,1e-05,1.5874147266256049e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_velocity,D2,3e-06,9.908080001607968e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_density,D2,0.0001,8.203873309572921e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_density,D2,3e-05,8.377171316969138e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_density,D2,1e-05,6.510097943030173e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_density,D2,3e-06,3.535536798124935e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_hidden_state,D2,0.0001,0.028054211959735984,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_hidden_state,D2,3e-05,0.04409722214808731,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_hidden_state,D2,1e-05,0.003288251850500471,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K1|initial_hidden_state,D2,3e-06,0.042056112762281356,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|gru_parameter,D2,0.0001,0.0449395189353808,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|gru_parameter,D2,3e-05,0.07409312100305261,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|gru_parameter,D2,1e-05,0.5599614527452528,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|gru_parameter,D2,3e-06,1.0000000000314313,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|coefficient_head_parameter,D2,0.0001,0.0068036984071038345,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|coefficient_head_parameter,D2,3e-05,0.08675988827318439,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|coefficient_head_parameter,D2,1e-05,0.49876705446032976,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|coefficient_head_parameter,D2,3e-06,0.9999999903823655,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_velocity,D2,0.0001,5.635112782991823e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_velocity,D2,3e-05,4.131020471154728e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_velocity,D2,1e-05,2.685771607990847e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_velocity,D2,3e-06,1.3640610994055535e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_density,D2,0.0001,1.9038217556206343e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_density,D2,3e-05,1.9297262932172744e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_density,D2,1e-05,1.711242530630362e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_density,D2,3e-06,1.0830750612988843e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_hidden_state,D2,0.0001,0.15547313446619307,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_hidden_state,D2,3e-05,0.111996607358171,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_hidden_state,D2,1e-05,0.09086830807603236,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K2|initial_hidden_state,D2,3e-06,0.021902079483545448,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|gru_parameter,D2,0.0001,0.032685505007390765,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|gru_parameter,D2,3e-05,0.09920176444455399,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|gru_parameter,D2,1e-05,0.3980624982543652,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|gru_parameter,D2,3e-06,1.0000000000643692,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|coefficient_head_parameter,D2,0.0001,0.04960024869744363,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|coefficient_head_parameter,D2,3e-05,0.1348030437284568,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|coefficient_head_parameter,D2,1e-05,0.2861007256565865,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|coefficient_head_parameter,D2,3e-06,1.000000043772002,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_velocity,D2,0.0001,1.0278327084916915e-05,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_velocity,D2,3e-05,7.224826706946505e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_velocity,D2,1e-05,3.944950658116629e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_velocity,D2,3e-06,1.345539963384986e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_density,D2,0.0001,4.172300591793919e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_density,D2,3e-05,3.496807352854591e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_density,D2,1e-05,2.5132828883943995e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_density,D2,3e-06,8.730331968406785e-06,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_hidden_state,D2,0.0001,0.17281341807597592,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_hidden_state,D2,3e-05,0.07620235929329511,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_hidden_state,D2,1e-05,0.024799104924714693,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K4|initial_hidden_state,D2,3e-06,0.12164655206806277,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|gru_parameter,D2,0.0001,0.10797033980562742,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|gru_parameter,D2,3e-05,0.18361117213041067,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|gru_parameter,D2,1e-05,0.6325158185706647,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|gru_parameter,D2,3e-06,0.9999999999449508,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|coefficient_head_parameter,D2,0.0001,0.06078597084729149,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|coefficient_head_parameter,D2,3e-05,0.12092363441671786,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|coefficient_head_parameter,D2,1e-05,0.3428702369290178,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|coefficient_head_parameter,D2,3e-06,1.0000000087231586,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_velocity,D2,0.0001,2.1291600582646895e-05,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_velocity,D2,3e-05,1.537616248619033e-05,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_velocity,D2,1e-05,8.376786570238807e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_velocity,D2,3e-06,3.147316522407263e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_density,D2,0.0001,9.835750961280097e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_density,D2,3e-05,8.211283325565233e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_density,D2,1e-05,5.295423514483799e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_density,D2,3e-06,8.605366760831984e-06,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_hidden_state,D2,0.0001,0.32350571431722086,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_hidden_state,D2,3e-05,0.08581872476821586,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_hidden_state,D2,1e-05,0.06247986433453208,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300402|K8|initial_hidden_state,D2,3e-06,0.14646617483949298,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|gru_parameter,D2,0.0001,0.024034946386053715,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|gru_parameter,D2,3e-05,0.11517476784646818,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|gru_parameter,D2,1e-05,0.13822954325321005,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|gru_parameter,D2,3e-06,0.40777561925657474,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|coefficient_head_parameter,D2,0.0001,0.00889325308302264,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|coefficient_head_parameter,D2,3e-05,0.05067374298692134,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|coefficient_head_parameter,D2,1e-05,0.16031049583246962,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|coefficient_head_parameter,D2,3e-06,0.003803286398434378,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_velocity,D2,0.0001,1.611387159412612e-09,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_velocity,D2,3e-05,9.263954516990925e-11,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_velocity,D2,1e-05,3.3114110319786914e-09,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_velocity,D2,3e-06,2.6591051567170036e-09,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_density,D2,0.0001,8.253152736928664e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_density,D2,3e-05,3.897657635468919e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_density,D2,1e-05,3.0219173431798553e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_density,D2,3e-06,1.206762812653678e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_hidden_state,D2,0.0001,0.9259267766914885,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_hidden_state,D2,3e-05,1.0117826193330337,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_hidden_state,D2,1e-05,1.010906086940809,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K1|initial_hidden_state,D2,3e-06,1.0442179503205395,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|gru_parameter,D2,0.0001,0.027849178260779456,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|gru_parameter,D2,3e-05,0.16321485980222747,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|gru_parameter,D2,1e-05,0.14362833810146877,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|gru_parameter,D2,3e-06,0.5997290630075768,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|coefficient_head_parameter,D2,0.0001,7.947609423619191e-05,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|coefficient_head_parameter,D2,3e-05,0.010215824844157178,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|coefficient_head_parameter,D2,1e-05,0.05557580530158568,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|coefficient_head_parameter,D2,3e-06,0.5161750095245351,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_velocity,D2,0.0001,2.1381842821516148e-08,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_velocity,D2,3e-05,2.1741129912010443e-08,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_velocity,D2,1e-05,2.802271166074979e-08,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_velocity,D2,3e-06,2.7947940384935586e-08,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_density,D2,0.0001,8.560013471323962e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_density,D2,3e-05,1.099066865250133e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_density,D2,1e-05,2.559932415403006e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_density,D2,3e-06,1.3571266410655716e-06,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_hidden_state,D2,0.0001,0.5908482489970841,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_hidden_state,D2,3e-05,0.726270732912363,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_hidden_state,D2,1e-05,0.713370280564045,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K2|initial_hidden_state,D2,3e-06,0.43786173023685554,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|gru_parameter,D2,0.0001,0.02012484356272032,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|gru_parameter,D2,3e-05,0.04164232673055259,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|gru_parameter,D2,1e-05,0.02438463831678309,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|gru_parameter,D2,3e-06,0.0023701450657177127,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|coefficient_head_parameter,D2,0.0001,0.022301085729301392,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|coefficient_head_parameter,D2,3e-05,0.042976582057075975,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|coefficient_head_parameter,D2,1e-05,0.35997247695779383,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|coefficient_head_parameter,D2,3e-06,0.9272236242024184,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_velocity,D2,0.0001,8.651252168311756e-08,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_velocity,D2,3e-05,1.0137067980043667e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_velocity,D2,1e-05,1.113516446784761e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_velocity,D2,3e-06,1.1467969197638514e-07,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_density,D2,0.0001,5.8667532049002944e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_density,D2,3e-05,6.035476269791296e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_density,D2,1e-05,6.84709392895098e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_density,D2,3e-06,3.855315958269948e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_hidden_state,D2,0.0001,0.6346757463311256,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_hidden_state,D2,3e-05,0.5952468353335714,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_hidden_state,D2,1e-05,0.4776767488332702,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K4|initial_hidden_state,D2,3e-06,0.2830439589170323,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|gru_parameter,D2,0.0001,0.017950381323046914,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|gru_parameter,D2,3e-05,0.05239697133340116,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|gru_parameter,D2,1e-05,0.07660471539169432,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|gru_parameter,D2,3e-06,1.0000000000328766,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|coefficient_head_parameter,D2,0.0001,0.021446962444435048,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|coefficient_head_parameter,D2,3e-05,0.12301041031321382,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|coefficient_head_parameter,D2,1e-05,0.7519420972138413,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|coefficient_head_parameter,D2,3e-06,1.000000041997848,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_velocity,D2,0.0001,5.669640304045598e-09,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_velocity,D2,3e-05,1.3960282252001521e-08,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_velocity,D2,1e-05,5.4363134039472574e-08,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_velocity,D2,3e-06,5.56822582693353e-08,True,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_density,D2,0.0001,0.00010053491715703737,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_density,D2,3e-05,7.724629919918158e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_density,D2,1e-05,4.929729295562192e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_density,D2,3e-06,2.872103388647659e-05,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_hidden_state,D2,0.0001,0.8886967162913667,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_hidden_state,D2,3e-05,0.8027540287310989,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_hidden_state,D2,1e-05,0.6992045923843484,False,,,,,
(b),D2|FT_DR1_COUPLED_N8|20300403|K8|initial_hidden_state,D2,3e-06,0.437177849752515,False,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|gru_parameter,D2,0.0001,0.00828065231082628,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|gru_parameter,D2,3e-05,0.0586974139544009,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|gru_parameter,D2,1e-05,0.03571134370388918,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|gru_parameter,D2,3e-06,0.001618818984155221,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|coefficient_head_parameter,D2,0.0001,2.2822137669000683e-05,False,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|coefficient_head_parameter,D2,3e-05,0.0782322655650327,False,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|coefficient_head_parameter,D2,1e-05,0.0027676166202859434,False,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|coefficient_head_parameter,D2,3e-06,0.999999959985132,False,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_velocity,D2,0.0001,8.170046126798902e-08,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_velocity,D2,3e-05,8.163685087357846e-08,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_velocity,D2,1e-05,8.164525031457325e-08,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_velocity,D2,3e-06,8.167145485283063e-08,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_density,D2,0.0001,2.127303473401933e-06,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_density,D2,3e-05,3.154311544613564e-06,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_density,D2,1e-05,3.2914067102469905e-06,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_density,D2,3e-06,3.427058116918614e-06,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_hidden_state,D2,0.0001,0.040656268195483264,False,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_hidden_state,D2,3e-05,0.03432271001122005,False,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_hidden_state,D2,1e-05,0.024703764419872196,False,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K1|initial_hidden_state,D2,3e-06,0.015316629715573222,False,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K2|gru_parameter,D2,0.0001,0.00363235173716017,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K2|gru_parameter,D2,3e-05,0.14929870615469804,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K2|gru_parameter,D2,1e-05,0.005949032106470045,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K2|gru_parameter,D2,3e-06,0.8834563260892303,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K2|coefficient_head_parameter,D2,0.0001,0.025156814599323778,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K2|coefficient_head_parameter,D2,3e-05,0.07969926085386926,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K2|coefficient_head_parameter,D2,1e-05,0.0954317355863726,True,,,,,
(b),D2|FT_DR3_SHEAR_B_N8|20300401|K2|coefficient_head_parameter,D2,3e-06,0.479261753384971,True,,,,,
